"X1";"X288";"X32";"X46";"X4";"X2";"X36";"X19";"X61";"X64";"X18";"X11";"X14";"X29";"X22";"X37";"X59";"X3";"X58";"X56";"X52";"X15";"X12";"X1.1";"X51";"X43";"X54";"X28";"X25";"X23";"X30";"X13";"X20";"X35";"X44";"X26";"X48";"X55";"X27";"X49";"X21";"X57";"X38";"X39";"X45";"X6";"X31";"X33";"X7";"X8";"X41";"X5";"X42";"X47";"X40";"X24";"X50";"X16";"X10";"X62";"X34";"X17";"X63";"X9";"X60";"X53"
42;56;36;60;63;16;57;39;11;8;34;13;49;44;48;58;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;26;38;30;50;54;59;52;29;3;9;46;7;12;21;10;19;53;45;14;18;40;55;37;15;25;4;31;24;17;51;224
51;224;42;56;36;60;63;16;57;39;11;8;34;13;49;44;48;58;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;26;38;30;50;54;59;52;29;3;9;46;7;12;21;10;19;53;45;14;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;58;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;26;38;30;50;54;59;52;56;3;9;46;7;12;21;10;19;53;45;14;18;40;55;37;15;25;4;31;24;17;51;224
51;224;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;58;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;26;38;30;50;54;59;52;56;3;9;46;7;12;21;10;19;53;45;14;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;58;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;26;38;30;50;54;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17;51;224
51;224;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;58;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;26;38;30;50;54;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;58;38;30;50;54;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17;51;224
51;224;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;23;35;43;64;5;51;28;22;2;62;33;27;61;47;41;20;32;6;58;38;30;50;54;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;23;35;43;64;5;51;28;27;2;62;33;22;61;47;41;20;32;6;58;38;30;50;54;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17;51;224
51;224;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;23;35;43;64;5;51;28;27;2;62;33;22;61;47;41;20;32;6;58;38;30;50;54;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;5;51;28;27;2;62;33;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17;51;224
51;224;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;5;51;28;27;2;62;33;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;33;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17;51;220
51;220;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;33;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;25;4;31;24;17
42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17;51;220
51;220;42;29;36;60;63;16;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;14;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17
42;29;36;60;63;14;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17;51;224
51;224;42;29;36;60;63;14;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17
42;29;36;60;63;14;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;17;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;50;51;236
51;224;42;29;36;60;63;14;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17
42;29;36;60;63;14;57;39;11;8;18;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;34;40;55;37;15;33;4;31;24;17;51;248
52;224;42;29;36;60;63;14;57;39;11;8;34;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;38;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17
42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;34;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17;52;224
52;224;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;32;6;58;34;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;17
42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;17;6;58;34;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;32;52;224
52;224;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;17;6;58;34;30;50;23;59;52;56;3;16;46;7;12;21;10;19;53;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;17;6;58;34;30;50;23;59;52;56;3;16;46;7;53;21;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;224
52;224;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;25;22;61;47;41;20;17;6;58;34;30;50;23;59;52;56;3;16;46;7;53;21;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;6;58;34;30;50;23;59;52;25;3;16;46;7;53;21;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;232
52;232;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;6;58;34;30;50;23;59;52;25;3;16;46;7;53;21;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;28;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;39;27;2;62;56;22;61;47;41;20;17;6;58;34;30;50;23;59;52;25;3;16;46;7;53;21;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;252
52;232;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;6;58;34;30;50;23;59;52;25;3;16;46;7;53;21;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;21;58;34;30;50;23;59;52;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;232
52;232;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;35;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;21;58;34;30;50;23;59;52;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;23;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;21;58;34;30;50;35;59;52;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;252
52;252;42;29;36;60;63;14;57;39;11;8;38;13;49;44;48;26;1;54;23;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;21;58;34;30;50;35;59;52;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;252
52;252;42;29;36;60;63;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;51;5;28;27;2;62;56;22;61;47;41;20;17;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;63;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;51;5;28;27;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32;52;248
52;248;42;29;36;60;63;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;51;5;28;27;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;9;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;51;5;28;27;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32;52;248
52;248;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;51;5;28;27;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;51;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32;52;248
52;248;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;51;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32
42;29;36;8;9;14;57;39;11;60;38;13;52;44;48;26;1;54;23;43;64;27;5;28;51;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32;52;268
52;248;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;51;2;62;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32;52;244
52;244;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;47;41;20;56;21;58;34;30;50;35;59;49;25;3;16;46;7;53;6;10;19;12;45;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;47;41;20;56;21;58;34;30;50;35;59;45;25;3;16;46;7;53;6;10;19;12;49;63;18;40;55;37;15;33;4;31;24;32;52;244
52;244;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;47;41;20;56;21;58;34;30;50;35;59;45;25;3;16;46;7;53;6;10;19;12;49;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;59;41;20;56;21;58;34;30;50;35;47;45;25;3;16;46;7;53;6;10;19;12;49;63;18;40;55;37;15;33;4;31;24;32;52;244
52;244;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;59;41;20;56;21;58;34;30;50;35;47;45;25;3;16;46;7;53;6;10;19;12;49;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;12;49;63;18;40;55;37;15;33;4;31;24;32;52;250
52;250;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;51;17;22;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;12;49;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;12;17;22;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;18;40;55;37;15;33;4;31;24;32;52;250
52;250;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;5;28;62;2;12;17;22;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;18;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;18;28;62;2;12;17;22;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32;52;250
52;250;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;64;27;18;28;62;2;12;17;22;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;22;27;18;28;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32;52;250
52;250;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;22;27;18;28;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;28;13;52;44;48;26;1;54;23;43;22;27;18;38;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32;52;270
53;250;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;23;43;22;27;18;28;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;6;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;6;43;22;27;18;28;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32;53;222
53;222;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;6;43;22;27;18;28;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;10;19;51;49;63;5;40;55;37;15;33;4;31;24;32
42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;6;43;22;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;10;19;51;49;63;5;40;55;37;15;33;4;28;24;32;53;222
53;222;42;29;36;60;9;14;57;39;11;8;38;13;52;44;48;26;1;54;6;43;22;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;10;19;51;49;63;5;40;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;38;13;52;44;48;26;1;54;6;43;22;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;14;19;51;49;63;5;40;55;37;15;33;4;28;24;32;53;226
53;226;42;29;36;60;9;10;57;39;11;8;38;13;52;44;48;26;1;54;6;43;22;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;14;19;51;49;63;5;40;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;38;13;52;44;48;26;1;54;6;43;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;14;19;22;49;63;5;40;55;37;15;33;4;28;24;32;53;226
53;226;42;29;36;60;9;10;57;39;11;8;38;13;52;44;48;26;1;54;6;43;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;58;35;47;45;25;3;16;46;7;53;23;14;19;22;49;63;5;40;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;38;13;52;44;48;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;14;19;22;49;63;5;40;55;37;15;33;4;28;24;32;53;222
53;222;42;29;36;60;9;10;57;39;11;8;38;13;52;44;48;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;14;19;22;49;63;5;40;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;48;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;40;55;37;15;33;4;28;24;32;53;226
53;226;42;29;36;60;9;10;57;39;11;8;14;13;52;44;48;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;40;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32;53;224
53;224;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;53;13;52;44;40;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;14;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32;53;244
53;224;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;1;54;6;58;51;27;18;31;62;2;12;17;64;61;59;41;20;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;1;54;6;58;51;27;18;31;20;2;12;17;64;61;59;41;62;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32;53;224
53;224;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;1;54;6;58;51;27;18;31;20;2;12;17;64;61;59;41;62;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;54;6;58;51;27;18;31;20;2;12;17;1;61;59;41;62;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32;53;232
53;232;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;54;6;58;51;27;18;31;20;2;12;17;1;61;59;41;62;56;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;56;6;58;51;27;18;31;20;2;12;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32;53;232
53;232;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;56;6;58;51;27;18;31;20;2;12;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;53;23;38;19;22;49;63;5;48;55;37;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;56;6;58;51;27;18;31;20;2;12;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;32;53;232
53;232;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;56;6;58;51;27;18;31;20;2;12;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;32
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;56;6;58;51;27;18;31;20;2;32;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;12;53;244
53;244;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;56;6;58;51;27;18;31;20;2;32;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;12
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;12;53;244
53;244;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;12
42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;32;56;58;51;27;18;31;20;2;6;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;12;53;260
53;244;42;29;36;60;9;10;57;39;11;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;49;63;5;48;55;53;15;33;4;28;24;12
42;29;36;60;9;10;57;39;49;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;11;63;5;48;55;53;15;33;4;28;24;12;53;244
53;244;42;29;36;60;9;10;57;39;49;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;62;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;11;63;5;48;55;53;15;33;4;28;24;12
42;62;36;60;9;10;57;39;49;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;29;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;11;63;5;48;55;53;15;33;4;28;24;12;53;240
53;240;42;62;36;60;9;10;57;39;49;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;59;41;29;54;21;50;34;30;43;35;47;45;25;3;16;46;7;37;23;38;19;22;11;63;5;48;55;53;15;33;4;28;24;12
42;62;36;60;9;10;57;39;49;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;22;11;63;5;48;55;53;15;33;4;28;24;12;53;240
53;240;42;62;36;60;9;10;57;39;49;8;14;13;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;22;11;63;5;48;55;53;15;33;4;28;24;12
42;62;36;60;9;10;57;39;49;8;14;33;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;22;11;63;5;48;55;53;15;13;4;28;24;12;53;240
53;240;42;62;36;60;9;10;57;39;49;8;14;33;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;22;11;63;5;48;55;53;15;13;4;28;24;12
42;62;36;60;9;10;57;41;49;8;14;33;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;39;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;22;11;63;5;48;55;53;15;13;4;28;24;12;53;246
54;240;42;62;36;60;9;10;57;39;49;8;14;33;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;22;11;63;5;48;55;53;15;13;4;28;24;12
42;62;36;60;9;10;57;39;49;8;14;33;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;13;11;63;5;48;55;53;15;22;4;28;24;12;54;240
54;240;42;62;36;60;9;10;57;39;49;8;14;33;52;44;40;26;64;32;6;58;51;27;18;31;20;2;56;17;1;61;16;41;29;54;21;50;34;30;43;35;47;45;25;3;59;46;7;37;23;38;19;13;11;63;5;48;55;53;15;22;4;28;24;12
