"X1";"X286";"X46";"X52";"X12";"X42";"X4";"X57";"X64";"X48";"X27";"X11";"X59";"X24";"X31";"X6";"X33";"X53";"X18";"X34";"X60";"X30";"X7";"X5";"X62";"X50";"X16";"X15";"X45";"X40";"X19";"X2";"X58";"X37";"X13";"X61";"X10";"X8";"X39";"X56";"X55";"X41";"X35";"X28";"X38";"X25";"X21";"X54";"X14";"X43";"X36";"X49";"X47";"X44";"X26";"X9";"X22";"X63";"X17";"X51";"X3";"X32";"X1.1";"X23";"X29";"X20"
60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;12;62;20;33;19;22;46;9;59;4;41;58;252
58;252;60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;12;62;20;33;19;22;46;9;59;4;41
60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;28;10;49;39;37;11;45;23;40;16;56;13;21;53;48;12;62;20;33;19;22;46;9;59;4;41;58;264
58;252;60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;12;62;20;33;19;22;46;9;59;4;41
60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;59;62;20;33;19;22;46;9;12;4;41;58;252
58;252;60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;59;62;20;33;19;22;46;9;12;4;41
60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;59;9;20;33;19;22;46;62;12;4;41;58;252
58;252;60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;17;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;59;9;20;33;19;22;46;62;12;4;41
60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;62;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;59;9;20;33;19;22;46;17;12;4;41;58;252
59;252;60;63;7;54;1;30;32;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;62;50;40;10;49;39;37;11;45;23;28;16;56;13;21;53;48;59;9;20;33;19;22;46;17;12;4;41
60;63;7;54;1;30;13;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;17;12;4;41;59;252
59;252;60;63;7;54;1;30;13;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;18;61;51;26;35;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;17;12;4;41
60;63;7;54;1;30;13;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;17;61;51;26;35;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;18;12;4;41;59;254
59;254;60;63;7;54;1;30;13;42;43;31;5;34;58;29;64;2;25;3;6;52;27;8;24;57;47;14;55;44;38;15;36;17;61;51;26;35;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;18;12;4;41
60;63;7;54;1;30;13;42;43;31;5;34;58;29;64;2;25;3;6;35;27;8;24;57;47;14;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;18;12;4;41;59;258
59;258;60;63;7;54;1;30;13;42;43;31;5;34;58;29;64;2;25;3;6;35;27;8;24;57;47;14;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;18;12;4;41
60;63;7;54;1;30;13;42;43;18;5;34;58;29;64;2;25;3;6;35;27;8;24;57;47;14;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;31;12;4;41;59;262
59;262;60;63;7;54;1;30;13;42;43;18;5;34;58;29;64;2;25;3;6;35;27;8;24;57;47;14;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;31;12;4;41
60;63;7;54;1;30;13;42;43;18;5;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;31;12;4;41;59;262
59;262;60;63;7;54;1;30;13;42;43;18;5;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;33;19;22;46;31;12;4;41
60;63;7;54;1;30;13;42;43;18;5;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;12;19;22;46;31;33;4;41;59;262
59;262;60;63;7;54;1;30;13;42;43;18;5;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;20;12;19;22;46;31;33;4;41
60;63;7;54;1;30;13;42;43;18;20;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;262
59;262;60;63;7;54;1;30;13;42;43;18;20;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;54;1;30;60;42;43;18;20;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;262
59;262;13;63;7;54;1;30;60;42;43;18;20;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;54;1;30;60;42;43;18;20;14;58;29;64;2;40;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;25;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;286
59;262;13;63;7;54;1;30;60;42;43;18;20;14;58;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;58;1;30;60;42;43;18;20;14;54;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;262
59;262;13;63;7;58;1;30;60;42;43;18;20;14;54;29;64;2;25;3;6;35;27;8;24;57;47;34;55;44;38;15;36;17;61;51;26;52;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;58;1;30;60;42;43;18;20;14;54;29;64;2;25;3;6;35;27;8;52;57;47;34;55;44;38;15;36;17;61;51;26;24;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;262
59;262;13;63;7;58;1;30;60;42;43;18;20;14;54;29;64;2;25;3;6;35;27;8;52;57;47;34;55;44;38;15;36;17;61;51;26;24;62;50;40;10;49;39;37;11;45;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;58;1;30;60;42;43;18;20;14;54;29;64;2;45;3;6;35;27;8;52;57;47;34;55;44;38;15;36;17;61;51;26;24;62;50;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;274
59;274;13;63;7;58;1;30;60;42;43;18;20;14;54;29;64;2;45;3;6;35;27;8;52;57;47;34;55;44;38;15;36;17;61;51;26;24;62;50;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;58;47;30;60;42;43;18;20;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;50;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41;59;274
59;274;13;63;7;58;47;30;60;42;43;18;20;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;50;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;59;9;5;12;19;22;46;31;33;4;41
13;63;7;58;47;30;60;42;43;18;20;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;12;19;22;46;31;33;4;41;59;274
59;274;13;63;7;58;47;30;60;42;43;18;20;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;12;19;22;46;31;33;4;41
13;63;7;58;47;30;60;42;43;18;12;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;20;19;22;46;31;33;4;41;59;270
59;270;13;63;7;58;47;30;60;42;43;18;12;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;20;19;22;46;31;33;4;41
13;63;7;58;47;30;41;42;43;18;12;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;20;19;22;46;31;33;4;60;59;270
59;270;13;63;7;58;47;30;41;42;43;18;12;14;54;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;20;19;22;46;31;33;4;60
13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;33;4;60;59;270
59;270;13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;34;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;25;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;33;4;60
13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;34;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;33;4;60;59;270
59;270;13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;44;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;34;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;33;4;60
13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;33;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;34;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;44;4;60;59;266
59;266;13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;33;38;15;36;17;61;51;26;24;62;59;40;10;49;39;37;11;34;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;44;4;60
13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;33;38;15;36;17;44;51;26;24;62;59;40;10;49;39;37;11;34;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;61;4;60;59;266
60;266;13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;33;38;15;36;17;44;51;26;24;62;59;40;10;49;39;37;11;34;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;61;4;60
13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;33;38;15;36;17;44;51;26;24;62;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;61;4;60;60;266
60;266;13;63;7;58;47;30;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;1;25;55;33;38;15;36;17;44;51;26;24;62;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;61;4;60
13;63;7;58;47;1;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;51;26;24;62;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;61;4;60;60;282
60;282;13;63;7;58;47;1;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;51;26;24;62;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;54;31;61;4;60
13;63;7;58;47;1;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;54;26;24;62;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;51;31;61;4;60;60;282
60;282;13;63;7;58;47;1;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;54;26;24;62;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;51;31;61;4;60
13;63;7;58;47;62;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;54;26;24;1;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;51;31;61;4;60;60;282
60;282;13;63;7;58;47;62;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;54;26;24;1;34;40;10;49;39;37;11;59;23;28;16;56;32;21;53;48;50;9;5;20;19;22;51;31;61;4;60
13;63;7;58;47;62;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;60;60;278
60;278;13;63;7;58;47;62;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;25;55;33;38;15;36;17;44;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;60
13;25;7;58;47;62;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;63;55;33;38;15;36;17;44;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;60;60;278
60;278;13;25;7;58;47;62;41;42;43;18;12;14;46;29;64;2;45;3;6;35;27;8;52;57;30;63;55;33;38;15;36;17;44;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;60
13;25;7;58;47;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;27;8;52;57;30;63;55;33;38;15;36;17;14;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;60;60;276
60;276;13;25;7;58;47;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;27;8;52;57;30;63;55;33;38;15;36;17;14;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;60
13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;27;8;52;57;30;63;55;33;38;15;36;17;14;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;47;60;276
60;276;13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;27;8;52;57;30;63;55;33;38;15;36;17;14;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;30;63;55;33;38;15;27;17;14;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;47;60;276
60;276;13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;30;63;55;33;38;15;27;17;14;54;26;24;1;34;40;10;49;39;37;11;59;53;28;16;56;32;21;23;48;50;9;5;20;19;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;30;63;55;33;38;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;59;53;28;16;54;32;21;23;48;50;9;5;20;19;22;51;31;61;4;47;60;276
60;276;13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;30;63;55;33;38;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;59;53;28;16;54;32;21;23;48;50;9;5;20;19;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;30;63;55;33;38;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;19;53;28;16;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47;60;276
60;276;13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;30;63;55;33;38;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;19;53;28;16;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;19;53;28;16;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47;60;276
60;276;13;25;7;58;60;62;41;42;43;18;12;44;46;29;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;19;53;28;16;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;44;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;19;29;28;16;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47;60;276
60;276;13;25;7;58;60;62;41;42;43;18;12;44;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;14;56;26;24;1;34;40;10;49;39;37;11;19;29;28;16;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;44;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;16;56;26;24;1;34;40;10;49;39;37;11;19;29;28;14;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47;60;278
60;278;13;25;7;58;60;62;41;42;43;18;12;44;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;16;56;26;24;1;34;40;10;49;39;37;11;19;29;28;14;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;47
13;25;7;58;60;62;41;42;43;18;12;47;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;16;56;26;24;1;34;40;10;49;39;37;11;19;29;28;14;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;44;60;278
60;278;13;25;7;58;60;62;41;42;43;18;12;47;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;16;56;26;24;1;34;40;10;49;39;37;11;19;29;28;14;54;32;21;23;48;50;9;5;20;59;22;51;31;61;4;44
13;25;7;58;60;62;41;42;43;18;12;47;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;16;56;26;24;1;34;20;10;49;39;37;11;19;29;28;14;54;32;21;23;48;50;9;5;40;59;22;51;31;61;4;44;60;284
60;284;13;25;7;58;60;62;41;42;43;18;12;47;46;53;64;2;45;3;6;35;36;8;52;57;38;63;55;33;30;15;27;17;16;56;26;24;1;34;20;10;49;39;37;11;19;29;28;14;54;32;21;23;48;50;9;5;40;59;22;51;31;61;4;44
13;25;7;58;60;62;41;42;43;18;12;47;46;53;64;2;45;3;6;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;26;24;1;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;48;50;9;5;40;59;22;51;31;61;4;44;60;296
60;296;13;25;7;58;60;62;41;42;43;18;12;47;46;53;64;2;45;3;6;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;26;24;1;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;48;50;9;5;40;59;22;51;31;61;4;44
13;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;6;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;26;24;1;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;60;280
60;280;13;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;6;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;26;24;1;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
13;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;1;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;26;24;6;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;60;280
60;280;13;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;1;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;26;24;6;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;1;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;13;24;6;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;60;278
61;278;26;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;1;35;36;8;52;57;38;63;37;33;30;15;27;17;16;56;13;24;6;34;20;10;49;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;27;17;16;56;13;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;61;278
61;278;26;25;7;58;60;62;41;42;43;18;12;47;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;27;17;16;56;13;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;60;62;41;42;43;16;12;47;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;27;17;18;56;13;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;61;266
61;266;26;25;7;58;60;62;41;42;43;16;12;47;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;27;17;18;56;13;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;60;62;41;42;43;16;12;47;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;61;264
61;264;26;25;7;58;60;62;41;42;43;16;12;47;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;60;62;41;42;43;16;12;47;46;48;64;2;45;3;35;1;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;61;264
61;264;26;25;7;58;60;62;41;42;43;16;12;47;46;48;64;2;45;3;35;1;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;47;62;41;42;43;16;12;60;46;48;64;2;45;3;35;1;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;61;264
61;264;26;25;7;58;47;62;41;42;43;16;12;60;46;48;64;2;45;3;35;1;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;47;62;41;42;43;16;12;60;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44;61;264
61;264;26;25;7;58;47;62;41;42;43;16;12;60;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;6;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;40;59;22;51;31;61;4;44
26;25;7;58;47;62;41;42;43;16;12;60;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;40;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;6;59;22;51;31;61;4;44;61;264
61;264;26;25;7;58;47;62;41;42;43;16;12;60;46;48;64;2;45;3;1;35;36;8;52;49;38;63;37;33;30;15;13;17;18;56;27;24;40;34;20;10;57;39;55;11;19;29;28;14;54;32;21;23;53;50;9;5;6;59;22;51;31;61;4;44
