"X1";"X288";"X18";"X49";"X56";"X39";"X25";"X51";"X61";"X19";"X57";"X5";"X34";"X52";"X11";"X60";"X26";"X12";"X33";"X35";"X31";"X21";"X58";"X40";"X45";"X50";"X54";"X13";"X1.1";"X10";"X23";"X32";"X29";"X27";"X16";"X53";"X3";"X37";"X47";"X48";"X44";"X6";"X4";"X59";"X62";"X46";"X15";"X42";"X38";"X30";"X20";"X17";"X7";"X24";"X64";"X22";"X43";"X36";"X2";"X28";"X14";"X63";"X8";"X41";"X55";"X9"
47;290;22;16;21;46;33;10;38;51;26;41;39;7;4;20;48;35;57;27;58;31;44;8;5;34;59;52;29;1;25;64;63;32;45;9;55;37;15;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;14;54;61;11;2;28;62;3
22;16;21;46;33;10;38;51;26;41;39;7;4;20;48;35;57;27;58;31;15;8;5;34;59;52;29;1;25;64;63;32;45;9;55;37;44;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;14;54;61;11;2;28;62;3;47;270
47;270;22;16;21;46;33;10;38;51;26;41;39;7;4;20;48;35;57;27;58;31;15;8;5;34;59;52;29;1;25;64;63;32;45;9;55;37;44;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;14;54;61;11;2;28;62;3
22;16;21;46;33;10;14;51;26;41;39;7;4;20;48;35;57;27;58;31;15;8;5;34;59;52;29;1;25;64;63;32;45;9;55;37;44;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;3;47;270
47;270;22;16;21;46;33;10;14;51;26;41;39;7;4;20;48;35;57;27;58;31;15;8;5;34;59;52;29;1;25;64;63;32;45;9;55;37;44;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;3
22;16;21;46;33;10;14;51;26;41;39;7;4;20;48;32;57;27;58;31;15;8;5;34;59;52;29;1;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;3;47;264
47;264;22;16;21;46;33;10;14;51;26;41;39;7;4;20;48;32;57;27;58;31;15;8;5;34;59;52;29;1;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;12;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;3
22;16;21;46;33;10;14;51;26;41;39;7;4;20;48;32;57;27;58;31;15;8;5;34;59;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;3;47;268
48;268;22;16;21;46;33;10;14;51;26;41;39;7;4;20;48;32;57;27;58;31;15;8;5;34;59;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;3
22;16;21;46;33;10;14;51;26;41;39;7;4;20;3;32;57;27;58;31;15;8;5;34;59;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;48;48;252
48;252;22;16;21;46;33;10;14;51;26;41;39;7;4;20;3;32;57;27;58;31;15;8;5;34;59;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;48
22;16;21;46;33;10;14;51;26;41;39;7;4;20;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;48;48;248
48;248;22;16;21;46;33;10;14;51;26;41;39;7;4;20;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;19;17;50;38;54;61;11;2;28;62;48
22;16;21;19;33;10;14;51;26;41;39;7;4;20;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;46;17;50;38;54;61;11;2;28;62;48;48;248
48;248;22;16;21;19;33;10;14;51;26;41;39;7;4;20;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;18;30;1;60;42;36;53;47;6;43;46;17;50;38;54;61;11;2;28;62;48
22;16;21;19;33;10;14;51;26;41;39;7;4;20;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;46;17;50;38;54;18;11;2;28;62;48;48;252
48;252;22;16;21;19;33;10;14;51;26;41;39;7;4;20;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;9;55;37;44;13;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;46;17;50;38;54;18;11;2;28;62;48
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;20;55;37;44;13;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;46;17;50;38;54;18;11;2;28;62;48;48;236
48;236;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;20;55;37;44;13;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;46;17;50;38;54;18;11;2;28;62;48
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;20;55;37;44;13;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;48;17;50;38;54;18;11;2;28;62;46;48;236
48;236;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;20;55;37;44;13;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;48;17;50;38;54;18;11;2;28;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;20;55;37;44;17;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;48;13;50;38;54;18;11;2;28;62;46;48;236
48;236;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;34;58;52;29;12;25;64;63;35;45;20;55;37;44;17;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;48;13;50;38;54;18;11;2;28;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;58;52;29;12;25;64;63;35;45;20;55;37;44;17;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;48;13;50;34;54;18;11;2;28;62;46;48;236
48;236;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;58;52;29;12;25;64;63;35;45;20;55;37;44;17;23;49;40;24;56;61;30;1;60;42;36;53;47;6;43;48;13;50;34;54;18;11;2;28;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;64;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;42;36;53;47;6;43;48;13;50;34;54;18;11;2;28;62;46;48;236
48;236;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;64;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;42;36;53;47;6;43;48;13;50;34;54;18;11;2;28;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;42;36;53;47;64;43;48;13;50;34;54;18;11;2;28;62;46;48;232
48;232;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;42;36;53;47;64;43;48;13;50;34;54;18;11;2;28;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;43;36;53;47;64;42;48;13;50;34;54;18;11;2;28;62;46;48;232
48;232;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;43;36;53;47;64;42;48;13;50;34;54;18;11;2;28;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;54;18;11;2;36;62;46;48;232
48;232;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;58;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;54;18;11;2;36;62;46
22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46;48;232
48;232;22;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;55;37;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46
55;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;22;37;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46;48;234
48;234;55;16;21;19;33;10;14;51;26;41;39;7;4;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;22;37;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46
55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46;48;234
48;234;55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46
55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;32;57;27;59;52;15;8;5;38;24;31;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46;48;242
48;234;55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;32;57;27;59;31;15;8;5;38;24;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46
55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;24;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46;48;234
48;234;55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;24;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;61;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;11;2;36;62;46
55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;24;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;11;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;61;2;36;62;46;48;214
48;214;55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;24;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;54;56;11;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;61;2;36;62;46
55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;54;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;24;56;11;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;61;2;36;62;46;48;214
48;214;55;16;21;19;33;10;14;51;26;41;39;7;37;9;3;54;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;49;40;24;56;11;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;61;2;36;62;46
55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;61;2;36;62;46;48;206
49;206;55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;27;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;43;28;53;47;64;42;48;13;50;34;58;18;61;2;36;62;46
55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;64;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;43;28;53;47;27;42;48;13;50;34;58;18;61;2;36;62;46;49;206
49;206;55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;64;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;43;28;53;47;27;42;48;13;50;34;58;18;61;2;36;62;46
55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;64;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;62;46;49;206
49;206;55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;64;59;31;15;8;5;38;32;52;29;12;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;62;46
55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;64;59;31;15;8;5;38;32;52;29;46;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;62;12;49;206
49;206;55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;54;57;64;59;31;15;8;5;38;32;52;29;46;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;62;12
55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;29;46;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;54;12;49;206
49;206;55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;29;46;25;6;63;35;45;20;22;4;44;17;23;10;40;24;56;11;30;1;60;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;54;12
55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;29;46;25;6;63;35;45;20;22;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;54;12;49;218
49;218;55;16;21;19;33;49;14;51;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;29;46;25;6;63;35;45;20;22;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;54;12
55;16;21;19;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;22;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;54;12;49;226
49;226;55;16;21;19;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;22;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;13;50;34;58;18;61;43;36;54;12
55;16;21;19;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;54;12;49;220
49;220;55;16;21;19;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;54;12
55;16;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12;49;224
49;224;55;16;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;40;24;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12
55;40;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;24;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12;49;224
49;224;55;40;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;31;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;24;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12
55;40;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12;49;224
49;224;55;40;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;23;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12
55;23;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12;49;224
49;224;55;23;21;54;33;49;14;29;26;41;39;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12
55;23;21;54;33;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12;49;224
49;224;55;23;21;54;33;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;42;48;22;50;34;58;18;61;43;36;19;12
55;23;21;54;42;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;12;49;224
49;224;55;23;21;54;42;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;12
55;23;21;54;42;39;14;29;26;41;36;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;49;19;12;49;232
49;224;55;23;21;54;42;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;12
55;21;23;54;42;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;12;49;226
49;226;55;21;23;54;42;39;14;29;26;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;12
55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;26;49;226
49;226;55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;6;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;18;61;43;36;19;26
55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;18;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;49;230
49;230;55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;15;8;5;38;32;52;51;46;25;18;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;15;8;38;5;32;52;51;46;25;18;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;49;230
49;230;55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;15;8;38;5;32;52;51;46;25;18;63;35;45;20;13;4;44;17;60;10;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;20;13;4;44;17;60;15;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;49;230
49;230;55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;20;13;4;44;17;60;15;16;31;56;11;30;1;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;17;60;15;16;31;56;11;30;20;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;49;250
50;250;55;21;23;54;42;39;14;29;12;41;49;7;37;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;17;60;15;16;31;56;11;30;20;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;21;23;54;42;39;14;29;12;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;60;15;16;31;56;11;30;20;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;50;250
50;250;55;21;23;54;42;39;14;29;12;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;60;15;16;31;56;11;30;20;40;2;28;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;21;23;54;28;39;14;29;12;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;60;15;16;31;56;11;30;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;50;250
50;250;55;21;23;54;28;39;14;29;12;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;60;15;16;31;56;11;30;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;60;23;54;28;39;14;29;12;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;21;15;16;31;56;11;30;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;50;256
50;256;55;60;23;54;28;39;14;29;12;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;21;15;16;31;56;11;30;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;60;23;54;28;39;14;29;30;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;21;15;16;31;56;11;12;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;50;256
50;256;55;60;23;54;28;39;14;29;30;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;1;13;4;44;37;21;15;16;31;56;11;12;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;60;23;54;28;39;14;29;30;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;16;13;4;44;37;21;15;1;31;56;11;12;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26;50;256
50;256;55;60;23;54;28;39;14;29;30;41;49;7;17;9;3;62;57;64;59;24;10;8;38;5;32;52;51;46;25;18;63;35;45;16;13;4;44;37;21;15;1;31;56;11;12;20;40;2;42;53;47;27;33;48;22;50;34;58;6;61;43;36;19;26
55;60;23;54;28;39;14;29;30;41;49;7;17;9;3;62;57;64;59;24;10;8;33;5;32;52;51;46;25;18;63;35;45;16;13;4;44;37;21;15;1;31;56;11;12;20;40;2;42;53;47;27;38;48;22;50;34;58;6;61;43;36;19;26;50;256
50;256;55;60;23;54;28;39;14;29;30;41;49;7;17;9;3;62;57;64;59;24;10;8;33;5;32;52;51;46;25;18;63;35;45;16;13;4;44;37;21;15;1;31;56;11;12;20;40;2;42;53;47;27;38;48;22;50;34;58;6;61;43;36;19;26
55;60;23;54;28;39;14;29;30;41;49;31;17;9;3;62;57;64;59;24;10;8;33;5;32;52;51;46;25;18;63;35;45;16;13;4;44;37;21;15;1;7;56;11;12;20;40;2;42;53;47;27;38;48;22;50;34;58;6;61;43;36;19;26;50;256
50;256;55;60;23;54;28;39;14;29;30;41;49;31;17;9;3;62;57;64;59;24;10;8;33;5;32;52;51;46;25;18;63;35;45;16;13;4;44;37;21;15;1;7;56;11;12;20;40;2;42;53;47;27;38;48;22;50;34;58;6;61;43;36;19;26
55;60;23;54;28;39;14;29;30;41;49;31;17;9;3;62;57;64;59;24;10;8;33;5;32;52;51;50;25;18;63;35;45;16;13;4;44;37;21;15;1;7;56;11;12;20;40;2;42;53;47;27;38;48;22;46;34;58;6;61;43;36;19;26;50;248
