"X1";"X27336";"X17";"X10";"X22";"X23";"X16";"X31";"X20";"X11";"X8";"X4";"X19";"X26";"X27";"X24";"X32";"X1.1";"X9";"X5";"X6";"X21";"X14";"X18";"X2";"X28";"X15";"X7";"X25";"X29";"X13";"X30";"X12";"X3"
121;20278;23;20;26;6;19;27;8;4;15;14;11;10;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;15;14;11;10;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;121;20438
121;20438;26;20;23;6;19;27;8;4;15;14;11;10;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;121;20438
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;15;4;10;14;11;8;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;121;20778
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;32;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;15;29;121;20650
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;31;14;11;15;12;25;10;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;121;21042
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;5;7;21;1;2;3;28;9;13;30;22;18;16;24;17;32;29;121;22560
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;1;27;8;4;10;14;11;15;12;25;31;24;7;21;19;2;3;28;9;13;30;22;18;16;5;17;32;29;121;21616
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;28;11;15;12;25;31;24;7;21;1;2;3;14;9;13;30;22;18;16;5;17;32;29;121;20978
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;15;23;6;19;27;8;4;10;14;11;20;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;121;20948
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;21;11;15;12;25;31;24;7;14;1;2;3;28;9;13;30;22;18;16;5;17;32;29;121;21810
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;29;5;17;32;16;121;20914
121;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
1;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;26;2;3;28;9;13;30;22;18;16;5;17;32;29;121;21174
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;22;7;21;1;2;3;28;9;13;30;24;18;16;5;17;32;29;122;21238
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;31;10;14;11;15;12;25;4;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;122;21264
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;30;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;20;22;18;16;5;17;32;29;122;21098
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
9;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;26;13;30;22;18;16;5;17;32;29;122;21024
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;30;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;10;22;18;16;5;17;32;29;122;21204
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;5;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;15;17;32;29;122;21158
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;2;7;21;1;24;3;28;9;13;30;22;18;16;5;17;32;29;122;20954
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
26;20;23;6;19;27;8;4;10;14;11;15;12;28;31;24;7;21;1;2;3;25;9;13;30;22;18;16;5;17;32;29;122;20898
122;20438;26;20;23;6;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29;122;20044
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;18;13;30;22;9;16;5;17;32;29;122;20318
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;5;16;17;32;29;122;21264
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;32;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;26;29;122;20464
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;30;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;20;22;18;16;5;17;32;29;122;20704
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;1;24;7;21;31;2;3;28;9;13;30;22;18;16;5;17;32;29;122;21406
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;17;5;32;29;122;20910
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;1;14;11;15;12;25;31;24;7;21;10;2;3;28;9;13;30;22;18;16;5;17;32;29;122;20624
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;21;14;11;15;12;25;31;24;7;10;1;2;3;28;9;13;30;22;18;16;5;17;32;29;122;21452
122;20044;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;13;30;22;18;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;122;19976
122;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;21;24;7;31;1;2;3;28;9;18;30;22;13;16;5;17;32;29;122;20376
122;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;5;30;22;13;16;18;17;32;29;122;20810
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;25;15;12;11;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;21200
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;9;1;2;3;28;21;18;30;22;13;16;5;17;32;29;123;20408
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;15;4;10;14;11;8;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;20236
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;7;14;11;15;12;25;31;24;10;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;20336
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;11;10;14;4;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;20496
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;1;15;12;25;31;24;7;21;11;2;3;28;9;18;30;22;13;16;5;17;32;29;123;21456
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;28;31;24;7;21;1;2;3;25;9;18;30;22;13;16;5;17;32;29;123;20436
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;32;16;5;17;13;29;123;20032
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;17;18;30;22;13;16;5;9;32;29;123;20510
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;24;31;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;20436
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;18;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;19;30;22;13;16;5;17;32;29;123;20396
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;21;24;7;31;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;20376
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;4;23;26;19;27;8;20;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;123;20574
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;2;10;14;11;15;12;25;31;24;7;21;1;4;3;28;9;18;30;22;13;16;5;17;32;29;123;20336
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;16;31;24;7;21;1;2;3;28;9;18;30;22;13;25;5;17;32;29;123;20916
123;19976;6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;123;19936
123;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
21;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;6;1;2;3;26;9;18;30;22;13;16;5;17;32;29;123;20918
123;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;17;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;20;32;29;123;20676
123;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;9;12;25;31;24;7;21;1;2;3;26;15;18;30;22;13;16;5;17;32;29;123;20276
123;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;13;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;23;16;5;17;32;29;123;21514
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;13;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;14;16;5;17;32;29;124;20156
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;17;5;32;29;124;20274
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;32;22;13;16;5;17;30;29;124;20256
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;16;30;22;13;18;5;17;32;29;124;21024
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;7;15;12;25;31;24;11;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;20056
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;7;12;25;31;24;15;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;20536
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;30;24;7;21;1;2;3;26;9;18;31;22;13;16;5;17;32;29;124;20316
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;1;25;31;24;7;21;12;2;3;26;9;18;30;22;13;16;5;17;32;29;124;21216
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;124;19976
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;21;27;8;4;10;14;11;15;12;25;31;24;7;19;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;21096
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;4;27;8;19;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;20754
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;11;19;27;8;4;10;14;28;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;20170
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;26;3;9;18;30;22;13;16;5;17;32;29;124;20608
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;16;9;18;30;22;13;26;5;17;32;29;124;20638
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;31;11;15;12;25;14;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;21068
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;31;25;12;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;21334
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;29;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;19;124;21436
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;18;3;26;9;2;30;22;13;16;5;17;32;29;124;20304
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;7;23;28;19;27;8;4;10;14;11;15;12;25;31;24;20;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;124;20102
124;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;22;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;10;13;16;5;17;32;29;124;21802
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;26;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;28;9;18;30;22;13;16;5;17;32;29;125;19976
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;5;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;27;17;32;29;125;21552
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;14;27;8;4;10;19;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29;125;21316
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;5;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;14;17;32;29;125;20536
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;32;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;14;29;125;20058
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;32;5;17;16;29;125;20212
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;22;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;14;13;16;5;17;32;29;125;22266
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;21;7;1;2;3;26;9;18;30;22;13;16;5;17;32;29;125;21594
125;19936;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;13;16;5;17;32;29
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13;125;19752
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
30;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;6;22;29;16;5;17;32;13;125;20640
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;18;31;24;7;21;1;2;3;26;9;25;30;22;29;16;5;17;32;13;125;19872
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;11;28;19;27;8;4;10;14;23;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13;125;20278
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;18;26;9;3;30;22;29;16;5;17;32;13;125;20358
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;18;12;25;31;24;7;21;1;2;3;26;9;15;30;22;29;16;5;17;32;13;125;20268
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;22;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;19;29;16;5;17;32;13;125;20232
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;31;25;12;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13;125;21150
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;31;25;12;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13;125;21150
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;13;1;2;3;26;9;18;30;22;29;16;5;17;32;21;125;20522
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;30;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;20;22;29;16;5;17;32;13;125;20292
125;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;26;7;21;1;2;3;24;9;18;30;22;29;16;5;17;32;13;125;20172
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;30;18;9;22;29;16;5;17;32;13;126;20310
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;13;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;25;126;20176
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;2;25;31;24;7;21;1;12;3;26;9;18;30;22;29;16;5;17;32;13;126;20552
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;18;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;20;30;22;29;16;5;17;32;13;126;19992
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;29;31;24;7;21;1;2;3;26;9;18;30;22;25;16;5;17;32;13;126;19912
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;15;12;25;32;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;31;13;126;19812
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;28;23;20;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13;126;19912
126;19752;6;20;23;28;19;27;8;4;10;14;11;15;12;25;31;24;7;21;1;2;3;26;9;18;30;22;29;16;5;17;32;13
6;20;23;28;19;27;8;4;10;14;11;30;12;25;31;24;7;21;1;2;3;26;9;18;15;22;29;16;5;17;32;13;126;20664
