"X1";"X27114";"X23";"X21";"X18";"X25";"X22";"X7";"X29";"X10";"X31";"X28";"X11";"X2";"X1.1";"X26";"X9";"X20";"X8";"X15";"X4";"X6";"X14";"X13";"X27";"X30";"X17";"X12";"X3";"X5";"X24";"X32";"X19";"X16"
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;9;13;12;5;6;1;26;29;2;21;18;135;20502
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;1;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;15;26;29;2;21;18;135;21022
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;29;30;12;13;9;5;6;1;26;31;2;21;18;135;20962
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;2;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;28;21;18;135;20626
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;21;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;32;18;135;20442
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;6;17;31;30;12;13;9;5;3;1;26;29;2;21;18;135;20202
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;21;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;19;18;135;20302
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;2;24;3;17;31;30;12;13;9;5;6;1;26;29;8;21;18;135;20642
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
4;11;15;10;16;7;23;32;19;25;22;28;20;27;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;135;20934
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
3;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;27;17;31;30;12;13;9;5;6;1;26;29;2;21;18;135;21280
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;24;20;4;14;8;28;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;135;19842
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;13;12;30;9;5;6;1;26;29;2;21;18;135;20066
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;26;17;31;30;12;13;9;5;6;1;3;29;2;21;18;135;21108
135;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;9;28;20;4;14;8;24;3;17;31;30;12;13;22;5;6;1;26;29;2;21;18;135;20654
136;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;29;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;19;2;21;18;136;21602
136;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;24;22;28;20;4;14;8;25;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;20922
136;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;17;23;32;19;25;22;28;20;4;14;8;24;3;7;31;30;12;13;9;5;6;1;26;29;2;21;18;136;21728
136;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;5;3;17;31;30;12;13;9;24;6;1;26;29;2;21;18;136;21002
136;19762;27;11;15;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;19722
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;3;24;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;20668
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;2;24;3;17;31;30;12;13;9;5;6;1;26;29;8;21;18;136;20602
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;17;24;3;8;31;30;12;13;9;5;6;1;26;29;2;21;18;136;21534
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;1;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;16;26;29;2;21;18;136;21042
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;4;28;20;22;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;20106
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;29;9;5;6;1;26;13;2;21;18;136;19906
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;4;7;23;32;19;25;22;28;20;16;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;20782
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;12;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;11;13;9;5;6;1;26;29;2;21;18;136;19762
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;26;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;11;29;2;21;18;136;20632
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;24;32;19;25;22;28;20;4;14;8;23;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;19742
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;5;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;19;6;1;26;29;2;21;18;136;21308
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;1;8;24;3;17;31;30;12;13;9;5;6;14;26;29;2;21;18;136;20602
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;18;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;4;136;19986
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;9;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;16;5;6;1;26;29;2;21;18;136;20442
136;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;25;10;16;7;23;32;19;11;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;136;21006
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;13;12;30;9;5;6;1;26;29;2;21;18;137;20026
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;3;28;20;4;14;8;24;22;17;31;30;12;13;9;5;6;1;26;29;2;21;18;137;20372
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;1;4;14;8;24;3;17;31;30;12;13;9;5;6;20;26;29;2;21;18;137;21362
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
4;15;11;10;16;7;23;32;19;25;22;28;20;27;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;137;20894
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;19;32;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18;137;20242
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;9;31;30;12;13;17;5;6;1;26;29;2;21;18;137;20186
137;19722;27;15;11;10;16;7;23;32;19;25;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;21;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;137;19782
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;17;20;4;14;8;24;3;28;31;30;12;13;9;5;6;1;26;29;2;25;18;137;20742
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;26;12;13;9;5;6;1;30;29;2;25;18;137;19882
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;3;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;15;17;31;30;12;13;9;5;6;1;26;29;2;25;18;137;20982
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;26;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;15;29;2;25;18;137;20408
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;6;5;1;26;29;2;25;18;137;20542
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;2;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;20;25;18;137;21022
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;18;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;20;137;19942
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;20;19;21;22;28;32;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;137;20542
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;31;21;22;28;20;4;14;8;24;3;17;19;30;12;13;9;5;6;1;26;29;2;25;18;137;20642
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;21;23;32;19;7;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;137;21066
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;9;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;15;5;6;1;26;29;2;25;18;137;20562
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;13;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;16;9;5;6;1;26;29;2;25;18;137;20502
137;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;29;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;15;2;25;18;137;21258
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;4;19;21;22;28;20;32;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;138;21162
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;20;28;22;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;138;20102
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;28;22;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;138;19862
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;13;19;21;22;28;20;4;14;8;24;3;17;31;30;12;32;9;5;6;1;26;29;2;25;18;138;20648
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;1;8;24;3;17;31;30;12;13;9;5;6;14;26;29;2;25;18;138;20662
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;9;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;15;5;6;1;26;29;2;25;18;138;20562
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;26;6;1;5;29;2;25;18;138;20346
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;6;20;4;14;8;24;3;17;31;30;12;13;9;5;28;1;26;29;2;25;18;138;21630
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
26;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;27;29;2;25;18;138;20142
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;2;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;15;25;18;138;20742
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;14;19;21;22;28;20;4;32;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;138;21228
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;30;24;3;17;31;8;12;13;9;5;6;1;26;29;2;25;18;138;20972
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;18;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;15;138;20812
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;20;16;7;23;32;19;21;22;28;10;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;138;21680
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;5;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;32;6;1;26;29;2;25;18;138;21586
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
1;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;27;26;29;2;25;18;138;21514
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;25;5;6;1;26;29;2;9;18;138;19874
138;19782;27;15;11;10;16;7;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;138;19742
138;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;29;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;22;2;25;18;138;21322
138;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;29;26;2;25;18;138;20062
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;8;21;22;28;20;4;14;19;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;139;20764
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;26;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;23;29;2;25;18;139;20102
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;9;13;12;5;6;1;26;29;2;25;18;139;20482
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
32;15;11;7;16;10;23;27;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;139;20262
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;25;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;28;18;139;20262
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;19;11;7;16;10;23;32;15;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;139;21290
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;20;21;22;28;19;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;139;19762
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;18;6;1;26;29;2;25;5;139;20110
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;6;4;14;8;24;3;17;31;30;12;13;9;5;20;1;26;29;2;25;18;139;22206
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;9;24;3;17;31;30;12;13;8;5;6;1;26;29;2;25;18;139;21182
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;20;28;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18;139;20222
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;2;5;6;1;26;29;9;25;18;139;20182
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;1;3;17;31;30;12;13;9;5;6;24;26;29;2;25;18;139;21198
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;6;5;1;26;29;2;25;18;139;20502
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;1;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;11;26;29;2;25;18;139;21262
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;25;18
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25;139;19742
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;30;32;19;21;22;28;20;4;14;8;24;3;17;31;23;12;13;9;5;6;1;26;29;2;18;25;139;20822
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;3;24;8;17;31;30;12;13;9;5;6;1;26;29;2;18;25;139;20182
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;26;9;5;6;1;13;29;2;18;25;139;19788
139;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;2;13;9;5;6;1;26;29;12;18;25;139;20422
140;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;25;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;16;140;20292
140;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;5;13;9;12;6;1;26;29;2;18;25;140;20582
140;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;21;19;32;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25;140;20602
140;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;29;30;12;13;9;5;6;1;26;31;2;18;25;140;20942
140;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;14;11;7;16;10;23;32;19;21;22;28;20;4;15;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25;140;19942
140;19742;27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;8;24;3;17;31;30;12;13;9;5;6;1;26;29;2;18;25
27;15;11;7;16;10;23;32;19;21;22;28;20;4;14;29;24;3;17;31;30;12;13;9;5;6;1;26;8;2;18;25;140;22288
