"X1";"X290";"X45";"X36";"X2";"X34";"X18";"X56";"X16";"X17";"X63";"X49";"X28";"X4";"X58";"X57";"X40";"X12";"X7";"X25";"X21";"X62";"X44";"X48";"X29";"X31";"X59";"X60";"X32";"X47";"X22";"X41";"X54";"X24";"X19";"X30";"X50";"X10";"X35";"X55";"X33";"X27";"X14";"X13";"X51";"X52";"X37";"X43";"X26";"X5";"X46";"X53";"X11";"X8";"X1.1";"X39";"X6";"X20";"X9";"X15";"X61";"X3";"X64";"X38";"X23";"X42"
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;29;56;33;8;4;32;24;36;43;20;6;14;38;42;7;64;16;41;63;40;48;17;26;3;28;34;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18;57;278
57;278;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;29;56;33;8;4;32;24;36;43;20;6;14;38;42;7;64;16;41;63;40;48;17;26;3;28;34;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;29;56;33;8;4;32;24;36;43;20;6;14;38;34;7;64;16;41;63;40;48;17;26;3;28;42;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18;57;278
57;278;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;29;56;33;8;4;32;24;36;43;20;6;14;38;34;7;64;16;41;63;40;48;17;26;3;28;42;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;29;56;33;8;4;32;24;36;43;20;6;14;38;34;7;64;16;41;63;40;42;17;26;3;28;48;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18;57;278
57;278;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;29;56;33;8;4;32;24;36;43;20;6;14;38;34;7;64;16;41;63;40;42;17;26;3;28;48;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;41;56;33;8;4;32;24;36;43;20;6;14;38;34;7;64;16;29;63;40;42;17;26;3;28;48;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18;57;278
57;278;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;21;13;41;56;33;8;4;32;24;36;43;20;6;14;38;34;7;64;16;29;63;40;42;17;26;3;28;48;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;13;41;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;29;63;40;42;17;26;3;28;48;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18;57;278
57;278;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;13;41;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;29;63;40;42;17;26;3;28;48;5;54;22;1;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;13;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;29;63;40;42;17;26;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;53;23;18;57;278
57;278;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;13;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;29;63;40;42;17;26;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;42;17;26;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;53;23;18;57;280
57;280;10;45;19;27;47;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;42;17;26;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;53;23;18
10;45;19;27;53;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;42;17;26;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;47;23;18;57;280
57;280;10;45;19;27;53;44;62;25;52;46;51;35;31;15;57;11;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;42;17;26;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;47;23;18
10;45;19;27;53;44;62;25;52;46;51;35;31;15;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;42;17;11;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;47;23;18;57;280
57;280;10;45;19;27;53;44;62;25;52;46;51;35;31;15;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;42;17;11;3;28;48;5;54;22;41;49;58;59;39;12;30;9;60;61;47;23;18
10;45;19;27;53;44;62;25;52;46;51;35;31;15;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;28;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;18;57;280
58;280;10;45;19;27;53;44;62;25;52;46;51;35;31;15;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;28;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;18
10;45;19;27;15;44;62;25;52;46;51;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;28;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;18;58;272
58;272;10;45;19;27;15;44;62;25;52;46;51;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;28;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;18
10;45;19;27;15;44;28;25;52;46;51;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;62;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;18;58;272
58;272;10;45;19;27;15;44;28;25;52;46;51;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;62;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;18
10;45;19;27;15;44;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;62;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;51;58;272
58;272;10;45;19;27;15;44;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;62;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;51
10;45;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;51;58;264
58;264;10;45;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;47;23;51
10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;45;23;51;58;264
58;264;10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;45;23;51
10;47;31;27;15;62;28;25;52;46;18;35;19;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;45;23;51;58;268
58;264;10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;45;23;51
10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;20;55;14;29;1;56;33;8;4;32;24;36;43;37;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;45;23;51;58;274
58;264;10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;59;39;12;30;9;60;61;45;23;51
10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51;58;264
58;264;10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;14;29;1;56;33;8;4;32;24;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51
10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51;58;264
58;264;10;47;19;27;15;62;28;25;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;13;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51
10;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51;58;264
58;264;10;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51
10;47;19;27;15;62;28;42;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;13;41;49;58;60;39;12;30;9;59;61;45;23;51;58;268
58;264;10;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;12;30;9;59;61;45;23;51
10;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;59;30;9;12;61;45;23;51;58;264
58;264;10;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;59;30;9;12;61;45;23;51
9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;59;30;10;12;61;45;23;51;58;264
58;264;9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;36;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;59;30;10;12;61;45;23;51
9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;36;30;10;12;61;45;23;51;58;260
58;260;9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;33;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;60;39;36;30;10;12;61;45;23;51
9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;12;61;45;23;51;58;260
58;260;9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;12;61;45;23;51
9;47;19;17;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;27;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;12;61;45;23;51;58;276
58;260;9;47;19;27;15;62;28;13;52;46;18;35;31;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;12;61;45;23;51
9;47;19;27;15;31;28;13;52;46;18;35;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;12;61;45;23;51;58;260
58;260;9;47;19;27;15;31;28;13;52;46;18;35;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;12;61;45;23;51
9;12;19;27;15;31;28;13;52;46;18;35;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;47;61;45;23;51;58;260
58;260;9;12;19;27;15;31;28;13;52;46;18;35;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;25;63;40;22;17;11;3;44;48;5;54;42;41;49;58;33;39;36;30;10;47;61;45;23;51
9;12;19;27;15;31;28;13;52;46;18;35;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;54;42;41;49;58;33;39;36;30;10;47;61;45;23;51;58;252
58;252;9;12;19;27;15;31;28;13;52;46;18;35;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;6;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;54;42;41;49;58;33;39;36;30;10;47;61;45;23;51
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;54;42;41;49;58;33;39;36;30;10;47;61;45;23;51;58;256
59;256;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;54;42;41;49;58;33;39;36;30;10;47;61;45;23;51
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;54;42;41;49;58;33;39;36;30;10;45;61;47;23;51;59;256
59;256;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;20;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;54;42;41;49;58;33;39;36;30;10;45;61;47;23;51
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;20;42;41;49;58;33;39;36;30;10;45;61;47;23;51;59;258
59;258;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;20;42;41;49;58;33;39;36;30;10;45;61;47;23;51
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;51;59;258
59;258;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;22;17;11;25;44;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;51
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;44;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;51;59;258
59;258;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;44;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;51
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;44;59;258
59;258;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;35;55;24;29;1;56;60;8;4;32;14;59;43;54;37;21;38;34;7;64;16;3;63;40;25;17;11;22;51;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;44;59;270
59;258;9;12;19;27;15;31;28;13;52;46;18;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;48;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;44;59;270
59;270;9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;50;37;55;24;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;49;58;33;39;36;61;10;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;50;37;55;49;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;24;58;33;39;36;61;10;45;30;47;23;44;59;270
59;270;9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;50;37;55;49;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;24;58;33;39;36;61;10;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;49;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;24;58;33;39;36;61;50;45;30;47;23;44;59;270
59;270;9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;49;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;24;58;33;39;36;61;50;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;33;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44;59;270
59;270;9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;33;29;1;56;60;8;4;32;14;59;43;54;35;21;38;34;7;64;16;3;63;40;25;17;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;8;40;25;17;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44;59;270
59;270;9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;8;40;25;17;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44
9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44;59;266
59;266;9;12;19;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;55;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44;59;262
59;262;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;50;45;30;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;30;45;50;47;23;44;59;262
59;262;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;21;38;34;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;30;45;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;30;45;50;47;23;44;59;262
59;262;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;64;16;3;17;40;25;8;11;22;51;18;5;20;42;41;24;58;49;39;36;61;30;45;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;64;51;18;5;20;42;41;24;58;49;39;36;61;30;45;50;47;23;44;59;266
59;266;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;64;51;18;5;20;42;41;24;58;49;39;36;61;30;45;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;45;51;18;5;20;42;41;24;58;49;39;36;61;30;64;50;47;23;44;59;250
59;250;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;45;51;18;5;20;42;41;24;58;49;39;36;61;30;64;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;45;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;59;51;18;5;20;42;41;24;58;49;39;36;61;30;64;50;47;23;44;59;278
59;250;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;45;51;18;5;20;42;41;24;58;49;39;36;61;30;64;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;45;51;18;5;42;20;41;24;58;49;39;36;61;30;64;50;47;23;44;59;250
59;250;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;8;11;45;51;18;5;42;20;41;24;58;49;39;36;61;30;64;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;39;11;45;51;18;5;42;20;41;24;58;49;8;36;61;30;64;50;47;23;44;59;238
60;238;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;39;11;45;51;18;5;42;20;41;24;58;49;8;36;61;30;64;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;7;60;63;4;32;14;59;43;54;35;34;38;21;56;22;16;3;17;40;25;39;11;45;51;18;5;42;20;41;24;58;49;8;36;61;30;64;50;47;23;44;60;246
60;238;9;12;55;27;15;31;28;13;52;46;48;6;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;16;3;17;40;25;39;11;45;51;18;5;42;20;41;24;58;49;8;36;61;30;64;50;47;23;44
9;12;55;27;15;31;28;13;52;46;48;16;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;6;3;17;40;25;39;11;45;51;18;5;42;20;41;24;58;49;8;36;61;30;64;50;47;23;44;60;238
60;238;9;12;55;27;15;31;28;13;52;46;48;16;62;53;57;26;2;10;37;19;33;29;1;56;60;63;4;32;14;59;43;54;35;34;38;21;7;22;6;3;17;40;25;39;11;45;51;18;5;42;20;41;24;58;49;8;36;61;30;64;50;47;23;44
