"X1";"X28646";"X4";"X16";"X3";"X13";"X19";"X1.1";"X12";"X6";"X17";"X29";"X10";"X27";"X11";"X23";"X5";"X21";"X8";"X7";"X32";"X30";"X25";"X31";"X9";"X18";"X15";"X20";"X22";"X14";"X2";"X28";"X24";"X26"
31;9;23;32;28;22;15;16;13;1;27;26;11;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18;138;20810
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;27;26;14;8;24;10;12;3;17;9;30;19;25;20;4;7;2;5;29;6;21;18;138;20490
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;2;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;27;5;29;6;21;18;138;21434
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;24;23;32;28;22;15;16;13;1;27;26;9;8;11;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18;138;20662
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;7;14;30;19;25;20;4;17;2;5;29;6;21;18;138;22114
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;21;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;16;18;138;21086
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;20;17;14;30;19;25;3;4;7;2;5;29;6;21;18;138;21088
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;27;26;9;17;24;10;12;3;8;14;30;19;25;20;4;7;2;5;29;6;21;18;138;20642
138;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;7;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;11;2;5;29;6;21;18;138;20550
139;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;13;16;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18;139;20470
139;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;27;29;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;26;6;21;18;139;20370
139;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;30;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;28;19;25;20;4;7;2;5;29;6;21;18;139;20730
139;20050;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;20;4;7;2;5;29;6;21;18
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;139;20010
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;21;19;25;18;4;7;2;5;29;6;30;20;139;20510
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;6;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;23;21;20;139;20576
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;20;17;14;30;19;25;18;4;7;2;5;29;6;21;3;139;20852
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;1;23;32;28;22;15;16;13;11;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;139;21810
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;12;22;15;16;13;1;27;26;9;8;24;10;28;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;139;20240
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;21;5;29;6;2;20;139;20354
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;9;1;27;26;13;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;139;20390
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;17;24;10;12;3;8;14;30;19;25;18;4;7;2;5;29;6;21;20;139;20602
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;1;23;32;28;22;15;16;13;11;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;139;21810
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;18;27;26;9;8;24;10;12;3;17;14;30;19;25;1;4;7;2;5;29;6;21;20;139;20616
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;2;25;18;4;7;19;5;29;6;21;20;139;20616
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;18;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;16;4;7;2;5;29;6;21;20;139;21082
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;18;9;8;24;10;12;3;17;14;30;19;25;26;4;7;2;5;29;6;21;20;139;20410
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;18;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;23;4;7;2;5;29;6;21;20;139;20570
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;18;30;19;25;14;4;7;2;5;29;6;21;20;139;20954
139;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;10;28;22;15;16;13;1;27;26;9;8;24;32;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;139;20484
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;5;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;27;29;6;21;20;140;21606
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;14;27;26;9;8;24;10;12;3;17;1;30;19;25;18;4;7;2;5;29;6;21;20;140;21210
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;26;27;1;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;140;21296
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;3;12;10;17;14;30;19;25;18;4;7;2;5;29;6;21;20;140;21110
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;6;18;4;7;2;5;29;25;21;20;140;20940
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;25;12;3;17;14;30;19;10;18;4;7;2;5;29;6;21;20;140;21056
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;4;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;15;7;2;5;29;6;21;20;140;21810
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;20;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;27;140;21370
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;14;13;1;27;26;9;8;24;10;12;3;17;16;30;19;25;18;4;7;2;5;29;6;21;20;140;20250
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;3;13;1;27;26;9;8;24;10;12;16;17;14;30;19;25;18;4;7;2;5;29;6;21;20;140;21170
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;29;19;25;18;4;7;2;5;30;6;21;20;140;20210
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;12;27;26;9;8;24;10;1;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;140;21710
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;4;27;26;9;8;24;10;12;3;17;14;30;19;25;18;1;7;2;5;29;6;21;20;140;20310
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;13;15;16;22;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20;140;21626
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;7;17;14;30;19;25;18;4;3;2;5;29;6;21;20;140;20590
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;5;8;24;10;12;3;17;14;30;19;25;18;4;7;2;9;29;6;21;20;140;20530
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;4;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;22;7;2;5;29;6;21;20;140;21016
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;29;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;22;6;21;20;140;20730
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;29;5;2;6;21;20;140;21060
140;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;6;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;32;21;20;140;20252
141;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;25;30;19;14;18;4;7;2;5;29;6;21;20;141;20704
141;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;6;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;28;21;20;141;20408
141;20010;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;18;4;7;2;5;29;6;21;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;19930
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;8;26;9;27;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;20990
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;21;24;10;12;3;17;14;30;19;25;8;4;7;2;5;29;6;18;20;141;20546
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;12;13;1;27;26;9;8;24;10;16;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;20330
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;7;17;14;30;19;25;21;4;3;2;5;29;6;18;20;141;20510
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;21;30;19;25;14;4;7;2;5;29;6;18;20;141;20674
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;7;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;13;2;5;29;6;18;20;141;22050
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;25;26;9;8;24;10;12;3;17;14;30;19;27;21;4;7;2;5;29;6;18;20;141;20610
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;26;22;15;16;13;1;27;28;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;20090
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;15;32;28;22;23;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;21466
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;20;14;30;19;25;21;4;7;2;5;29;6;18;17;141;20050
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;18;7;2;5;29;6;4;20;141;20034
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;19;12;3;17;14;30;10;25;21;4;7;2;5;29;6;18;20;141;20524
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;32;23;11;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;19982
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;2;30;19;25;21;4;7;14;5;29;6;18;20;141;21170
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;27;15;16;13;1;22;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;141;20130
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;5;4;7;2;21;29;6;18;20;141;20482
141;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;20;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;32;141;20390
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;30;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;23;19;25;21;4;7;2;5;29;6;18;20;142;20650
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;15;32;28;22;23;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;21466
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;3;32;28;22;15;16;13;1;27;26;9;8;24;10;12;23;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;21514
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;4;25;21;19;7;2;5;29;6;18;20;142;20496
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;23;11;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;20326
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;21;30;19;25;14;4;7;2;5;29;6;18;20;142;20674
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
3;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;31;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;21880
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;22;23;32;28;11;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;20446
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;20;30;19;25;21;4;7;2;5;29;6;18;14;142;20958
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;4;21;7;2;5;29;6;18;20;142;20934
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;10;28;22;15;16;13;1;27;26;9;8;24;32;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;20404
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
8;11;23;32;28;22;15;16;13;1;27;26;9;31;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;20858
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;4;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;13;7;2;5;29;6;18;20;142;20890
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;19;3;17;14;30;12;25;21;4;7;2;5;29;6;18;20;142;20604
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;11;23;32;28;22;15;16;13;1;27;26;5;8;24;10;12;3;17;14;30;19;25;21;4;7;2;9;29;6;18;20;142;20450
142;19930;31;11;23;32;28;22;15;16;13;1;27;26;9;8;24;10;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;19870
142;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;25;12;3;17;14;30;19;11;21;4;7;2;5;29;6;18;20;142;21416
142;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;18;14;30;19;25;21;4;7;2;5;29;6;17;20;142;19910
142;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;3;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;10;17;14;30;19;25;21;4;7;2;5;29;6;18;20;142;20710
142;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;5;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;16;29;6;18;20;142;21270
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;14;27;26;9;8;24;11;12;3;17;1;30;19;25;21;4;7;2;5;29;6;18;20;143;21070
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;6;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;1;18;20;143;19910
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;21;25;4;7;2;5;29;6;18;20;143;19970
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;5;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;23;29;6;18;20;143;21468
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;13;23;32;28;22;15;16;10;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;143;20550
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;29;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;1;6;18;20;143;20846
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;29;5;2;6;18;20;143;21240
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;6;2;5;29;7;18;20;143;20390
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;29;7;2;5;4;6;18;20;143;21840
143;19870;31;10;23;32;28;22;15;16;13;1;27;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;27;23;32;28;22;15;16;13;1;10;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20;143;19684
143;19684;31;27;23;32;28;22;15;16;13;1;10;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
31;27;23;32;28;22;6;16;13;1;10;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;15;18;20;143;20384
143;19684;31;27;23;32;28;22;15;16;13;1;10;26;9;8;24;11;12;3;17;14;30;19;25;21;4;7;2;5;29;6;18;20
