"X1";"X29290";"X18";"X8";"X6";"X13";"X9";"X12";"X29";"X32";"X24";"X3";"X31";"X22";"X7";"X11";"X23";"X20";"X21";"X30";"X26";"X14";"X27";"X1.1";"X15";"X25";"X19";"X16";"X10";"X17";"X2";"X4";"X5";"X28"
134;20132;6;27;22;23;19;24;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;23;19;24;11;12;7;14;25;15;10;4;32;26;28;29;5;3;8;31;30;20;17;18;21;16;2;1;9;13;134;21126
134;20132;6;27;22;23;19;24;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;134;20092
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;23;11;12;7;14;1;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;25;9;13;134;20984
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;21;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;27;16;2;1;9;13;134;21072
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;4;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;22;20;17;18;21;16;2;1;9;13;134;21276
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
2;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;6;1;9;13;134;20592
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;16;29;5;3;8;31;4;20;17;18;21;28;2;1;9;13;134;21692
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
30;27;22;24;19;23;11;12;7;14;25;15;10;6;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;134;20404
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;7;11;12;23;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;134;21288
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;16;28;29;5;3;8;31;4;20;17;18;21;26;2;1;9;13;134;21652
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;2;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;23;1;9;13;134;21568
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
10;27;22;24;19;23;11;12;7;14;25;15;6;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;134;20452
134;20092;6;27;22;24;19;23;11;12;7;14;25;15;10;30;32;26;28;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;134;20132
134;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;8;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;22;31;4;20;17;18;21;16;2;1;9;13;134;21288
135;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
21;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;6;16;2;1;9;13;135;20484
135;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;4;25;15;10;30;32;26;23;29;5;3;8;31;14;20;17;18;21;16;2;1;9;13;135;20372
135;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;15;10;30;17;26;23;29;5;3;8;31;4;20;32;18;21;16;2;1;9;13;135;20852
135;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;19;24;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;135;20172
135;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;1;2;9;13;135;20312
135;20132;6;27;22;24;19;28;11;12;7;14;25;15;10;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;135;19972
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;31;29;5;3;8;23;4;20;17;18;21;16;2;1;9;13;135;20172
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;2;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;22;1;9;13;135;21568
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;13;17;18;21;16;2;1;9;20;135;20424
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;1;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;22;9;13;135;21450
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;2;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;15;1;9;13;135;21092
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;32;11;12;7;14;25;10;15;30;28;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;135;20292
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;1;4;20;17;18;21;16;2;31;9;13;135;21130
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;8;7;14;25;10;15;30;32;26;23;29;5;3;12;31;4;20;17;18;21;16;2;1;9;13;135;20032
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;26;22;24;19;28;11;12;7;14;25;10;15;30;32;27;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;135;20032
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;30;28;11;12;7;14;25;10;15;19;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;135;20652
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;3;7;14;25;10;15;30;32;26;23;29;5;12;8;31;4;20;17;18;21;16;2;1;9;13;135;20132
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;30;12;7;14;25;10;15;11;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;135;21558
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;8;26;23;29;5;3;32;31;4;20;17;18;21;16;2;1;9;13;135;21116
135;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;3;32;26;23;29;5;30;8;31;4;20;17;18;21;16;2;1;9;13;135;21232
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;17;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;7;18;21;16;2;1;9;13;136;21654
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;8;14;25;10;15;30;32;26;23;29;5;3;7;31;4;20;17;18;21;16;2;1;9;13;136;20132
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;16;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;10;2;1;9;13;136;20412
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;31;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;27;4;20;17;18;21;16;2;1;9;13;136;20292
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;26;14;25;10;15;30;32;7;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;136;21174
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;20;26;23;29;5;3;8;31;4;32;17;18;21;16;2;1;9;13;136;20312
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;3;11;12;7;14;25;10;15;30;32;26;23;29;5;28;8;31;4;20;17;18;21;16;2;1;9;13;136;21154
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;15;12;7;14;25;10;11;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13;136;20312
136;19972;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;8;31;4;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13;136;20012
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
24;27;22;6;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13;136;20534
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;9;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;24;13;136;21182
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;18;32;26;23;29;5;3;4;31;8;20;17;30;21;16;2;1;9;13;136;20812
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;16;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;12;2;1;9;13;136;20652
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;8;14;25;10;15;30;32;26;23;29;5;3;4;31;7;20;17;18;21;16;2;1;9;13;136;20212
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;13;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;19;136;21550
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;8;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;28;20;17;18;21;16;2;1;9;13;136;21076
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;14;28;11;12;7;19;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13;136;21372
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;1;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;24;9;13;136;21598
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;20;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;24;17;18;21;16;2;1;9;13;136;20472
136;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;8;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;11;20;17;18;21;16;2;1;9;13;136;20252
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;1;23;29;5;3;4;31;8;20;17;18;21;16;2;26;9;13;137;21872
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;18;30;32;26;23;29;5;3;4;31;8;20;17;15;21;16;2;1;9;13;137;22324
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;13;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;27;137;22070
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;20;32;26;23;29;5;3;4;31;8;30;17;18;21;16;2;1;9;13;137;20852
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;1;21;16;2;18;9;13;137;21844
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;2;3;4;31;8;20;17;18;21;16;5;1;9;13;137;20452
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
23;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;6;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13;137;20380
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;29;28;11;12;7;14;25;10;15;30;32;26;23;19;5;3;4;31;8;20;17;18;21;16;2;1;9;13;137;20932
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;20;10;15;30;32;26;23;29;5;3;4;31;8;25;17;18;21;16;2;1;9;13;137;20332
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;4;10;15;30;32;26;23;29;5;3;25;31;8;20;17;18;21;16;2;1;9;13;137;21242
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;9;5;3;4;31;8;20;17;18;21;16;2;1;29;13;137;20706
137;20012;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;20;17;18;21;16;2;1;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;137;19920
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;2;3;4;31;8;1;17;18;21;16;5;20;9;13;137;20200
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;2;4;31;8;1;17;18;21;16;3;20;9;13;137;20180
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;9;2;20;16;13;137;20240
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;5;7;14;25;10;15;30;32;26;23;29;12;3;4;31;8;1;17;18;21;16;2;20;9;13;137;20280
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;4;25;10;15;30;32;26;23;29;5;3;14;31;8;1;17;18;21;16;2;20;9;13;137;20160
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;15;28;11;12;7;14;25;10;19;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;137;21150
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;26;19;28;11;12;7;14;25;10;15;30;32;24;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;137;20220
137;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;30;11;12;7;14;25;10;15;28;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;137;20420
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;16;1;17;18;21;8;2;20;9;13;138;20600
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;15;28;11;12;7;14;25;10;19;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;138;21150
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;1;8;17;18;21;16;2;20;9;13;138;20240
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;18;26;23;29;5;3;4;31;8;1;17;32;21;16;2;20;9;13;138;20900
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;1;8;17;18;21;16;2;20;9;13;138;20240
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;4;10;15;30;32;26;23;29;5;3;25;31;8;1;17;18;21;16;2;20;9;13;138;21150
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;20;26;23;29;5;3;4;31;8;1;17;18;21;16;2;32;9;13;138;20060
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;13;29;5;3;4;31;8;1;17;18;21;16;2;20;9;23;138;21684
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;15;24;19;28;11;12;7;14;25;10;22;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;138;21214
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;2;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;22;20;9;13;138;21792
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;3;5;29;4;31;8;1;17;18;21;16;2;20;9;13;138;22010
138;19920;6;27;22;24;19;28;11;12;7;14;25;10;15;30;32;26;23;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;23;11;12;7;14;25;10;15;30;32;26;28;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;138;19840
138;19840;6;27;22;24;19;23;11;12;7;14;25;10;15;30;32;26;28;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;23;11;12;7;14;25;10;15;30;32;26;28;29;5;3;4;31;8;16;17;18;21;1;2;20;9;13;138;21160
138;19840;6;27;22;24;19;23;11;12;7;14;25;10;15;30;32;26;28;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;27;22;24;19;23;11;12;7;14;25;16;15;30;32;26;28;29;5;3;4;31;8;1;17;18;21;10;2;20;9;13;138;20320
138;19840;6;27;22;24;19;23;11;12;7;14;25;10;15;30;32;26;28;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;138;19700
138;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;17;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;23;18;21;16;2;20;9;13;138;20800
138;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;11;19;23;24;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;138;20976
138;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;2;8;1;17;18;21;16;31;20;9;13;138;21764
138;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;25;19;23;11;12;7;14;24;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;138;20100
138;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;3;5;4;31;8;1;17;18;21;16;2;20;9;13;138;20140
139;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;9;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;23;13;139;20970
139;19700;6;28;22;24;19;23;11;12;7;14;25;10;15;30;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;30;10;15;25;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13;139;19660
139;19660;6;28;22;24;19;23;11;12;7;14;30;10;15;25;32;26;27;29;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;30;10;15;29;32;26;27;25;5;3;4;31;8;1;17;18;21;16;2;20;9;13;139;19360
139;19360;6;28;22;24;19;23;11;12;7;14;30;10;15;29;32;26;27;25;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;30;10;15;29;32;26;27;25;5;3;4;9;8;1;17;18;21;16;2;20;31;13;139;19982
139;19360;6;28;22;24;19;23;11;12;7;14;30;10;15;29;32;26;27;25;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;14;23;11;12;7;19;30;10;15;29;32;26;27;25;5;3;4;31;8;1;17;18;21;16;2;20;9;13;139;20468
139;19360;6;28;22;24;19;23;11;12;7;14;30;10;15;29;32;26;27;25;5;3;4;31;8;1;17;18;21;16;2;20;9;13
6;28;22;24;19;23;11;12;7;14;30;20;15;29;32;26;27;25;5;3;4;31;8;1;17;18;21;16;2;10;9;13;139;19920
