"X1";"X26680";"X30";"X6";"X15";"X11";"X32";"X7";"X31";"X17";"X10";"X8";"X18";"X5";"X14";"X22";"X12";"X16";"X26";"X25";"X19";"X24";"X3";"X27";"X20";"X9";"X1.1";"X4";"X2";"X13";"X23";"X21";"X28";"X29"
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;1;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;15;6;12;7;9;19;5;24;2;16;121;22732
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;4;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;26;22;21;14;1;6;12;7;9;19;5;24;2;16;121;23146
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;30;11;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16;121;21676
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;31;17;18;32;28;20;3;8;29;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16;121;21892
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;16;1;6;12;7;9;19;5;24;2;14;121;21612
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;21;32;28;20;3;8;31;27;10;4;22;18;14;1;6;12;7;9;19;5;24;2;16;121;21772
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;6;8;31;27;10;4;22;21;14;1;3;12;7;9;19;5;24;2;16;121;21612
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;16;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;11;121;22012
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
1;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;23;6;12;7;9;19;5;24;2;16;121;22750
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;4;30;13;25;29;17;18;32;28;20;3;8;31;27;10;11;22;21;14;1;6;12;7;9;19;5;24;2;16;121;22672
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;6;18;32;28;20;3;8;31;27;10;4;22;21;14;1;17;12;7;9;19;5;24;2;16;121;22270
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;28;18;32;17;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16;121;21592
121;21372;23;26;15;11;30;13;25;29;17;18;32;28;20;3;8;31;27;10;4;22;21;14;1;6;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;121;21252
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;7;21;14;1;8;12;22;9;19;5;24;2;16;121;22204
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;32;18;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;121;21992
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;1;32;28;20;3;6;31;27;10;4;22;21;14;18;8;12;7;9;19;5;24;2;16;121;21528
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;8;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;25;12;7;9;19;5;24;2;16;121;23246
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;2;7;9;19;5;24;12;16;121;21332
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;24;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;28;2;16;121;21492
121;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;6;28;20;3;32;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;121;22126
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;25;13;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;122;22660
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;20;18;32;28;17;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;122;21632
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;24;10;4;22;21;14;1;8;12;7;9;19;5;27;2;16;122;22212
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;2;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;20;16;122;22024
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;3;29;17;18;32;28;20;25;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;122;23434
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;12;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;26;7;9;19;5;24;2;16;122;22502
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;24;7;9;19;5;12;2;16;122;21436
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;122;21292
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;16;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;11;122;22012
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;22;28;20;3;6;31;27;10;4;32;21;14;1;8;12;7;9;19;5;24;2;16;122;21772
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;30;11;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;122;21476
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;5;14;1;8;12;7;9;19;21;24;2;16;122;21804
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;24;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;30;2;16;122;22012
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;21;22;4;14;1;8;12;7;9;19;5;24;2;16;122;22150
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;25;30;13;11;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16;122;23164
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;7;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;26;9;19;5;24;2;16;122;22394
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;8;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;26;12;7;9;19;5;24;2;16;122;22642
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;9;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;17;19;5;24;2;16;122;22138
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
8;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;23;12;7;9;19;5;24;2;16;122;22572
122;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;16;7;9;19;5;24;2;12;122;21412
123;21252;23;26;15;11;30;13;25;29;17;18;32;28;20;3;6;31;27;10;4;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;21292
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;4;20;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;22856
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;2;5;24;19;16;123;21528
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;31;20;4;6;28;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;21452
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;5;22;21;14;1;8;12;7;9;19;3;24;2;16;123;21592
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;27;15;11;30;13;25;29;17;18;32;28;20;4;6;31;26;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;21432
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;2;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;20;16;123;22224
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;32;29;17;18;25;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;22452
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;16;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;26;123;22274
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
30;26;15;11;23;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;21352
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;5;12;7;9;19;8;24;2;16;123;21872
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;6;15;11;30;13;25;29;17;18;32;28;20;4;26;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;22148
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;24;9;19;5;7;2;16;123;22060
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;2;19;5;24;9;16;123;21372
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;2;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;18;16;123;21522
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;7;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;26;9;19;5;24;2;16;123;22434
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;10;29;17;18;32;28;20;4;6;31;27;25;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;23196
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;7;14;1;8;12;21;9;19;5;24;2;16;123;22722
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;32;29;17;18;25;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;123;22452
123;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;1;28;20;4;6;31;27;10;3;22;21;14;32;8;12;7;9;19;5;24;2;16;123;22890
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;1;28;20;4;6;31;27;10;3;22;21;14;32;8;12;7;9;19;5;24;2;16;124;22890
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;4;32;28;20;18;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21866
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;1;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;30;8;12;7;9;19;5;24;2;16;124;22820
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;2;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;26;16;124;22574
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;29;25;13;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21982
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;20;15;11;30;13;25;29;17;18;32;28;26;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;22532
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;7;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;17;9;19;5;24;2;16;124;23358
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;2;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;13;16;124;21332
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;16;7;9;19;5;24;2;12;124;21452
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;6;29;17;18;32;28;20;4;25;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;22840
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;8;20;4;6;31;27;10;3;22;21;14;1;28;12;7;9;19;5;24;2;16;124;21964
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;3;31;27;10;6;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21452
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;28;25;29;17;18;32;13;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21322
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;27;25;29;17;18;32;28;20;4;6;31;13;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21830
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;30;11;15;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21688
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;8;1;14;12;7;9;19;5;24;2;16;124;21532
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;13;25;29;17;18;32;28;20;4;3;31;27;10;6;22;21;14;1;8;12;7;9;19;5;24;2;16;124;21452
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
20;26;15;11;30;13;25;29;17;18;32;28;23;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16;124;22012
124;21292;23;26;15;11;30;13;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;24;2;16
23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;124;20818
124;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;26;15;11;30;24;25;29;17;18;32;13;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;28;2;16;124;21582
125;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;26;15;11;30;24;25;29;17;18;27;28;20;4;6;31;32;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;21018
125;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;21;27;10;3;22;31;14;1;8;12;7;9;19;5;13;2;16;125;21898
125;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;26;15;11;30;24;25;29;17;18;32;28;20;7;6;31;27;10;3;22;21;14;1;8;12;4;9;19;5;13;2;16;125;21978
125;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;26;15;11;30;24;25;29;3;18;32;28;20;4;6;31;27;10;17;22;21;14;1;8;12;7;9;19;5;13;2;16;125;21292
125;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;11;15;26;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;21002
125;20818;23;26;15;11;30;24;25;29;17;18;32;28;20;4;6;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
23;26;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;20818
125;20818;23;26;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;20898
125;20898;26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;14;22;21;3;1;8;12;7;9;19;5;13;2;16;125;21058
125;20898;26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
26;23;27;11;30;24;25;29;17;18;32;28;20;4;15;31;6;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;21616
125;20898;26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
26;23;6;28;30;24;25;29;17;18;32;11;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;21324
125;20898;26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
26;23;6;11;30;24;25;29;17;18;32;27;20;4;15;31;28;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16;125;21218
125;20898;26;23;6;11;30;24;25;29;17;18;32;28;20;4;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;2;16
26;23;6;11;30;24;25;29;17;18;32;28;20;2;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;4;16;125;20858
125;20858;26;23;6;11;30;24;25;29;17;18;32;28;20;2;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;4;16
26;23;6;11;25;24;30;29;17;18;32;28;20;2;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;4;16;125;21218
125;20858;26;23;6;11;30;24;25;29;17;18;32;28;20;2;15;31;27;10;3;22;21;14;1;8;12;7;9;19;5;13;4;16
26;23;6;11;30;24;25;29;17;18;32;28;20;2;15;31;27;10;3;22;21;7;1;8;12;14;9;19;5;13;4;16;125;20638
125;20638;26;23;6;11;30;24;25;29;17;18;32;28;20;2;15;31;27;10;3;22;21;7;1;8;12;14;9;19;5;13;4;16
26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16;125;20438
125;20438;26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16
26;23;6;13;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;11;4;16;125;21218
125;20438;26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16
26;23;25;11;30;24;6;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16;125;21450
125;20438;26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16
26;23;6;11;30;24;25;29;17;18;32;28;19;2;10;31;27;15;3;22;21;7;1;8;12;14;9;20;5;13;4;16;125;20638
125;20438;26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16
26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;10;27;3;22;21;7;1;8;12;14;9;20;5;13;4;16;125;22176
125;20438;26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;3;22;21;7;1;8;12;14;9;20;5;13;4;16
26;23;6;11;30;24;25;29;17;18;32;28;19;2;15;31;27;10;16;22;21;7;1;8;12;14;9;20;5;13;4;3;125;20518
