"X1";"X286";"X38";"X39";"X9";"X32";"X14";"X22";"X43";"X44";"X18";"X21";"X58";"X42";"X29";"X16";"X1.1";"X10";"X36";"X25";"X23";"X8";"X15";"X62";"X28";"X56";"X20";"X37";"X11";"X64";"X31";"X34";"X55";"X59";"X7";"X46";"X52";"X17";"X33";"X24";"X47";"X3";"X51";"X40";"X4";"X49";"X45";"X26";"X61";"X53";"X6";"X60";"X5";"X57";"X50";"X48";"X12";"X19";"X27";"X2";"X54";"X41";"X30";"X35";"X13";"X63"
27;42;41;2;57;59;47;54;46;62;52;53;37;24;4;28;6;1;40;38;10;58;29;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;12;25;64;18;23;63;7;22;26;30;49;39;61;16;21;9;45;11;43;19;50;36;56;15;20;58;252
58;252;27;42;41;2;57;59;47;54;46;62;52;53;37;24;4;28;6;1;40;38;10;58;29;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;12;25;64;18;23;63;7;22;26;30;49;39;61;16;21;9;45;11;43;19;50;36;56;15;20
27;42;41;2;57;59;47;54;46;62;52;53;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;12;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20;58;252
59;252;27;42;41;2;57;59;47;54;46;62;52;53;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;12;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20
27;42;41;2;57;59;47;54;46;62;52;53;37;28;4;24;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;12;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20;59;264
59;252;27;42;41;2;57;59;47;54;46;62;52;53;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;12;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20
27;42;41;2;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20;59;252
59;252;27;42;41;2;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;8;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20;59;252
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;40;6;1;28;38;10;58;21;55;14;13;17;33;32;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20;59;264
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;32;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;36;56;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;32;56;15;20;59;252
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;10;58;21;55;14;13;17;33;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;32;56;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;33;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20;59;252
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;33;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;26;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20;59;252
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;3;60;48;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20;59;280
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20
27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;3;60;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20;59;264
59;252;27;42;41;8;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;32;10;15;20
27;42;41;32;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;8;10;15;20;59;252
59;252;27;42;41;32;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;33;30;49;39;61;16;29;9;45;11;43;19;50;8;10;15;20
27;42;41;32;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20;59;252
59;252;27;42;41;32;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;35;34;48;60;3;53;25;64;18;23;63;7;22;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20
27;42;41;32;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;53;34;48;60;3;35;25;64;18;23;63;7;22;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20;59;250
59;250;27;42;41;32;57;59;47;54;46;62;52;12;37;24;4;28;6;1;40;38;56;58;21;55;14;13;17;26;36;31;44;51;5;2;53;34;48;60;3;35;25;64;18;23;63;7;22;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;36;31;44;51;5;2;53;34;48;60;3;35;25;64;18;23;63;7;22;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20;59;250
59;250;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;36;31;44;51;5;2;53;34;48;60;3;35;25;64;18;23;63;7;22;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;36;31;44;51;5;2;53;34;48;60;22;35;25;64;18;23;63;7;3;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20;59;250
59;250;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;36;31;44;51;5;2;53;34;48;60;22;35;25;64;18;23;63;7;3;15;30;49;39;61;16;29;9;45;11;43;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;36;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;7;3;15;30;49;39;61;16;29;9;45;18;43;19;50;8;10;33;20;59;250
59;250;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;36;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;7;3;15;30;49;39;61;16;29;9;45;18;43;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;7;3;15;30;49;39;61;16;36;9;45;18;43;19;50;8;10;33;20;59;250
59;250;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;14;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;7;3;15;30;49;39;61;16;36;9;45;18;43;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;7;3;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;33;20;59;250
59;250;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;7;3;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;33;20;59;258
59;258;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;9;7;15;30;49;39;61;16;36;3;45;18;14;19;50;8;10;33;20;59;274
59;258;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;53;34;48;60;22;35;25;64;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;33;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;64;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20;59;258
60;258;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;46;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;64;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20;60;258
60;258;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;3;7;15;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20
27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;3;15;7;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20;60;258
60;258;27;42;41;32;57;59;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;3;15;7;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20
27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;3;15;7;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20;60;242
60;242;27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;3;15;7;30;49;39;61;16;36;9;45;18;14;19;50;8;10;53;20
27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;19;50;8;10;53;20;60;222
60;222;27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;19;50;8;10;53;20
27;42;41;59;57;32;47;54;55;62;52;12;16;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;37;15;7;30;49;39;61;3;36;9;45;18;14;19;50;8;10;53;20;60;238
60;222;27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;33;34;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;19;50;8;10;53;20
27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;34;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;8;10;53;20;60;224
60;224;27;42;41;59;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;34;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;8;10;53;20
27;42;41;34;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;8;10;53;20;60;216
60;216;27;42;41;34;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;8;10;53;20
27;42;41;34;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;63;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;59;48;60;22;35;25;46;11;23;38;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;8;10;53;20;60;224
60;216;27;42;41;34;57;32;47;54;55;62;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;8;10;53;20
27;42;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20;60;192
60;192;27;42;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;44;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;30;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20
27;42;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;44;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20;60;192
60;192;27;42;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;48;60;22;35;25;46;11;23;63;16;15;7;44;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20
27;42;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;48;44;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20;60;188
60;188;27;42;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;48;44;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;48;42;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20;60;188
60;188;27;44;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;48;42;49;39;61;3;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20;60;188
60;188;27;44;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;45;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;38;18;14;33;50;62;10;53;20;60;196
60;188;27;44;41;34;57;32;47;54;55;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;5;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;55;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20;60;186
60;186;27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;13;17;26;29;31;30;51;55;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;13;30;51;55;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20;60;182
60;182;27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;13;30;51;55;2;19;59;7;60;22;35;25;46;11;23;63;16;15;3;42;49;39;61;48;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;13;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;15;3;42;49;39;61;46;36;9;45;18;14;33;50;62;10;53;20;60;182
60;182;27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;13;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;15;3;42;49;39;61;46;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;15;3;42;49;13;61;46;36;9;45;18;14;33;50;62;10;53;20;60;190
60;190;27;44;41;34;57;32;47;54;5;8;52;12;37;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;15;3;42;49;13;61;46;36;9;45;18;14;33;50;62;10;53;20
27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;15;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;20;60;190
60;190;27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;28;6;1;40;38;56;58;21;64;43;31;17;26;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;15;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;20
27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;28;6;1;40;38;56;58;21;64;43;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;20;60;182
61;182;27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;28;6;1;40;38;56;58;21;64;43;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;20
27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;28;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;43;61;182
61;182;27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;28;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;11;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;43
27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;28;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;43;61;182
61;182;27;44;41;34;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;28;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;50;62;37;53;43
27;44;41;50;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;28;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;34;62;37;53;43;61;186
61;186;27;44;41;50;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;48;28;23;63;16;26;3;42;49;13;61;46;36;9;45;18;14;33;34;62;37;53;43
27;44;41;50;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;53;43;61;186
61;186;27;44;41;50;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;59;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;53;43
27;44;41;50;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;59;43;61;186
61;186;27;44;41;50;57;32;47;54;5;8;52;12;10;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;59;43
27;44;41;50;10;32;47;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;59;43;61;186
61;186;27;44;41;50;10;32;47;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;59;43
27;44;41;47;10;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;59;43;61;186
61;186;27;44;41;47;10;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;9;45;48;14;33;34;62;37;59;43
27;44;41;47;10;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;37;45;48;14;33;34;62;9;59;43;61;186
61;186;27;44;41;47;10;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;18;28;23;63;16;26;3;42;49;13;61;46;36;37;45;48;14;33;34;62;9;59;43
27;44;41;47;18;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;10;28;23;63;16;26;3;42;49;13;61;46;36;37;45;48;14;33;34;62;9;59;43;61;186
61;186;27;44;41;47;18;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;64;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;35;25;10;28;23;63;16;26;3;42;49;13;61;46;36;37;45;48;14;33;34;62;9;59;43
27;44;41;47;18;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;35;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;64;25;10;28;23;63;16;26;3;42;49;13;61;46;36;37;45;48;14;33;34;62;9;59;43;61;186
61;186;27;44;41;47;18;32;50;54;5;8;52;12;57;24;4;11;6;1;40;38;56;58;21;35;20;31;17;15;29;39;30;51;55;2;19;53;7;60;22;64;25;10;28;23;63;16;26;3;42;49;13;61;46;36;37;45;48;14;33;34;62;9;59;43
