"X1";"X282";"X20";"X26";"X7";"X42";"X60";"X17";"X56";"X34";"X23";"X14";"X30";"X41";"X21";"X57";"X64";"X15";"X29";"X46";"X27";"X8";"X22";"X38";"X11";"X9";"X32";"X47";"X62";"X12";"X53";"X13";"X49";"X2";"X28";"X40";"X33";"X48";"X18";"X35";"X51";"X61";"X50";"X39";"X25";"X5";"X6";"X55";"X1.1";"X43";"X24";"X59";"X44";"X4";"X37";"X45";"X16";"X58";"X19";"X3";"X63";"X36";"X52";"X31";"X10";"X54"
29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;53;5;23;37;30;27;39;12;10;7;3;35;63;9;20;24;55;62;26;52;40;43;33;8;41;13;6;19;14;11;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28;53;234
53;234;29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;53;5;23;37;30;27;39;12;10;7;3;35;63;9;20;24;55;62;26;52;40;43;33;8;41;13;6;19;14;11;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28
29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;35;63;9;20;24;55;62;26;52;40;53;33;8;41;13;6;19;14;11;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28;53;238
53;238;29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;35;63;9;20;24;55;62;26;52;40;53;33;8;41;13;6;19;14;11;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28
29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;35;63;9;20;24;11;62;26;52;40;53;33;8;41;13;6;19;14;55;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28;53;238
53;238;29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;35;63;9;20;24;11;62;26;52;40;53;33;8;41;13;6;19;14;55;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28
29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;14;55;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28;53;238
53;238;29;2;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;14;55;45;42;4;22;34;61;64;31;1;47;48;17;15;25;28
29;64;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;14;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28;53;238
53;238;29;64;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;23;37;30;27;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;14;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28
29;64;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;14;37;30;27;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28;53;242
53;242;29;64;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;38;58;43;5;14;37;30;27;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28
29;64;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28;53;242
53;242;29;64;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;12;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28
29;12;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28;53;238
53;238;29;12;57;21;49;32;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;52;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28
29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;33;8;41;13;6;19;23;55;45;42;4;22;34;61;2;31;1;47;48;17;15;25;28
29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;13;6;19;23;55;45;42;4;22;34;33;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;13;6;19;23;55;45;42;4;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;45;42;4;22;34;33;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;45;42;4;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;27;58;43;5;14;37;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;49;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;30;38;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;30;49;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;30;49;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;19;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;30;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28;53;220
53;220;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;24;11;62;26;32;40;53;61;8;41;23;6;30;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;24;11;62;26;8;40;53;61;32;41;23;6;30;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28;53;232
53;232;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;37;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;24;11;62;26;8;40;53;61;32;41;23;6;30;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;28
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;28;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;24;11;62;26;8;40;53;61;32;41;23;6;30;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37;53;232
53;232;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;28;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;24;11;62;26;8;40;53;61;32;41;23;6;30;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;28;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;30;11;62;26;8;40;53;61;32;41;23;6;24;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37;53;228
53;228;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;28;58;43;5;14;27;19;49;39;64;10;7;3;20;63;9;35;30;11;62;26;8;40;53;61;32;41;23;6;24;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;28;58;43;5;14;27;19;49;39;64;8;7;3;20;63;9;35;30;11;62;26;10;40;53;61;32;41;23;6;24;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37;53;230
54;230;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;59;60;28;58;43;5;14;27;19;49;39;64;8;7;3;20;63;9;35;30;11;62;26;10;40;53;61;32;41;23;6;24;13;55;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;7;3;20;63;9;35;30;11;62;26;10;40;53;61;32;41;23;6;24;13;59;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;7;3;20;63;9;35;30;11;62;26;10;40;53;61;32;41;23;6;24;13;59;4;42;45;22;34;33;2;31;1;47;48;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;7;3;20;63;9;35;30;48;62;26;10;40;53;61;32;41;23;6;24;13;59;4;42;45;22;34;33;2;31;1;47;11;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;16;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;7;3;20;63;9;35;30;48;62;26;10;40;53;61;32;41;23;6;24;13;59;4;42;45;22;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;35;30;48;62;26;10;40;53;61;32;41;23;6;24;13;59;4;42;45;22;34;33;2;31;1;47;11;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;35;30;48;62;26;10;40;53;61;32;41;23;6;24;13;59;4;42;45;22;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;35;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;42;26;22;34;33;2;31;1;47;11;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;35;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;42;26;22;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;4;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;35;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;52;42;26;22;34;33;2;31;1;47;11;17;15;25;37;54;250
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;35;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;42;26;22;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;42;26;35;34;33;2;31;1;47;11;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;42;26;35;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;52;36;45;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;22;30;48;62;54;10;40;53;61;32;41;23;6;24;13;59;4;42;26;35;34;33;2;31;1;47;11;17;15;25;37;54;246
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;63;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;42;26;35;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;31;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;52;1;47;11;17;15;25;37;54;258
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;28;58;43;5;14;27;19;49;39;64;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37
29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;39;64;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37;54;230
54;230;29;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;39;64;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37
64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;39;29;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37;54;226
54;226;64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;39;29;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;1;47;11;17;15;25;37
64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;39;29;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;37;47;11;17;15;25;1;54;226
54;226;64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;39;29;8;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;37;47;11;17;15;25;1
64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;8;29;39;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;37;47;11;17;15;25;1;54;226
54;226;64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;49;8;29;39;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;63;26;35;34;33;2;31;37;47;11;17;15;25;1
64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;39;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1;54;226
54;226;64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;39;16;3;20;42;9;22;30;48;62;45;10;40;53;61;32;41;23;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1
64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;39;16;3;20;42;61;22;30;48;62;45;10;40;53;9;32;41;23;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1;54;224
54;224;64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;39;16;3;20;42;61;22;30;48;62;45;10;40;53;9;32;41;23;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1
64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;3;20;42;61;22;30;48;62;39;10;40;53;9;32;41;23;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1;54;224
54;224;64;12;57;21;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;3;20;42;61;22;30;48;62;39;10;40;53;9;32;41;23;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;3;20;42;61;22;30;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1;54;224
54;224;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;3;20;42;61;22;30;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;35;34;33;2;31;37;47;11;17;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;3;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;30;34;33;2;31;37;47;11;17;15;25;1;54;228
54;228;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;3;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;30;34;33;2;31;37;47;11;17;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;2;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;30;34;33;3;31;37;47;11;17;15;25;1;54;228
54;228;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;2;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;30;34;33;3;31;37;47;11;17;15;25;1
64;12;57;23;38;52;36;49;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;2;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;54;26;30;34;33;3;31;37;47;11;17;15;25;1;54;240
55;228;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;2;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;30;34;33;3;31;37;47;11;17;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;30;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;2;34;33;3;31;37;47;11;17;15;25;1;55;224
55;224;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;5;14;27;28;63;8;29;45;16;30;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;2;34;33;3;31;37;47;11;17;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;14;27;28;63;8;29;45;16;30;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;2;34;33;3;31;37;47;11;5;15;25;1;55;224
55;224;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;14;27;28;63;8;29;45;16;30;20;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;49;26;2;34;33;3;31;37;47;11;5;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;14;27;28;63;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;34;33;3;31;37;47;11;5;15;25;1;55;224
55;224;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;14;27;28;63;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;34;33;3;31;37;47;11;5;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;14;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;1;55;224
55;224;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;14;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;1
64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;14;55;226
55;226;64;12;57;23;38;52;36;54;18;50;46;7;51;56;44;55;60;19;58;43;17;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;14
64;12;57;23;38;52;17;54;18;50;46;7;51;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;14;55;226
55;226;64;12;57;23;38;52;17;54;18;50;46;7;51;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;41;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;14
64;12;57;23;38;52;17;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;51;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;14;55;222
55;222;64;12;57;23;38;52;17;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;51;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;25;14
64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;51;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;17;14;55;222
55;222;64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;51;21;6;24;13;59;4;20;26;2;63;33;3;31;37;47;11;5;15;17;14
64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;51;21;6;24;5;59;4;20;26;2;63;33;3;31;37;47;11;13;15;17;14;55;222
55;222;64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;32;51;21;6;24;5;59;4;20;26;2;63;33;3;31;37;47;11;13;15;17;14
64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;51;21;6;24;5;59;4;20;26;2;63;33;3;31;37;32;11;13;15;17;14;55;222
55;222;64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;27;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;51;21;6;24;5;59;4;20;26;2;63;33;3;31;37;32;11;13;15;17;14
64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;4;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;51;21;6;24;5;59;27;20;26;2;63;33;3;31;37;32;11;13;15;17;14;55;222
55;222;64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;4;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;51;21;6;24;5;59;27;20;26;2;63;33;3;31;37;32;11;13;15;17;14
64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;4;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;59;21;6;24;5;51;27;20;26;2;63;33;3;31;37;32;11;13;15;17;14;55;222
55;222;64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;36;1;4;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;59;21;6;24;5;51;27;20;26;2;63;33;3;31;37;32;11;13;15;17;14
64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;1;36;4;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;59;21;6;24;5;51;27;20;26;2;63;33;3;31;37;32;11;13;15;17;14;55;216
55;216;64;12;57;23;38;52;25;54;18;50;46;7;41;56;44;55;60;19;58;43;1;36;4;28;34;8;29;45;16;30;49;42;61;22;35;48;62;39;10;40;53;9;47;59;21;6;24;5;51;27;20;26;2;63;33;3;31;37;32;11;13;15;17;14
