"X1";"X286";"X23";"X31";"X36";"X60";"X3";"X35";"X46";"X58";"X25";"X39";"X63";"X51";"X29";"X28";"X55";"X49";"X33";"X45";"X21";"X20";"X7";"X18";"X56";"X59";"X37";"X62";"X54";"X14";"X57";"X16";"X4";"X13";"X64";"X27";"X24";"X11";"X44";"X43";"X9";"X8";"X41";"X32";"X22";"X50";"X53";"X2";"X15";"X10";"X47";"X26";"X30";"X42";"X38";"X61";"X19";"X17";"X5";"X12";"X34";"X1.1";"X52";"X6";"X40";"X48"
50;246;23;13;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;62;4;21;27;42;29;39;59;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5
23;13;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;62;4;39;27;42;29;21;59;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5;50;246
50;246;23;13;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;62;4;39;27;42;29;21;59;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5
23;13;46;2;24;60;15;47;20;43;57;19;37;11;17;30;10;25;62;4;39;27;42;29;21;59;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;1;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5;50;248
50;246;23;13;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;62;4;39;27;42;29;21;59;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5
23;59;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;62;4;39;27;42;29;21;13;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5;50;246
50;246;23;59;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;62;4;39;27;42;29;21;13;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5
23;59;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5;50;250
50;250;23;59;46;2;24;60;15;47;20;43;57;19;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;50;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5
23;59;46;2;24;60;15;47;20;43;57;50;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5;50;250
50;250;23;59;46;2;24;60;15;47;20;43;57;50;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;3;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;7;45;26;36;53;35;8;64;44;58;5
23;59;46;2;24;60;15;47;20;43;57;50;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;45;26;36;53;35;8;64;44;58;5;50;250
50;250;23;59;46;2;24;60;15;47;20;43;57;50;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;45;26;36;53;35;8;64;44;58;5
23;59;46;2;35;60;15;47;20;43;57;50;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;45;26;36;53;24;8;64;44;58;5;50;250
50;250;23;59;46;2;35;60;15;47;20;43;57;50;37;11;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;45;26;36;53;24;8;64;44;58;5
23;59;46;2;35;60;15;47;20;43;57;50;37;45;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;11;26;36;53;24;8;64;44;58;5;50;254
50;254;23;59;46;2;35;60;15;47;20;43;57;50;37;45;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;38;12;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;11;26;36;53;24;8;64;44;58;5
23;59;46;2;35;60;15;47;20;43;57;50;37;45;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;11;26;36;53;24;8;64;44;58;5;50;258
51;258;23;59;46;2;35;60;15;47;20;43;57;50;37;45;1;30;10;25;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;11;26;36;53;24;8;64;44;58;5
23;59;46;2;35;60;15;47;20;43;57;50;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;44;58;5;51;258
51;258;23;59;46;2;35;60;15;47;20;43;57;50;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;22;54;31;18;51;9;33;56;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;44;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;22;54;31;18;51;9;50;56;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;44;58;5;51;270
51;270;23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;22;54;31;18;51;9;50;56;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;44;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;44;54;31;18;51;9;50;56;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;22;58;5;51;270
51;270;23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;38;7;52;28;63;44;54;31;18;51;9;50;56;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;22;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;22;58;5;51;266
51;266;23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;48;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;11;26;36;53;25;8;64;22;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;11;48;36;53;25;8;64;22;58;5;51;266
51;266;23;59;46;2;35;60;15;47;20;43;57;33;37;45;1;30;10;24;21;4;39;27;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;11;48;36;53;25;8;64;22;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;64;1;30;10;24;21;4;39;27;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;11;48;36;53;25;8;45;22;58;5;51;278
51;278;23;59;46;2;35;60;15;47;20;43;57;33;37;64;1;30;10;24;21;4;39;27;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;11;48;36;53;25;8;45;22;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;25;8;45;22;58;5;51;280
51;280;23;59;46;2;35;60;15;47;20;43;57;33;37;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;25;8;45;22;58;5
23;59;46;2;35;60;15;47;20;43;57;33;37;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5;51;280
51;280;23;59;46;2;35;60;15;47;20;43;57;33;37;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;6;12;56;7;52;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5
23;59;46;2;35;60;15;47;20;52;57;33;37;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;6;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5;51;282
51;282;23;59;46;2;35;60;15;47;20;52;57;33;37;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;6;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5
23;59;46;2;35;60;15;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5;51;282
51;282;23;59;46;2;35;60;15;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5
23;59;46;2;35;60;15;47;20;30;57;33;6;64;1;52;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5;51;290
51;282;23;59;46;2;35;60;15;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5
23;60;46;2;35;59;15;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5;51;278
51;278;23;60;46;2;35;59;15;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;45;8;25;22;58;5
23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;5;51;278
51;278;23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;39;11;42;29;62;13;26;55;41;34;37;12;56;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;5
23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;56;11;42;29;62;13;26;55;41;34;37;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;5;51;274
51;274;23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;56;11;42;29;62;13;26;55;41;34;37;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;5
23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;37;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;5;51;262
51;262;23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;37;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;5
23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;37;51;262
51;262;23;60;46;2;35;59;45;47;20;52;57;33;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;37
23;60;46;2;33;59;45;47;20;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;37;51;262
51;262;23;60;46;2;33;59;45;47;20;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;43;28;63;44;54;31;18;51;9;50;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;37
23;60;46;2;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;43;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;37;51;270
51;270;23;60;46;2;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;43;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;25;22;58;37
23;60;46;2;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37;51;276
51;276;23;60;46;2;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37
23;60;46;37;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;2;51;284
52;276;23;60;46;2;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37
23;60;46;2;33;59;45;47;50;52;58;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;57;37;52;280
52;276;23;60;46;2;33;59;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;26;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37
23;60;46;2;33;26;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37;52;292
52;292;23;60;46;2;33;26;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;44;54;31;18;51;9;20;38;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37
23;60;46;2;33;26;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37;52;292
52;292;23;60;46;2;33;26;45;47;50;52;57;35;6;64;1;30;10;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;32;16;40;3;27;48;36;53;15;8;43;22;58;37
23;60;46;2;33;26;45;47;50;52;57;35;6;64;1;30;32;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;40;3;27;48;36;53;15;8;43;22;58;37;52;284
52;284;23;60;46;2;33;26;45;47;50;52;57;35;6;64;1;30;32;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;40;3;27;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;47;50;52;57;35;6;64;1;30;32;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;46;3;27;48;36;53;15;8;43;22;58;37;52;284
52;284;23;60;40;2;33;26;45;47;50;52;57;35;6;64;1;30;32;24;21;4;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;46;3;27;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;47;50;52;57;35;6;64;1;4;32;24;21;30;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;46;3;27;48;36;53;15;8;43;22;58;37;52;292
52;292;23;60;40;2;33;26;45;47;50;52;57;35;6;64;1;4;32;24;21;30;56;55;42;29;62;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;46;3;27;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;47;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;46;3;27;48;36;53;15;8;43;22;58;37;52;292
52;292;23;60;40;2;33;26;45;47;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;16;46;3;27;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;47;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;46;16;3;27;48;36;53;15;8;43;22;58;37;52;292
52;292;23;60;40;2;33;26;45;47;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;19;61;10;46;16;3;27;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;27;48;36;53;15;8;43;22;58;37;52;272
52;272;23;60;40;2;33;26;45;19;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;54;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;27;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;54;48;36;53;15;8;43;22;58;37;52;254
52;254;23;60;40;2;33;26;45;19;50;52;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;54;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37;52;254
52;254;23;60;40;2;33;26;45;19;50;54;57;62;6;64;1;4;32;24;21;30;56;55;42;29;35;13;59;11;41;34;5;12;39;7;25;28;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;6;64;1;4;32;24;21;30;5;55;42;29;35;13;59;11;41;34;56;12;39;7;25;28;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37;52;254
52;254;23;60;40;2;33;26;45;19;50;54;57;62;6;64;1;4;32;24;21;30;5;55;42;29;35;13;59;11;41;34;56;12;39;7;25;28;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;6;64;1;4;32;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;25;42;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37;52;254
52;254;23;60;40;2;33;26;45;19;50;54;57;62;6;64;1;4;32;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;25;42;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;32;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37;52;250
52;250;23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;32;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;32;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;63;38;16;31;18;51;9;20;44;49;17;14;47;61;10;46;27;3;52;48;36;53;15;8;43;22;58;37;52;268
52;250;23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;32;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;63;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;32;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37;52;250
52;250;23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;32;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;12;57;62;25;64;1;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;54;39;7;6;42;32;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37;52;268
52;250;23;60;40;2;33;26;45;19;50;54;57;62;25;64;1;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;32;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;58;37
23;60;40;2;33;26;45;19;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;32;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;1;37;52;222
52;222;23;60;40;2;33;26;45;19;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;6;42;32;38;27;31;18;51;9;20;44;49;17;14;47;61;10;46;16;3;52;48;36;53;15;8;43;22;1;37
23;60;40;2;33;26;45;19;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;14;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;8;43;22;1;37;52;224
52;224;23;60;40;2;33;26;45;19;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;14;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;8;43;22;1;37
23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;19;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;8;43;22;1;37;52;230
53;230;23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;29;35;13;59;11;41;34;56;12;39;7;19;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;8;43;22;1;37
23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;43;35;13;59;11;41;34;56;12;39;7;19;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;8;29;22;1;37;53;230
53;230;23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;43;35;13;59;11;41;34;56;12;39;7;19;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;8;29;22;1;37
23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;43;35;13;59;11;41;34;56;12;39;7;19;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;22;29;8;1;37;53;230
53;230;23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;43;35;13;59;11;41;34;56;12;39;7;19;42;32;38;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;22;29;8;1;37
23;60;40;2;33;26;45;14;50;54;57;62;25;64;58;4;63;24;21;30;5;55;28;43;35;13;59;38;41;34;56;12;39;7;19;42;32;11;27;31;18;51;9;20;44;49;17;6;47;61;10;46;16;3;52;48;36;53;15;22;29;8;1;37;53;230
