"X1";"X304";"X30";"X64";"X40";"X45";"X57";"X49";"X51";"X1.1";"X21";"X53";"X12";"X8";"X43";"X14";"X46";"X58";"X47";"X54";"X59";"X20";"X4";"X5";"X39";"X42";"X27";"X61";"X63";"X52";"X36";"X17";"X56";"X16";"X7";"X15";"X25";"X23";"X55";"X24";"X34";"X11";"X2";"X22";"X6";"X41";"X18";"X3";"X9";"X38";"X37";"X13";"X48";"X50";"X29";"X33";"X35";"X26";"X31";"X19";"X10";"X62";"X60";"X28";"X44";"X32"
30;61;4;31;12;14;23;34;29;15;11;33;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;55;49;8;27;26;56;17;19;36;16;47;1;28;54;232
54;232;30;61;4;31;12;14;23;34;29;15;11;33;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;55;49;8;27;26;56;17;19;36;16;47;1;28
30;61;4;23;12;14;31;34;29;15;11;33;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;55;49;8;27;26;56;17;19;36;16;47;1;28;54;236
54;236;30;61;4;23;12;14;31;34;29;15;11;33;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;55;49;8;27;26;56;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;15;11;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;55;49;8;27;26;56;17;19;36;16;47;1;28;54;236
54;236;30;61;4;23;12;14;33;34;29;15;11;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;55;49;8;27;26;56;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;11;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;56;17;19;36;16;47;1;28;54;260
54;260;30;61;4;23;12;14;33;34;29;55;11;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;40;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;56;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;11;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;56;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28;54;260
54;260;30;61;4;23;12;14;33;34;29;55;11;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;56;62;63;60;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;56;62;63;11;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28;54;272
54;272;30;61;4;23;12;14;33;34;29;55;60;31;53;5;22;32;46;20;9;41;10;59;21;48;57;58;50;18;13;51;56;62;63;11;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;53;5;22;48;46;20;9;41;10;59;21;32;57;58;50;18;13;51;56;62;63;11;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28;54;272
54;272;30;61;4;23;12;14;33;34;29;55;60;31;53;5;22;48;46;20;9;41;10;59;21;32;57;58;50;18;13;51;56;62;63;11;7;52;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;52;5;22;48;46;20;9;41;10;59;21;32;57;58;50;18;13;51;56;62;63;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28;54;272
54;272;30;61;4;23;12;14;33;34;29;55;60;31;52;5;22;48;46;20;9;41;10;59;21;32;57;58;50;18;13;51;56;62;63;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;19;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;21;32;57;58;50;18;13;51;56;62;63;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;22;36;16;47;1;28;54;282
54;282;30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;21;32;57;58;50;18;13;51;56;62;63;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;22;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;50;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;22;36;16;47;1;28;54;280
55;280;30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;50;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;22;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;50;18;13;51;42;62;21;11;7;53;56;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;22;36;16;47;1;28;55;292
55;280;30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;50;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;26;40;17;22;36;16;47;1;28
30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;50;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;28;55;280
55;280;30;61;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;50;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;28
30;50;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;28;55;284
55;284;30;50;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;2;64;3;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;28
30;50;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;28;55;284
55;284;30;50;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;59;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;28
30;50;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59;55;284
55;284;30;50;4;23;12;14;33;34;29;55;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;43;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59
30;50;4;23;12;14;33;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59;55;264
55;264;30;50;4;23;12;14;33;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;13;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;39;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59
30;50;4;23;12;14;33;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59;55;264
55;264;30;50;4;23;12;14;33;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;51;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59
30;50;4;23;12;14;51;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59;55;264
55;264;30;50;4;23;12;14;51;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;56;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;36;16;47;26;59
30;50;4;23;12;14;51;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;47;26;59;55;264
55;264;30;50;4;23;12;14;51;34;29;43;60;31;52;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;47;26;59
30;50;4;23;12;14;51;52;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;47;26;59;55;280
55;280;30;50;4;23;12;14;51;52;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;47;26;59
30;50;4;23;12;14;51;59;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;47;26;52;55;276
55;276;30;50;4;23;12;14;51;59;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;47;26;52
30;50;4;23;47;14;51;59;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;12;26;52;55;276
55;276;30;50;4;23;47;14;51;59;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;39;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;49;8;27;1;40;17;22;56;16;12;26;52
30;50;4;23;47;14;51;59;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;49;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;276
55;276;30;50;4;23;47;14;51;59;29;43;60;31;34;5;19;48;46;20;9;41;10;28;63;32;57;58;61;18;49;33;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;23;47;14;51;59;29;43;60;31;34;5;19;48;46;20;33;41;10;28;63;32;57;58;61;18;49;9;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;280
55;280;30;50;4;23;47;14;51;59;29;43;60;31;34;5;19;48;46;20;33;41;10;28;63;32;57;58;61;18;49;9;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;23;47;14;51;59;29;43;60;31;34;49;19;48;46;20;33;41;10;28;63;32;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;268
55;268;30;50;4;23;47;14;51;59;29;43;60;31;34;49;19;48;46;20;33;41;10;28;63;32;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;54;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;23;47;14;51;59;29;43;60;31;34;49;19;48;46;20;33;41;10;28;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;268
55;268;30;50;4;23;47;14;51;59;29;43;60;31;34;49;19;48;46;20;33;41;10;28;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;59;29;43;60;31;34;49;19;48;46;20;33;41;10;28;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;256
55;256;30;50;4;47;23;14;51;59;29;43;60;31;34;49;19;48;46;20;33;41;10;28;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;59;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;256
55;256;30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;59;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;31;29;43;60;28;34;49;19;48;46;20;33;41;10;59;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;268
55;256;30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;59;63;54;57;58;61;18;5;9;36;62;21;11;7;53;42;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;55;262
56;262;30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;28;29;12;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;43;26;52;56;270
56;262;30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;59;53;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;274
56;262;30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;24;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;61;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;270
56;262;30;50;4;47;23;14;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;7;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;7;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;256
56;256;30;50;4;47;23;7;51;28;29;43;60;31;34;49;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;7;51;28;29;43;49;31;34;60;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;256
56;256;30;50;4;47;23;7;51;28;29;43;49;31;34;60;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;53;59;37;38;32;35;44;24;3;64;2;55;45;13;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;13;51;28;29;43;49;31;34;60;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;53;59;37;38;32;35;44;24;3;64;2;55;45;7;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;260
56;260;30;50;4;47;23;13;51;28;29;43;49;31;34;60;19;48;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;53;59;37;38;32;35;44;24;3;64;2;55;45;7;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;13;51;28;29;43;49;31;34;60;19;53;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;3;64;2;55;45;7;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;260
56;260;30;50;4;47;23;13;51;28;29;43;49;31;34;60;19;53;46;20;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;3;64;2;55;45;7;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;3;64;2;55;45;7;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52;56;260
56;260;30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;3;64;2;55;45;7;25;6;15;39;8;27;1;40;17;22;56;16;12;26;52
30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;16;12;26;52;56;260
56;260;30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;33;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;16;12;26;52
30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52;56;272
56;272;30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;63;54;57;58;61;18;5;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52
30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;57;58;61;18;63;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52;56;272
56;272;30;50;4;47;23;13;51;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;57;58;61;18;63;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52
30;50;4;47;23;13;57;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;51;58;61;18;63;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52;56;272
56;272;30;50;4;47;23;13;57;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;51;58;61;18;63;9;36;62;21;11;14;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52
30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;51;58;61;18;63;9;36;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52;56;270
56;270;30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;51;58;61;18;63;9;36;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52
30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;51;63;61;18;58;9;36;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52;56;270
56;270;30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;46;31;16;41;10;42;5;54;51;63;61;18;58;9;36;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52
30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;58;31;16;41;10;42;5;54;51;63;61;18;46;9;36;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52;56;254
56;254;30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;58;31;16;41;10;42;5;54;51;63;61;18;46;9;36;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;15;39;8;27;1;40;3;22;56;33;12;26;52
30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;58;31;16;41;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;36;39;8;27;1;40;3;22;56;33;12;26;52;56;254
56;254;30;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;58;31;16;41;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;36;39;8;27;1;40;3;22;56;33;12;26;52
41;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;36;39;8;27;1;40;3;22;56;33;12;26;52;56;266
56;266;41;50;4;47;23;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;36;39;8;27;1;40;3;22;56;33;12;26;52
41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;36;39;8;23;1;40;3;22;56;33;12;26;52;56;266
56;266;41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;45;7;25;6;36;39;8;23;1;40;3;22;56;33;12;26;52
41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;8;7;25;6;36;39;45;23;1;40;3;22;56;33;12;26;52;56;266
56;266;41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;59;37;38;32;35;44;24;17;64;2;55;8;7;25;6;36;39;45;23;1;40;3;22;56;33;12;26;52
41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;36;37;38;32;35;44;24;17;64;2;55;8;7;25;6;59;39;45;23;1;40;3;22;56;33;12;26;52;56;270
57;270;41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;36;37;38;32;35;44;24;17;64;2;55;8;7;25;6;59;39;45;23;1;40;3;22;56;33;12;26;52
41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;36;37;38;32;35;44;24;17;64;2;55;25;7;8;6;59;39;45;23;1;40;3;22;56;33;12;26;52;57;270
57;270;41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;36;37;38;32;35;44;24;17;64;2;55;25;7;8;6;59;39;45;23;1;40;3;22;56;33;12;26;52
41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;36;37;38;32;35;44;24;17;8;2;55;25;7;64;6;59;39;45;23;1;40;3;22;56;33;12;26;52;57;270
57;270;41;50;4;47;27;14;57;28;29;43;49;20;34;60;19;53;58;31;16;30;10;42;5;54;51;63;61;18;46;9;15;62;21;11;13;48;36;37;38;32;35;44;24;17;8;2;55;25;7;64;6;59;39;45;23;1;40;3;22;56;33;12;26;52
