"X1";"X280";"X53";"X62";"X20";"X58";"X27";"X12";"X48";"X33";"X21";"X59";"X36";"X15";"X25";"X46";"X57";"X47";"X28";"X52";"X18";"X24";"X56";"X29";"X37";"X54";"X32";"X22";"X26";"X40";"X2";"X8";"X16";"X11";"X44";"X19";"X51";"X45";"X3";"X17";"X49";"X42";"X50";"X13";"X60";"X55";"X30";"X63";"X14";"X4";"X9";"X35";"X7";"X1.1";"X6";"X31";"X10";"X38";"X39";"X64";"X43";"X23";"X34";"X5";"X41";"X61"
56;196;5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;61;50;62;16;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;59;11;3;2;24;60;34;36;29;54;49;47;18
5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;59;11;3;2;24;60;16;36;29;54;49;47;18;56;200
56;200;5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;59;11;3;2;24;60;16;36;29;54;49;47;18
5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;47;11;3;2;24;60;16;36;29;54;49;59;18;56;200
56;200;5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;47;11;3;2;24;60;16;36;29;54;49;59;18
5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;4;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;61;13;43;22;45;17;47;11;3;2;24;60;16;36;29;54;49;59;18;56;216
56;200;5;20;38;19;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;25;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;47;11;3;2;24;60;16;36;29;54;49;59;18
5;20;38;25;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;19;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;47;11;3;2;24;60;16;36;29;54;49;59;18;56;200
56;200;5;20;38;25;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;19;37;31;23;61;50;62;34;27;30;53;52;39;33;63;21;7;51;48;35;4;13;43;22;45;17;47;11;3;2;24;60;16;36;29;54;49;59;18
5;20;38;25;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;19;37;31;23;61;50;62;34;27;30;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;49;59;18;56;200
56;200;5;20;38;25;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;14;19;37;31;23;61;50;62;34;27;30;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;49;59;18
5;20;38;14;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;25;19;37;31;23;61;50;62;34;27;30;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;49;59;18;56;200
56;200;5;20;38;14;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;25;19;37;31;23;61;50;62;34;27;30;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;49;59;18
5;20;38;14;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;25;19;37;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;49;59;18;56;194
56;194;5;20;38;14;10;46;9;6;15;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;25;19;37;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;49;59;18
5;20;38;14;10;46;9;6;49;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;25;19;37;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;15;59;18;56;194
56;194;5;20;38;14;10;46;9;6;49;64;40;26;55;8;44;41;56;42;58;28;1;32;12;57;25;19;37;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;15;59;18
5;20;38;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;25;19;41;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;15;59;18;56;190
56;190;5;20;38;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;25;19;41;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;15;59;18
5;20;25;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;15;59;18;56;188
56;188;5;20;25;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;35;4;13;43;22;45;17;39;11;3;2;24;60;16;36;29;54;15;59;18
5;20;25;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;54;15;59;18;56;188
56;188;5;20;25;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;23;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;54;15;59;18
5;20;25;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;54;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;15;59;18;56;188
56;188;5;20;25;14;10;46;9;6;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;54;61;30;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;15;59;18
5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;15;59;18;56;192
56;192;5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;57;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;15;59;18
5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18;56;192
56;192;5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;37;56;42;58;28;1;32;12;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18
5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;32;37;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18;56;192
56;192;5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;32;37;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18
5;20;25;14;10;46;9;30;49;64;39;26;55;8;44;12;56;42;58;28;1;32;37;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;40;11;3;2;24;60;16;35;29;23;57;59;18;56;212
57;192;5;20;25;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;32;37;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;63;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;32;37;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18;57;190
57;190;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;32;37;15;38;19;41;31;54;61;6;62;34;27;50;53;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;15;38;19;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18;57;194
57;194;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;15;38;19;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;35;29;23;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;15;35;19;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;29;23;57;59;18;57;194
57;194;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;15;35;19;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;29;23;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;29;23;57;59;18;57;194
57;194;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;29;23;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18;57;194
57;194;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;41;31;54;61;6;62;34;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18;57;198
57;198;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18
5;20;63;14;10;46;9;30;49;64;40;26;55;8;43;12;56;42;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;27;50;32;52;47;33;25;21;7;51;48;36;4;13;44;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18;57;220
57;198;5;20;63;14;10;46;9;30;49;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;27;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;42;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;3;2;24;60;16;38;23;29;57;59;18
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;42;2;24;60;16;38;23;29;57;59;18;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;11;42;2;24;60;16;38;23;29;57;59;18
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;16;38;23;29;57;59;18;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;54;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;16;38;23;29;57;59;18
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;16;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;18;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;16;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;18
5;20;63;14;10;46;9;30;64;27;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;16;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;18;57;230
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;37;19;35;15;34;31;16;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;18
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;37;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;6;62;41;49;50;32;52;47;33;25;21;7;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;37
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;50;32;52;47;33;25;21;6;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;37;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;50;32;52;47;33;25;21;6;51;48;36;4;13;43;22;45;17;39;42;11;2;24;60;54;38;23;29;57;59;37
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;50;32;52;24;33;25;21;6;51;48;36;4;13;43;22;45;17;39;42;11;2;47;60;54;38;23;29;57;59;37;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;50;32;52;24;33;25;21;6;51;48;36;4;13;43;22;45;17;39;42;11;2;47;60;54;38;23;29;57;59;37
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;50;32;22;24;33;25;21;6;51;48;36;4;13;43;52;45;17;39;42;11;2;47;60;54;38;23;29;57;59;37;57;206
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;50;32;52;24;33;25;21;6;51;48;36;4;13;43;22;45;17;39;42;11;2;47;60;54;38;23;29;57;59;37
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;33;25;21;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;54;38;23;29;57;59;37;57;198
57;198;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;33;25;21;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;54;38;23;29;57;59;37
5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;21;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;33;38;23;29;57;59;37;57;204
57;204;5;20;63;14;10;46;9;30;27;64;40;26;55;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;21;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;55;30;27;64;40;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;21;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;33;38;23;29;57;59;37;57;204
57;204;5;20;63;14;10;46;55;30;27;64;40;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;21;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;40;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;33;38;23;29;57;59;37;57;240
58;240;5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;40;6;50;48;36;4;13;43;22;45;17;39;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;40;6;17;48;36;4;13;43;22;45;50;39;42;11;2;47;60;33;38;23;29;57;59;37;58;240
58;240;5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;34;31;16;61;7;62;41;49;51;32;52;24;54;25;40;6;17;48;36;4;13;43;22;45;50;39;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;6;17;48;36;4;13;43;22;45;50;39;42;11;2;47;60;33;38;23;29;57;59;37;58;240
58;240;5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;15;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;6;17;48;36;4;13;43;22;45;50;39;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;6;17;48;36;4;13;43;22;45;50;15;42;11;2;47;60;33;38;23;29;57;59;37;58;240
58;240;5;20;63;14;10;46;55;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;6;17;48;36;4;13;43;22;45;50;15;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;15;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;6;17;48;36;4;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;240
58;240;5;20;63;14;10;46;15;30;27;64;21;26;9;8;44;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;6;17;48;36;4;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;4;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;232
58;232;5;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;4;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
5;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;45;25;40;44;17;48;36;4;13;43;22;54;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;250
58;232;5;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;4;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
4;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;232
58;232;4;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;58;28;1;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
4;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;236
58;236;4;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;56;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;236
58;236;56;20;63;14;10;46;15;30;27;64;21;26;9;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;32;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;9;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;236
58;236;56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;9;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;31;1;28;58;53;18;19;35;39;52;3;16;61;7;62;41;49;51;9;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;248
58;236;56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;41;49;51;9;34;24;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;24;49;51;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;236
58;236;56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;24;49;51;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;61;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;10;7;62;24;49;51;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;248
58;236;56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;52;31;16;61;7;62;24;49;51;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;51;31;16;61;7;62;24;49;52;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;242
58;242;56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;51;31;16;61;7;62;24;49;52;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;51;4;3;1;28;58;53;18;19;35;39;12;31;16;61;7;62;24;49;52;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;250
58;242;56;20;63;14;10;46;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;51;31;16;61;7;62;24;49;52;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37
56;20;46;14;10;63;15;30;27;64;21;26;32;8;6;12;4;3;1;28;58;53;18;19;35;39;51;31;16;61;7;62;24;49;52;9;34;41;54;25;40;44;17;48;36;5;13;43;22;45;50;55;42;11;2;47;60;33;38;23;29;57;59;37;58;264
