"X1";"X27752";"X28";"X23";"X13";"X29";"X16";"X8";"X31";"X21";"X15";"X26";"X4";"X3";"X7";"X22";"X19";"X9";"X1.1";"X10";"X12";"X14";"X5";"X18";"X30";"X32";"X20";"X27";"X6";"X11";"X17";"X2";"X25";"X24"
32;26;19;23;27;20;11;15;16;6;12;4;7;1;24;31;28;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;138;20422
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;14;3;17;10;8;13;25;21;18;22;2;9;30;29;5;138;22088
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;27;20;11;2;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;15;9;30;29;5;138;21262
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;30;13;25;21;18;22;2;9;8;29;5;138;20856
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;27;20;11;15;14;6;12;4;7;1;24;31;23;17;3;16;10;8;13;25;21;18;22;2;9;30;29;5;138;20582
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;15;28;27;20;11;19;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;138;21308
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;27;20;11;15;16;6;12;4;7;13;24;31;23;17;3;14;10;8;1;25;21;18;22;2;9;30;29;5;138;20842
138;20382;32;26;19;28;27;20;11;15;16;6;12;4;7;1;24;31;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;138;20322
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;2;25;21;18;22;13;9;30;29;5;138;20522
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;2;21;18;22;25;9;30;29;5;138;21222
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;7;11;15;16;6;12;4;20;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;138;21852
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;6;25;4;7;1;24;27;23;17;3;14;10;8;13;12;21;18;22;2;9;30;29;5;138;21258
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;17;28;31;20;11;15;16;6;12;4;7;1;24;27;23;19;3;14;10;8;13;25;21;18;22;2;9;30;29;5;138;21202
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;14;12;4;7;1;24;27;23;17;3;6;10;8;13;25;21;18;22;2;9;30;29;5;138;20602
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;6;28;31;20;11;15;16;19;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;138;21294
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;2;10;8;13;25;21;18;22;14;9;30;29;5;138;21002
138;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;8;16;6;12;4;7;1;24;27;23;17;3;14;10;15;13;25;21;18;22;2;9;30;29;5;138;20902
139;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;2;22;9;30;29;5;139;20502
139;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;4;20;11;15;16;6;12;31;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;139;21120
139;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;19;28;31;6;11;15;16;20;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;139;21254
139;20322;32;26;19;28;31;20;11;15;16;6;12;4;7;1;24;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;24;28;31;20;11;15;16;6;12;4;7;1;19;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;139;20162
139;20162;32;26;24;28;31;20;11;15;16;6;12;4;7;1;19;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;24;28;31;20;11;15;16;14;12;4;7;1;19;27;23;17;3;6;10;8;13;25;21;18;22;2;9;30;29;5;139;20442
139;20162;32;26;24;28;31;20;11;15;16;6;12;4;7;1;19;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;24;31;28;20;11;15;16;6;12;4;7;1;19;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;139;20202
139;20162;32;26;24;28;31;20;11;15;16;6;12;4;7;1;19;27;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;1;19;28;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5;139;20062
139;20062;32;26;24;27;31;20;11;15;16;6;12;4;7;1;19;28;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;1;19;28;23;17;3;21;10;8;13;25;14;18;22;2;9;30;29;5;139;21282
139;20062;32;26;24;27;31;20;11;15;16;6;12;4;7;1;19;28;23;17;3;14;10;8;13;25;21;18;22;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;22;19;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;139;19954
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;22;19;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;17;22;19;28;23;7;3;14;10;8;13;25;21;18;1;2;9;30;29;5;139;22232
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;22;19;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;22;19;28;23;17;3;14;10;8;13;25;2;18;1;21;9;30;29;5;139;20598
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;22;19;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;28;12;4;7;22;19;6;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;139;21500
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;22;19;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;139;19954
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;21;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;24;18;1;2;9;30;29;5;139;20934
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;1;18;2;9;30;29;5;139;22118
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;10;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;27;8;13;25;21;18;1;2;9;30;29;5;139;21086
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;1;17;3;14;10;8;13;25;21;18;23;2;9;30;29;5;139;22362
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;5;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;26;139;21168
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
31;26;24;27;32;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;139;20134
139;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;29;21;18;1;2;9;30;25;5;139;20114
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;21;17;3;14;10;8;13;25;23;18;1;2;9;30;29;5;140;21394
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;8;19;22;28;23;17;3;14;10;7;13;25;21;18;1;2;9;30;29;5;140;19974
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;13;23;17;3;14;10;8;28;25;21;18;1;2;9;30;29;5;140;21856
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;15;31;20;11;27;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20720
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;4;15;16;6;12;11;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;21094
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;28;22;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20494
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;17;22;28;23;19;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20194
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;30;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;4;29;5;140;20230
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;2;1;9;30;29;5;140;20234
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;8;22;28;23;17;3;14;10;19;13;25;21;18;1;2;9;30;29;5;140;20376
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;3;17;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20260
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;7;20;11;15;16;6;12;4;31;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;21012
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;21;8;13;25;10;18;1;2;9;30;29;5;140;21256
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;4;24;27;31;20;11;15;16;6;12;26;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;21112
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;29;3;14;10;8;13;25;21;18;1;2;9;30;17;5;140;20734
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;28;27;31;20;11;15;16;6;12;4;7;19;22;24;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20054
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;20;31;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20394
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;10;16;6;12;4;7;19;22;28;23;17;3;14;15;8;13;25;21;18;1;2;9;30;29;5;140;20154
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;3;4;7;19;22;28;23;17;12;14;10;8;13;25;21;18;1;2;9;30;29;5;140;20194
140;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;25;10;8;13;14;21;18;1;2;9;30;29;5;140;20630
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;3;17;23;14;10;8;13;25;21;18;1;2;9;30;29;5;141;21078
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;31;27;24;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;20274
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;9;21;18;1;2;25;30;29;5;141;20920
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;22;24;27;31;20;11;15;16;6;12;4;7;19;26;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;20234
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;23;19;22;28;7;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;21426
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;25;19;22;28;23;17;3;14;10;8;13;7;21;18;1;2;9;30;29;5;141;21822
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;5;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;31;141;20928
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;17;31;20;11;15;16;6;12;4;7;19;22;28;23;27;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;21634
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;23;4;7;19;22;28;12;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;20374
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;21;23;17;3;14;10;8;13;25;28;18;1;2;9;30;29;5;141;21474
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;11;15;16;30;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;6;29;5;141;20552
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;20;17;15;16;6;12;4;7;19;22;28;23;11;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;23514
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
28;26;24;27;31;20;11;15;16;6;12;4;7;19;22;32;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;20114
141;19954;32;26;24;27;31;20;11;15;16;6;12;4;7;19;22;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;19954
141;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;25;6;12;4;7;19;20;28;23;17;3;14;10;8;13;16;21;18;1;2;9;30;29;5;141;21168
141;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;30;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;6;29;5;141;20552
141;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;25;14;10;8;13;3;21;18;1;2;9;30;29;5;141;20470
141;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;1;28;23;17;3;14;10;8;13;25;21;18;20;2;9;30;29;5;141;20868
141;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;28;7;19;20;4;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;20850
141;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
15;26;24;27;31;22;11;32;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;141;20218
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;31;27;24;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;142;20234
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;29;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;6;5;142;20668
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;1;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;16;2;9;30;29;5;142;21234
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;7;15;16;6;12;4;11;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;142;20454
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;2;19;20;28;23;17;3;14;10;8;13;25;21;18;1;7;9;30;29;5;142;20714
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;16;24;27;31;22;11;15;26;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;142;20798
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;21;20;28;23;17;3;14;10;8;13;25;19;18;1;2;9;30;29;5;142;20114
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;8;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;22;13;25;21;18;1;2;9;30;29;5;142;20494
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;10;16;6;12;4;7;19;20;28;23;17;3;14;15;8;13;25;21;18;1;2;9;30;29;5;142;20194
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;29;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;20;5;142;20394
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;13;10;8;14;25;21;18;1;2;9;30;29;5;142;20174
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;18;21;25;1;2;9;30;29;5;142;20394
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;25;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;26;21;18;1;2;9;30;29;5;142;20654
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;2;21;18;1;25;9;30;29;5;142;21014
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;13;4;7;19;20;28;23;17;3;14;10;8;12;25;21;18;1;2;9;30;29;5;142;21074
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
29;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;32;5;142;20754
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;1;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;15;2;9;30;29;5;142;21514
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;19;4;7;12;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;142;20438
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;29;1;2;9;30;18;5;142;20514
142;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
12;26;24;27;31;22;11;15;16;6;32;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;142;20194
143;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;7;22;11;15;16;6;12;4;31;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5;143;21012
143;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;21;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;31;18;1;2;9;30;29;5;143;20914
143;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
32;26;24;27;31;22;11;15;16;6;12;4;2;19;20;28;23;17;3;14;10;8;13;25;21;18;1;7;9;30;29;5;143;20714
143;19954;32;26;24;27;31;22;11;15;16;6;12;4;7;19;20;28;23;17;3;14;10;8;13;25;21;18;1;2;9;30;29;5
