"X1";"X306";"X61";"X59";"X7";"X24";"X21";"X20";"X54";"X63";"X9";"X19";"X38";"X27";"X44";"X15";"X50";"X51";"X28";"X5";"X12";"X48";"X4";"X39";"X42";"X29";"X31";"X32";"X11";"X2";"X1.1";"X13";"X43";"X25";"X14";"X57";"X47";"X46";"X17";"X36";"X53";"X26";"X30";"X33";"X58";"X41";"X60";"X55";"X10";"X22";"X23";"X40";"X56";"X49";"X6";"X62";"X37";"X18";"X35";"X3";"X45";"X8";"X64";"X34";"X16";"X52"
55;43;17;9;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;29;3;41;7;44;22;16;20;47;49;26;2;40;54;42;31;36;33;32;64;21;19;63;57;56;59;14;51;24;58;52;50;1;8;45;35;37;25;39;30;15;60;264
60;264;55;43;17;9;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;29;3;41;7;44;22;16;20;47;49;26;2;40;54;42;31;36;33;32;64;21;19;63;57;56;59;14;51;24;58;52;50;1;8;45;35;37;25;39;30;15
55;43;17;9;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;29;3;41;7;56;22;16;20;47;49;26;2;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;1;8;45;35;37;25;39;30;15;60;268
60;268;55;43;17;9;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;29;3;41;7;56;22;16;20;47;49;26;2;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;1;8;45;35;37;25;39;30;15
55;43;17;9;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;49;26;2;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;8;45;35;37;25;39;30;15;60;268
60;268;55;43;17;9;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;49;26;2;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;8;45;35;37;25;39;30;15
55;43;17;2;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;49;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;8;45;35;37;25;39;30;15;60;264
61;264;55;43;17;2;11;34;23;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;49;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;8;45;35;37;25;39;30;15
55;43;17;2;11;34;49;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;8;45;35;37;25;39;30;15;61;266
61;266;55;43;17;2;11;34;49;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;8;45;35;37;25;39;30;15
55;43;17;2;8;34;49;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;11;45;35;37;25;39;30;15;61;266
61;266;55;43;17;2;8;34;49;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;41;7;56;22;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;11;45;35;37;25;39;30;15
55;41;17;2;8;34;49;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;22;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;11;45;35;37;25;39;30;15;61;266
61;266;55;41;17;2;8;34;49;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;22;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;11;45;35;37;25;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;49;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;11;45;35;37;25;39;30;15;61;266
61;266;55;41;17;2;8;34;22;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;49;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;29;11;45;35;37;25;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;49;11;45;35;37;25;39;30;15;61;266
61;266;55;41;17;2;8;34;22;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;42;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;49;11;45;35;37;25;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;49;42;45;35;37;25;39;30;15;61;266
61;266;55;41;17;2;8;34;22;13;18;6;38;53;60;4;61;48;62;46;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;49;42;45;35;37;25;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;4;49;48;62;46;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;61;42;45;35;37;25;39;30;15;61;266
61;266;55;41;17;2;8;34;22;13;18;6;38;53;60;4;49;48;62;46;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;61;42;45;35;37;25;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;61;42;45;35;37;25;39;30;15;61;250
61;250;55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;57;44;59;14;51;24;58;52;50;61;42;45;35;37;25;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;14;51;24;58;52;50;61;42;45;35;37;57;39;30;15;61;250
61;250;55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;1;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;14;51;24;58;52;50;61;42;45;35;37;57;39;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;14;51;24;58;52;50;61;42;45;35;37;57;1;30;15;61;250
61;250;55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;14;51;24;58;52;50;61;42;45;35;37;57;1;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;45;35;37;57;1;30;15;61;250
61;250;55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;23;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;45;35;37;57;1;30;15
55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;45;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15;61;246
61;246;55;41;17;2;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;45;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15
55;41;17;45;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15;61;250
61;250;55;41;17;45;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;56;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15
55;41;56;45;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15;61;254
61;254;55;41;56;45;8;34;22;13;18;6;38;53;60;46;49;48;62;4;27;5;10;12;28;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15
55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;18;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15;61;254
61;254;55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;18;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;44;59;24;51;14;58;52;50;61;42;23;35;37;57;1;30;15
55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;18;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;30;15;61;254
61;254;55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;18;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;30;15
55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;18;15;61;254
61;254;55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;58;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;5;52;44;61;42;23;35;37;57;1;18;15;61;272
61;254;55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;3;4;27;5;10;12;30;39;62;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;18;15;61;274
61;254;55;41;56;45;8;34;22;13;28;6;38;53;60;46;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;61;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;28;6;38;53;60;61;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15;61;250
62;250;55;41;56;45;8;34;22;13;28;6;38;53;60;61;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;28;6;38;53;60;61;49;48;62;4;27;5;10;12;30;39;3;43;2;17;29;16;20;47;7;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15;62;272
62;250;55;41;56;45;8;34;22;13;28;6;38;53;60;61;49;48;62;4;27;5;10;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15;62;250
62;250;55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;10;52;38;53;60;61;49;48;62;4;27;5;28;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;6;44;46;42;23;35;37;57;1;18;15;62;266
62;250;55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;12;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;24;51;14;58;52;44;46;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;24;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;35;37;57;1;18;15;62;248
62;248;55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;24;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;25;28;24;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;5;50;59;12;51;14;58;52;44;46;42;23;35;37;57;1;18;15;62;262
62;248;55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;24;30;39;3;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;35;37;57;1;18;15
55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;18;15;62;248
62;248;55;41;56;45;8;34;22;13;10;6;38;53;60;61;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;18;15
55;61;56;45;8;34;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;18;15;62;264
62;264;55;61;56;45;8;34;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;40;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;18;15
55;61;56;45;8;34;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;18;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;40;15;62;264
62;264;55;61;56;45;8;34;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;18;54;11;31;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;40;15
55;61;56;45;8;34;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;40;15;62;276
62;276;55;61;56;45;8;34;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;40;15
55;61;56;45;8;40;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;34;15;62;280
62;280;55;61;56;45;8;40;22;13;10;6;38;53;60;41;49;48;62;4;27;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;21;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;6;38;53;60;41;49;48;62;4;21;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;34;15;62;280
62;280;55;61;56;45;8;40;22;13;10;6;38;53;60;41;49;48;62;4;21;5;28;24;30;39;35;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;28;24;30;39;6;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;34;15;62;288
62;288;55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;28;24;30;39;6;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;52;44;46;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;28;24;30;39;6;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15;62;288
62;288;55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;28;24;30;39;6;43;7;17;29;16;20;47;2;26;9;31;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;28;24;30;31;6;43;7;17;29;16;20;47;2;26;9;39;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15;62;288
62;288;55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;28;24;30;31;6;43;7;17;29;16;20;47;2;26;9;39;54;11;18;36;33;32;64;27;19;63;25;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;25;24;30;31;6;43;7;17;29;16;20;47;2;26;9;39;54;11;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15;62;288
62;288;55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;25;24;30;31;6;43;7;17;29;16;20;47;2;26;9;39;54;11;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;25;24;30;31;6;43;7;17;29;16;11;47;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15;62;288
62;288;55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;4;21;5;25;24;30;31;6;43;7;17;29;16;11;47;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;1;34;15
55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;47;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15;62;288
62;288;55;61;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;47;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15
55;47;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15;62;284
62;284;55;47;56;45;8;40;22;13;10;35;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15;62;272
62;272;35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;13;10;19;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;61;2;26;9;39;54;20;18;36;33;32;64;27;55;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15;62;292
63;272;35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;16;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;44;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;44;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15;63;272
63;272;35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;29;44;11;61;2;26;9;39;54;20;18;36;33;32;64;27;19;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;64;27;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15;63;272
63;272;35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;48;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;64;27;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;64;48;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15;63;256
63;256;35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;64;48;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;64;48;29;16;28;50;59;12;51;14;58;46;63;52;42;23;3;37;57;4;34;15;63;268
63;256;35;47;56;45;8;40;22;13;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;64;48;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;13;48;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15;63;240
63;240;35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;13;48;29;63;28;50;59;12;51;14;58;46;16;52;42;23;3;37;57;4;34;15
35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;13;48;29;63;28;50;59;12;51;14;58;46;16;52;3;23;42;37;57;4;34;15;63;240
63;240;35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;61;2;26;9;39;54;20;18;36;33;32;13;48;29;63;28;50;59;12;51;14;58;46;16;52;3;23;42;37;57;4;34;15
35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;3;2;26;9;39;54;20;18;36;33;32;13;48;29;63;28;50;59;12;51;14;58;46;16;52;61;23;42;37;57;4;34;15;63;238
63;238;35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;3;2;26;9;39;54;20;18;36;33;32;13;48;29;63;28;50;59;12;51;14;58;46;16;52;61;23;42;37;57;4;34;15
35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;3;2;50;9;39;54;20;18;36;33;32;13;48;29;63;28;26;59;12;51;14;58;46;16;52;61;23;42;37;57;4;34;15;63;238
63;238;35;47;56;45;8;40;22;64;10;55;38;53;60;41;49;27;62;1;21;5;25;24;30;31;6;43;7;17;19;44;11;3;2;50;9;39;54;20;18;36;33;32;13;48;29;63;28;26;59;12;51;14;58;46;16;52;61;23;42;37;57;4;34;15
