"X1";"X27374";"X8";"X18";"X22";"X6";"X30";"X32";"X13";"X17";"X26";"X21";"X10";"X9";"X23";"X7";"X11";"X20";"X4";"X5";"X29";"X25";"X31";"X28";"X3";"X16";"X12";"X24";"X15";"X2";"X27";"X19";"X14";"X1.1"
26;6;3;2;18;7;12;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;21;20;30;131;21592
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;20;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;2;30;131;20468
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;20;14;16;8;29;15;9;12;1;30;131;20964
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;24;22;17;23;31;4;13;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;131;22132
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;20;14;16;8;29;15;9;12;1;30;131;20964
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;29;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;7;15;9;12;20;30;131;21904
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;16;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;2;8;29;15;9;12;20;30;131;21734
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;30;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;3;131;21040
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;25;7;21;18;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;131;20654
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;1;31;4;24;19;32;11;10;5;27;23;14;16;8;29;15;9;12;20;30;131;22324
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;10;23;31;4;24;19;32;11;17;5;27;1;14;16;8;29;15;9;12;20;30;131;20430
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;1;22;17;23;31;4;24;19;32;11;10;5;27;13;14;16;8;29;15;9;12;20;30;131;20674
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;12;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;21;20;30;131;21592
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;19;25;28;13;22;17;23;31;4;24;21;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;131;21054
131;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;29;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;22;15;9;12;20;30;131;21834
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;11;32;19;10;5;27;1;14;16;8;29;15;9;12;20;30;132;20918
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;32;2;18;7;21;25;28;13;22;17;23;31;4;24;19;3;11;10;5;27;1;14;16;8;29;15;9;12;20;30;132;22042
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;11;7;21;25;28;13;22;17;23;31;4;24;19;32;18;10;5;27;1;14;16;8;29;15;9;12;20;30;132;20420
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;30;29;15;9;12;20;8;132;21018
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;11;19;32;24;10;5;27;1;14;16;8;29;15;9;12;20;30;132;20758
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;20;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;2;30;132;20468
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;24;3;2;18;7;21;25;28;13;22;17;23;31;4;6;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;132;20952
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;4;21;25;28;13;22;17;23;31;7;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;132;20434
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;1;32;11;10;5;27;19;14;16;8;29;15;9;12;20;30;132;21776
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;32;7;21;25;28;13;22;17;23;31;4;24;19;18;11;10;5;27;1;14;16;8;29;15;9;12;20;30;132;21994
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
27;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;26;1;14;16;8;29;15;9;12;20;30;132;20214
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;15;5;27;1;14;16;8;29;10;9;12;20;30;132;20914
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;4;31;23;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;132;21916
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;12;9;15;20;30;132;20434
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
15;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;26;9;12;20;30;132;21322
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;10;19;32;11;24;5;27;1;14;16;8;29;15;9;12;20;30;132;21014
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;12;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;22;20;30;132;21930
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;24;22;17;23;31;4;13;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;132;22132
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;20;32;11;10;5;27;1;14;16;8;29;15;9;12;19;30;132;20594
132;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
11;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;26;10;5;27;1;14;16;8;29;15;9;12;20;30;132;20562
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;8;27;1;14;16;5;29;15;9;12;20;30;133;21854
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;31;3;2;18;7;21;25;28;13;22;17;23;6;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;133;21500
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;16;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;7;8;29;15;9;12;20;30;133;21614
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;29;4;24;19;32;11;10;5;27;1;14;16;8;31;15;9;12;20;30;133;20514
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;9;15;29;12;20;30;133;21420
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;30;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;25;133;20474
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;1;11;10;5;27;32;14;16;8;29;15;9;12;20;30;133;22266
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
7;6;3;2;18;26;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;133;20900
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;9;24;19;32;11;10;5;27;1;14;16;8;29;15;4;12;20;30;133;21434
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;30;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;23;133;20714
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;10;17;23;31;4;24;19;32;11;22;5;27;1;14;16;8;29;15;9;12;20;30;133;21014
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;22;13;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;133;22332
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;19;23;31;4;24;17;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;133;20554
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;31;23;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;133;20834
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;1;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;7;14;16;8;29;15;9;12;20;30;133;20914
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;15;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;2;9;12;20;30;133;21154
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;24;13;22;17;23;31;4;28;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;133;20534
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;1;27;5;14;16;8;29;15;9;12;20;30;133;20354
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;8;4;24;19;32;11;10;5;27;1;14;16;31;29;15;9;12;20;30;133;21490
133;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;29;10;5;27;1;14;16;8;11;15;9;12;20;30;133;20350
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;14;23;31;4;24;19;32;11;10;5;27;1;17;16;8;29;15;9;12;20;30;134;21170
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;27;22;17;23;31;4;24;19;32;11;10;5;13;1;14;16;8;29;15;9;12;20;30;134;21190
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;30;8;29;15;9;12;20;16;134;20538
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
8;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;26;29;15;9;12;20;30;134;21610
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;15;11;10;5;27;1;14;16;8;29;32;9;12;20;30;134;20668
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;1;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;3;14;16;8;29;15;9;12;20;30;134;20954
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;19;4;24;31;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30;134;21074
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
16;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;26;8;29;15;9;12;20;30;134;21974
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;15;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;22;9;12;20;30;134;21918
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;14;31;4;24;19;32;11;10;5;27;1;23;16;8;29;15;9;12;20;30;134;21870
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;15;16;8;29;14;9;12;20;30;134;20314
134;20194;26;6;3;2;18;7;21;25;28;13;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;30
26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13;134;20220
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;28;30;22;17;23;12;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;31;20;13;134;20720
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;17;30;22;28;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13;134;20480
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;28;14;22;17;23;31;4;24;19;32;11;10;5;27;1;30;16;8;29;15;9;12;20;13;134;20542
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;29;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;2;15;9;12;20;13;134;21878
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;27;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;6;1;14;16;8;29;15;9;12;20;13;134;20604
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;8;16;29;15;9;12;20;13;134;21060
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;15;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;2;9;12;20;13;134;21180
134;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;29;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;25;15;9;12;20;13;134;20780
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;23;7;21;25;28;30;22;17;18;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13;135;20460
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;32;28;30;22;17;23;31;4;24;19;25;11;10;5;27;1;14;16;8;29;15;9;12;20;13;135;21460
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
12;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;26;20;13;135;21280
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;32;25;28;30;22;17;23;31;4;24;19;21;11;10;5;27;1;14;16;8;29;15;9;12;20;13;135;21900
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;15;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;2;9;12;20;13;135;21180
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;16;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;2;8;29;15;9;12;20;13;135;21760
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
1;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;26;14;16;8;29;15;9;12;20;13;135;21106
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;20;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;28;13;135;20340
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;16;11;10;5;27;1;14;32;8;29;15;9;12;20;13;135;20910
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;12;19;32;11;10;5;27;1;14;16;8;29;15;9;24;20;13;135;21276
135;20220;26;6;3;2;18;7;21;25;28;30;22;17;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;20;13
26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13;135;20300
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;22;3;2;18;7;21;25;28;30;6;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13;135;20806
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;17;8;29;15;9;12;16;13;135;20964
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;25;28;15;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;30;9;12;17;13;135;20526
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;25;28;30;22;10;23;31;4;24;19;32;11;20;5;27;1;14;16;8;29;15;9;12;17;13;135;20976
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
28;6;3;2;18;7;21;25;26;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13;135;20580
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
9;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;26;12;17;13;135;21858
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;1;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;21;14;16;8;29;15;9;12;17;13;135;21488
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;13;17;12;135;20620
135;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;19;28;30;22;20;23;31;4;24;25;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13;135;21220
136;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;4;28;30;22;20;23;31;25;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13;136;21674
136;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;30;7;21;25;28;18;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13;136;21220
136;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;27;10;5;11;1;14;16;8;29;15;9;12;17;13;136;20622
136;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
17;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;26;13;136;20740
136;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;17;5;27;1;14;16;8;29;15;9;12;10;13;136;20488
136;20300;26;6;3;2;18;7;21;25;28;30;22;20;23;31;4;24;19;32;11;10;5;27;1;14;16;8;29;15;9;12;17;13
