"X1";"X300";"X62";"X27";"X30";"X14";"X41";"X3";"X25";"X23";"X24";"X33";"X32";"X59";"X50";"X13";"X55";"X36";"X46";"X53";"X60";"X63";"X64";"X12";"X49";"X38";"X31";"X37";"X4";"X28";"X26";"X8";"X35";"X15";"X47";"X54";"X51";"X5";"X45";"X7";"X16";"X19";"X9";"X56";"X44";"X20";"X1.1";"X29";"X18";"X22";"X61";"X17";"X43";"X6";"X2";"X52";"X40";"X11";"X39";"X57";"X10";"X34";"X21";"X58";"X48";"X42"
58;286;21;14;42;39;27;10;7;34;9;61;57;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;40;58;25;54;63;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;56;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;9;61;57;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;40;58;25;54;42;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;56;24;28;53;13;2;45;36;52;26;47;37;44;11;55;58;286
58;286;21;14;63;39;27;10;7;34;9;61;57;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;40;58;25;54;42;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;56;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;9;61;57;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;25;54;42;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;58;286
58;286;21;14;63;39;27;10;7;34;9;61;57;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;25;54;42;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;9;61;25;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;57;54;42;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;58;284
58;284;21;14;63;39;27;10;7;34;9;61;25;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;57;54;42;38;49;32;8;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;8;61;25;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;57;54;42;38;49;32;9;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;58;284
59;284;21;14;63;39;27;10;7;34;8;61;25;43;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;57;54;42;38;49;32;9;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;8;61;25;42;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;59;284
59;284;21;14;63;39;27;10;7;34;8;61;25;42;29;33;4;31;50;20;48;19;12;17;62;16;60;15;64;46;51;56;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;8;61;25;42;29;33;4;31;50;20;48;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;59;296
59;296;21;14;63;39;27;10;7;34;8;61;25;42;29;33;4;31;50;20;48;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;59;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;8;59;25;42;29;33;4;31;50;20;48;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;59;292
59;292;21;14;63;39;27;10;7;34;8;59;25;42;29;33;4;31;50;20;48;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;27;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;59;292
59;292;21;14;63;39;27;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;6;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;59;292
59;292;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;12;56;62;16;60;15;64;46;51;17;58;57;54;43;38;49;32;9;18;41;3;23;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;12;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55;59;292
59;292;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;12;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;47;37;44;11;55
21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;55;59;292
59;292;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;55
21;14;63;39;6;10;7;28;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;34;53;13;2;45;36;52;26;12;37;44;11;55;59;296
59;292;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;55
21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;55;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;25;59;300
59;292;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;38;49;32;9;18;41;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;55
21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;41;49;32;9;18;38;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;55;59;298
59;298;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;17;58;57;54;23;41;49;32;9;18;38;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;44;11;55
21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;44;58;57;54;23;41;49;32;9;18;38;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55;59;290
59;290;21;14;63;39;6;10;7;34;8;59;48;42;29;33;4;31;50;20;25;19;47;56;62;16;60;15;64;46;51;44;58;57;54;23;41;49;32;9;18;38;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55
21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;6;50;20;25;19;47;56;62;16;60;15;64;46;51;44;58;57;54;23;41;49;32;9;18;38;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55;59;290
59;290;21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;6;50;20;25;19;47;56;62;16;60;15;64;46;51;44;58;57;54;23;41;49;32;9;18;38;3;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55
21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;6;50;20;25;19;47;56;62;16;3;15;64;46;51;44;58;57;54;23;41;49;32;9;18;38;60;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55;59;290
59;290;21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;6;50;20;25;19;47;56;62;16;3;15;64;46;51;44;58;57;54;23;41;49;32;9;18;38;60;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55
21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;23;50;20;25;19;47;56;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;60;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55;59;290
59;290;21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;23;50;20;25;19;47;56;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;60;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;55
21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;60;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;56;59;288
59;288;21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;60;43;27;1;35;5;22;61;30;40;24;28;53;13;2;45;36;52;26;12;37;17;11;56
21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;24;43;27;1;35;5;22;61;30;40;60;28;53;13;2;45;36;52;26;12;37;17;11;56;59;288
59;288;21;14;63;39;31;10;7;34;8;59;48;42;29;33;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;24;43;27;1;35;5;22;61;30;40;60;28;53;13;2;45;36;52;26;12;37;17;11;56
21;14;63;39;31;10;7;34;8;59;48;42;29;40;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;24;43;27;1;35;5;22;61;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56;59;292
59;292;21;14;63;39;31;10;7;34;8;59;48;42;29;40;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;9;18;38;24;43;27;1;35;5;22;61;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56
21;14;63;39;31;10;7;34;8;59;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;24;43;27;1;35;5;22;61;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56;59;288
59;288;21;14;63;39;31;10;7;34;8;59;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;24;43;27;1;35;5;22;61;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56
21;14;61;39;31;10;7;34;8;59;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;24;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56;59;290
59;290;21;14;61;39;31;10;7;34;8;59;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;24;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56
21;14;61;39;24;10;7;34;8;59;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56;59;290
60;290;21;14;61;39;24;10;7;34;8;59;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;37;17;11;56
21;14;61;39;24;10;7;34;8;37;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;11;56;60;282
60;282;21;14;61;39;24;10;7;34;8;37;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;64;46;51;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;11;56
21;14;61;39;24;10;7;34;8;37;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;11;56;60;270
60;270;21;14;61;39;24;10;7;34;8;37;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;11;56
21;14;61;39;11;10;7;34;8;37;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;24;56;60;270
60;270;21;14;61;39;11;10;7;34;8;37;48;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;24;56
21;48;61;39;11;10;7;34;8;37;14;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;24;56;60;250
60;250;21;48;61;39;11;10;7;34;8;37;14;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;60;28;53;13;2;45;36;52;26;12;59;17;24;56
21;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;2;45;36;52;26;12;59;17;24;56;60;270
60;270;21;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;3;15;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;2;45;36;52;26;12;59;17;24;56
15;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;3;21;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;2;45;36;52;26;12;59;17;24;56;60;270
60;270;15;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;3;21;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;2;45;36;52;26;12;59;17;24;56
15;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;2;21;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;270
60;270;15;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;2;21;51;46;64;44;58;57;54;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;268
60;268;15;48;61;39;11;10;7;34;8;37;60;42;29;9;4;23;50;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;50;61;39;11;10;7;34;8;37;60;42;29;9;4;23;48;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;276
60;276;15;50;61;39;11;10;7;34;8;37;60;42;29;9;4;23;48;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;33;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;50;61;39;11;10;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;276
60;276;15;50;61;39;11;10;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;22;63;30;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;50;61;39;11;10;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;276
60;276;15;50;61;39;11;10;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;16;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;38;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;50;61;39;11;10;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;16;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;276
60;276;15;50;61;39;11;10;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;44;58;57;51;6;41;49;32;40;18;16;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;50;61;39;11;44;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;10;58;57;51;6;41;49;32;40;18;16;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56;60;284
60;284;15;50;61;39;11;44;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;10;58;57;51;6;41;49;32;40;18;16;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;59;17;24;56
15;50;61;59;11;44;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;10;58;57;51;6;41;49;32;40;18;16;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56;60;288
60;288;15;50;61;59;11;44;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;10;58;57;51;6;41;49;32;40;18;16;31;43;27;1;35;5;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56
15;50;61;59;11;44;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;35;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56;60;278
60;278;15;50;61;59;11;44;7;34;8;37;60;42;33;9;4;23;48;20;25;19;47;55;62;38;2;21;54;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;35;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56
15;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;55;62;38;2;21;23;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;35;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56;60;278
60;278;15;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;55;62;38;2;21;23;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;35;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56
55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;35;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56;60;272
60;272;55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;35;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;17;24;56
55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;17;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;35;24;56;60;272
60;272;55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;58;57;51;6;5;49;32;40;18;16;31;43;27;1;17;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;35;24;56
55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;35;24;56;60;270
60;270;55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;30;63;22;29;14;28;53;13;3;45;36;52;26;12;39;35;24;56
55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;24;56;60;270
61;270;55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;24;56
55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;16;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;19;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;24;56;61;278
61;270;55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;24;56
55;50;61;59;11;44;7;34;8;37;60;42;33;56;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;24;9;61;286
61;270;55;50;61;59;11;44;7;34;8;37;60;42;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;24;56
55;50;61;59;11;44;7;34;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;42;56;61;270
61;270;55;50;61;59;11;44;7;34;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;38;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;42;56
55;50;61;59;11;44;7;34;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;38;56;61;270
61;270;55;50;61;59;11;44;7;34;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;46;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;38;56
55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;34;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;38;56;61;270
61;270;55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;34;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;38;56
55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;51;64;10;5;57;34;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;38;56;61;272
61;272;55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;51;64;10;5;57;34;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;14;28;30;13;3;45;36;52;26;12;39;35;38;56
55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;14;64;10;5;57;34;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;51;28;30;13;3;45;36;52;26;12;39;35;38;56;61;268
61;268;55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;14;64;10;5;57;34;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;51;28;30;13;3;45;36;52;26;12;39;35;38;56
55;50;61;59;11;44;7;46;8;37;60;24;33;9;4;54;48;20;25;19;47;15;62;42;2;21;23;14;64;10;5;57;51;6;58;49;32;40;18;16;31;43;27;1;17;41;53;63;22;29;34;28;30;13;3;45;36;52;26;12;39;35;38;56;61;270
