"X1";"X5819398";"X25";"X19";"X23";"X8";"X3";"X10";"X1.1";"X4";"X9";"X12";"X7";"X18";"X11";"X26";"X20";"X15";"X21";"X24";"X22";"X17";"X2";"X14";"X13";"X16";"X6";"X5"
2;13;23;12;6;11;4;16;15;21;14;7;20;18;3;8;19;5;9;1;24;10;17;22;26;25;197;5524053
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;22;9;16;24;10;17;5;26;25;197;5758914
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;21;23;12;6;11;4;1;15;13;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25;197;5467344
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;22;7;20;18;3;8;19;5;9;16;24;10;17;14;26;25;197;5458255
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;8;14;7;20;18;3;21;19;5;9;16;24;10;17;22;26;25;197;5454670
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;22;9;16;24;10;17;5;26;25;197;5758914
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;3;7;20;18;14;8;19;5;9;16;24;10;17;22;26;25;197;5451576
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;26;17;22;10;25;197;5452498
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;7;11;4;1;15;21;14;6;20;18;3;8;19;5;9;16;24;10;17;22;26;25;197;5462049
197;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;7;11;4;1;15;21;14;6;20;18;3;8;19;5;9;16;24;10;17;22;26;25;197;5462049
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;5;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;13;9;16;24;10;17;22;26;25;198;5604380
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;11;23;12;6;13;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25;198;5470068
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;19;21;14;7;20;18;3;8;15;5;9;16;24;10;17;22;26;25;198;5499390
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;5;21;14;7;20;18;3;8;19;15;9;16;24;10;17;22;26;25;198;5581745
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;24;19;5;9;16;8;10;17;22;26;25;198;5498936
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;16;7;20;18;3;8;19;5;9;14;24;10;17;22;26;25;198;5453483
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;8;14;7;20;18;3;21;19;5;9;16;24;10;17;22;26;25;198;5454670
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;21;23;12;6;11;4;1;15;13;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25;198;5467344
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;9;20;18;3;8;19;5;7;16;24;10;17;22;26;25;198;5477813
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;17;24;10;16;22;26;25;198;5455751
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;7;12;6;11;4;1;15;21;14;23;20;18;3;8;19;5;9;16;24;10;17;22;26;25;198;5466708
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;11;6;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25;198;5453615
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;7;12;6;11;4;1;15;21;14;23;20;18;3;8;19;5;9;16;24;10;17;22;26;25;198;5466708
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;22;8;19;5;9;16;24;10;17;3;26;25;198;5449006
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;25;5;9;16;24;10;17;22;26;19;198;5518858
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;19;18;3;8;20;5;9;16;24;10;17;22;26;25;198;5482803
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;16;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;12;24;10;17;22;26;25;198;5463480
198;5448279;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;24;10;17;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;198;5448254
198;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;8;15;21;14;7;20;18;3;1;19;5;9;16;17;10;24;22;26;25;198;5482737
198;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;16;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;13;17;10;24;22;26;25;198;5449512
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
19;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;2;5;9;16;17;10;24;22;26;25;199;5484241
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;21;1;15;4;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;199;5467005
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;17;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;6;10;24;22;26;25;199;5451432
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;9;6;11;4;1;15;21;14;7;20;18;3;8;19;5;12;16;17;10;24;22;26;25;199;5522082
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;8;6;11;4;1;15;21;14;7;20;18;3;12;19;5;9;16;17;10;24;22;26;25;199;5515657
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;5;15;21;14;7;20;18;3;8;19;1;9;16;17;10;24;22;26;25;199;5524898
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;19;6;11;4;1;15;21;14;7;20;18;3;8;12;5;9;16;17;10;24;22;26;25;199;5495065
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;7;6;11;4;1;15;21;14;12;20;18;3;8;19;5;9;16;17;10;24;22;26;25;199;5460108
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;21;12;6;11;4;1;15;23;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;199;5461672
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;1;12;6;11;4;23;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;199;5500569
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;9;11;4;1;15;21;14;7;20;18;3;8;19;5;6;16;17;10;24;22;26;25;199;5524211
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;16;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;13;17;10;24;22;26;25;199;5449512
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;14;26;20;18;3;8;19;5;9;16;17;10;24;22;7;25;199;5471610
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;25;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;4;199;5452187
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;24;16;17;10;9;22;26;25;199;5565324
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
15;13;23;12;6;11;4;1;2;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;199;5495978
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;24;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;4;22;26;25;199;5474775
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;22;7;20;18;3;8;19;5;9;16;17;10;24;14;26;25;199;5458223
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;5;19;8;9;16;17;10;24;22;26;25;199;5578765
199;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;26;8;19;5;9;16;17;10;24;22;3;25;199;5550688
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;25;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;6;200;5465737
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;14;21;15;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5611009
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;26;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;4;25;200;5450335
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
17;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;2;10;24;22;26;25;200;5451982
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;4;23;12;6;11;13;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5482575
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;14;4;1;15;21;11;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5612438
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;15;11;4;1;6;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5486328
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;5;14;7;20;18;3;8;19;21;9;16;17;10;24;22;26;25;200;5538780
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;24;7;20;18;3;8;19;5;9;16;17;10;14;22;26;25;200;5459543
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;1;15;21;14;7;20;18;9;8;19;5;3;16;17;10;24;22;26;25;200;5557318
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;8;1;15;21;14;7;20;18;3;4;19;5;9;16;17;10;24;22;26;25;200;5448862
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;19;11;4;1;15;21;14;7;20;18;3;8;6;5;9;16;17;10;24;22;26;25;200;5490344
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;1;4;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5513478
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;1;23;12;6;11;4;13;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5499541
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;11;4;15;1;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5448694
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
23;13;2;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25;200;5449197
200;5448254;2;13;23;12;6;11;4;1;15;21;14;7;20;18;3;8;19;5;9;16;17;10;24;22;26;25
2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25;200;5447809
200;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;23;12;6;5;4;1;15;21;14;7;20;18;3;8;19;17;9;16;11;10;24;22;26;25;200;5583221
200;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;19;12;6;17;4;1;15;21;14;7;20;18;3;8;23;5;9;16;11;10;24;22;26;25;200;5520252
200;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;23;12;6;17;4;1;15;21;25;7;20;18;3;8;19;5;9;16;11;10;24;22;26;14;200;5717740
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;23;12;6;17;4;22;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;1;26;25;201;5561036
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
8;13;23;12;6;17;4;1;15;21;14;7;20;18;3;2;19;5;9;16;11;10;24;22;26;25;201;5487542
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;23;12;6;17;4;1;15;21;14;7;19;18;3;8;20;5;9;16;11;10;24;22;26;25;201;5480362
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;26;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;13;25;201;5483268
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;22;10;24;11;26;25;201;5451725
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;23;7;6;17;4;1;15;21;14;12;20;18;3;8;19;5;9;16;11;10;24;22;26;25;201;5459663
201;5447809;2;13;23;12;6;17;4;1;15;21;14;7;20;18;3;8;19;5;9;16;11;10;24;22;26;25
2;13;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;11;10;24;22;26;25;201;5447514
201;5447514;2;13;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;11;10;24;22;26;25
2;13;3;12;6;17;4;1;7;21;14;15;20;18;23;8;19;5;9;16;11;10;24;22;26;25;201;5471513
201;5447514;2;13;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;11;10;24;22;26;25
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25;201;5444470
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;14;21;15;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25;201;5607709
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;15;21;9;7;20;18;23;8;19;5;14;16;13;10;24;22;26;25;201;5509456
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;7;15;21;14;1;20;18;23;8;19;5;9;16;13;10;24;22;26;25;201;5497064
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;19;21;14;7;20;18;23;8;15;5;9;16;13;10;24;22;26;25;201;5494076
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;15;6;17;4;1;12;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25;201;5527598
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;24;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;6;22;26;25;201;5451306
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;16;9;13;10;24;22;26;25;201;5577889
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;23;3;12;6;17;4;1;15;21;14;7;20;18;11;8;19;5;9;16;13;10;24;22;26;25;201;5445946
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;15;24;14;7;20;18;23;8;19;5;9;16;13;10;21;22;26;25;201;5478573
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;22;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;6;26;25;201;5450753
201;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;9;15;21;14;7;20;18;23;8;19;5;1;16;13;10;24;22;26;25;201;5523346
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;15;1;4;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25;202;5473103
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;19;15;21;14;7;20;18;23;8;1;5;9;16;13;10;24;22;26;25;202;5504718
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;18;21;14;7;20;15;23;8;19;5;9;16;13;10;24;22;26;25;202;5555799
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;16;5;9;19;13;10;24;22;26;25;202;5494607
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;13;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;11;10;24;22;26;25;202;5447514
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;20;6;17;4;1;15;21;14;7;12;18;23;8;19;5;9;16;13;10;24;22;26;25;202;5470921
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;20;17;4;1;15;21;14;7;6;18;23;8;19;5;9;16;13;10;24;22;26;25;202;5472099
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;26;25
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26;202;5444470
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
8;11;3;12;6;17;4;1;15;21;14;7;20;18;23;2;19;5;9;16;13;10;24;22;25;26;202;5484803
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;24;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;11;22;25;26;202;5453268
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;19;8;5;9;16;13;10;24;22;25;26;202;5475566
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;13;21;14;7;20;18;23;8;19;5;9;16;15;10;24;22;25;26;202;5517518
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;15;21;14;7;20;24;23;8;19;5;9;16;13;10;18;22;25;26;202;5479091
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;23;21;14;7;20;18;15;8;19;5;9;16;13;10;24;22;25;26;202;5493749
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
24;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;2;22;25;26;202;5452422
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;26;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;1;202;5476007
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;15;21;14;13;20;18;23;8;19;5;9;16;7;10;24;22;25;26;202;5469012
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;16;1;15;21;14;7;20;18;23;8;19;5;9;4;13;10;24;22;25;26;202;5475503
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;19;4;1;15;21;14;7;20;18;23;8;17;5;9;16;13;10;24;22;25;26;202;5489534
202;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;22;5;9;16;13;10;24;19;25;26;202;5507636
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;22;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;17;25;26;203;5452552
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;26;22;25;24;203;5445914
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;15;4;1;17;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26;203;5450269
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;9;15;21;14;7;20;18;23;8;19;5;1;16;13;10;24;22;25;26;203;5523346
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;5;15;21;14;7;20;18;23;8;19;1;9;16;13;10;24;22;25;26;203;5520984
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;22;16;13;10;24;9;25;26;203;5572513
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;17;4;16;15;21;14;7;20;18;23;8;19;5;9;1;13;10;24;22;25;26;203;5534237
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
11;2;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26;203;5445893
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;18;4;1;15;21;14;7;20;17;23;8;19;5;9;16;13;10;24;22;25;26;203;5558827
203;5444470;2;11;3;12;6;17;4;1;15;21;14;7;20;18;23;8;19;5;9;16;13;10;24;22;25;26
2;11;3;12;6;9;4;1;15;21;14;7;20;18;23;8;19;5;17;16;13;10;24;22;25;26;203;5530005
