"X1";"X29438";"X32";"X6";"X27";"X16";"X31";"X24";"X12";"X18";"X3";"X20";"X9";"X5";"X14";"X8";"X23";"X29";"X17";"X2";"X21";"X19";"X26";"X28";"X13";"X25";"X15";"X1.1";"X22";"X10";"X4";"X7";"X11";"X30"
112;20786;3;6;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;30;21;27;18;8;22;26;5;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;4;20;9;7;23;25;32;15;10;30;21;27;18;8;22;26;5;2;29;24;17;1;28;13;112;21546
113;20786;3;6;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;30;21;27;18;8;22;26;5;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13;113;20932
113;20932;3;6;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;8;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;5;21;27;18;6;22;26;30;9;29;24;17;1;28;13;113;21172
113;20932;3;6;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;6;12;16;11;2;19;31;4;20;14;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13;113;21472
113;20932;3;6;12;16;11;14;19;31;4;20;2;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13;113;21052
113;21052;3;6;12;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;27;21;18;8;22;26;30;9;29;24;17;1;28;13;113;21612
113;21052;3;6;12;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;6;22;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;21;27;18;8;12;26;30;9;29;24;17;1;28;13;113;22372
113;21052;3;6;12;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;2;20;4;7;23;10;32;15;25;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13;113;22692
113;21052;3;6;12;16;11;14;19;31;2;20;4;7;23;25;32;15;10;5;21;27;18;8;22;26;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;113;21086
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;21;7;23;25;32;15;10;5;4;27;18;8;22;2;30;9;29;24;17;1;28;13;113;22126
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;2;4;7;23;25;32;15;10;5;21;27;18;8;22;20;30;9;29;24;17;1;28;13;113;21808
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;8;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;11;22;2;30;9;29;24;17;1;28;13;113;21446
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;23;19;31;26;20;4;7;14;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;113;22628
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;32;7;23;25;4;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;113;21632
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;23;14;19;31;26;20;4;7;11;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;113;22192
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;9;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;6;29;24;17;1;28;13;113;21526
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;9;27;18;8;22;2;30;21;29;24;17;1;28;13;113;22430
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;4;23;7;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;113;22006
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;29;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;4;24;17;1;28;13;113;22370
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;28;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;11;13;113;22116
113;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;4;19;31;26;20;14;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;113;21546
114;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;24;5;21;27;18;8;22;2;30;9;29;10;17;1;28;13;114;22986
114;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;4;7;23;25;30;15;10;5;21;27;18;8;22;2;32;9;29;24;17;1;28;13;114;21486
114;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;11;14;19;31;26;20;28;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;4;13;114;21554
114;21086;3;6;12;16;11;14;19;31;26;20;4;7;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;114;21266
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;8;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;7;22;2;30;9;29;24;17;1;28;13;114;21466
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
8;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;3;22;2;30;9;29;24;17;1;28;13;114;21426
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;2;18;8;22;27;30;9;29;24;17;1;28;13;114;21638
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;31;7;14;19;16;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;114;21688
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
29;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;3;24;17;1;28;13;114;22378
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;17;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;7;1;28;13;114;23490
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;22;8;18;2;30;9;29;24;17;1;28;13;114;21346
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;24;15;10;5;21;27;18;8;22;2;30;9;29;32;17;1;28;13;114;21626
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;13;17;1;28;24;114;22406
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;9;30;29;24;17;1;28;13;114;22198
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;10;15;32;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;114;21876
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;13;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;16;114;21766
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;31;26;20;4;11;23;25;15;32;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;114;21916
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;16;12;6;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;114;21426
114;21266;3;6;12;16;7;14;19;31;26;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;114;21186
114;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;18;5;21;27;10;8;22;2;30;9;29;24;17;1;28;13;114;23096
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;15;26;31;20;4;11;23;25;32;19;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;115;22968
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;21;26;31;20;4;11;23;25;32;15;10;5;19;27;18;8;22;2;30;9;29;24;17;1;28;13;115;22006
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;23;26;31;20;4;11;19;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;115;21326
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;24;5;21;27;18;8;22;2;30;9;29;10;17;1;28;13;115;23046
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;29;18;8;22;2;30;9;27;24;17;1;28;13;115;22026
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
10;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;3;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13;115;21266
115;21186;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;5;21;27;18;8;22;2;30;9;29;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;115;21204
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;8;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;7;22;2;30;9;5;24;17;1;28;13;115;21404
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;18;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;7;8;22;2;30;9;5;24;17;1;28;13;115;22696
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;17;32;15;10;29;21;27;18;8;22;2;30;9;5;24;25;1;28;13;115;21684
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;5;29;21;27;18;8;22;2;30;9;10;24;17;1;28;13;115;22004
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;22;10;29;21;27;18;8;15;2;30;9;5;24;17;1;28;13;115;22154
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;17;5;24;9;1;28;13;115;23182
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;28;22;2;30;9;5;24;17;1;8;13;115;21466
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;9;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;26;5;24;17;1;28;13;115;21560
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;7;16;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;115;21404
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;23;14;19;26;31;20;4;11;7;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;115;22170
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;17;24;1;28;13;115;21964
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;18;4;11;23;25;32;15;10;29;21;27;20;8;22;2;30;9;5;24;17;1;28;13;115;21564
115;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
27;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;3;18;8;22;2;30;9;5;24;17;1;28;13;115;21776
116;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;24;32;15;10;29;21;27;18;8;22;2;30;9;5;25;17;1;28;13;116;22084
116;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;17;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;7;1;28;13;116;23348
116;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;1;22;2;30;9;5;24;17;8;28;13;116;22124
116;21204;3;6;12;16;7;14;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;116;21324
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;17;21;27;18;8;22;2;30;9;5;24;29;1;28;13;116;22204
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;26;16;7;3;19;12;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;116;21962
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;5;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;12;24;17;1;28;13;116;21924
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;1;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;3;28;13;116;22164
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;28;27;18;8;22;2;30;9;5;24;17;1;21;13;116;21484
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;7;16;12;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;116;21444
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;27;21;18;8;22;2;30;9;5;24;17;1;28;13;116;21844
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;5;30;9;2;24;17;1;28;13;116;21524
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;1;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;19;28;13;116;22846
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;9;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;26;5;24;17;1;28;13;116;21680
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;20;3;19;26;31;7;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;116;23016
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;24;18;8;22;2;30;9;5;27;17;1;28;13;116;21764
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;1;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;6;28;13;116;22324
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;30;2;9;5;24;17;1;28;13;116;21724
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;12;16;7;3;19;26;31;20;4;11;28;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;23;13;116;21564
116;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;6;23;16;7;3;19;26;31;20;4;11;12;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;116;22566
117;21324;14;6;12;16;7;3;19;26;31;20;4;11;23;25;32;15;10;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13;117;21424
117;21424;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;10;12;16;17;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;5;24;7;1;28;13;117;23568
117;21424;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;5;24;17;1;28;13
14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;21400
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;26;31;20;27;11;23;25;32;15;6;29;21;4;18;8;22;2;30;9;28;24;17;1;5;13;117;21960
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;26;22;20;4;11;23;25;32;15;6;29;21;27;18;8;31;2;30;9;28;24;17;1;5;13;117;21680
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;26;31;20;4;11;32;25;23;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;21980
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
26;10;12;16;7;3;19;14;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;21832
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;23;12;16;7;3;19;26;31;20;4;11;10;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;22526
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;29;31;20;4;11;23;25;32;15;6;26;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;21840
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;26;31;15;4;11;23;25;32;20;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;23378
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;1;17;24;5;13;117;22684
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;3;19;15;31;20;4;11;23;25;32;26;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;22124
117;21400;14;10;12;16;7;3;19;26;31;20;4;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13;117;21260
117;21260;14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;4;19;26;1;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;31;5;13;117;22110
117;21260;14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;1;24;17;28;5;13;117;21628
117;21260;14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;28;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;16;24;17;1;5;13;117;21582
117;21260;14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;17;24;1;5;13;117;22020
117;21260;14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;4;19;26;31;20;3;11;17;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;23;1;5;13;117;22360
117;21260;14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;9;28;24;17;1;5;13
14;10;12;16;7;4;19;26;31;20;3;11;23;25;32;15;6;29;21;27;18;8;22;2;30;13;28;24;17;1;5;9;117;21340
