"X1";"X272";"X51";"X35";"X12";"X5";"X54";"X24";"X4";"X26";"X11";"X9";"X62";"X7";"X27";"X63";"X49";"X23";"X17";"X1.1";"X40";"X46";"X57";"X39";"X25";"X56";"X42";"X10";"X47";"X44";"X2";"X28";"X41";"X36";"X53";"X20";"X38";"X18";"X19";"X64";"X22";"X21";"X48";"X29";"X61";"X55";"X30";"X58";"X3";"X32";"X50";"X8";"X15";"X34";"X37";"X33";"X52";"X16";"X45";"X59";"X13";"X6";"X43";"X31";"X60";"X14"
55;220;60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;7;4;37;21;12;18;1;11;32;47;14;54;17;36;46;45;35;51;33;22;29;58;57;38;8;15;41;28;64;10;25;52
60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;7;4;37;21;12;18;1;11;32;47;14;54;17;36;46;45;35;51;33;22;29;64;57;38;8;15;41;28;58;10;25;52;55;220
55;220;60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;7;4;37;21;12;18;1;11;32;47;14;54;17;36;46;45;35;51;33;22;29;64;57;38;8;15;41;28;58;10;25;52
60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;21;12;18;1;11;32;47;14;54;17;36;7;45;35;51;33;22;29;64;57;38;8;15;41;28;58;10;25;52;55;220
55;220;60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;21;12;18;1;11;32;47;14;54;17;36;7;45;35;51;33;22;29;64;57;38;8;15;41;28;58;10;25;52
60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;21;12;18;47;11;32;1;14;54;17;36;7;45;35;51;33;22;29;64;57;38;8;15;41;28;58;10;25;52;55;220
55;220;60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;21;12;18;47;11;32;1;14;54;17;36;7;45;35;51;33;22;29;64;57;38;8;15;41;28;58;10;25;52
60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;21;12;18;47;11;10;1;14;54;17;36;7;45;35;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52;55;220
55;220;60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;21;12;18;47;11;10;1;14;54;17;36;7;45;35;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52
60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52;55;220
55;220;60;13;9;2;55;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52
55;13;9;2;60;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52;55;220
55;220;55;13;9;2;60;42;59;44;30;26;34;39;19;62;43;53;48;16;40;5;63;31;23;49;6;24;27;20;50;61;3;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52
55;13;9;2;60;42;59;44;30;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;24;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52;55;220
55;220;55;13;9;2;60;42;59;44;30;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;24;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;8;15;41;28;58;32;25;52
55;13;9;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;24;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;30;15;41;28;58;32;25;52;55;220
56;220;55;13;9;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;24;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;57;38;30;15;41;28;58;32;25;52
55;13;9;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;57;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52;56;220
56;220;55;13;9;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;57;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52
55;13;9;2;60;42;59;44;8;26;34;39;43;62;19;53;48;3;40;5;63;31;23;49;6;57;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52;56;246
56;220;55;13;9;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;63;31;23;49;6;57;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;57;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52;56;216
56;216;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;57;27;20;50;61;16;56;46;4;37;35;12;18;47;11;10;1;14;54;17;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;57;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;57;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;45;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;45;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;57;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;45;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;57;21;51;33;22;29;64;24;38;30;15;41;28;58;32;25;52
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;52;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;52
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;15;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;57;21;51;33;22;29;45;24;38;30;40;41;28;58;32;25;52;56;238
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;46;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;52
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;46;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;46
42;13;63;2;60;55;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;46;56;246
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;49;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;7;57;21;51;33;22;29;45;24;38;30;15;41;28;58;32;25;46
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;7;57;21;49;33;22;29;45;24;38;30;15;41;28;58;32;25;46;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;6;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;7;57;21;49;33;22;29;45;24;38;30;15;41;28;58;32;25;46
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;58;32;25;46;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;58;32;25;46
55;13;63;2;60;3;59;44;8;26;34;39;19;62;43;53;48;42;40;5;9;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;58;32;25;46;56;246
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;52;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;58;32;25;46
55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;46;56;218
56;218;55;13;63;2;60;42;59;44;8;26;34;39;19;62;43;53;48;3;40;5;9;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;46
55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;46;56;218
56;218;55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;46
55;13;63;2;60;42;59;44;9;61;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;26;16;56;17;4;37;35;12;18;47;11;10;1;14;54;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;46;56;226
56;218;55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;54;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;46
55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;46;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54;56;198
56;198;55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;47;11;10;1;14;46;58;36;6;57;21;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54
55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;6;57;47;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54;56;198
56;198;55;13;63;2;60;42;59;44;9;26;34;39;19;62;43;53;48;3;40;5;8;31;23;51;7;64;27;20;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;6;57;47;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54
55;13;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;5;8;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;6;57;47;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54;56;210
56;210;55;13;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;5;8;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;6;57;47;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54
55;13;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;5;6;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;8;57;47;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54;56;210
56;210;55;13;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;5;6;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;8;57;47;49;33;22;29;45;24;38;30;15;41;28;52;32;25;54
55;13;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;8;57;47;49;5;22;29;45;24;38;30;15;41;28;52;32;25;54;56;210
57;210;55;13;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;18;21;11;10;1;14;46;58;36;8;57;47;49;5;22;29;45;24;38;30;15;41;28;52;32;25;54
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;49;5;22;29;45;24;38;30;15;41;28;52;32;25;54;57;210
57;210;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;31;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;49;5;22;29;45;24;38;30;15;41;28;52;32;25;54
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;29;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;49;5;22;31;45;24;38;30;15;41;28;52;32;25;54;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;29;23;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;49;5;22;31;45;24;38;30;15;41;28;52;32;25;54
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;49;5;22;31;45;24;38;23;15;41;28;52;32;25;54;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;49;5;22;31;45;24;38;23;15;41;28;52;32;25;54
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;31;5;22;49;45;24;38;23;15;41;28;52;32;25;54;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;53;48;3;40;33;6;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;31;5;22;49;45;24;38;23;15;41;28;52;32;25;54
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;3;40;33;6;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;31;5;22;49;45;24;38;23;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;3;40;33;6;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;31;5;22;49;45;24;38;23;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;3;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;5;22;49;45;24;38;23;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;3;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;5;22;49;45;24;38;23;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;19;51;20;54;48;3;40;33;31;29;30;62;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;5;22;49;45;24;38;23;15;41;28;52;32;25;53;57;220
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;3;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;5;22;49;45;24;38;23;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;5;22;49;45;24;38;3;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;19;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;5;22;49;45;24;38;3;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;27;33;31;29;30;51;7;64;40;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53;57;232
57;208;55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;37;35;12;13;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;35;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;35;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;46;16;56;17;4;13;35;12;37;21;11;10;1;14;61;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53;57;240
57;208;55;18;63;2;60;42;59;44;9;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;35;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;9;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;9;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;3;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;9;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;50;61;16;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;38;9;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;38;61;16;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;50;9;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;38;61;16;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;24;50;9;15;41;28;52;32;25;53
55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;38;61;24;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;25;53;57;208
57;208;55;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;38;61;24;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;25;53
25;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;38;61;24;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53;57;208
57;208;25;18;63;2;60;42;59;44;35;26;34;39;5;62;20;54;48;23;40;33;31;29;30;51;7;64;27;43;38;61;24;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53
25;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;48;54;40;33;31;29;30;51;7;64;27;43;38;61;24;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53;57;208
57;208;25;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;48;54;40;33;31;29;30;51;7;64;27;43;38;61;24;56;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53
25;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;31;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53;57;216
57;216;25;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;31;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;1;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53
1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;31;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;25;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53;57;216
58;216;1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;31;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;25;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;53
1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;25;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;31;58;216
58;216;1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;25;14;46;58;36;8;57;47;6;19;22;49;45;16;50;9;15;41;28;52;32;55;31
1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;47;14;46;58;36;8;57;25;6;19;22;49;45;16;50;9;15;41;28;52;32;55;31;58;216
58;216;1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;47;14;46;58;36;8;57;25;6;19;22;49;45;16;50;9;15;41;28;52;32;55;31
1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;47;14;46;58;36;6;57;25;8;19;22;49;45;16;50;9;15;41;28;52;32;55;31;58;216
58;216;1;18;63;2;60;42;59;44;35;26;34;39;5;62;20;23;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;47;14;46;58;36;6;57;25;8;19;22;49;45;16;50;9;15;41;28;52;32;55;31
1;18;63;2;60;23;59;44;35;26;34;39;5;62;20;42;56;54;40;33;53;29;30;51;7;64;27;43;38;61;24;48;17;4;13;3;12;37;21;11;10;47;14;46;58;36;6;57;25;8;19;22;49;45;16;50;9;15;41;28;52;32;55;31;58;248
