"X1";"X234";"X7";"X1.1";"X27";"X45";"X39";"X46";"X25";"X58";"X19";"X42";"X14";"X22";"X54";"X34";"X33";"X15";"X55";"X20";"X62";"X36";"X64";"X4";"X56";"X12";"X40";"X13";"X41";"X47";"X44";"X43";"X10";"X5";"X6";"X18";"X35";"X57";"X30";"X53";"X26";"X23";"X37";"X59";"X63";"X8";"X28";"X2";"X48";"X60";"X52";"X24";"X29";"X51";"X38";"X61";"X49";"X16";"X11";"X50";"X17";"X21";"X32";"X9";"X31";"X3"
48;238;63;5;10;27;32;24;54;22;46;1;47;16;42;3;4;41;15;19;38;31;11;43;62;44;23;60;33;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;64;57;25;59;53;2;6;36;20;13;29;9;17;48;30;58;39;35
63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;19;38;31;11;43;62;44;23;60;33;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;64;57;25;59;53;2;6;36;20;13;29;9;17;48;30;58;39;35;48;238
48;238;63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;19;38;31;11;43;62;44;23;60;33;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;64;57;25;59;53;2;6;36;20;13;29;9;17;48;30;58;39;35
63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;19;38;31;11;43;62;44;23;60;64;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;13;29;9;17;48;30;58;39;35;48;238
48;238;63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;19;38;31;11;43;62;44;23;60;64;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;13;29;9;17;48;30;58;39;35
63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;31;11;43;62;44;23;60;64;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35;48;238
48;238;63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;31;11;43;62;44;23;60;64;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35
63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35;48;240
48;240;63;5;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;56;37;50;21;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35
63;21;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;56;37;50;5;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35;48;238
48;238;63;21;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;56;37;50;5;55;7;49;51;34;45;52;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35
63;21;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;52;37;50;5;55;7;49;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35;48;236
48;236;63;21;10;27;32;24;54;22;46;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;52;37;50;5;55;7;49;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35
63;21;10;27;32;24;54;22;49;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35;48;236
48;236;63;21;10;27;32;24;54;22;49;1;47;4;42;3;16;41;15;13;38;23;11;43;62;44;31;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35
63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;31;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35;48;236
48;236;63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;31;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;30;58;39;35
63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;30;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;35;48;236
48;236;63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;30;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;35
63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;30;60;64;28;8;12;61;52;37;50;5;14;7;46;51;34;45;56;18;55;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;35;48;248
48;236;63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;30;60;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;57;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;35
63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;30;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;60;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;35;48;236
48;236;63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;30;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;60;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;35
63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;35;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;60;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;30;48;236
48;236;63;21;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;62;44;35;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;60;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;30
63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;60;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;30;48;236
48;236;63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;56;18;14;40;26;33;60;25;59;53;2;6;36;20;19;29;9;17;48;31;58;39;30
63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;6;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;48;31;58;39;30;48;236
48;236;63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;8;12;61;52;37;50;5;55;7;46;51;34;45;6;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;48;31;58;39;30
63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;8;12;61;52;58;50;5;55;7;46;51;34;45;6;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;48;31;37;39;30;48;244
49;244;63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;8;12;61;52;58;50;5;55;7;46;51;34;45;6;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;48;31;37;39;30
63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;6;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30;49;244
49;244;63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;13;38;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;6;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30
63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;6;38;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;13;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30;49;244
49;244;63;62;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;6;38;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;13;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30
63;38;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;13;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30;49;252
49;252;63;38;10;27;32;24;54;22;49;1;47;4;11;3;16;41;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;13;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30
63;38;10;27;32;24;54;22;49;1;47;4;11;41;16;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;13;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30;49;260
49;260;63;38;10;27;32;24;54;22;49;1;47;4;11;41;16;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;46;51;34;45;13;18;14;40;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30
63;38;10;27;32;24;54;22;49;1;47;4;11;41;16;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30;49;260
49;260;63;38;10;27;32;24;54;22;49;1;47;4;11;41;16;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;30
63;38;10;27;32;24;54;22;49;1;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;16;49;260
49;260;63;38;10;27;32;24;54;22;49;1;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;61;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;20;19;29;9;17;8;31;37;39;16
63;38;10;27;32;24;54;22;49;1;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;20;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;61;19;29;9;17;8;31;37;39;16;49;260
49;260;63;38;10;27;32;24;54;22;49;1;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;20;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;61;19;29;9;17;8;31;37;39;16
63;38;10;27;32;24;54;22;49;39;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;20;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;61;19;29;9;17;8;31;37;1;16;49;260
49;260;63;38;10;27;32;24;54;22;49;39;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;48;12;20;52;58;50;5;55;7;40;51;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;61;19;29;9;17;8;31;37;1;16
63;38;10;27;32;24;54;22;49;39;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;61;19;29;9;17;8;31;37;1;16;49;248
49;248;63;38;10;27;32;24;54;22;49;39;47;4;11;41;30;3;15;6;62;23;42;43;21;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;2;56;36;61;19;29;9;17;8;31;37;1;16
63;38;10;27;32;24;54;22;49;39;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;21;56;36;61;19;29;9;17;8;31;37;1;16;49;248
49;248;63;38;10;27;32;24;54;22;49;39;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;21;56;36;61;19;29;9;17;8;31;37;1;16
63;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;21;56;36;61;19;29;9;17;8;31;37;1;16;49;244
49;244;63;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;21;56;36;61;19;29;9;17;8;31;37;1;16
63;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;29;56;36;61;19;21;9;17;8;31;37;1;16;49;244
49;244;63;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;7;40;48;34;45;13;18;14;46;26;33;60;25;59;53;29;56;36;61;19;21;9;17;8;31;37;1;16
7;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;46;26;33;60;25;59;53;29;56;36;61;19;21;9;17;8;31;37;1;16;49;240
49;240;7;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;46;26;33;60;25;59;53;29;56;36;61;19;21;9;17;8;31;37;1;16
7;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;37;26;33;60;25;59;53;29;56;36;61;19;21;9;17;8;31;46;1;16;49;240
49;240;7;38;10;27;32;39;54;22;49;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;37;26;33;60;25;59;53;29;56;36;61;19;21;9;17;8;31;46;1;16
7;38;10;27;32;39;54;22;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;37;26;33;60;25;59;53;29;56;36;61;49;21;9;17;8;31;46;1;16;49;240
49;240;7;38;10;27;32;39;54;22;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;37;26;33;60;25;59;53;29;56;36;61;49;21;9;17;8;31;46;1;16
7;38;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;37;26;33;60;25;59;53;29;56;36;22;49;21;9;17;8;31;46;1;16;49;228
49;228;7;38;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;18;14;37;26;33;60;25;59;53;29;56;36;22;49;21;9;17;8;31;46;1;16
7;38;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;18;25;59;53;29;56;36;22;49;21;9;17;8;31;46;1;16;49;228
49;228;7;38;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;18;25;59;53;29;56;36;22;49;21;9;17;8;31;46;1;16
7;38;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;18;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;16;49;228
49;228;7;38;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;18;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;16
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;16;49;228
49;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;6;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;16
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;6;49;228
50;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;6
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;29;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;9;59;53;28;56;36;22;49;21;25;17;8;31;46;1;6;50;240
50;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;9;59;53;29;56;36;22;49;21;25;17;8;31;46;1;6
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;6;59;53;29;56;36;22;49;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;60;14;37;26;33;38;6;59;53;29;56;36;22;49;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;49;14;37;26;33;38;6;59;53;29;56;36;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;49;14;37;26;33;38;6;59;53;29;56;36;22;60;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;49;14;37;26;36;38;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;13;49;14;37;26;36;38;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;38;49;14;37;26;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;61;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;38;49;14;37;26;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;26;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;26;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;26;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;63;51;12;20;52;58;50;5;55;28;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;248
50;228;7;18;10;27;32;39;54;26;19;24;47;4;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;55;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;4;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;16;62;23;42;43;2;44;35;57;64;28;51;12;20;52;58;50;5;4;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;18;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;44;35;57;64;28;51;12;20;52;58;50;5;4;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;18;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;44;35;57;64;28;51;12;20;52;58;50;5;4;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;44;35;57;64;28;18;12;20;52;58;50;5;4;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;44;35;57;64;28;18;12;20;52;58;50;5;4;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;4;35;57;64;28;18;12;20;52;58;50;5;44;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9;50;228
50;228;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;4;35;57;64;28;18;12;20;52;58;50;5;44;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;46;1;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;4;35;57;64;28;18;12;20;52;58;50;5;44;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;1;46;9;50;228
50;228;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;62;23;16;43;2;4;35;57;64;28;18;12;20;52;58;50;5;44;63;40;48;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;1;46;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;2;4;35;57;64;28;18;12;20;52;58;50;5;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;1;46;9;50;228
50;228;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;2;4;35;57;64;28;18;12;20;52;58;50;5;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;1;46;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;50;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;1;46;9;50;224
50;224;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;50;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;29;56;33;22;60;21;25;17;8;31;1;46;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;50;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;46;56;33;22;60;21;25;17;8;31;1;29;9;50;224
50;224;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;50;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;46;56;33;22;60;21;25;17;8;31;1;29;9
7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;22;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;46;56;33;50;60;21;25;17;8;31;1;29;9;50;224
50;224;7;51;10;27;32;39;54;26;19;24;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;22;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;46;56;33;50;60;21;25;17;8;31;1;29;9
7;51;10;27;32;39;54;26;19;1;47;55;11;41;30;3;15;42;48;23;16;43;5;4;35;57;64;28;18;12;20;52;58;22;2;44;63;40;62;34;45;38;49;14;37;61;36;13;6;59;53;46;56;33;50;60;21;25;17;8;31;24;29;9;50;232
