"X1";"X270";"X24";"X48";"X43";"X34";"X52";"X47";"X17";"X16";"X5";"X60";"X20";"X13";"X57";"X7";"X19";"X3";"X35";"X58";"X22";"X53";"X38";"X8";"X64";"X54";"X50";"X6";"X23";"X46";"X36";"X40";"X44";"X33";"X27";"X15";"X25";"X49";"X37";"X30";"X1.1";"X28";"X31";"X26";"X29";"X12";"X55";"X21";"X39";"X51";"X14";"X11";"X2";"X9";"X42";"X32";"X59";"X18";"X62";"X45";"X56";"X4";"X41";"X63";"X10";"X61"
16;34;13;59;32;58;37;24;42;57;33;6;17;47;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;40;48;46;11;62;31;61;1;54;51;19;60;44;7;49;12;36;38;21;52;18;53;2;5;35;64;20;46;272
46;264;16;34;13;59;32;58;47;24;42;57;33;6;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;40;48;46;11;62;31;61;1;54;51;19;60;44;7;49;12;36;38;21;52;18;53;2;5;35;64;20
16;34;13;19;32;58;47;24;42;57;33;6;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;40;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;36;38;21;52;18;53;2;5;35;64;20;46;272
46;272;16;34;13;19;32;58;47;24;42;57;33;6;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;40;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;36;38;21;52;18;53;2;5;35;64;20
16;34;13;19;32;58;47;24;42;57;33;40;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;36;38;21;52;18;53;2;5;35;64;20;46;272
46;272;16;34;13;19;32;58;47;24;42;57;33;40;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;36;38;21;52;18;53;2;5;35;64;20
16;34;13;19;32;58;36;24;42;57;33;40;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;52;18;53;2;5;35;64;20;46;272
46;272;16;34;13;19;32;58;36;24;42;57;33;40;17;37;25;15;39;3;8;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;52;18;53;2;5;35;64;20
16;34;13;19;32;58;36;24;8;57;33;40;17;37;25;15;39;3;42;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;52;18;53;2;5;35;64;20;46;252
46;252;16;34;13;19;32;58;36;24;8;57;33;40;17;37;25;15;39;3;42;43;28;30;41;29;26;63;9;10;56;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;52;18;53;2;5;35;64;20
16;34;13;19;32;58;36;24;8;57;56;40;17;37;25;15;39;3;42;43;28;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;52;18;53;2;5;35;64;20;46;260
46;260;16;34;13;19;32;58;36;24;8;57;56;40;17;37;25;15;39;3;42;43;28;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;52;18;53;2;5;35;64;20
16;34;13;19;32;58;36;24;8;57;56;40;17;37;25;15;39;52;42;43;28;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20;46;260
46;260;16;34;13;19;32;58;36;24;8;57;56;40;17;37;25;15;39;52;42;43;28;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20
16;34;13;19;32;58;36;24;28;57;56;40;17;37;25;15;39;52;42;43;8;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20;46;260
46;260;16;34;13;19;32;58;36;24;28;57;56;40;17;37;25;15;39;52;42;43;8;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20
16;34;13;19;32;58;36;24;28;57;56;40;17;37;25;15;39;52;26;43;8;30;41;29;42;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20;46;264
46;260;16;34;13;19;32;58;36;24;28;57;56;40;17;37;25;15;39;52;42;43;8;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;6;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20
16;34;13;19;32;58;36;6;28;57;56;40;17;37;25;15;39;52;42;43;8;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20;46;252
46;252;16;34;13;19;32;58;36;6;28;57;56;40;17;37;25;15;39;52;42;43;8;30;41;29;26;63;9;10;33;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20
16;34;13;19;32;58;36;6;28;57;56;40;17;37;25;15;39;52;33;43;8;30;41;29;26;63;9;10;42;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20;46;248
46;248;16;34;13;19;32;58;36;6;28;57;56;40;17;37;25;15;39;52;33;43;8;30;41;29;26;63;9;10;42;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;60;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20
16;60;13;19;32;58;36;6;28;57;56;40;17;37;25;15;39;52;33;43;8;30;41;29;26;63;9;10;42;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20;46;248
46;248;16;60;13;19;32;58;36;6;28;57;56;40;17;37;25;15;39;52;33;43;8;30;41;29;26;63;9;10;42;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;49;12;47;38;21;3;18;53;2;5;35;64;20
16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;52;33;43;8;30;41;29;26;63;9;10;42;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;6;12;47;38;21;3;18;53;2;5;35;64;20;46;224
47;224;16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;52;33;43;8;30;41;29;26;63;9;10;42;14;23;55;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;6;12;47;38;21;3;18;53;2;5;35;64;20
16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;10;42;14;23;52;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;6;12;47;38;21;3;18;53;2;5;35;64;20;47;220
47;220;16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;10;42;14;23;52;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;6;12;47;38;21;3;18;53;2;5;35;64;20
16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;12;42;14;23;52;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;64;20;47;220
47;220;16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;12;42;14;23;52;50;27;22;4;45;24;48;46;11;62;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;64;20
16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;12;42;14;23;52;50;27;22;4;45;24;48;62;11;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;64;20;47;220
47;220;16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;12;42;14;23;52;50;27;22;4;45;24;48;62;11;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;64;20
16;60;13;49;32;58;36;19;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;12;42;14;23;52;50;27;22;4;45;24;48;62;11;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;64;20;47;244
47;220;16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;63;9;12;42;14;23;52;50;27;22;4;45;24;48;62;11;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;64;20
16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;11;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20;47;220
47;220;16;60;13;19;32;58;36;49;28;57;56;40;17;37;25;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;11;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20
16;60;13;19;32;58;36;49;28;57;56;40;11;37;25;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20;47;220
47;220;16;60;13;19;32;58;36;49;28;57;56;40;11;37;25;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;31;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20
16;60;13;19;32;58;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20;47;228
47;228;16;60;13;19;32;58;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20
16;60;13;19;32;58;36;49;28;57;56;40;11;14;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;37;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20;47;252
47;228;16;60;13;19;32;58;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20
16;60;13;8;32;58;36;49;28;57;56;40;11;37;31;15;39;55;33;43;19;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20;47;236
47;228;16;60;13;19;32;58;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;2;5;35;63;20
16;60;13;19;32;2;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;58;5;35;63;20;47;244
47;244;16;60;13;19;32;2;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;26;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;25;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;58;5;35;63;20
16;60;13;19;32;2;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;25;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;58;5;35;63;20;47;244
47;244;16;60;13;19;32;2;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;25;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;18;53;58;5;35;63;20
16;60;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;25;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;240
47;240;16;60;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;41;29;25;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;17;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
16;60;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;240
47;240;16;60;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;50;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
16;50;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;244
47;244;16;50;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;34;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
16;34;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;244
47;244;16;34;13;19;32;18;36;49;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
49;34;13;19;32;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;272
47;272;49;34;13;19;32;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;64;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;272
47;272;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;14;33;43;8;30;17;29;25;32;9;12;42;55;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20;47;284
47;272;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;61;1;54;51;59;50;44;7;6;10;47;38;21;3;2;53;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;53;1;54;51;59;50;44;7;6;10;47;38;21;3;2;61;58;5;35;63;20;47;268
47;268;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;25;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;53;1;54;51;59;50;44;7;6;10;47;38;21;3;2;61;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;3;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;53;1;54;51;59;50;44;7;6;10;47;38;21;25;2;61;58;5;35;63;20;47;268
48;268;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;3;32;9;12;42;14;23;52;60;27;22;4;45;24;48;62;41;46;26;53;1;54;51;59;50;44;7;6;10;47;38;21;25;2;61;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;3;32;9;12;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;51;59;45;44;7;6;10;47;38;21;25;2;61;58;5;35;63;20;48;268
48;268;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;33;43;8;30;17;29;3;32;9;12;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;51;59;45;44;7;6;10;47;38;21;25;2;61;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;12;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;51;59;45;44;7;6;10;47;38;21;25;2;61;58;5;35;63;20;48;268
48;268;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;12;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;51;59;45;44;7;6;10;47;38;21;25;2;61;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;12;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;35;63;20;48;268
48;268;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;12;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;41;9;12;42;14;23;52;60;27;22;4;50;24;48;62;32;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;35;63;20;48;268
48;268;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;41;9;12;42;14;23;52;60;27;22;4;50;24;48;62;32;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;35;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;41;9;35;42;14;23;52;60;27;22;4;50;24;48;62;32;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;12;63;20;48;272
48;272;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;41;9;35;42;14;23;52;60;27;22;4;50;24;48;62;32;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;12;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;35;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;12;63;20;48;272
48;272;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;35;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;2;59;45;44;7;6;10;47;38;21;25;51;61;58;5;12;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;35;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;2;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;272
48;272;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;35;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;1;54;2;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;35;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;54;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;272
48;272;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;17;43;8;30;33;29;3;32;9;35;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;54;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;54;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;276
48;276;49;34;13;19;64;18;36;16;28;57;56;40;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;54;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;19;64;18;49;16;28;57;56;40;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;54;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;276
48;276;36;34;13;19;64;18;49;16;28;57;56;40;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;54;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;19;64;18;49;16;28;57;56;54;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;40;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;280
48;280;36;34;13;19;64;18;49;16;28;57;56;54;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;50;24;48;62;41;46;26;53;2;40;1;59;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;19;64;18;49;16;28;57;56;54;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;24;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;280
48;280;36;34;13;19;64;18;49;16;28;57;56;54;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;24;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;57;64;18;49;16;28;19;56;54;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;24;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;272
48;272;36;34;13;57;64;18;49;16;28;19;56;54;11;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;24;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;24;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;272
48;272;36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;35;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;24;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;24;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;268
48;268;36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;24;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;57;64;18;49;16;11;19;56;54;31;37;28;15;39;55;24;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20;48;280
48;268;36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;24;43;8;30;33;29;3;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;61;58;5;12;63;20
36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;24;43;8;30;33;29;61;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;3;58;5;12;63;20;48;268
48;268;36;34;13;57;64;18;49;16;11;19;56;54;28;37;31;15;39;55;24;43;8;30;33;29;61;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;3;58;5;12;63;20
36;34;13;57;64;18;49;16;56;19;11;54;28;37;31;15;39;55;24;43;8;30;33;29;61;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;3;58;5;12;63;20;48;284
48;284;36;34;13;57;64;18;49;16;56;19;11;54;28;37;31;15;39;55;24;43;8;30;33;29;61;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;10;47;25;21;38;51;3;58;5;12;63;20
36;34;13;57;64;18;49;16;56;19;11;54;28;37;31;15;39;55;24;43;8;30;33;29;61;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;38;47;25;21;10;51;3;58;5;12;63;20;48;284
48;284;36;34;13;57;64;18;49;16;56;19;11;54;28;37;31;15;39;55;24;43;8;30;33;29;61;32;9;17;42;14;23;52;60;27;22;4;59;35;48;62;41;46;26;53;2;40;1;50;45;44;7;6;38;47;25;21;10;51;3;58;5;12;63;20
