"X1";"X270";"X24";"X61";"X1.1";"X43";"X44";"X37";"X35";"X59";"X27";"X64";"X63";"X60";"X17";"X23";"X25";"X32";"X22";"X46";"X12";"X56";"X28";"X14";"X3";"X16";"X54";"X2";"X11";"X45";"X8";"X47";"X58";"X42";"X49";"X53";"X29";"X10";"X40";"X57";"X15";"X52";"X50";"X7";"X20";"X18";"X19";"X31";"X36";"X5";"X21";"X38";"X30";"X33";"X51";"X62";"X9";"X41";"X6";"X39";"X13";"X55";"X26";"X34";"X4";"X48"
52;214;35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;42;60;21;13;15;7;49;51;18;43;45;54;23;32;24;38;63;57;50;9;25;31;19;34;46;56;48;3;5;29;11;53;41;62;2;6;8;27;1
35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;6;60;21;13;15;7;49;51;18;43;45;54;23;32;24;38;63;57;50;9;25;31;19;34;46;56;48;3;5;29;11;53;41;62;2;42;8;27;1;52;214
52;214;35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;6;60;21;13;15;7;49;51;18;43;45;54;23;32;24;38;63;57;50;9;25;31;19;34;46;56;48;3;5;29;11;53;41;62;2;42;8;27;1
35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;6;60;21;13;15;7;49;51;18;43;45;54;23;32;24;38;11;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;62;2;42;8;27;1;52;214
52;214;35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;6;60;21;13;15;7;49;51;18;43;45;54;23;32;24;38;11;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;62;2;42;8;27;1
35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;6;60;21;13;15;7;49;51;18;43;11;54;23;32;24;38;45;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;62;2;42;8;27;1;52;214
52;214;35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;17;47;6;60;21;13;15;7;49;51;18;43;11;54;23;32;24;38;45;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;62;2;42;8;27;1
35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;62;47;6;60;21;13;15;7;49;51;18;43;11;54;23;32;24;38;45;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;17;2;42;8;27;1;52;214
52;214;35;22;16;64;20;14;55;44;37;58;26;33;12;59;52;36;30;61;28;4;40;10;39;62;47;6;60;21;13;15;7;49;51;18;43;11;54;23;32;24;38;45;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;17;2;42;8;27;1
35;22;16;64;20;14;55;44;37;58;26;33;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;21;13;15;7;49;51;18;43;11;54;23;52;24;38;45;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;17;2;42;8;27;1;52;206
52;206;35;22;16;64;20;14;55;44;37;58;26;33;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;21;13;15;7;49;51;18;43;11;54;23;52;24;38;45;57;50;9;25;31;19;34;46;56;48;3;5;29;63;53;41;17;2;42;8;27;1
35;22;16;64;20;14;55;44;37;58;26;33;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;48;13;15;7;49;51;18;43;11;54;23;52;24;38;45;57;50;9;25;31;19;34;46;56;21;3;5;29;63;53;41;17;2;42;8;27;1;52;210
52;210;35;22;16;64;20;14;55;44;37;58;26;33;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;48;13;15;7;49;51;18;43;11;54;23;52;24;38;45;57;50;9;25;31;19;34;46;56;21;3;5;29;63;53;41;17;2;42;8;27;1
35;22;16;64;20;14;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;48;13;15;7;49;51;18;43;11;54;23;52;24;38;45;57;50;9;25;31;19;34;46;56;21;3;5;29;63;53;41;17;2;42;33;27;1;52;210
52;210;35;22;16;64;20;14;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;48;13;15;7;49;51;18;43;11;54;23;52;24;38;45;57;50;9;25;31;19;34;46;56;21;3;5;29;63;53;41;17;2;42;33;27;1
35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;34;46;56;21;3;5;29;63;53;41;17;2;42;33;27;1;52;210
52;210;35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;60;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;34;46;56;21;3;5;29;63;53;41;17;2;42;33;27;1
35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;63;53;41;17;2;42;33;27;1;52;214
52;214;35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;63;53;41;17;2;42;33;27;1
35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;63;53;41;17;2;42;1;27;33;52;214
52;214;35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;40;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;63;53;41;17;2;42;1;27;33
35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;63;53;40;17;2;42;1;27;33;52;214
52;214;35;22;16;64;20;24;55;44;37;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;63;53;40;17;2;42;1;27;33
35;22;16;64;20;24;55;44;63;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;214
52;214;35;22;16;64;20;24;55;44;63;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;7;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;64;20;24;55;44;63;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;214
52;214;35;7;16;64;20;24;55;44;63;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;14;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;64;20;24;55;44;14;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;63;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;214
52;214;35;7;16;64;20;24;55;44;14;58;26;8;12;59;32;36;30;61;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;63;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;64;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;63;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;214
52;214;35;7;16;64;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;63;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;64;20;24;55;44;14;58;57;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;63;38;45;26;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;226
52;214;35;7;16;64;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;18;43;11;54;23;52;63;38;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;64;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;214
52;214;35;7;16;64;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;25;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;25;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;202
52;202;35;7;16;25;20;24;55;44;14;58;26;8;61;59;32;36;30;12;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;25;20;12;55;44;14;58;26;8;61;59;32;36;30;24;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33;52;202
52;202;35;7;16;25;20;12;55;44;14;58;26;8;61;59;32;36;30;24;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;53;40;17;2;42;1;27;33
35;7;16;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;53;40;17;2;32;1;27;33;52;202
53;202;35;7;16;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;53;40;17;2;32;1;27;33
35;7;53;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;16;40;17;2;32;1;27;33;53;208
53;208;35;7;53;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;4;41;10;39;62;47;6;34;48;13;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;16;40;17;2;32;1;27;33
35;7;53;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;13;41;10;39;62;47;6;34;48;4;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;16;40;17;2;32;1;27;33;53;208
53;208;35;7;53;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;13;41;10;39;62;47;6;34;48;4;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;5;29;37;16;40;17;2;32;1;27;33
35;7;53;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;13;41;10;39;62;47;6;34;48;4;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33;53;208
53;208;35;7;53;25;20;12;55;44;14;58;26;8;61;59;42;36;30;24;28;13;41;10;39;62;47;6;34;48;4;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33;53;208
53;208;35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;15;22;49;51;38;43;11;54;23;52;63;18;45;57;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33;53;208
53;208;35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;48;39;62;47;6;34;10;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33;53;202
53;202;35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;48;39;62;47;6;34;10;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;31;19;60;46;56;21;3;1;29;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;48;39;62;47;6;34;10;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;29;19;60;46;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;202
53;202;35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;48;39;62;47;6;34;10;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;29;19;60;46;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;29;19;60;46;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;208
53;208;35;7;53;25;20;28;55;44;14;58;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;29;19;60;46;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;29;19;60;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;224
53;224;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;50;9;64;29;19;60;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;208
53;208;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;23;54;52;63;18;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;224
53;208;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;49;51;38;43;11;54;23;52;63;18;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;18;51;38;43;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;208
53;208;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;18;51;38;43;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;18;51;43;38;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33;53;212
53;212;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;18;51;43;38;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;18;51;43;38;11;37;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;54;16;40;17;2;32;5;27;33;53;232
53;212;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;34;48;4;57;22;18;51;43;38;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;32;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;4;57;22;18;51;43;38;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;34;5;27;33;53;216
53;216;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;4;57;22;18;51;43;38;11;54;23;52;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;34;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;4;57;22;52;51;43;38;11;54;23;18;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;34;5;27;33;53;212
53;212;35;7;53;25;20;28;55;44;14;46;26;8;61;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;4;57;22;52;51;43;38;11;54;23;18;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;17;2;34;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;4;57;22;52;51;43;38;11;54;23;18;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;61;2;34;5;27;33;53;212
53;212;35;7;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;4;57;22;52;51;43;38;11;54;23;18;63;49;45;15;60;9;64;29;19;50;58;56;21;3;1;31;37;16;40;61;2;34;5;27;33
35;7;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;51;43;38;11;54;23;18;63;49;45;15;60;9;64;29;19;50;58;56;21;4;1;31;37;16;40;61;2;34;5;27;33;53;212
53;212;35;7;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;51;43;38;11;54;23;18;63;49;45;15;60;9;64;29;19;50;58;56;21;4;1;31;37;16;40;61;2;34;5;27;33
35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;51;43;38;11;54;7;18;63;49;45;15;60;9;64;29;19;50;58;56;21;4;1;31;37;16;40;61;2;34;5;27;33;53;212
53;212;35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;51;43;38;11;54;7;18;63;49;45;15;60;9;64;29;19;50;58;56;21;4;1;31;37;16;40;61;2;34;5;27;33
35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;31;37;16;40;61;2;34;5;27;33;53;212
54;212;35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;31;37;16;40;61;2;34;5;27;33
35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31;54;212
54;212;35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;12;13;41;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31
35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;41;13;12;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31;54;220
54;220;35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;41;13;12;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31
35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;41;13;12;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;64;45;51;60;9;49;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31;54;236
54;220;35;23;53;25;20;28;55;44;14;46;26;8;17;59;42;36;30;24;41;13;12;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31
35;23;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31;54;224
54;224;35;23;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;32;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;19;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31
35;23;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;32;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31;54;220
54;220;35;23;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;32;50;58;56;21;4;1;33;37;16;40;61;2;34;5;27;31
35;23;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;32;50;58;56;5;4;1;33;37;16;40;61;2;34;21;27;31;54;220
54;220;35;23;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;63;49;45;51;60;9;64;29;32;50;58;56;5;4;1;33;37;16;40;61;2;34;21;27;31
35;63;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;9;64;29;32;50;58;56;5;4;1;33;37;16;40;61;2;34;21;27;31;54;220
54;220;35;63;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;9;64;29;32;50;58;56;5;4;1;33;37;16;40;61;2;34;21;27;31
35;63;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;58;64;29;32;50;9;56;5;4;1;33;37;16;40;61;2;34;21;27;31;54;220
54;220;35;63;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;58;64;29;32;50;9;56;5;4;1;33;37;16;40;61;2;34;21;27;31
35;63;53;25;20;28;48;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;55;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;58;64;29;32;50;9;56;5;4;1;33;37;16;40;61;2;34;21;27;31;54;216
54;216;35;63;53;25;20;28;48;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;55;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;58;64;29;32;50;9;56;5;4;1;33;37;16;40;61;2;34;21;27;31
35;63;53;25;20;28;48;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;55;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;58;64;29;32;50;9;2;5;4;1;33;37;16;40;61;56;34;21;27;31;54;216
54;216;35;63;53;25;20;28;48;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;55;3;57;22;52;15;43;38;11;54;7;18;23;49;45;51;60;58;64;29;32;50;9;2;5;4;1;33;37;16;40;61;56;34;21;27;31
35;63;53;25;20;28;48;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;55;3;57;22;52;15;43;38;11;54;7;18;23;49;45;33;60;58;64;29;32;50;9;2;5;4;1;51;37;16;40;61;56;34;21;27;31;54;216
54;216;35;63;53;25;20;28;48;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;55;3;57;22;52;15;43;38;11;54;7;18;23;49;45;33;60;58;64;29;32;50;9;2;5;4;1;51;37;16;40;61;56;34;21;27;31
35;63;53;25;20;28;55;44;14;46;12;8;17;59;42;36;30;24;41;13;26;10;39;62;47;6;19;48;3;57;22;52;15;43;38;11;54;7;18;23;49;45;33;60;58;64;29;32;50;9;2;5;4;1;51;37;16;40;61;56;34;21;27;31;54;220
