"X1";"X290";"X38";"X36";"X49";"X48";"X44";"X54";"X58";"X34";"X46";"X4";"X2";"X45";"X23";"X43";"X5";"X19";"X61";"X64";"X8";"X55";"X11";"X10";"X21";"X39";"X18";"X1.1";"X24";"X15";"X30";"X27";"X22";"X7";"X63";"X60";"X62";"X9";"X32";"X28";"X37";"X51";"X14";"X59";"X16";"X13";"X12";"X52";"X31";"X33";"X47";"X53";"X40";"X25";"X50";"X20";"X57";"X17";"X29";"X35";"X3";"X56";"X42";"X6";"X41";"X26"
59;282;63;21;40;30;24;27;18;54;39;4;33;10;61;44;8;60;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;62;56;31;49;57;64;58;51;34;48;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45
63;21;40;30;24;27;18;54;39;60;33;10;61;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;62;56;31;49;57;64;58;51;34;48;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45;59;282
59;282;63;21;40;30;24;27;18;54;39;60;33;10;61;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;62;56;31;49;57;64;58;51;34;48;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45
63;21;40;30;24;27;18;54;39;60;33;10;61;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;62;56;48;49;57;64;58;51;34;31;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45;59;282
59;282;63;21;40;30;24;27;18;54;39;60;33;10;61;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;62;56;48;49;57;64;58;51;34;31;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45
63;21;40;30;24;27;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;61;56;48;49;57;64;58;51;34;31;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45;59;288
59;288;63;21;40;30;24;27;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;61;56;48;49;57;64;58;51;34;31;46;28;7;15;36;1;9;47;26;32;41;19;17;25;23;45
63;21;40;30;24;27;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;28;7;15;61;1;9;47;26;32;41;19;17;25;23;45;59;270
60;270;63;21;40;30;24;27;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;38;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;28;7;15;61;1;9;47;26;32;41;19;17;25;23;45
63;21;40;30;24;38;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;28;7;15;61;1;9;47;26;32;41;19;17;25;23;45;60;274
60;274;63;21;40;30;24;38;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;37;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;28;7;15;61;1;9;47;26;32;41;19;17;25;23;45
63;21;40;30;24;38;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;28;7;15;61;1;9;47;26;32;41;19;17;25;37;45;60;276
60;276;63;21;40;30;24;38;18;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;28;7;15;61;1;9;47;26;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;26;32;41;19;17;25;37;45;60;276
60;276;63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;36;56;48;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;26;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;26;32;41;19;17;25;37;45;60;288
60;288;63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;43;14;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;26;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;26;14;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45;60;284
60;284;63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;13;27;26;14;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45;60;284
60;284;63;21;40;30;24;38;28;54;39;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;52;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;52;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;39;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45;60;276
60;276;63;21;40;30;24;38;28;54;52;60;33;10;62;44;8;4;11;59;42;35;5;23;22;55;2;50;39;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;52;60;33;10;62;44;8;4;23;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45;60;274
60;274;63;21;40;30;24;38;28;54;52;60;33;10;62;44;8;4;23;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45;60;274
60;274;63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;13;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;61;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;19;17;25;37;45;60;274
60;274;63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;39;44;59;42;35;5;11;22;55;2;50;4;53;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;19;17;25;37;45;60;282
60;274;63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;53;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;19;17;25;37;45
63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;19;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45;60;266
60;266;63;21;40;30;24;38;28;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;19;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45
63;21;40;28;24;38;30;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;19;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45;60;258
60;258;63;21;40;28;24;38;30;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;19;20;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45
63;21;40;28;20;38;30;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45;60;258
60;258;63;21;40;28;20;38;30;54;52;60;33;10;62;23;8;4;44;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;48;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45
63;21;40;28;20;38;30;54;52;60;33;10;62;23;8;48;44;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45;60;264
60;264;63;21;40;28;20;38;30;54;52;60;33;10;62;23;8;48;44;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;56;36;49;57;64;58;51;34;31;46;18;7;15;13;1;9;47;43;32;41;53;17;25;37;45
63;21;40;28;20;38;30;54;52;60;33;10;62;23;8;48;44;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;56;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;32;41;53;17;34;37;45;60;264
60;264;63;21;40;28;20;38;30;54;52;60;33;10;62;23;8;48;44;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;56;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;32;41;53;17;34;37;45
63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;56;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;32;41;53;17;34;37;45;60;264
60;264;63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;56;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;32;41;53;17;34;37;45
63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;56;41;53;17;34;37;45;60;264
60;264;63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;52;14;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;44;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;56;41;53;17;34;37;45;60;284
60;264;63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;18;7;15;13;1;9;47;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;15;13;1;9;18;43;56;41;53;17;34;37;45;60;264
61;264;63;21;40;28;20;38;30;54;52;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;15;13;1;9;18;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;18;43;56;41;53;17;34;37;45;61;264
61;264;63;21;40;28;20;38;30;54;15;44;33;10;62;23;8;48;60;59;42;35;5;11;22;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;18;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;33;10;62;23;8;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;264
61;264;63;21;40;28;20;38;30;54;15;44;33;10;62;23;8;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;8;10;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;268
61;268;63;21;40;28;20;38;30;54;15;44;8;10;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;8;10;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;64;27;26;61;29;6;3;12;4;32;36;49;57;14;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;276
61;268;63;21;40;28;20;38;30;54;15;44;8;10;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;8;10;62;23;9;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;33;22;43;56;41;53;17;34;37;45;61;280
61;268;63;21;40;28;20;38;30;54;15;44;8;10;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;25;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;8;25;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;10;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;268
61;268;63;21;40;28;20;38;30;54;15;44;8;25;62;23;33;48;60;59;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;10;31;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;268
61;268;63;21;40;28;20;38;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;55;2;50;39;19;24;16;14;27;26;61;29;6;3;12;4;32;36;49;57;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;38;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;55;2;50;39;57;24;16;14;27;26;61;29;6;3;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;272
61;272;63;21;40;28;20;38;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;55;2;50;39;57;24;16;14;27;26;61;29;6;3;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;55;2;50;39;57;24;16;14;27;26;61;29;6;38;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;272
61;272;63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;55;2;50;39;57;24;16;14;27;26;61;29;6;38;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45;61;278
61;278;63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;31;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;53;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;31;17;34;37;45;61;278
61;278;63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;10;59;46;47;7;52;13;1;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;1;59;46;47;7;52;13;10;9;22;43;56;41;31;17;34;37;45;61;278
61;278;63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;1;59;46;47;7;52;13;10;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45;61;278
61;278;63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;50;39;57;24;16;14;27;26;61;55;6;38;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;38;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45;61;274
61;274;63;21;40;28;20;3;30;54;15;44;8;25;62;23;33;48;60;53;42;35;5;11;18;29;2;38;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;38;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45;61;274
61;274;63;21;40;28;20;3;30;54;15;44;8;38;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;27;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;38;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45;61;278
61;274;63;21;40;28;20;3;30;54;15;44;8;38;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;10;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;38;9;22;43;56;41;31;17;34;37;45;61;274
61;274;63;21;40;28;20;3;30;54;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;61;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;7;1;13;38;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;7;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;61;1;13;38;9;22;43;56;41;31;17;34;37;45;61;274
61;274;63;21;40;28;20;3;30;54;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;14;27;26;7;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;61;1;13;38;9;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;54;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;61;274
61;274;63;21;40;28;20;3;30;54;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;55;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;54;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;61;266
62;266;63;21;40;28;20;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;54;6;50;12;4;32;36;49;19;64;58;51;52;59;46;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;28;20;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;54;6;50;12;4;32;36;49;19;46;58;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;62;274
62;274;63;21;40;28;20;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;54;6;50;12;4;32;36;49;19;46;58;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;58;20;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;54;6;50;12;4;32;36;49;19;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;62;274
62;274;63;21;40;58;20;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;27;26;7;54;6;50;12;4;32;36;49;19;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;58;27;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;20;26;7;54;6;50;12;4;32;36;49;19;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;62;278
62;278;63;21;40;58;27;3;30;55;15;44;8;10;62;23;33;48;60;53;42;35;5;11;18;29;2;25;39;57;24;16;9;20;26;7;54;6;50;12;4;32;36;49;19;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;58;27;3;35;55;15;44;8;10;62;23;33;48;60;53;42;30;5;11;18;29;2;25;39;57;24;16;9;20;26;7;54;6;50;12;4;32;36;49;19;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;62;286
62;286;63;21;40;58;27;3;35;55;15;44;8;10;62;23;33;48;60;53;42;30;5;11;18;29;2;25;39;57;24;16;9;20;26;7;54;6;50;12;4;32;36;49;19;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;58;27;3;35;55;15;44;8;10;62;23;33;48;60;53;42;30;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;4;32;36;49;24;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;62;286
62;286;63;21;40;58;27;3;35;55;15;44;8;10;62;23;33;48;60;53;42;30;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;4;32;36;49;24;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;58;27;3;35;55;15;44;30;10;62;23;33;48;60;53;42;8;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;4;32;36;49;24;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45;62;292
62;292;63;21;40;58;27;3;35;55;15;44;30;10;62;23;33;48;60;53;42;8;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;4;32;36;49;24;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;17;34;37;45
63;21;40;58;27;3;35;55;15;44;30;10;62;23;33;48;60;53;42;8;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;17;32;36;49;24;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;4;34;37;45;62;298
62;298;63;21;40;58;27;3;35;55;15;44;30;10;62;23;33;48;60;53;42;8;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;17;32;36;49;24;46;28;51;52;59;64;47;61;1;13;38;14;22;43;56;41;31;4;34;37;45
63;21;40;58;27;3;13;55;15;44;30;10;62;23;33;48;60;53;42;8;5;11;18;29;2;25;39;57;19;16;9;20;26;7;54;6;50;12;17;32;36;49;24;46;28;51;52;59;64;47;61;1;35;38;14;22;43;56;41;31;4;34;37;45;62;298
