"X1";"X274";"X45";"X33";"X37";"X19";"X38";"X32";"X42";"X5";"X48";"X9";"X7";"X1.1";"X34";"X41";"X54";"X20";"X4";"X24";"X27";"X3";"X43";"X11";"X26";"X63";"X62";"X56";"X10";"X23";"X31";"X35";"X61";"X47";"X22";"X12";"X36";"X30";"X49";"X53";"X18";"X55";"X59";"X17";"X14";"X29";"X57";"X16";"X6";"X21";"X28";"X50";"X39";"X51";"X15";"X46";"X64";"X60";"X40";"X25";"X13";"X58";"X2";"X44";"X8";"X52"
54;34;57;60;33;50;8;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;35;7;10;25;20;13;17;32;40;53;27;9;29;31;52;2;22;38;41;26;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11;58;226
58;226;54;34;57;60;33;50;8;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;35;7;10;25;20;13;17;32;40;53;27;9;29;31;52;2;22;38;41;26;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11
54;34;57;60;33;50;8;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;25;20;13;17;32;40;53;27;9;29;31;52;2;22;38;41;35;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11;58;230
58;230;54;34;57;60;33;50;8;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;25;20;13;17;32;40;53;27;9;29;31;52;2;22;38;41;35;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11
54;34;57;60;33;50;8;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11;58;228
58;228;54;34;57;60;33;50;8;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11
54;34;57;8;33;50;60;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11;58;224
58;224;54;34;57;8;33;50;60;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;4;21;1;3;46;47;30;37;61;15;11
54;34;57;8;33;50;60;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;61;15;11;58;224
58;224;54;34;57;8;33;50;60;19;36;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;61;15;11
54;36;57;8;33;50;60;19;34;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;61;15;11;58;224
58;224;54;36;57;8;33;50;60;19;34;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;62;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;61;15;11
54;36;57;8;33;50;60;19;34;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;62;15;11;58;224
58;224;54;36;57;8;33;50;60;19;34;48;56;5;49;24;12;59;28;23;64;39;18;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;62;15;11
54;36;57;8;33;50;60;64;34;48;56;5;49;24;12;59;28;23;19;39;18;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;62;15;11;58;224
58;224;54;36;57;8;33;50;60;64;34;48;56;5;49;24;12;59;28;23;19;39;18;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;62;15;11
54;36;57;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;18;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;62;15;11;58;224
59;224;54;36;57;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;18;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;4;1;3;46;47;30;37;62;15;11
54;36;57;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11;59;224
59;224;54;36;57;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;16;51;44;26;7;10;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11
54;36;57;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;16;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11;59;228
59;228;54;36;57;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;16;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11
54;36;16;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11;59;224
59;224;54;36;16;8;33;50;60;64;34;48;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;20;13;17;32;40;53;27;25;29;31;52;2;22;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11
54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;20;13;17;32;40;53;27;25;29;31;52;2;48;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11;59;228
59;228;54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;20;13;17;32;40;53;27;25;29;31;52;2;48;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11
54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;40;53;27;25;20;31;52;2;48;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11;59;228
59;228;54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;40;53;27;25;20;31;52;2;48;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11
54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;30;9;29;13;17;32;40;53;27;25;20;31;52;2;48;38;41;35;45;43;6;14;21;18;1;3;46;47;57;37;62;15;11;59;234
59;228;54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;40;53;27;25;20;31;52;2;48;38;41;35;45;43;6;14;21;18;1;3;46;47;30;37;62;15;11
54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;40;53;27;25;20;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11;59;228
59;228;54;36;16;8;33;50;60;64;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;40;53;27;25;20;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11
54;36;16;8;33;50;60;40;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;64;53;27;25;20;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11;59;236
59;236;54;36;16;8;33;50;60;40;34;22;19;5;49;24;12;59;28;23;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;64;53;27;25;20;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11
54;36;16;8;33;50;60;40;34;22;19;5;49;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11;59;236
59;236;54;36;16;8;33;50;60;40;34;22;19;5;49;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;32;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11
54;36;16;8;33;50;60;40;34;22;32;5;49;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11;59;236
59;236;54;36;16;8;33;50;60;40;34;22;32;5;49;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;7;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11
54;36;16;8;33;50;60;7;34;22;32;5;49;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11;59;248
59;248;54;36;16;8;33;50;60;7;34;22;32;5;49;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11
54;36;16;8;49;50;60;7;34;22;32;5;33;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11;59;248
59;248;54;36;16;8;49;50;60;7;34;22;32;5;33;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;47;30;37;62;15;11
54;36;16;8;49;50;60;47;34;22;32;5;33;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11;59;256
59;256;54;36;16;8;49;50;60;47;34;22;32;5;33;24;12;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;5;33;24;50;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11;59;256
59;256;54;36;16;8;49;12;60;47;34;22;32;5;33;24;50;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;52;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;33;24;50;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11;59;280
59;280;54;36;16;8;49;12;60;47;34;22;32;52;33;24;50;59;28;20;56;39;4;42;58;55;63;61;10;51;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;33;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11;59;276
59;276;54;36;16;8;49;12;60;47;34;22;32;52;33;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;43;6;14;21;18;1;41;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;33;6;14;21;18;1;41;46;7;30;37;62;15;11;59;276
59;276;54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;33;6;14;21;18;1;41;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11;59;276
59;276;54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;5;2;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11;59;268
59;268;54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;4;42;58;55;63;61;10;59;44;26;40;57;9;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;58;55;63;61;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11;59;274
60;274;54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;58;55;63;61;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11
54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;63;58;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11;60;274
60;274;54;36;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;63;58;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;36;58;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11;60;274
60;274;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;36;58;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;7;30;37;62;15;11
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;36;58;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;11;30;37;62;15;7;60;274
60;274;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;36;58;10;59;44;26;40;57;4;29;13;17;19;64;53;27;25;23;31;2;5;48;38;3;35;45;33;6;41;21;18;1;14;46;11;30;37;62;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;36;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;2;5;48;38;3;35;53;33;6;41;21;18;1;14;46;11;30;37;62;15;7;60;262
60;262;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;36;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;2;5;48;38;3;35;53;33;6;41;21;18;1;14;46;11;30;37;62;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;38;3;35;53;33;6;41;21;18;1;14;46;11;30;37;62;15;7;60;254
60;254;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;38;3;35;53;33;6;41;21;18;1;14;46;11;30;37;62;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;30;37;38;15;7;60;254
60;254;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;51;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;30;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;15;7;60;254
60;254;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;41;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;42;21;18;1;14;46;11;51;37;38;15;7;60;256
60;254;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;15;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;28;7;60;266
60;254;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;17;19;64;45;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;15;7;60;254
60;254;54;63;16;8;49;12;60;47;34;22;32;52;43;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;11;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7;60;254
60;254;54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;26;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;32;40;57;4;29;13;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7;60;262
60;254;54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;26;40;57;4;29;13;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7;60;252
60;252;54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;64;17;27;25;23;31;36;5;48;62;3;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;3;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7;60;252
60;252;54;63;16;8;49;12;60;47;34;22;32;52;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;3;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;52;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7;60;252
60;252;54;63;16;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;52;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;21;18;1;14;46;43;51;37;38;15;7
54;63;16;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;52;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;1;18;21;14;46;43;51;37;38;15;7;60;252
60;252;54;63;16;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;52;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;1;18;21;14;46;43;51;37;38;15;7
54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;52;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;1;18;21;14;46;43;51;37;38;15;16;60;252
60;252;54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;26;45;19;52;17;27;25;23;31;36;5;48;62;64;35;53;33;6;41;1;18;21;14;46;43;51;37;38;15;16
54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;64;45;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;1;18;21;14;46;43;51;37;38;15;16;60;254
60;254;54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;64;45;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;1;18;21;14;46;43;51;37;38;15;16
54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;1;18;21;14;45;43;51;37;38;15;16;60;254
60;254;54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;10;59;44;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;1;18;21;14;45;43;51;37;38;15;16
54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;1;59;44;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;10;18;21;14;45;43;51;37;38;15;16;60;238
61;238;54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;30;28;20;56;39;9;42;61;55;2;58;1;59;44;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;10;18;21;14;45;43;51;37;38;15;16
54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;44;28;20;56;39;9;42;61;55;2;58;1;59;30;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;10;18;21;14;45;43;51;37;38;15;16;61;238
61;238;54;63;7;8;49;12;60;47;34;22;32;3;11;24;50;44;28;20;56;39;9;42;61;55;2;58;1;59;30;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;6;41;10;18;21;14;45;43;51;37;38;15;16
54;63;7;8;49;12;60;47;6;22;32;3;11;24;50;44;28;20;56;39;9;42;61;55;2;58;1;59;30;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;34;41;10;18;21;14;45;43;51;37;38;15;16;61;238
61;238;54;63;7;8;49;12;60;47;6;22;32;3;11;24;50;44;28;20;56;39;9;42;61;55;2;58;1;59;30;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;34;41;10;18;21;14;45;43;51;37;38;15;16
54;63;7;6;49;12;60;47;8;22;32;3;11;24;50;44;28;20;56;39;9;42;61;55;2;58;1;59;30;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;34;41;10;18;21;14;45;43;51;37;38;15;16;61;238
61;238;54;63;7;6;49;12;60;47;8;22;32;3;11;24;50;44;28;20;56;39;9;42;61;55;2;58;1;59;30;13;40;57;4;29;64;46;19;52;17;27;25;23;31;36;5;48;62;26;35;53;33;34;41;10;18;21;14;45;43;51;37;38;15;16
