"X1";"X310";"X48";"X37";"X60";"X61";"X18";"X3";"X19";"X44";"X11";"X39";"X25";"X59";"X29";"X34";"X17";"X56";"X8";"X57";"X15";"X10";"X6";"X63";"X27";"X16";"X45";"X58";"X54";"X33";"X23";"X22";"X1.1";"X4";"X35";"X42";"X30";"X26";"X28";"X31";"X41";"X20";"X53";"X55";"X5";"X14";"X38";"X47";"X50";"X52";"X43";"X24";"X13";"X2";"X12";"X64";"X49";"X32";"X62";"X46";"X51";"X9";"X21";"X40";"X36";"X7"
56;250;29;9;16;4;18;64;15;35;48;8;13;39;24;47;63;20;11;10;28;23;51;30;14;45;31;2;54;34;42;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;21;61;5;27;32;12
29;9;16;4;18;64;15;35;48;8;13;39;24;47;63;20;11;10;28;23;51;30;14;45;31;2;54;34;42;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;5;61;21;27;32;12;56;250
56;250;29;9;16;4;18;64;15;35;48;8;13;39;24;47;63;20;11;10;28;23;51;30;14;45;31;2;54;34;42;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;5;61;21;27;32;12
29;9;16;4;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;42;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;5;61;21;27;32;12;56;250
56;250;29;9;16;4;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;42;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;5;61;21;27;32;12
29;9;16;4;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;42;61;21;27;32;12;56;250
56;250;29;9;16;4;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;50;22;40;55;1;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;42;61;21;27;32;12
29;9;16;4;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;42;61;21;27;32;12;56;230
56;230;29;9;16;4;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;25;46;36;38;62;42;61;21;27;32;12
29;9;16;25;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12;56;238
57;238;29;9;16;25;18;64;15;35;48;8;13;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12
29;9;16;13;18;64;15;35;48;8;25;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12;57;242
57;242;29;9;16;13;18;64;15;35;48;8;25;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12
29;9;16;13;18;64;15;35;48;8;25;39;10;30;63;20;11;24;28;23;51;47;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12;57;262
57;242;29;9;16;13;18;64;15;35;48;8;25;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12
29;9;16;13;18;64;15;35;48;8;25;39;10;47;32;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;63;12;57;246
57;242;29;9;16;13;18;64;15;35;48;8;25;39;10;47;63;20;11;24;28;23;51;30;14;45;31;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12
29;9;31;13;18;64;15;35;48;8;25;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12;57;242
57;242;29;9;31;13;18;64;15;35;48;8;25;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;55;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12
29;9;31;13;18;64;15;35;48;8;55;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12;57;214
57;214;29;9;31;13;18;64;15;35;48;8;55;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;12
29;9;31;13;12;64;15;35;48;8;55;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;18;57;214
57;214;29;9;31;13;12;64;15;35;48;8;55;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;18
29;9;31;13;12;64;15;35;48;8;55;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;27;3;1;22;40;25;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;17;32;18;57;218
57;214;29;9;31;13;12;64;15;35;48;8;55;39;10;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;50;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;18
29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;10;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;18;57;232
57;232;29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;43;17;3;1;22;40;25;10;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;62;42;61;21;27;32;18
29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;43;42;61;21;27;32;18;57;232
57;232;29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;57;58;56;7;26;52;37;6;33;44;19;59;49;4;46;36;38;43;42;61;21;27;32;18
29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;57;19;59;49;4;46;36;38;43;42;61;21;27;32;18;57;232
57;232;29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;57;19;59;49;4;46;36;38;43;42;61;21;27;32;18
29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;59;19;57;49;4;46;36;38;43;42;61;21;27;32;18;57;232
57;232;29;9;31;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;59;19;57;49;4;46;36;38;43;42;61;21;27;32;18
29;9;46;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;59;19;57;49;4;31;36;38;43;42;61;21;27;32;18;57;228
57;228;29;9;46;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;59;19;57;49;4;31;36;38;43;42;61;21;27;32;18
29;9;32;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;59;19;57;49;4;31;36;38;43;42;61;21;27;46;18;57;234
57;234;29;9;32;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;16;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;59;19;57;49;4;31;36;38;43;42;61;21;27;46;18
29;9;32;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;38;43;42;61;21;27;46;18;57;234
57;234;29;9;32;13;12;64;15;35;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;34;5;41;53;62;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;38;43;42;61;21;27;46;18
29;9;32;13;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;34;5;41;53;35;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;38;43;42;61;21;27;46;18;57;244
57;244;29;9;32;13;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;34;5;41;53;35;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;38;43;42;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;13;5;41;53;35;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;38;43;42;61;21;27;46;18;57;252
57;252;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;13;5;41;53;35;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;38;43;42;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;13;5;41;53;35;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18;57;252
57;252;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;13;5;41;53;35;17;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;13;5;41;53;17;35;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18;57;252
57;252;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;51;30;14;45;59;2;54;13;5;41;53;17;35;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;2;30;14;45;59;51;54;13;5;41;53;17;35;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18;57;252
57;252;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;2;30;14;45;59;51;54;13;5;41;53;17;35;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;2;30;14;45;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18;57;256
58;256;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;23;2;30;14;45;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;4;31;36;42;43;38;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;45;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;23;31;36;42;43;38;61;21;27;46;18;58;246
58;246;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;45;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;23;31;36;42;43;38;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;45;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;37;26;52;7;6;33;16;19;57;49;23;31;36;42;43;38;61;21;27;46;18;58;254
58;246;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;45;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;16;19;57;49;23;31;36;42;43;38;61;21;27;46;18
29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;16;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;31;36;42;43;38;61;21;27;46;18;58;246
58;246;29;9;32;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;16;59;51;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;31;36;42;43;38;61;21;27;46;18
29;9;51;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;31;36;42;43;38;61;21;27;46;18;58;242
58;242;29;9;51;34;12;64;15;62;48;8;55;39;50;47;63;20;11;24;28;4;2;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;31;36;42;43;38;61;21;27;46;18
29;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;28;4;62;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;31;36;42;43;38;61;21;27;46;18;58;254
58;254;29;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;28;4;62;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;31;36;42;43;38;61;21;27;46;18
31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;28;4;62;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;61;21;27;46;18;58;254
58;254;31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;28;4;62;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;61;21;27;46;18
31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;61;4;62;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;27;46;18;58;258
58;258;31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;61;4;62;30;14;16;59;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;27;46;18
31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;61;4;62;30;14;16;27;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;59;46;18;58;258
58;258;31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;61;4;62;30;14;16;27;32;35;13;5;41;53;17;54;3;1;22;40;25;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;59;46;18
31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;61;4;62;30;14;16;27;32;25;13;5;41;53;17;54;3;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;59;46;18;58;250
58;250;31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;61;4;62;30;14;16;27;32;25;13;5;41;53;17;54;3;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;59;46;18
31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;61;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;59;46;18;58;238
58;238;31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;61;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;19;57;49;23;29;36;42;43;38;28;21;59;46;18
31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18;58;238
58;238;31;9;51;34;12;64;15;2;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18
31;9;51;2;12;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18;58;230
58;230;31;9;51;2;12;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18
31;51;9;2;12;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18;58;226
58;226;31;51;9;2;12;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;16;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;60;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18
31;51;9;2;12;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18;58;226
58;226;31;51;9;2;12;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;38;28;21;59;46;18
31;51;9;2;38;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;59;46;18;58;226
58;226;31;51;9;2;38;64;15;34;48;8;55;39;50;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;5;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;59;46;18
31;51;9;2;38;64;15;34;5;8;55;39;50;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;59;46;18;58;226
58;226;31;51;9;2;38;64;15;34;5;8;55;39;50;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;59;46;18
31;51;9;2;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;50;46;18;58;226
58;226;31;51;9;2;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;4;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;50;46;18
31;51;9;2;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;50;4;18;58;234
58;234;31;51;9;2;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;35;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;50;4;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;50;4;18;58;238
58;238;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;6;33;45;61;57;49;23;29;36;42;43;12;28;21;50;4;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;6;33;21;61;57;49;23;29;36;42;43;12;28;45;50;4;18;58;238
59;238;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;30;14;60;27;32;25;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;6;33;21;61;57;49;23;29;36;42;43;12;28;45;50;4;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;25;14;60;27;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;6;33;21;61;57;49;23;29;36;42;43;12;28;45;50;4;18;59;234
59;234;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;11;24;3;46;62;25;14;60;27;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;6;33;21;61;57;49;23;29;36;42;43;12;28;45;50;4;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;27;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;4;18;59;234
59;234;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;27;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;4;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;4;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;27;18;59;234
59;234;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;4;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;27;18
31;51;9;35;38;64;15;34;5;8;55;39;59;32;63;20;6;24;3;46;62;25;14;60;4;47;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;27;18;59;238
59;234;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;4;32;30;13;48;41;53;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;27;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;53;32;30;13;48;41;4;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;27;18;59;234
59;234;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;53;32;30;13;48;41;4;17;54;19;1;22;40;2;10;16;44;58;56;7;26;52;37;11;33;21;61;57;49;23;29;36;42;43;12;28;45;50;27;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;53;32;30;13;48;41;4;17;54;19;1;22;40;2;10;16;44;58;23;7;26;52;37;11;33;21;61;57;49;56;29;36;42;43;12;28;45;50;27;18;59;234
59;234;31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;6;24;3;46;62;25;14;60;53;32;30;13;48;41;4;17;54;19;1;22;40;2;10;16;44;58;23;7;26;52;37;11;33;21;61;57;49;56;29;36;42;43;12;28;45;50;27;18
31;51;9;35;38;64;15;34;5;8;55;39;59;47;63;20;36;24;3;46;62;25;14;60;53;32;30;13;48;41;4;17;54;19;1;22;40;2;10;16;44;58;23;7;26;52;37;11;33;21;61;57;49;56;29;6;42;43;12;28;45;50;27;18;59;218
