"X1";"X264";"X56";"X43";"X30";"X4";"X14";"X19";"X58";"X7";"X52";"X9";"X17";"X2";"X13";"X5";"X23";"X26";"X42";"X18";"X20";"X6";"X35";"X45";"X46";"X3";"X10";"X62";"X33";"X64";"X61";"X38";"X48";"X21";"X34";"X32";"X39";"X53";"X51";"X50";"X60";"X41";"X8";"X47";"X15";"X31";"X16";"X40";"X55";"X59";"X49";"X24";"X25";"X63";"X37";"X44";"X22";"X12";"X54";"X27";"X1.1";"X11";"X28";"X36";"X29";"X57"
38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;49;11;55;24;61;14;45;60;1;59;33;13;53;25;56;62;42;36;5;37;43;30;58;52;28;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;41;16;64;8;55;278
55;278;38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;49;11;55;24;61;14;45;60;1;59;33;13;53;25;56;62;42;36;5;37;43;30;58;52;28;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;41;16;64;8
38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;59;33;13;53;25;56;62;42;36;5;37;43;30;58;52;49;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;41;16;64;8;55;286
55;286;38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;59;33;13;53;25;56;62;42;36;5;37;43;30;58;52;49;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;41;16;64;8
38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;56;62;42;59;5;37;43;30;58;52;49;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;41;16;64;8;55;290
55;290;38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;56;62;42;59;5;37;43;30;58;52;49;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;41;16;64;8
38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;56;16;64;8;55;290
55;290;38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;10;29;22;26;51;44;32;9;3;54;21;39;19;17;47;56;16;64;8
38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;22;29;10;26;51;44;32;9;3;54;21;39;19;17;47;56;16;64;8;55;286
55;286;38;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;22;29;10;26;51;44;32;9;3;54;21;39;19;17;47;56;16;64;8
9;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;22;29;10;26;51;44;32;38;3;54;21;39;19;17;47;56;16;64;8;55;286
55;286;9;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;22;29;10;26;51;44;32;38;3;54;21;39;19;17;47;56;16;64;8
9;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;22;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8;55;286
55;286;9;6;4;34;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;2;22;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8
9;6;4;2;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;34;22;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8;55;286
55;286;9;6;4;2;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;61;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;34;22;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8
9;6;4;61;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;34;22;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8;55;290
55;290;9;6;4;61;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;30;58;52;49;34;22;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8
9;6;4;61;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8;55;294
55;294;9;6;4;61;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;42;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8
42;6;4;61;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8;55;294
55;294;42;6;4;61;31;57;46;20;50;40;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;17;47;56;16;64;8
42;6;4;61;31;57;46;20;50;17;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;40;47;56;16;64;8;55;286
55;286;42;6;4;61;31;57;46;20;50;17;48;12;18;15;23;27;7;63;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;40;47;56;16;64;8
42;6;4;61;31;57;46;20;50;17;48;12;18;15;23;27;7;16;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;40;47;56;63;64;8;55;286
55;286;42;6;4;61;31;57;46;20;50;17;48;12;18;15;23;27;7;16;35;28;11;55;24;2;14;45;60;1;36;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;40;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;18;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;40;47;56;63;64;8;55;278
55;278;42;6;4;61;31;57;46;20;50;17;48;12;18;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;26;51;44;32;38;3;54;21;39;10;40;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;18;51;44;32;38;3;54;21;39;10;40;47;56;63;64;8;55;278
55;278;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;25;41;62;9;59;5;37;43;22;58;52;49;34;30;29;19;18;51;44;32;38;3;54;21;39;10;40;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;25;41;62;9;59;5;37;43;22;58;52;21;34;30;29;19;18;51;44;32;38;3;54;49;39;10;40;47;56;63;64;8;55;274
56;274;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;25;41;62;9;59;5;37;43;22;58;52;21;34;30;29;19;18;51;44;32;38;3;54;49;39;10;40;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;30;29;19;18;51;44;32;38;25;54;49;39;10;40;47;56;63;64;8;56;280
56;280;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;28;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;30;29;19;18;51;44;32;38;25;54;49;39;10;40;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;30;29;19;18;51;44;32;38;25;54;49;39;10;28;47;56;63;64;8;56;280
56;280;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;30;29;19;18;51;44;32;38;25;54;49;39;10;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;54;49;39;10;28;47;56;63;64;8;56;284
56;284;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;54;49;39;10;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;30;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;36;25;54;49;39;10;28;47;56;63;64;8;56;296
56;284;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;3;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;54;49;39;10;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;54;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;10;28;47;56;63;64;8;56;274
56;274;42;6;4;61;31;57;46;20;50;17;48;12;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;54;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;10;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;54;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;12;28;47;56;63;64;8;56;274
56;274;42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;13;53;54;41;62;9;59;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;59;53;54;41;62;9;13;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;12;28;47;56;63;64;8;56;270
56;270;42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;40;11;55;24;2;14;45;36;1;60;33;59;53;54;41;62;9;13;5;37;43;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;43;11;55;24;2;14;45;36;1;60;33;59;53;54;41;62;9;13;5;37;40;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;12;28;47;56;63;64;8;56;268
56;268;42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;43;11;55;24;2;14;45;36;1;60;33;59;53;54;41;62;9;13;5;37;40;22;58;52;21;34;38;29;19;18;51;44;32;30;25;3;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;43;11;55;24;2;14;45;36;1;60;33;59;53;54;41;62;9;13;5;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;3;49;39;12;28;47;56;63;64;8;56;268
56;268;42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;43;11;55;24;2;14;45;36;1;60;33;59;53;54;41;62;9;13;5;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;3;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;43;11;55;24;2;14;45;36;1;60;33;59;3;54;41;62;9;13;5;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;53;49;39;12;28;47;56;63;64;8;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;10;26;15;23;27;7;16;35;43;11;55;24;2;14;45;36;1;60;33;59;3;54;41;62;9;13;5;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;53;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;45;36;1;60;33;59;3;54;41;62;9;13;5;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;53;49;39;12;28;47;56;63;64;8;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;45;36;1;60;33;59;3;54;41;62;9;13;5;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;53;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;45;36;1;60;33;59;3;54;41;62;5;13;9;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;53;49;39;12;28;47;56;63;64;8;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;45;36;1;60;33;59;3;54;41;62;5;13;9;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;25;53;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;45;36;1;60;33;25;3;54;41;62;5;13;9;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;28;47;56;63;64;8;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;45;36;1;60;33;25;3;54;41;62;5;13;9;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;28;47;56;63;64;8
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;60;33;25;3;54;41;62;5;13;9;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;28;47;56;63;45;8;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;60;33;25;3;54;41;62;5;13;9;37;40;22;58;52;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;28;47;56;63;45;8
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;25;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;28;47;56;63;45;8;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;25;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;28;47;56;63;45;8
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;25;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;8;47;56;63;45;28;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;25;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;8;47;56;63;45;28
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;8;47;56;25;45;28;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;18;51;34;32;30;59;53;49;39;12;8;47;56;25;45;28
42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;18;53;49;39;12;8;47;56;25;45;28;56;264
56;264;42;6;4;61;31;57;46;20;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;18;53;49;39;12;8;47;56;25;45;28
42;6;4;61;31;57;46;18;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28;56;264
56;264;42;6;4;61;31;57;46;18;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;13;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28;56;264
57;264;42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;27;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;5;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;5;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28;57;264
57;264;42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;5;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;50;17;48;11;26;15;8;5;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;23;47;56;25;45;28;57;268
57;264;42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;5;7;16;35;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;53;49;39;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;35;49;39;12;8;47;56;25;45;28;57;252
57;252;42;6;4;61;31;13;46;18;50;17;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;35;49;39;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;50;39;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;35;49;17;12;8;47;56;25;45;28;57;244
57;244;42;6;4;61;31;13;46;18;50;39;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;59;51;34;32;30;20;35;49;17;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;59;39;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;50;51;34;32;30;20;35;49;17;12;8;47;56;25;45;28;57;244
57;244;42;6;4;61;31;13;46;18;59;39;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;38;29;19;50;51;34;32;30;20;35;49;17;12;8;47;56;25;45;28
42;6;4;61;31;13;46;18;59;39;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;25;29;19;50;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;244
57;244;42;6;4;61;31;13;46;18;59;39;48;11;26;15;23;5;7;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;25;29;19;50;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;25;29;19;50;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;252
57;252;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;37;40;22;58;60;21;44;25;29;19;50;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;50;40;22;58;60;21;44;25;29;19;37;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;246
57;246;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;50;40;22;58;60;21;44;25;29;19;37;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;53;2;10;55;24;43;14;64;36;1;52;33;63;3;54;41;62;27;57;9;50;40;22;58;60;21;44;25;29;19;37;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;254
57;246;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;53;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;50;40;22;58;60;21;44;25;29;19;37;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;258
57;258;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;24;2;14;64;36;1;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;51;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;24;2;14;64;36;51;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;262
57;262;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;24;2;14;64;36;51;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;24;51;14;64;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;262
57;262;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;24;51;14;64;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;47;56;38;45;28;57;262
57;262;42;7;4;61;31;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;47;56;38;45;28
42;7;4;61;47;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;31;56;38;45;28;57;262
57;262;42;7;4;61;47;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;31;56;38;45;28
42;7;4;61;45;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;31;56;38;47;28;57;262
57;262;42;7;4;61;45;13;46;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;32;30;20;35;49;17;12;8;31;56;38;47;28
42;7;4;61;45;13;32;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;46;30;20;35;49;17;12;8;31;56;38;47;28;57;262
57;262;42;7;4;61;45;13;32;18;59;39;48;11;26;15;23;5;6;16;40;43;10;55;64;51;14;24;36;2;52;33;63;3;54;41;62;27;57;9;50;53;22;58;60;21;44;25;29;19;37;1;34;46;30;20;35;49;17;12;8;31;56;38;47;28
