"X1";"X27344";"X3";"X11";"X20";"X22";"X1.1";"X26";"X12";"X5";"X14";"X4";"X29";"X25";"X7";"X27";"X28";"X19";"X13";"X31";"X30";"X18";"X8";"X9";"X16";"X6";"X32";"X21";"X23";"X10";"X17";"X24";"X2";"X15"
19;17;23;5;18;21;2;3;27;12;22;6;8;4;25;7;24;28;16;9;10;1;15;13;30;26;32;11;14;29;20;31;122;21322
122;20556;19;17;23;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;1;15;13;30;26;32;11;14;29;20;31
19;1;23;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;17;15;13;30;26;32;11;14;29;20;31;122;20556
122;20556;19;1;23;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;17;15;13;30;26;32;11;14;29;20;31
19;1;23;5;18;21;26;3;4;12;22;6;8;27;25;7;24;28;16;9;10;17;15;13;30;2;32;11;14;29;20;31;122;23266
123;20556;19;1;23;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;17;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31;123;20516
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;21;2;3;4;12;22;6;8;30;25;7;24;28;16;9;10;23;15;13;27;26;32;11;14;29;20;31;123;20876
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;21;2;3;4;12;22;6;8;11;25;7;24;28;16;9;10;23;15;13;30;26;32;27;14;29;20;31;123;20976
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;21;2;3;4;12;22;8;6;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31;123;20676
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;2;21;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31;123;22020
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;11;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;17;14;29;20;31;123;21382
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;23;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;21;15;13;30;26;32;11;14;29;20;31;123;20756
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;32;26;30;11;14;29;20;31;123;20836
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;12;5;18;21;2;3;4;17;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31;123;21628
123;20516;19;1;17;5;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;9;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31;123;20496
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;3;21;2;18;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31;123;21182
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;26;27;25;7;24;28;16;5;10;23;15;13;30;8;32;11;14;29;20;31;123;23032
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;3;9;18;21;2;17;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31;123;21254
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;11;32;26;14;29;20;31;123;22368
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;28;21;2;3;4;12;22;6;8;27;25;7;24;18;16;5;10;23;15;13;30;26;32;11;14;29;20;31;123;21976
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;20;13;30;26;32;11;14;29;15;31;123;21058
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;32;7;24;28;16;5;10;23;15;13;30;26;25;11;14;29;20;31;123;21616
123;20496;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;7;24;28;16;5;10;23;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;123;20266
123;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;32;13;30;26;15;11;14;29;20;31;123;21204
123;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;13;7;15;10;30;26;32;11;14;29;20;31;123;20586
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;12;4;3;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;124;20846
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;29;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;22;20;31;124;21706
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;26;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;12;32;11;14;29;20;31;124;22820
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;27;12;22;6;8;4;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;124;20928
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;15;4;12;22;6;8;27;25;23;24;28;16;5;10;7;3;13;30;26;32;11;14;29;20;31;124;21046
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;13;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;17;30;26;32;11;14;29;20;31;124;21340
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;14;25;23;24;28;16;5;10;7;15;13;30;26;32;11;27;29;20;31;124;21660
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;11;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;3;14;29;20;31;124;20826
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;14;11;29;20;31;124;20746
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;26;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;18;32;11;14;29;20;31;124;20946
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;23;22;6;8;27;25;12;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;124;21716
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;14;32;11;26;29;20;31;124;23008
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;4;21;2;3;18;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;124;21342
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
21;1;17;9;18;19;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;124;20726
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;32;26;30;11;14;29;20;31;124;20586
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;31;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;4;124;21016
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;9;17;1;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;124;20426
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;20;29;14;31;124;22028
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;15;4;12;22;6;8;27;25;23;24;28;16;5;10;7;3;13;30;26;32;11;14;29;20;31;124;21046
124;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;31;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;1;124;20604
125;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;26;13;30;15;32;11;14;29;20;31;125;22500
125;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
27;1;17;9;18;21;2;3;4;12;22;6;8;19;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;125;20746
125;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;13;28;16;5;10;7;15;24;30;26;32;11;14;29;20;31;125;21942
125;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;2;3;4;32;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;12;11;14;29;20;31;125;20924
125;20266;19;1;17;9;18;21;2;3;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;125;20246
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;20;10;7;15;13;30;26;32;11;14;29;5;31;125;20906
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;29;7;15;13;30;26;32;11;14;10;20;31;125;21176
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;22;3;2;4;12;21;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;125;20506
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;3;2;28;12;22;6;8;27;25;23;24;4;16;5;10;7;15;13;30;26;32;11;14;29;20;31;125;22098
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;15;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;1;13;30;26;32;11;14;29;20;31;125;21046
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;30;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;1;26;32;11;14;29;20;31;125;20868
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;18;9;17;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;125;20326
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
26;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;19;32;11;14;29;20;31;125;21246
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;26;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;18;32;11;14;29;20;31;125;20926
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;15;24;28;16;5;10;7;23;13;30;26;32;11;14;29;20;31;125;22096
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;18;21;3;30;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;2;26;32;11;14;29;20;31;125;21654
125;20246;19;1;17;9;18;21;3;2;4;12;22;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31;125;20266
125;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;18;14;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;6;29;20;31;125;21306
125;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;32;10;7;15;13;30;26;5;11;14;29;20;31;125;22150
125;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;30;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;21;26;32;11;14;29;20;31;125;21086
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;5;21;3;2;4;12;18;6;8;27;25;23;24;28;16;22;10;7;15;13;30;26;32;11;14;29;20;31;126;21016
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;31;11;14;29;20;32;126;20346
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;28;6;8;27;25;23;24;18;16;5;10;7;15;13;30;26;32;11;14;29;20;31;126;21386
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;18;6;8;27;32;23;24;28;16;5;10;7;15;13;30;26;25;11;14;29;20;31;126;21386
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;5;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;9;10;7;15;13;30;26;32;11;14;29;20;31;126;20286
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;2;4;12;18;6;8;31;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;27;126;20506
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;1;17;9;22;21;3;15;4;12;18;6;8;27;25;23;24;28;16;5;10;7;2;13;30;26;32;11;14;29;20;31;126;20786
126;20266;19;1;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;7;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31;126;20266
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;15;24;28;16;5;10;1;23;13;30;26;32;11;14;29;20;31;126;22116
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;28;18;6;8;27;25;23;24;12;16;5;10;1;15;13;30;26;32;11;14;29;20;31;126;21462
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;16;2;4;12;18;6;8;27;25;23;24;28;3;5;10;1;15;13;30;26;32;11;14;29;20;31;126;21626
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
29;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;19;20;31;126;21386
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;28;12;18;6;8;27;25;23;24;4;16;5;10;1;15;13;30;26;32;11;14;29;20;31;126;22118
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;11;32;14;29;20;31;126;20806
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;29;14;20;31;126;21212
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;29;32;11;14;26;20;31;126;21146
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;20;28;16;5;10;1;15;13;30;26;32;11;14;29;24;31;126;20426
126;20266;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;13;30;26;32;11;14;29;20;31
19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;126;20306
126;20306;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;17;9;22;21;3;2;4;12;18;6;26;27;25;23;24;28;16;5;10;1;15;31;30;8;32;11;14;29;20;13;126;22842
126;20306;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;17;9;22;21;3;2;29;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;4;20;13;126;21920
127;20306;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;8;17;9;22;21;3;2;4;12;18;6;7;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;20526
127;20306;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;17;9;22;21;3;29;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;2;20;13;127;21634
127;20306;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;8;9;22;21;3;2;4;12;18;6;17;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;21636
127;20306;19;7;17;9;22;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;20306
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;13;26;32;11;14;29;20;30;127;20834
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;20;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;25;13;127;21046
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;12;4;2;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;20866
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;20;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;12;13;127;20760
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;29;5;10;1;15;31;30;26;32;11;14;16;20;13;127;20622
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;29;31;30;26;32;11;14;15;20;13;127;20904
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;24;18;6;8;27;25;23;12;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;21536
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;23;17;21;3;2;4;12;18;6;8;27;25;9;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;21092
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;8;2;4;12;18;6;3;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;20546
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;20;24;28;16;5;10;1;15;31;30;26;32;11;14;29;23;13;127;20866
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;20;14;29;11;13;127;20702
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;28;4;12;18;6;8;27;25;23;24;2;16;5;10;1;15;31;30;26;32;11;14;29;20;13;127;22312
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
19;7;22;9;17;21;3;2;4;12;26;6;8;27;25;23;24;28;16;5;10;1;15;31;30;18;32;11;14;29;20;13;127;21186
127;20306;19;7;22;9;17;21;3;2;4;12;18;6;8;27;25;23;24;28;16;5;10;1;15;31;30;26;32;11;14;29;20;13
