"X1";"X27304";"X15";"X1.1";"X5";"X19";"X17";"X20";"X6";"X21";"X25";"X14";"X16";"X31";"X26";"X3";"X24";"X22";"X10";"X18";"X23";"X30";"X2";"X8";"X32";"X7";"X27";"X28";"X4";"X12";"X29";"X13";"X11";"X9"
117;19974;7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;16;32;27;30;10;13;29;8;14
7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;32;15;4;5;24;9;16;31;27;30;10;13;29;8;14;117;20234
117;19974;7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;16;32;27;30;10;13;29;8;14
7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;29;32;27;30;10;13;16;8;14;117;20078
117;20078;7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;29;32;27;30;10;13;16;8;14
7;11;19;26;23;20;6;2;27;12;21;17;1;25;28;22;18;31;15;4;5;24;9;29;32;3;30;10;13;16;8;14;117;22412
117;20078;7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;29;32;27;30;10;13;16;8;14
10;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;29;32;27;30;7;13;16;8;14;117;20438
117;20078;7;11;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;24;9;29;32;27;30;10;13;16;8;14
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;32;27;30;10;13;16;8;14;117;19894
117;19894;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;32;27;30;10;13;16;8;14
7;24;19;26;23;20;6;32;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;2;27;30;10;13;16;8;14;117;21490
117;19894;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;32;27;30;10;13;16;8;14
19;24;7;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;32;27;30;10;13;16;8;14;117;20248
117;19894;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;32;27;30;10;13;16;8;14
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;30;31;15;4;5;11;9;29;32;27;18;10;13;16;8;14;117;21134
117;19894;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;29;32;27;30;10;13;16;8;14
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;14;32;27;30;10;13;16;8;29;117;19906
117;19906;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;14;32;27;30;10;13;16;8;29
7;24;19;26;23;20;6;2;22;12;21;17;1;25;28;3;18;31;15;4;5;11;9;14;32;27;30;10;13;16;8;29;117;21148
117;19906;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;14;32;27;30;10;13;16;8;29
7;24;30;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;14;32;27;19;10;13;16;8;29;117;20706
117;19906;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;9;14;32;27;30;10;13;16;8;29
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29;117;19966
117;19966;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29
7;24;19;26;23;20;6;2;3;12;21;17;18;25;28;22;1;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29;117;21526
118;19966;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;16;31;15;4;5;11;10;14;32;27;30;9;13;18;8;29;118;21986
118;19966;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29
7;24;19;26;23;1;6;2;3;12;21;17;20;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29;118;21716
118;19966;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;4;31;15;18;5;11;10;14;32;27;30;9;13;16;8;29;118;20966
118;19966;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;16;8;29
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;19862
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;21;17;1;25;32;22;18;31;15;4;5;11;10;14;28;27;30;9;13;29;8;16;118;20282
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;10;3;12;21;17;1;25;28;22;18;31;15;4;5;11;2;14;32;27;30;9;13;29;8;16;118;20182
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;4;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;26;5;11;10;14;32;27;30;9;13;29;8;16;118;21228
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;8;29;13;16;118;20002
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;18;26;23;20;6;2;3;12;21;17;1;25;28;22;19;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;19962
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;32;17;1;25;28;22;18;31;15;4;5;11;10;14;21;27;30;9;13;29;8;16;118;21462
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;30;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;6;9;13;29;8;16;118;21980
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;3;26;23;20;6;2;19;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;20966
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;31;18;22;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;21242
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
18;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;7;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;20322
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;6;19;26;23;20;24;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;21206
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;10;18;31;15;4;5;11;22;14;32;27;30;9;13;29;8;16;118;21064
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;21;17;22;25;28;1;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16;118;21422
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;3;12;21;17;1;5;28;22;18;31;15;4;25;11;10;14;32;27;30;9;13;29;8;16;118;20548
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;30;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;6;9;13;29;8;16;118;21980
118;19862;7;24;19;26;23;20;6;2;3;12;21;17;1;25;28;22;18;31;15;4;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16;118;19882
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;30;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;4;9;13;29;8;16;119;20900
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;21;17;29;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;1;8;16;119;20906
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;5;17;1;25;28;22;18;31;15;3;21;11;10;14;32;27;30;9;13;29;8;16;119;20756
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;28;23;20;6;2;4;12;21;17;1;25;26;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16;119;20362
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;9;15;3;5;11;10;14;32;27;30;31;13;29;8;16;119;21040
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;30;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;21;9;13;29;8;16;119;20882
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;17;26;23;20;6;2;4;12;21;19;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16;119;20362
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;9;18;31;15;3;5;11;10;14;32;27;30;22;13;29;8;16;119;21842
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;15;23;20;6;2;4;12;21;17;1;25;28;22;18;31;26;3;5;11;10;14;32;27;30;9;13;29;8;16;119;21080
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;15;4;12;21;17;1;25;28;22;18;31;2;3;5;11;10;14;32;27;30;9;13;29;8;16;119;20762
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;11;3;5;15;10;14;32;27;30;9;13;29;8;16;119;20462
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;32;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;24;27;30;9;13;29;8;16;119;21042
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;29;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;4;8;16;119;20840
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;9;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;23;13;29;8;16;119;21392
119;19882;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;15;3;5;11;10;14;32;27;30;9;13;29;8;16
7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16;119;19802
119;19802;7;24;19;26;23;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16;119;19802
119;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;30;27;9;13;29;8;16;119;20362
119;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;4;12;21;11;1;25;28;22;18;31;14;3;5;17;10;15;32;27;30;9;13;29;8;16;119;20080
119;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;17;12;21;4;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16;119;20208
119;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;13;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;4;29;8;16;119;20562
120;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;9;31;14;3;5;11;10;15;32;27;30;18;13;29;8;16;120;21562
120;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;22;20;6;2;4;12;21;17;1;25;28;24;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16;120;19882
120;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;17;26;24;20;6;2;4;12;21;19;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16;120;20322
120;19802;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;14;3;5;11;10;15;32;27;30;9;13;29;8;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;19962
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;25;21;17;1;12;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;20248
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;28;26;24;20;6;2;4;12;21;17;1;25;19;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;20522
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
5;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;7;11;10;15;32;27;30;9;13;29;14;16;120;20522
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;31;18;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;21482
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
20;23;19;26;24;7;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;20376
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;10;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;26;15;32;27;30;9;13;29;14;16;120;20698
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;6;24;20;26;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;21518
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;30;11;10;15;32;27;5;9;13;29;14;16;120;20980
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;16;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;4;120;20662
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;14;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;2;16;120;20682
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;15;11;10;5;32;27;30;9;13;29;14;16;120;20442
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;27;22;18;31;8;3;5;11;10;15;32;28;30;9;13;29;14;16;120;20142
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;6;20;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16;120;21026
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;5;8;3;31;11;10;15;32;27;30;9;13;29;14;16;120;21678
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;3;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;23;5;11;10;15;32;27;30;9;13;29;14;16;120;21096
120;19962;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;15;32;27;30;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16;120;20014
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;9;10;30;32;27;15;11;13;29;14;16;121;20254
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;8;6;2;4;12;21;17;1;25;28;22;18;31;20;3;5;11;10;30;32;27;15;9;13;29;14;16;121;20668
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;32;30;10;27;15;9;13;29;14;16;121;20900
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;29;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;26;14;16;121;21134
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;6;20;24;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16;121;21330
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;11;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;23;10;30;32;27;15;9;13;29;14;16;121;20318
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;29;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;21;14;16;121;21134
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;9;11;10;30;32;27;15;5;13;29;14;16;121;20154
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;3;4;12;21;17;1;25;28;22;18;31;8;2;5;11;10;30;32;27;15;9;13;29;14;16;121;20174
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;14;15;9;13;29;27;16;121;22230
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;27;25;28;22;18;31;8;3;5;11;10;30;32;1;15;9;13;29;14;16;121;23310
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;3;18;31;8;22;5;11;10;30;32;27;15;9;13;29;14;16;121;20814
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;15;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;6;9;13;29;14;16;121;21674
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
24;23;19;26;7;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16;121;20132
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;14;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;4;16;121;20194
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;10;21;17;1;25;28;22;18;31;8;3;5;11;12;30;32;27;15;9;13;29;14;16;121;20054
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;27;25;28;22;18;31;8;3;5;11;10;30;32;1;15;9;13;29;14;16;121;23310
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;2;6;20;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16;121;20744
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;11;21;17;1;25;28;22;18;31;8;3;5;12;10;30;32;27;15;9;13;29;14;16;121;20134
121;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;17;19;26;24;20;6;2;4;12;21;23;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16;121;20714
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;31;18;8;3;5;11;10;30;32;27;15;9;13;29;14;16;122;21694
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;11;2;4;12;21;17;1;25;28;22;18;31;8;3;5;6;10;30;32;27;15;9;13;29;14;16;122;20454
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;31;21;17;1;25;28;22;18;12;8;3;5;11;10;30;32;27;15;9;13;29;14;16;122;21002
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;29;11;10;30;32;27;15;9;13;5;14;16;122;20972
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;30;10;32;27;15;9;13;29;14;16;122;20424
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;4;30;21;17;1;25;28;22;18;31;8;3;5;11;10;12;32;27;15;9;13;29;14;16;122;20420
122;20014;7;23;19;26;24;20;6;2;4;12;21;17;1;25;28;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16
7;23;19;26;24;20;6;2;28;12;21;17;1;25;4;22;18;31;8;3;5;11;10;30;32;27;15;9;13;29;14;16;122;21586
