"X1";"X298";"X17";"X56";"X9";"X40";"X53";"X20";"X41";"X60";"X6";"X3";"X22";"X54";"X44";"X38";"X16";"X28";"X26";"X62";"X1.1";"X43";"X4";"X45";"X15";"X51";"X32";"X36";"X34";"X27";"X42";"X24";"X13";"X46";"X30";"X49";"X2";"X63";"X11";"X57";"X23";"X5";"X55";"X19";"X14";"X64";"X21";"X50";"X59";"X39";"X12";"X25";"X35";"X48";"X18";"X58";"X33";"X29";"X8";"X7";"X52";"X10";"X31";"X47";"X37";"X61"
25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;21;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;30;48;19;7;8;36;5;23;33;57;50;1;6;24;17;46;53;11;60;242
60;242;25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;21;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;30;48;19;7;8;36;5;23;33;57;50;1;6;24;17;46;53;11
25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;21;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;8;36;5;23;33;57;50;30;6;24;17;46;53;11;60;242
60;242;25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;21;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;8;36;5;23;33;57;50;30;6;24;17;46;53;11
25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;30;6;24;17;46;53;11;60;242
61;242;25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;30;6;24;17;46;53;11
25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;7;26;4;3;28;22;8;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;61;21;36;5;23;33;57;50;30;6;24;17;46;53;11;61;250
61;242;25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;31;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;30;6;24;17;46;53;11
25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;30;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;31;6;24;17;46;53;11;61;242
61;242;25;64;47;49;27;43;58;63;51;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;30;38;41;32;2;42;18;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;31;6;24;17;46;53;11
25;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;30;38;41;32;2;42;51;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;31;6;24;17;46;53;11;61;248
61;248;25;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;30;38;41;32;2;42;51;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;31;6;24;17;46;53;11
25;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;30;38;41;32;31;42;51;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;25;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;14;59;61;26;4;3;28;22;8;44;29;30;38;41;32;31;42;51;35;9;10;40;39;16;15;13;52;45;20;1;48;19;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
25;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;41;32;31;42;51;35;9;10;40;39;16;15;13;52;45;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;25;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;41;32;31;42;51;35;9;10;40;39;16;15;13;52;45;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;41;32;31;42;51;35;9;10;40;39;25;15;13;52;45;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;41;32;31;42;51;35;9;10;40;39;25;15;13;52;45;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;51;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;51;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
43;64;47;49;27;16;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;51;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;258
61;246;16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;51;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;53;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;51;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;55;11;61;254
61;246;16;64;47;49;27;43;58;63;18;60;34;12;54;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;51;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;12;51;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;54;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;248
61;248;16;64;47;49;27;43;58;63;18;60;34;12;51;62;56;37;55;19;59;61;26;4;3;28;22;8;44;29;30;38;45;32;31;42;54;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;61;26;4;3;28;12;8;44;29;30;38;45;32;31;42;54;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11;61;248
61;248;16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;61;26;4;3;28;12;8;44;29;30;38;45;32;31;42;54;35;9;10;40;39;25;15;13;52;41;20;1;48;14;7;21;36;5;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;61;26;4;3;28;12;8;44;29;30;38;45;32;31;42;54;35;9;10;40;39;25;15;13;52;41;20;1;48;14;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;248
61;248;16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;61;26;4;3;28;12;8;44;29;30;38;45;32;31;42;54;35;9;10;40;39;25;15;13;52;41;20;1;48;14;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;61;26;4;3;28;12;8;44;29;30;38;54;32;31;42;45;35;9;10;40;39;25;15;13;52;41;20;1;48;14;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;61;26;4;3;28;12;8;44;29;30;38;54;32;31;42;45;35;9;10;40;39;25;15;13;52;41;20;1;48;14;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;35;26;4;3;28;12;8;44;29;30;38;54;32;31;42;45;61;9;10;40;39;25;15;13;52;41;20;1;48;14;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;242
61;242;16;64;47;49;27;43;58;63;18;60;34;22;51;62;56;37;55;19;59;35;26;4;3;28;12;8;44;29;30;38;54;32;31;42;45;61;9;10;40;39;25;15;13;52;41;20;1;48;14;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;12;8;44;29;30;38;54;32;31;42;45;61;9;10;40;39;25;15;13;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;242
61;242;16;64;47;49;27;43;58;63;18;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;12;8;44;29;30;38;54;32;31;42;45;61;9;10;40;39;25;15;13;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;18;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;42;45;61;9;10;40;39;25;15;13;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;18;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;42;45;61;9;10;40;39;25;15;13;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;13;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;42;45;61;9;10;40;39;25;15;18;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;13;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;42;45;61;9;10;40;39;25;15;18;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;42;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;25;15;18;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;42;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;25;15;18;52;41;20;1;48;51;5;21;36;7;23;33;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;58;63;42;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;7;23;25;57;50;2;6;24;17;46;53;11;61;246
61;246;16;64;47;49;27;43;58;63;42;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;7;23;25;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;25;63;42;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;7;23;58;57;50;2;6;24;17;46;53;11;61;246
62;246;16;64;47;49;27;43;25;63;42;60;34;22;14;62;56;37;55;19;59;35;26;4;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;7;23;58;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;25;63;42;60;34;22;14;62;56;37;55;19;59;35;26;7;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;4;23;58;57;50;2;6;24;17;46;53;11;62;246
62;246;16;64;47;49;27;43;25;63;42;60;34;22;14;62;56;37;55;19;59;35;26;7;3;28;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;4;23;58;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;25;63;42;60;28;22;14;62;56;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;4;23;58;57;50;2;6;24;17;46;53;11;62;230
62;230;16;64;47;49;27;43;25;63;42;60;28;22;14;62;56;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;20;1;48;51;5;21;36;4;23;58;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;25;63;42;60;28;22;14;62;56;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;48;1;20;51;5;21;36;4;23;58;57;50;2;6;24;17;46;53;11;62;226
62;226;16;64;47;49;27;43;25;63;42;60;28;22;14;62;56;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;48;1;20;51;5;21;36;4;23;58;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;25;63;42;60;28;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;48;1;20;51;5;21;36;4;23;56;57;50;2;6;24;17;46;53;11;62;220
62;220;16;64;47;49;27;43;25;63;42;60;28;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;48;1;20;51;5;21;36;4;23;56;57;50;2;6;24;17;46;53;11
16;64;47;49;27;43;25;63;23;60;28;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;48;1;20;51;5;21;36;4;42;56;57;50;2;6;24;17;46;53;11;62;220
62;220;16;64;47;49;27;43;25;63;23;60;28;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;18;52;41;48;1;20;51;5;21;36;4;42;56;57;50;2;6;24;17;46;53;11
16;64;18;49;27;43;25;63;23;60;28;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;36;4;42;56;57;50;2;6;24;17;46;53;11;62;220
62;220;16;64;18;49;27;43;25;63;23;60;28;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;36;4;42;56;57;50;2;6;24;17;46;53;11
16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;36;4;28;56;57;50;2;6;24;17;46;53;11;62;220
62;220;16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;36;4;28;56;57;50;2;6;24;17;46;53;11
16;64;18;49;27;29;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;43;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;36;4;28;56;57;50;2;6;24;17;46;53;11;62;232
62;220;16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;34;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;36;4;28;56;57;50;2;6;24;17;46;53;11
16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;34;4;28;56;57;50;2;6;24;17;46;53;11;62;220
62;220;16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;29;30;38;54;12;31;13;45;61;9;10;40;39;33;15;47;52;41;48;1;20;51;5;21;34;4;28;56;57;50;2;6;24;17;46;53;11
16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;48;1;20;51;5;21;34;4;28;56;57;50;2;6;24;17;46;53;11;62;216
62;216;16;64;18;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;48;1;20;51;5;21;34;4;28;56;57;50;2;6;24;17;46;53;11
16;64;34;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;48;1;20;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11;62;212
62;212;16;64;34;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;48;1;20;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11
16;64;20;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;48;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11;62;218
62;218;16;64;20;49;27;43;25;63;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;48;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11
16;64;20;49;27;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11;62;218
62;218;16;64;20;49;27;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;36;32;8;44;15;30;38;54;12;31;13;45;61;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11
16;64;20;49;27;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;36;45;61;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11;62;218
62;218;16;64;20;49;27;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;36;45;61;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11
16;64;20;49;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;36;45;27;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11;62;218
62;218;16;64;20;49;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;36;45;27;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;17;46;53;11
17;64;20;49;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;36;45;27;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;11;62;218
62;218;17;64;20;49;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;36;45;27;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;11
17;64;36;49;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;11;62;214
62;214;17;64;36;49;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;10;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;11
17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;11;62;218
62;218;17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;7;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;11
17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;11;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;7;62;218
62;218;17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;37;55;19;59;35;26;11;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;18;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;26;11;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7;62;218
63;218;17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;26;11;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;16;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;26;11;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;36;46;53;7;63;220
63;218;17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;26;11;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;11;26;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7;63;212
63;212;17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;11;26;3;13;32;8;44;15;30;38;54;12;31;20;45;27;9;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;30;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7;63;204
63;204;17;64;36;10;61;43;25;48;23;60;42;22;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;30;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;43;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;30;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7;63;224
63;224;17;64;36;10;61;43;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;30;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;43;25;22;23;60;42;48;14;62;58;59;55;19;18;35;11;9;3;13;32;8;44;15;30;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7;63;236
63;224;17;64;36;10;61;43;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;30;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;30;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7;63;216
63;216;17;64;36;10;61;30;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;13;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;4;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;30;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;4;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;13;28;56;57;50;2;6;24;16;46;53;7;63;216
63;216;17;64;36;10;61;30;25;22;23;60;42;48;14;62;58;18;55;19;59;35;11;9;3;4;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;13;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;30;25;22;23;60;42;11;14;62;58;18;55;19;59;35;48;9;3;4;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;13;28;56;57;50;2;6;24;16;46;53;7;63;216
63;216;17;64;36;10;61;30;25;22;23;60;42;11;14;62;58;18;55;19;59;35;48;9;3;4;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;13;28;56;57;50;2;6;24;16;46;53;7
17;64;36;10;61;30;25;22;23;43;42;11;14;62;58;18;55;19;59;35;48;9;3;4;32;8;44;15;60;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;13;28;56;57;50;2;6;24;16;46;53;7;63;236
63;216;17;64;36;10;61;30;25;22;23;60;42;11;14;62;58;18;55;19;59;35;48;9;3;4;32;8;44;15;43;38;54;12;31;20;45;27;26;49;40;39;33;29;47;52;41;63;1;34;51;5;21;37;13;28;56;57;50;2;6;24;16;46;53;7
