"X1";"X290";"X28";"X13";"X18";"X10";"X31";"X51";"X36";"X54";"X11";"X52";"X56";"X58";"X37";"X34";"X47";"X38";"X4";"X12";"X7";"X24";"X43";"X48";"X21";"X1.1";"X55";"X32";"X8";"X3";"X57";"X45";"X46";"X63";"X19";"X22";"X16";"X42";"X62";"X60";"X17";"X29";"X6";"X23";"X49";"X2";"X50";"X61";"X27";"X39";"X15";"X64";"X44";"X14";"X5";"X59";"X53";"X41";"X35";"X30";"X9";"X40";"X20";"X33";"X26";"X25"
57;258;36;43;1;55;18;4;42;3;53;40;47;52;35;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;27;20;41;5;6;45;59;28;10;23;8;61;51;26;22;44;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37
36;43;1;55;18;4;42;3;53;40;47;52;35;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;27;20;44;5;6;45;59;28;10;23;8;61;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37;57;258
57;258;36;43;1;55;18;4;42;3;53;40;47;52;35;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;27;20;44;5;6;45;59;28;10;23;8;61;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37
36;43;1;55;18;4;42;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;27;20;44;5;6;45;59;28;35;23;8;61;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37;57;258
57;258;36;43;1;55;18;4;42;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;27;20;44;5;6;45;59;28;35;23;8;61;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37
36;43;1;55;18;4;42;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37;57;258
57;258;36;43;1;55;18;4;42;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;15;57;2;37
36;43;15;55;18;4;42;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;57;2;37;57;256
57;256;36;43;15;55;18;4;42;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;39;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;57;2;37
36;43;15;55;18;4;39;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;42;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;57;2;37;57;264
57;264;36;43;15;55;18;4;39;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;42;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;57;2;37
36;43;15;55;18;4;39;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;37;57;260
57;260;36;43;15;55;18;4;39;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;23;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;37
36;43;15;55;18;23;39;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;37;57;256
57;256;36;43;15;55;18;23;39;3;53;40;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;22;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;37
36;43;15;55;18;23;39;3;53;22;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;37;57;252
57;252;36;43;15;55;18;23;39;3;53;22;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;58;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;37
36;43;15;55;18;23;39;3;53;22;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;37;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;58;57;240
57;240;36;43;15;55;18;23;39;3;53;22;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;37;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;54;1;42;2;58
36;43;15;55;18;23;39;3;53;54;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;37;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;22;1;42;2;58;57;252
57;252;36;43;15;55;18;23;39;3;53;54;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;37;21;64;57;49;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;22;1;42;2;58
36;43;15;55;18;23;49;3;53;54;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;22;1;42;2;58;57;252
57;252;36;43;15;55;18;23;49;3;53;54;47;52;10;19;17;60;14;12;32;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;22;1;42;2;58
36;32;15;55;18;23;49;3;53;54;47;52;10;19;17;60;14;12;43;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;22;1;42;2;58;57;256
57;256;36;32;15;55;18;23;49;3;53;54;47;52;10;19;17;60;14;12;43;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;29;30;46;62;9;13;16;38;24;22;1;42;2;58
36;32;15;55;18;23;49;29;53;54;47;52;10;19;17;60;14;12;43;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;3;30;46;62;9;13;16;38;24;22;1;42;2;58;57;264
58;264;36;32;15;55;18;23;49;29;53;54;47;52;10;19;17;60;14;12;43;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;3;30;46;62;9;13;16;38;24;22;1;42;2;58
36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;3;30;46;62;9;13;16;38;24;22;1;42;2;58;58;284
58;284;36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;25;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;3;30;46;62;9;13;16;38;24;22;1;42;2;58
36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;42;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;3;30;46;62;9;13;16;38;24;22;1;25;2;58;58;284
58;284;36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;42;11;33;56;37;21;64;57;39;7;63;61;20;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;3;30;46;62;9;13;16;38;24;22;1;25;2;58
36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;42;11;33;56;37;21;64;57;39;7;63;61;3;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;13;16;38;24;22;1;25;2;58;58;284
58;284;36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;42;11;33;56;37;21;64;57;39;7;63;61;3;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;13;16;38;24;22;1;25;2;58
36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;42;11;33;56;37;21;64;57;39;7;63;61;3;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13;58;284
58;284;36;32;15;55;18;23;49;29;53;54;47;52;10;60;17;19;14;12;43;31;34;50;42;11;33;56;37;21;64;57;39;7;63;61;3;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13
36;32;15;55;18;23;49;29;53;54;47;56;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;21;64;57;39;7;63;61;3;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13;58;284
58;284;36;32;15;55;18;23;49;29;53;54;47;56;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;21;64;57;39;7;63;61;3;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13
36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;21;64;57;39;7;63;61;56;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13;58;280
58;280;36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;21;64;57;39;7;63;61;56;44;5;6;45;59;28;35;4;8;27;51;26;40;41;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13
36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;21;64;57;39;7;63;61;56;44;5;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13;58;280
58;280;36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;21;64;57;39;7;63;61;56;44;5;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13
36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;5;64;57;39;7;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13;58;276
58;276;36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;34;50;42;11;33;52;37;5;64;57;39;7;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;13
36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;52;37;5;64;57;39;7;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;34;58;276
58;276;36;32;15;55;18;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;52;37;5;64;57;39;7;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;34
36;32;15;55;7;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;52;37;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;34;58;280
58;280;36;32;15;55;7;23;49;29;53;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;52;37;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;30;46;62;9;58;16;38;24;22;1;25;2;34
36;32;15;55;7;23;49;29;30;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;52;37;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;22;1;25;2;34;58;280
58;280;36;32;15;55;7;23;49;29;30;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;52;37;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;22;1;25;2;34
36;32;15;55;7;52;49;29;30;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;37;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;22;1;25;2;34;58;288
58;288;36;32;15;55;7;52;49;29;30;54;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;37;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;22;1;25;2;34
36;32;15;55;7;52;49;29;30;37;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;22;1;25;2;34;58;300
58;300;36;32;15;55;7;52;49;29;30;37;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;45;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;22;1;25;2;34
36;32;15;55;7;52;49;29;30;37;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;45;1;25;2;34;58;288
58;288;36;32;15;55;7;52;49;29;30;37;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;45;1;25;2;34
36;37;15;55;7;52;49;29;30;32;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;45;1;25;2;34;58;280
58;280;36;37;15;55;7;52;49;29;30;32;47;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;40;28;48;20;53;46;62;9;58;16;38;24;45;1;25;2;34
36;37;15;55;7;52;49;29;30;32;48;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;40;28;47;20;53;46;62;9;58;16;38;24;45;1;25;2;34;58;280
58;280;36;37;15;55;7;52;49;29;30;32;48;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;40;28;47;20;53;46;62;9;58;16;38;24;45;1;25;2;34
36;37;15;55;7;52;49;29;30;32;48;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34;58;280
58;280;36;37;15;55;7;52;49;29;30;32;48;3;10;60;17;19;14;12;43;31;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;8;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34
36;37;15;55;7;52;49;29;30;32;48;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34;58;270
58;270;36;37;15;55;7;52;49;29;30;32;48;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34
36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34;58;262
58;262;36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34
36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;46;27;51;26;24;28;47;20;53;31;62;9;58;16;38;40;45;1;25;2;34;58;282
59;262;36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;57;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;58;16;38;40;45;1;25;2;34
36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;57;16;38;40;45;1;25;2;34;59;262
59;262;36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;63;61;56;44;21;6;22;59;41;35;4;31;27;51;26;24;28;47;20;53;46;62;9;57;16;38;40;45;1;25;2;34
36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;63;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;47;20;53;46;62;9;57;16;38;40;45;1;25;2;34;59;262
59;262;36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;63;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;47;20;53;46;62;9;57;16;38;40;45;1;25;2;34
36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;63;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;9;57;16;47;40;45;1;25;2;34;59;262
59;262;36;37;48;55;7;52;49;29;30;32;15;3;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;63;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;9;57;16;47;40;45;1;25;2;34
36;37;48;55;7;52;49;29;30;32;15;63;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;9;57;16;47;40;45;1;25;2;34;59;266
59;266;36;37;48;55;7;52;49;29;30;32;15;63;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;9;57;16;47;40;45;1;25;2;34
36;37;48;55;7;52;49;29;9;32;15;63;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;47;40;45;1;25;2;34;59;266
59;266;36;37;48;55;7;52;49;29;9;32;15;63;10;60;17;19;14;12;43;8;13;50;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;47;40;45;1;25;2;34
36;37;48;55;7;50;49;29;9;32;15;63;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;47;40;45;1;25;2;34;59;268
59;268;36;37;48;55;7;50;49;29;9;32;15;63;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;26;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;47;40;45;1;25;2;34
36;26;48;55;7;50;49;29;9;32;15;63;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;47;40;45;1;25;2;34;59;268
59;268;36;26;48;55;7;50;49;29;9;32;15;63;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;47;40;45;1;25;2;34
36;26;48;55;7;50;49;29;9;32;15;47;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;40;45;1;25;2;34;59;268
59;268;36;26;48;55;7;50;49;29;9;32;15;47;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;5;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;40;45;1;25;2;34
36;26;48;55;7;50;49;29;9;32;15;47;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;40;45;1;5;2;34;59;260
59;260;36;26;48;55;7;50;49;29;9;32;15;47;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;40;45;1;5;2;34
36;26;40;55;7;50;49;29;9;32;15;47;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;48;45;1;5;2;34;59;262
59;262;36;26;40;55;7;50;49;29;9;32;15;47;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;32;47;15;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;48;45;1;5;2;34;59;266
59;266;36;26;40;55;7;50;49;29;9;32;47;15;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;20;53;46;62;30;57;16;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;32;47;15;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;266
59;266;36;26;40;55;7;50;49;29;9;32;47;15;10;60;17;19;14;12;43;8;13;52;42;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;35;4;31;27;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;32;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;27;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;266
59;266;36;26;40;55;7;50;49;29;9;32;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;27;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;32;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;262
59;262;36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;32;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;31;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;23;32;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;266
59;262;36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;32;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;31;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;12;32;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;274
59;262;36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;64;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;32;51;41;24;28;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;28;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;32;51;41;24;64;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;262
59;262;36;26;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;28;58;39;18;3;61;56;44;21;6;22;59;37;42;4;31;32;51;41;24;64;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;56;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;28;58;39;18;3;61;26;44;21;6;22;59;37;42;4;31;32;51;41;24;64;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34;59;262
59;262;36;56;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;28;58;39;18;3;61;26;44;21;6;22;59;37;42;4;31;32;51;41;24;64;38;16;53;46;62;30;57;20;63;48;45;1;5;2;34
36;56;40;55;7;50;49;29;9;27;47;15;10;60;17;19;14;12;43;8;13;52;35;11;33;23;54;25;28;58;39;18;3;61;26;44;21;6;22;59;37;42;4;31;32;51;41;24;64;38;16;53;46;62;30;57;20;2;48;45;1;5;63;34;59;262
