"X1";"X254";"X31";"X62";"X40";"X53";"X37";"X41";"X61";"X18";"X17";"X22";"X50";"X8";"X55";"X38";"X16";"X47";"X9";"X49";"X2";"X63";"X46";"X35";"X57";"X24";"X25";"X29";"X15";"X30";"X3";"X58";"X23";"X43";"X4";"X10";"X60";"X21";"X14";"X28";"X64";"X27";"X1.1";"X6";"X5";"X36";"X42";"X48";"X45";"X54";"X12";"X44";"X32";"X39";"X52";"X13";"X51";"X11";"X34";"X59";"X33";"X7";"X56";"X20";"X19";"X26"
5;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;52;36;21;57;59;32;40;29;7;9;10;27;25;17;20;64;54;38;1;13;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;5;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;52;36;21;57;59;32;40;29;7;9;10;27;25;17;20;64;54;38;1;13;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
5;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;52;36;21;57;59;32;13;29;7;9;10;27;25;17;20;64;54;38;1;40;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;294
46;294;5;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;52;36;21;57;59;32;13;29;7;9;10;27;25;17;20;64;54;38;1;40;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
10;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;52;36;21;57;59;32;13;29;7;9;5;27;25;17;20;64;54;38;1;40;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;10;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;52;36;21;57;59;32;13;29;7;9;5;27;25;17;20;64;54;38;1;40;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;10;36;21;57;59;32;13;29;7;9;5;27;25;17;20;64;54;38;1;40;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;52;49;61;16;11;12;62;53;43;46;60;39;23;47;22;24;45;10;36;21;57;59;32;13;29;7;9;5;27;25;17;20;64;54;38;1;40;50;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;16;11;12;62;53;43;46;60;50;23;47;22;24;45;10;36;21;57;59;32;13;29;7;9;5;27;25;17;20;64;54;38;1;40;39;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;52;49;61;16;11;12;62;53;43;46;60;50;23;47;22;24;45;10;36;21;57;59;32;13;29;7;9;5;27;25;17;20;64;54;38;1;40;39;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;64;11;12;62;53;43;46;60;50;23;47;22;24;45;10;36;21;57;59;32;13;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;52;49;61;64;11;12;62;53;43;46;60;50;23;47;22;24;45;10;36;21;57;59;32;13;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;2;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;64;11;12;62;53;43;46;60;50;23;47;22;24;45;10;36;21;57;59;32;2;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;52;49;61;64;11;12;62;53;43;46;60;50;23;47;22;24;45;10;36;21;57;59;32;2;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;51;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;64;11;12;62;53;43;51;60;50;23;47;22;24;45;10;36;21;57;59;32;2;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;52;49;61;64;11;12;62;53;43;51;60;50;23;47;22;24;45;10;36;21;57;59;32;2;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44
2;49;61;64;11;12;62;53;43;51;60;50;23;47;22;24;45;10;36;21;57;59;32;52;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;2;49;61;64;11;12;62;53;43;51;60;50;23;47;22;24;45;10;36;21;57;59;32;52;29;7;9;5;27;25;17;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44
2;49;61;64;11;12;62;53;43;51;60;50;23;47;22;24;45;17;36;21;57;59;32;52;29;7;9;5;27;25;10;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44;46;298
46;298;2;49;61;64;11;12;62;53;43;51;60;50;23;47;22;24;45;17;36;21;57;59;32;52;29;7;9;5;27;25;10;20;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44
2;49;61;64;11;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;52;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44;46;296
46;296;2;49;61;64;11;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;52;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44
2;49;61;64;52;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44;46;296
46;296;2;49;61;64;52;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44;46;296
46;296;52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;35;31;44
52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;31;35;44;46;296
46;296;52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;21;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;41;55;31;35;44
52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;41;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;21;55;31;35;44;46;292
46;292;52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;41;57;59;32;11;29;7;9;5;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;19;48;34;30;6;46;63;33;42;37;3;28;14;4;21;55;31;35;44
52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;14;4;21;55;31;35;44;46;292
46;292;52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;45;17;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;14;4;21;55;31;35;44
52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;14;4;21;55;31;35;44;46;292
46;292;52;49;61;64;2;12;62;53;43;51;60;50;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;14;4;21;55;31;35;44
52;49;61;64;4;12;62;53;43;51;60;50;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;14;2;21;55;31;35;44;46;292
46;292;52;49;61;64;4;12;62;53;43;51;60;50;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;14;2;21;55;31;35;44
52;49;61;64;4;12;14;53;43;51;60;50;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;44;46;292
47;292;52;49;61;64;4;12;14;53;43;51;60;50;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;24;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;44
52;49;61;64;4;12;14;53;43;51;60;24;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;44;47;294
47;294;52;49;61;64;4;12;14;53;43;51;60;24;23;47;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;34;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;44
52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;44;47;278
47;278;52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;54;38;1;40;39;18;8;56;58;15;26;13;5;48;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;44
52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;54;38;1;40;39;18;8;56;58;15;26;13;5;44;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;48;47;278
47;278;52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;20;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;54;38;1;40;39;18;8;56;58;15;26;13;5;44;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;20;38;1;40;39;18;8;56;58;15;26;13;5;44;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;48;47;278
47;278;52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;11;29;7;9;19;27;25;10;50;16;20;38;1;40;39;18;8;56;58;15;26;13;5;44;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;10;50;11;20;38;1;40;39;18;8;56;58;15;26;13;5;44;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;48;47;282
47;282;52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;10;50;11;20;38;1;40;39;18;8;56;58;15;26;13;5;44;47;30;6;46;63;33;42;37;3;28;62;2;21;55;31;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;10;50;11;20;38;1;40;39;18;8;56;58;15;26;13;5;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;31;35;48;47;282
47;282;52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;10;50;11;20;38;1;40;39;18;8;56;58;15;26;13;5;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;31;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;26;13;5;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;31;35;48;47;284
47;284;52;49;61;64;4;12;14;53;43;51;60;24;23;34;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;26;13;5;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;31;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;26;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;34;13;5;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;31;35;48;47;280
47;280;52;49;61;64;4;12;14;53;43;51;60;24;23;26;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;34;13;5;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;31;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;26;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;5;35;48;47;284
47;284;52;49;61;64;4;12;14;53;43;51;60;24;23;26;22;54;17;45;36;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;37;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;53;43;51;60;24;23;26;22;54;17;45;37;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;292
47;292;52;49;61;64;4;12;14;53;43;51;60;24;23;26;22;54;17;45;37;41;57;59;32;16;29;7;9;19;27;25;50;10;11;20;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;59;32;16;29;7;9;19;27;25;50;10;11;53;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;284
47;284;52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;59;32;16;29;7;9;19;27;25;50;10;11;53;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;59;29;16;32;7;9;19;27;25;50;10;11;53;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;284
47;284;52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;59;29;16;32;7;9;19;27;25;50;10;11;53;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;29;59;16;32;7;9;19;27;25;50;10;11;53;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;282
47;282;52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;29;59;16;32;7;9;19;27;25;50;10;11;53;38;1;40;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;29;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;282
47;282;52;49;61;64;4;12;14;20;43;51;60;24;23;26;22;54;17;45;37;41;57;29;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;17;24;23;26;22;54;60;45;37;41;57;29;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;282
47;282;52;49;61;64;4;12;14;20;43;51;17;24;23;26;22;54;60;45;37;41;57;29;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;13;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;17;24;23;26;22;54;60;13;37;41;57;29;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;45;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;282
47;282;52;49;61;64;4;12;14;20;43;51;17;24;23;26;22;54;60;13;37;41;57;29;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;45;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;20;43;51;17;24;23;26;22;54;60;13;37;29;57;41;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;45;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;286
47;286;52;49;61;64;4;12;14;20;43;51;17;24;23;26;22;54;60;13;37;29;57;41;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;45;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;45;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48;47;286
47;286;52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;34;45;31;44;6;30;47;46;63;33;42;36;3;28;62;2;21;55;5;35;48
52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;47;46;63;33;42;36;3;34;62;2;21;55;5;35;48;47;266
47;266;52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;25;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;47;46;63;33;42;36;3;34;62;2;21;55;5;35;48
52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;47;25;63;33;42;36;3;34;62;2;21;55;5;35;48;47;274
48;274;52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;47;25;63;33;42;36;3;34;62;2;21;55;5;35;48
52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;2;25;63;33;42;36;3;34;62;47;21;55;5;35;48;48;274
48;274;52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;57;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;2;25;63;33;42;36;3;34;62;47;21;55;5;35;48
52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48;48;274
48;274;52;49;61;64;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;30;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48;48;274
48;274;52;49;61;30;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;10;11;53;38;1;16;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48;48;270
48;270;52;49;61;30;4;12;14;60;43;51;17;24;23;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48;48;270
48;270;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;36;24;14;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;17;3;57;62;47;21;55;5;35;48;48;274
48;270;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;34;41;59;40;32;7;9;19;27;46;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;34;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48;48;270
48;270;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;34;50;16;11;53;38;1;10;39;18;8;56;58;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;34;50;58;11;53;38;1;10;39;18;8;56;16;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48;48;270
48;270;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;34;50;58;11;53;38;1;10;39;18;8;56;16;15;28;45;31;44;6;64;2;25;63;33;42;36;3;57;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;57;50;58;11;53;38;1;10;39;18;8;56;16;15;28;45;31;44;6;64;2;25;63;33;42;36;3;34;62;47;21;55;5;35;48;48;262
48;262;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;57;50;58;11;53;38;1;10;39;18;8;56;16;15;28;45;31;44;6;64;2;25;63;33;42;36;3;34;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;34;62;47;21;55;5;35;48;48;262
48;262;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;59;40;32;7;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;34;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;7;40;32;59;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;34;62;47;21;55;5;35;48;48;262
48;262;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;41;7;40;32;59;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;34;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;34;7;40;32;59;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;41;62;47;21;55;5;35;48;48;262
48;262;52;49;61;30;4;12;23;60;43;51;17;24;14;26;22;54;20;13;37;29;46;34;7;40;32;59;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;41;62;47;21;55;5;35;48
52;49;61;30;4;12;23;60;43;51;17;24;29;26;22;54;20;13;37;14;46;34;7;40;32;59;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;41;62;47;21;55;5;35;48;48;266
48;266;52;49;61;30;4;12;23;60;43;51;17;24;29;26;22;54;20;13;37;14;46;34;7;40;32;59;9;19;27;57;50;58;11;53;38;25;10;39;18;8;56;16;15;28;45;31;44;6;64;2;1;63;33;42;36;3;41;62;47;21;55;5;35;48
