"X1";"X264";"X6";"X64";"X54";"X1.1";"X50";"X45";"X38";"X52";"X51";"X4";"X19";"X18";"X59";"X2";"X31";"X56";"X63";"X57";"X12";"X17";"X49";"X33";"X30";"X24";"X14";"X27";"X21";"X15";"X53";"X55";"X43";"X29";"X61";"X39";"X13";"X48";"X32";"X58";"X26";"X34";"X62";"X25";"X7";"X36";"X41";"X47";"X9";"X40";"X42";"X11";"X23";"X60";"X5";"X16";"X44";"X28";"X10";"X46";"X35";"X37";"X3";"X8";"X22";"X20"
52;280;30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;55;13;23;5;62;54;26;31;35;47;20;9;45;16;52;32;2;40;8;56;6;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;36;21;64;4;59;28;7;3;15;11;42
30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;55;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;40;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;36;21;64;4;59;28;7;3;15;11;42;52;280
52;280;30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;55;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;40;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;36;21;64;4;59;28;7;3;15;11;42
30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;40;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;36;21;64;4;59;28;7;3;15;11;42;52;280
52;280;30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;40;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;36;21;64;4;59;28;7;3;15;11;42
30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;40;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;21;64;4;59;28;7;3;15;36;42;52;280
52;280;30;37;10;12;18;53;14;22;60;58;46;63;27;39;50;34;33;40;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;21;64;4;59;28;7;3;15;36;42
30;37;10;12;18;53;14;22;60;58;7;63;27;39;50;34;33;40;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;21;64;4;59;28;46;3;15;36;42;52;288
52;288;30;37;10;12;18;53;14;22;60;58;7;63;27;39;50;34;33;40;13;23;5;62;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;21;64;4;59;28;46;3;15;36;42
30;37;10;12;18;53;14;22;60;58;7;63;27;39;50;34;33;40;13;23;5;21;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;15;36;42;52;286
52;286;30;37;10;12;18;53;14;22;60;58;7;63;27;39;50;34;33;40;13;23;5;21;54;26;31;35;6;20;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;15;36;42
30;37;10;12;18;53;14;22;60;58;7;63;27;39;50;34;33;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;15;36;42;52;278
52;278;30;37;10;12;18;53;14;22;60;58;7;63;27;39;50;34;33;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;15;36;42
30;37;10;12;18;53;14;22;60;58;15;63;27;39;50;34;33;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42;52;286
52;286;30;37;10;12;18;53;14;22;60;58;15;63;27;39;50;34;33;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;22;60;58;33;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42;52;286
52;286;30;37;10;12;18;53;14;22;60;58;33;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;57;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;33;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;22;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42;52;270
53;270;30;37;10;12;18;53;14;57;60;58;33;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;2;55;8;56;47;25;22;61;29;44;43;17;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;33;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;43;2;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42;53;270
53;270;30;37;10;12;18;53;14;57;60;58;33;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;43;2;49;1;51;41;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;43;2;49;1;51;33;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42;53;270
53;270;30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;43;2;49;1;51;33;19;24;38;48;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;11;62;64;4;59;28;46;3;7;36;42;53;278
53;278;30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;15;40;13;23;5;21;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;15;40;13;21;5;23;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;11;62;64;4;59;28;46;3;7;36;42;53;278
53;278;30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;15;40;13;21;5;23;54;26;31;35;20;6;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;6;40;13;21;5;23;54;26;31;35;20;15;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;11;62;64;4;59;28;46;3;7;36;42;53;274
53;274;30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;6;40;13;21;5;23;54;26;31;35;20;15;9;45;16;52;32;17;55;8;56;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;11;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;6;40;13;21;5;23;54;26;31;35;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;56;62;64;4;59;28;46;3;7;36;42;53;282
53;282;30;37;10;12;18;53;14;57;60;58;41;63;27;39;50;34;6;40;13;21;5;23;54;26;31;35;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;56;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;35;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;56;62;64;4;59;28;46;3;7;36;42;53;282
53;282;30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;35;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;56;62;64;4;59;28;46;3;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;3;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;56;62;64;4;59;28;46;35;7;36;42;53;282
53;282;30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;3;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;33;19;24;38;43;56;62;64;4;59;28;46;35;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;33;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;46;35;7;36;42;53;282
53;282;30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;33;20;15;9;45;16;52;32;17;55;8;11;47;25;22;61;29;44;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;46;35;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;33;20;15;9;45;16;52;32;17;44;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;46;35;7;36;42;53;282
53;282;30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;54;26;31;33;20;15;9;45;16;52;32;17;44;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;46;35;7;36;42
30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;44;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;35;7;36;42;53;282
53;282;30;37;10;12;18;53;14;57;60;58;41;63;40;39;50;34;6;27;13;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;44;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;35;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;39;50;34;6;27;13;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;35;7;36;42;53;298
53;298;30;37;10;12;18;53;14;57;60;58;44;63;40;39;50;34;6;27;13;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;35;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;34;6;27;39;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;35;7;36;42;53;302
53;302;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;34;6;27;39;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;35;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;6;27;39;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;34;7;36;42;53;302
53;302;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;6;27;39;21;5;23;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;61;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;34;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;6;27;39;21;5;61;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;34;7;36;42;53;300
53;300;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;6;27;39;21;5;61;46;26;31;33;20;15;9;45;16;52;32;17;41;8;11;47;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;62;64;4;59;28;54;34;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;6;27;39;21;5;61;46;26;31;62;20;15;9;45;16;52;32;17;41;8;11;47;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;34;7;36;42;53;300
53;300;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;6;27;39;21;5;61;46;26;31;62;20;15;9;45;16;52;32;17;41;8;11;47;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;34;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;5;61;46;26;31;62;20;15;9;45;16;52;32;17;41;8;11;6;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;34;7;36;42;53;284
53;284;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;5;61;46;26;31;62;20;15;9;45;16;52;32;17;41;8;11;6;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;34;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;5;61;46;26;31;62;20;15;9;45;16;52;34;17;41;8;11;6;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;32;7;36;42;53;278
53;278;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;5;61;46;26;31;62;20;15;9;45;16;52;34;17;41;8;11;6;25;22;23;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;32;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;5;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;6;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;32;7;36;42;53;278
53;278;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;5;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;6;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;32;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;6;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;5;7;36;42;53;278
54;278;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;35;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;6;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;5;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;6;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;5;7;36;42;54;278
54;278;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;6;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;56;33;64;4;59;28;54;5;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;6;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;64;4;56;28;54;5;7;36;42;54;278
54;278;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;6;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;64;4;56;28;54;5;7;36;42
30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;6;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;5;7;36;64;54;278
54;278;30;37;10;12;18;53;14;57;60;58;44;63;40;13;50;6;47;27;39;21;32;61;23;26;31;62;20;15;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;5;7;36;64
30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;27;39;21;32;61;23;26;31;62;20;50;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;5;7;36;64;54;258
54;258;30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;27;39;21;32;61;23;26;31;62;20;50;9;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;5;7;36;64
30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;27;39;21;32;61;23;26;31;62;20;50;5;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;9;7;36;64;54;258
54;258;30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;27;39;21;32;61;23;26;31;62;20;50;5;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;9;7;36;64
30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;23;39;21;32;61;27;26;31;62;20;50;5;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;9;7;36;64;54;258
54;258;30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;23;39;21;32;61;27;26;31;62;20;50;5;45;16;52;34;17;41;8;11;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;9;7;36;64
30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;23;39;21;32;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;9;7;36;64;54;270
54;270;30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;23;39;21;32;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;22;46;29;55;48;2;49;1;51;3;19;24;38;43;59;33;42;4;56;28;54;9;7;36;64
30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;23;39;21;32;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;22;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;270
54;270;30;37;10;12;18;53;14;57;60;58;44;63;40;13;15;6;47;23;39;21;32;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;22;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
30;37;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;23;39;21;15;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;22;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;282
54;282;30;37;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;23;39;21;15;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;22;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
22;37;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;23;39;21;15;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;30;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;282
54;282;22;37;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;23;39;21;15;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;30;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
22;23;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;37;39;21;15;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;30;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;282
54;282;22;23;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;37;39;21;15;61;27;26;31;62;20;50;5;45;16;52;34;11;41;8;17;35;25;30;46;29;55;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
22;23;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;52;34;11;41;8;17;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;282
54;282;22;23;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;52;34;11;41;8;17;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
22;52;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;23;34;11;41;8;17;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;288
54;288;22;52;10;12;18;53;14;57;60;58;44;63;40;13;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;23;34;11;41;8;17;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
22;52;10;12;18;53;14;57;60;58;44;63;17;13;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64;54;276
54;276;22;52;10;12;18;53;14;57;60;58;44;63;17;13;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;56;3;54;9;7;36;64
22;52;10;12;18;53;14;57;60;58;44;63;17;56;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;13;3;54;9;7;36;64;54;260
54;260;22;52;10;12;18;53;14;57;60;58;44;63;17;56;32;6;47;37;39;21;15;61;27;26;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;13;3;54;9;7;36;64
22;52;10;12;18;53;14;57;60;58;44;63;17;56;32;6;47;37;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;64;54;260
54;260;22;52;10;12;18;53;14;57;60;58;44;63;17;56;32;6;47;37;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;64
22;52;10;12;18;53;14;57;60;58;44;63;48;56;32;6;47;37;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;17;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;64;54;280
54;260;22;52;10;12;18;53;14;57;60;58;44;63;17;56;32;6;47;37;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;64
22;52;10;12;18;53;14;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;64;54;252
54;252;22;52;10;12;18;53;14;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;62;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;64
22;52;10;12;18;53;14;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62;54;252
54;252;22;52;10;12;18;53;14;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;50;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62
22;52;10;12;18;53;50;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62;54;248
55;248;22;52;10;12;18;53;50;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62
22;52;10;12;18;53;50;37;60;58;44;63;17;56;32;6;47;57;19;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;39;24;38;43;59;33;42;4;26;3;54;9;7;36;62;55;272
55;248;22;52;10;12;18;53;50;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62
22;52;10;12;18;53;50;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;48;40;35;25;30;46;29;64;8;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62;55;260
55;248;22;52;10;12;18;53;50;37;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62
22;52;37;12;18;53;50;10;60;58;44;63;17;56;32;6;47;57;39;21;15;61;27;13;31;55;20;14;5;45;16;23;34;11;41;8;40;35;25;30;46;29;64;48;2;49;1;51;28;19;24;38;43;59;33;42;4;26;3;54;9;7;36;62;55;264
