"X1";"X302";"X14";"X18";"X37";"X53";"X30";"X50";"X9";"X24";"X29";"X58";"X49";"X5";"X57";"X7";"X12";"X62";"X8";"X41";"X43";"X13";"X34";"X44";"X35";"X48";"X32";"X39";"X21";"X4";"X20";"X52";"X40";"X11";"X19";"X2";"X38";"X61";"X42";"X6";"X60";"X51";"X17";"X59";"X31";"X26";"X45";"X1.1";"X3";"X47";"X15";"X27";"X22";"X56";"X63";"X46";"X33";"X23";"X28";"X36";"X64";"X55";"X16";"X54";"X10";"X25"
53;3;38;25;19;27;7;37;36;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;64;34;62;6;50;31;47;41;28;16;55;59;15;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4;59;266
59;266;53;3;38;25;19;27;7;37;36;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;64;34;62;6;50;31;47;41;28;16;55;59;15;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4
53;3;38;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;64;34;62;6;50;31;47;41;28;16;55;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4;59;266
59;266;53;3;38;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;64;34;62;6;50;31;47;41;28;16;55;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4
53;55;38;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;64;34;62;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4;59;266
59;266;53;55;38;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;64;34;62;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4
53;55;64;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;38;34;62;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4;59;264
59;264;53;55;64;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;51;11;17;21;35;8;20;48;38;34;62;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;52;22;30;43;5;4
53;55;64;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;62;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;43;5;4;59;266
59;266;53;55;64;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;62;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;43;5;4
62;55;64;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;43;5;4;59;270
59;270;62;55;64;25;19;27;7;37;15;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;43;5;4
62;55;64;25;19;27;7;37;43;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;15;5;4;59;270
59;270;62;55;64;25;19;27;7;37;43;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;15;5;4
62;55;64;25;19;27;7;37;43;51;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;61;22;30;15;5;4;59;282
59;270;62;55;64;25;19;27;7;37;43;61;46;49;9;45;14;12;39;56;2;52;11;17;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;30;15;5;4
62;55;64;25;19;27;7;37;43;61;46;49;9;45;14;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;4;59;268
59;268;62;55;64;25;19;27;7;37;43;61;46;49;9;45;14;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;4
62;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;4;59;286
59;286;62;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;4
4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;62;59;286
59;286;4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;31;47;41;28;16;3;59;36;57;60;44;26;24;1;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;62
4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;1;47;41;28;16;3;59;36;57;60;44;26;24;31;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;62;59;278
59;278;4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;1;47;41;28;16;3;59;36;57;60;44;26;24;31;40;58;23;54;42;18;63;13;32;29;10;33;51;22;17;15;5;62
4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;1;47;41;28;16;3;59;36;57;60;44;26;24;31;40;58;23;54;42;18;63;13;32;29;10;15;51;22;17;33;5;62;59;278
59;278;4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;1;47;41;28;16;3;59;36;57;60;44;26;24;31;40;58;23;54;42;18;63;13;32;29;10;15;51;22;17;33;5;62
4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;58;23;54;42;18;63;13;32;29;10;15;51;22;17;33;5;62;59;282
60;282;4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;58;23;54;42;18;63;13;32;29;10;15;51;22;17;33;5;62
4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;58;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62;60;282
60;282;4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;39;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;58;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62
4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;58;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62;60;282
60;282;4;14;64;25;19;27;7;37;43;61;46;49;9;45;55;12;58;56;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62
4;14;64;25;19;27;7;37;56;61;46;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62;60;282
60;282;4;14;64;25;19;27;7;37;56;61;46;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62
4;14;64;25;61;27;7;37;56;19;46;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62;60;294
60;282;4;14;64;25;19;27;7;37;56;61;46;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62
4;14;64;25;19;7;27;37;56;61;46;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62;60;282
60;282;4;14;64;25;19;7;27;37;56;61;46;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62
4;46;64;25;19;7;27;37;56;61;14;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62;60;282
60;282;4;46;64;25;19;7;27;37;56;61;14;49;9;45;55;12;58;43;2;52;11;30;21;35;8;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;33;22;62
4;46;64;25;19;7;27;37;56;61;14;49;9;45;55;12;58;43;2;52;11;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;8;22;62;60;282
60;282;4;46;64;25;19;7;27;37;56;61;14;49;9;45;55;12;58;43;2;52;11;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;8;22;62
4;46;64;25;19;7;27;37;56;61;11;49;9;45;55;12;58;43;2;52;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;8;22;62;60;290
60;290;4;46;64;25;19;7;27;37;56;61;11;49;9;45;55;12;58;43;2;52;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;54;42;18;63;13;32;29;10;15;51;5;17;8;22;62
4;46;64;25;19;7;27;37;56;61;11;49;9;45;55;12;54;43;2;52;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62;60;286
60;286;4;46;64;25;19;7;27;37;56;61;11;49;9;45;55;12;54;43;2;52;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62
4;46;52;25;19;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62;60;278
60;278;4;46;52;25;19;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62
4;46;52;25;19;7;50;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;27;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62;60;286
60;278;4;46;52;25;19;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;1;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62
4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62;60;278
60;278;4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;24;31;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;8;22;62
4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;8;31;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;24;22;62;60;278
60;278;4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;44;26;8;31;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;24;22;62
4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;31;26;8;44;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;24;22;62;60;286
60;286;4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;12;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;60;31;26;8;44;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;24;22;62
4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;60;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;12;31;26;8;44;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;24;22;62;60;286
60;286;4;46;52;25;1;7;27;37;56;61;11;49;9;45;55;60;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;12;31;26;8;44;19;39;23;58;42;18;63;13;32;29;10;15;51;5;17;24;22;62
4;46;52;25;1;7;27;37;56;61;58;49;9;45;55;60;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;12;31;26;8;44;19;39;23;11;42;18;63;13;32;29;10;15;51;5;17;24;22;62;60;282
60;282;4;46;52;25;1;7;27;37;56;61;58;49;9;45;55;60;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;57;12;31;26;8;44;19;39;23;11;42;18;63;13;32;29;10;15;51;5;17;24;22;62
4;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;44;19;39;23;11;42;18;63;13;32;29;10;15;51;5;17;24;22;62;60;282
60;282;4;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;33;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;44;19;39;23;11;42;18;63;13;32;29;10;15;51;5;17;24;22;62
4;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;44;19;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62;60;282
60;282;4;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;34;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;44;19;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62
4;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;19;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62;60;274
60;274;4;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;19;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62
19;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62;60;274
61;274;19;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62
19;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;48;20;29;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62;61;278
61;274;19;46;52;25;1;7;27;37;56;61;58;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;22;62
19;46;52;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;58;62;61;266
61;266;19;46;52;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;21;35;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;21;52;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;58;62;61;266
61;266;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;21;52;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;63;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;63;52;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62;61;266
61;266;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;63;52;29;20;48;38;44;53;6;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;6;52;29;20;48;38;44;53;63;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62;61;266
61;266;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;6;52;29;20;48;38;44;53;63;50;40;47;41;28;16;3;59;36;9;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62;61;260
61;260;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;60;54;43;2;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;54;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62;61;268
61;268;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;54;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;11;42;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;42;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;11;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;276
61;276;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;42;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;11;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;284
61;284;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;36;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;37;40;12;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;288
61;284;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;64;11;43;60;2;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;294
61;284;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;50;9;47;41;28;16;3;59;36;40;12;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;12;9;47;41;28;16;3;59;36;40;50;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;288
61;288;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;44;53;63;12;9;47;41;28;16;3;59;36;40;50;31;26;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;36;40;50;31;44;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;280
61;280;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;36;40;50;31;44;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;54;47;41;28;16;3;59;36;40;50;31;44;8;34;4;39;23;42;9;18;21;13;32;33;10;15;51;5;17;24;58;62;61;286
61;280;19;46;35;25;1;7;27;37;56;61;22;49;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;36;40;50;31;44;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;35;25;1;7;27;37;56;61;22;36;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;49;40;50;31;44;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;280
61;280;19;46;35;25;1;7;27;37;56;61;22;36;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;49;40;50;31;44;8;34;4;39;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;39;25;1;7;27;37;56;61;22;36;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;49;40;50;31;44;8;34;4;35;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62;61;278
61;278;19;46;39;25;1;7;27;37;56;61;22;36;57;45;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;49;40;50;31;44;8;34;4;35;23;42;54;18;21;13;32;33;10;15;51;5;17;24;58;62
19;46;39;25;1;7;27;37;56;61;22;36;57;24;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;49;40;50;31;44;8;34;4;35;23;42;54;18;21;13;32;33;10;15;51;5;17;45;58;62;61;278
61;278;19;46;39;25;1;7;27;37;56;61;22;36;57;24;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;59;49;40;50;31;44;8;34;4;35;23;42;54;18;21;13;32;33;10;15;51;5;17;45;58;62
19;46;39;25;1;7;27;37;56;61;22;59;57;24;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;36;49;40;50;31;44;8;34;4;35;23;42;54;18;21;13;32;33;10;15;51;5;17;45;58;62;61;272
61;272;19;46;39;25;1;7;27;37;56;61;22;59;57;24;55;2;11;43;60;64;14;30;6;52;29;20;48;38;26;53;63;12;9;47;41;28;16;3;36;49;40;50;31;44;8;34;4;35;23;42;54;18;21;13;32;33;10;15;51;5;17;45;58;62
