"X1";"X256";"X21";"X39";"X58";"X8";"X31";"X61";"X6";"X25";"X15";"X24";"X29";"X56";"X60";"X42";"X32";"X51";"X9";"X11";"X63";"X19";"X35";"X64";"X62";"X3";"X7";"X54";"X30";"X52";"X17";"X45";"X5";"X10";"X27";"X44";"X33";"X49";"X53";"X1.1";"X14";"X40";"X26";"X2";"X36";"X48";"X57";"X28";"X43";"X50";"X18";"X47";"X16";"X23";"X55";"X13";"X34";"X38";"X46";"X4";"X41";"X37";"X20";"X12";"X22";"X59"
54;216;19;52;9;59;60;30;41;6;44;10;24;13;55;40;36;33;12;16;56;48;27;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;11;18;15;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;32;14
19;52;9;59;60;30;41;6;44;10;24;13;55;40;36;33;12;16;56;48;27;43;3;46;25;23;20;63;2;47;62;31;28;29;4;49;8;34;26;11;18;15;64;50;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;32;14;54;230
54;216;19;52;9;59;60;30;41;6;44;10;24;13;55;40;36;33;12;16;56;48;27;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;11;18;15;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;32;14
19;52;9;59;60;30;41;6;44;10;24;13;55;40;36;33;12;16;56;48;27;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;11;18;15;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32;54;216
54;216;19;52;9;59;60;30;41;6;44;10;24;13;55;40;36;33;12;16;56;48;27;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;11;18;15;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32
19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;12;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;11;18;15;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32;54;216
54;216;19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;12;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;11;18;15;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32
19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;12;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32;54;216
54;216;19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;12;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32
19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;12;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;32;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;28;54;218
55;216;19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;12;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;7;22;53;54;38;45;58;37;14;32
19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;7;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32;55;216
55;216;19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;7;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32
19;52;9;59;60;30;63;6;27;10;24;13;55;40;36;33;7;16;56;48;44;43;3;46;25;23;20;41;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32;55;224
55;216;19;52;9;59;60;30;41;6;27;10;24;13;55;40;36;33;7;16;56;48;44;43;3;46;25;23;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32
19;52;9;59;60;30;23;6;27;10;24;13;55;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32;55;216
55;216;19;52;9;59;60;30;23;6;27;10;24;13;55;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32
19;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32;55;216
55;216;19;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;2;47;62;31;28;29;50;49;8;34;26;15;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32
15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;2;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32;55;216
55;216;15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;2;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;61;57;17;5;39;12;22;53;54;38;45;58;37;14;32
15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;38;45;58;37;14;32;55;216
55;216;15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;7;16;56;48;44;43;3;46;25;41;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;38;45;58;37;14;32
15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;38;16;56;48;44;43;3;46;25;41;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;45;58;37;14;32;55;212
55;212;15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;38;16;56;48;44;43;3;46;25;41;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;45;58;37;14;32
15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;45;58;37;14;32;55;212
55;212;15;52;9;59;55;30;23;6;27;10;24;13;60;40;36;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;45;58;37;14;32
15;52;9;59;55;30;23;6;27;10;24;37;60;40;36;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;45;58;13;14;32;55;212
55;212;15;52;9;59;55;30;23;6;27;10;24;37;60;40;36;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;45;58;13;14;32
15;52;9;59;55;45;23;6;27;10;24;37;60;40;36;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32;55;220
55;220;15;52;9;59;55;45;23;6;27;10;24;37;60;40;36;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32
15;52;9;59;55;36;23;6;27;10;24;37;60;40;45;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32;55;224
55;224;15;52;9;59;55;36;23;6;27;10;24;37;60;40;45;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;49;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32
15;52;9;59;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32;55;224
55;224;15;52;9;59;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;48;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;34;26;19;18;11;64;4;21;51;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32
15;52;9;59;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;34;26;19;18;11;64;4;21;48;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32;55;196
55;196;15;52;9;59;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;34;26;19;18;11;64;4;21;48;42;1;35;2;57;17;5;39;12;22;53;54;7;30;58;13;14;32
15;52;9;59;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;34;26;19;18;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;30;58;13;57;32;55;196
55;196;15;52;9;59;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;34;26;19;18;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;30;58;13;57;32
15;52;9;34;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;59;26;19;18;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;30;58;13;57;32;55;196
55;196;15;52;9;34;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;59;26;19;18;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;30;58;13;57;32
15;52;9;34;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;59;26;19;18;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30;55;196
55;196;15;52;9;34;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;59;26;19;18;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;18;26;19;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30;55;196
55;196;15;52;9;34;55;36;23;6;27;10;24;49;60;40;45;33;38;16;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;18;26;19;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;18;26;19;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30;55;196
55;196;15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;51;41;43;3;46;25;44;20;63;61;47;62;31;28;29;50;37;8;18;26;19;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;50;41;43;3;46;25;44;20;63;61;47;62;31;28;29;51;37;8;18;26;19;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30;55;188
55;188;15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;50;41;43;3;46;25;44;20;63;61;47;62;31;28;29;51;37;8;18;26;19;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;50;41;43;3;46;25;44;20;63;61;47;62;31;28;29;51;37;8;19;26;18;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30;55;188
56;188;15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;50;41;43;3;46;25;44;20;63;61;47;62;31;28;29;51;37;8;19;26;18;59;11;64;4;21;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;37;8;19;26;18;59;11;64;4;63;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30;56;196
56;196;15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;56;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;37;8;19;26;18;59;11;64;4;63;48;42;1;35;2;14;17;5;39;12;22;53;54;7;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;37;8;19;26;18;59;11;64;4;63;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30;56;196
56;196;15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;37;8;19;26;18;59;11;64;4;63;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;11;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30;56;196
56;196;15;52;9;34;55;36;23;6;27;10;24;16;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;11;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30
15;52;9;34;55;36;23;6;27;10;24;11;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30;56;196
56;196;15;52;9;34;55;36;23;6;27;10;24;11;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30
15;52;9;34;55;24;23;6;27;10;36;11;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30;56;196
56;196;15;52;9;34;55;24;23;6;27;10;36;11;60;40;45;33;38;49;7;50;41;43;3;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;56;32;58;13;57;30
15;52;9;34;55;24;23;6;27;10;36;11;60;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;3;32;58;13;57;30;56;196
56;196;15;52;9;34;55;24;23;6;27;10;36;11;60;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;18;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;22;53;54;3;32;58;13;57;30
15;52;9;34;55;24;23;6;27;10;36;11;60;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;58;13;57;30;56;196
56;196;15;52;9;34;55;24;23;6;27;10;36;11;60;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;29;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;58;13;57;30
15;52;9;34;55;24;23;6;27;10;36;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;58;13;57;30;56;196
56;196;15;52;9;34;55;24;23;6;27;10;36;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;58;13;57;30
15;52;9;34;55;24;50;6;27;10;36;11;29;40;45;33;38;49;7;23;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;58;13;57;30;56;208
56;196;15;52;9;34;55;24;23;6;27;10;36;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;58;13;57;30
15;52;9;34;58;24;23;6;27;10;36;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30;56;196
56;196;15;52;9;34;58;24;23;6;27;10;36;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;4;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;36;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30;56;196
56;196;15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;36;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;27;10;4;11;29;40;63;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;45;8;19;26;22;59;16;64;36;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30;56;204
56;196;15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;28;60;51;63;8;19;26;22;59;16;64;36;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;59;16;64;36;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30;56;198
56;198;15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;59;16;64;36;37;48;42;1;35;2;14;17;5;39;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;37;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;198
56;198;15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;37;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;8;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;22;60;51;63;27;19;26;28;39;16;64;36;37;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;242
56;198;15;52;9;34;58;24;23;6;27;10;4;11;29;40;45;33;38;49;7;50;41;43;56;46;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;37;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;27;46;4;11;29;40;45;33;38;49;7;50;41;43;56;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;37;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;186
56;186;15;52;9;34;58;24;23;6;27;46;4;11;29;40;45;33;38;49;7;50;41;43;56;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;37;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;52;9;34;58;24;23;6;27;46;4;11;29;40;45;33;38;49;7;50;41;43;37;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;186
56;186;15;52;9;34;58;24;23;6;27;46;4;11;29;40;45;33;38;49;7;50;41;43;37;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;2;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;9;34;58;24;23;6;27;46;4;11;29;40;45;33;38;49;7;50;41;43;37;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;52;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;186
56;186;15;2;9;34;58;24;23;6;27;46;4;11;29;40;45;33;38;49;7;50;41;43;37;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;52;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;9;34;49;24;23;6;27;46;4;11;29;40;45;33;38;58;7;50;41;43;37;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;52;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;186
56;186;15;2;9;34;49;24;23;6;27;46;4;11;29;40;45;33;38;58;7;50;41;43;37;10;25;44;20;21;61;47;62;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;52;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;9;34;49;24;23;6;27;62;4;11;29;40;45;33;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;52;14;17;5;59;12;18;53;54;3;32;55;13;57;30;56;202
57;202;15;2;9;34;49;24;23;6;27;62;4;11;29;40;45;33;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;52;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;52;34;49;24;23;6;27;62;4;11;29;40;45;33;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;9;14;17;5;59;12;18;53;54;3;32;55;13;57;30;57;204
57;204;15;2;52;34;49;24;23;6;27;62;4;11;29;40;45;33;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;9;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;52;34;33;24;23;6;27;62;4;11;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;9;14;17;5;59;12;18;53;54;3;32;55;13;57;30;57;204
57;204;15;2;52;34;33;24;23;6;27;62;4;11;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;60;51;63;8;19;26;28;39;16;64;36;56;48;42;1;35;9;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;52;34;33;24;23;6;27;62;4;11;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;1;35;9;14;17;5;59;12;18;53;54;3;32;55;13;57;30;57;228
57;228;15;2;52;34;33;24;23;6;27;62;4;11;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;1;35;9;14;17;5;59;12;18;53;54;3;32;55;13;57;30
15;2;52;34;33;24;23;6;27;62;4;11;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;1;35;9;14;17;5;59;12;30;53;54;3;32;55;13;57;18;57;228
57;228;15;2;52;34;33;24;23;6;27;62;4;11;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;1;35;9;14;17;5;59;12;30;53;54;3;32;55;13;57;18
15;2;52;34;33;24;23;6;27;11;4;62;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;1;35;9;14;17;5;59;12;30;53;54;3;32;55;13;57;18;57;236
57;236;15;2;52;34;33;24;23;6;27;11;4;62;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;1;35;9;14;17;5;59;12;30;53;54;3;32;55;13;57;18
15;2;52;34;33;24;23;6;27;11;4;62;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;54;35;9;14;17;5;59;12;30;53;1;3;32;55;13;57;18;57;236
57;236;15;2;52;34;33;24;23;6;27;11;4;62;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;48;51;63;8;19;26;28;39;16;64;36;56;60;42;54;35;9;14;17;5;59;12;30;53;1;3;32;55;13;57;18
15;2;52;34;33;24;23;6;27;11;4;62;29;40;45;49;38;58;7;50;41;43;37;10;25;44;20;21;61;47;46;31;22;9;51;63;8;19;26;28;39;16;64;36;56;60;42;54;35;48;14;17;5;59;12;30;53;1;3;32;55;13;57;18;57;236
