"X1";"X258";"X24";"X25";"X21";"X10";"X26";"X64";"X34";"X6";"X16";"X11";"X55";"X18";"X13";"X50";"X32";"X12";"X30";"X19";"X40";"X57";"X35";"X61";"X45";"X43";"X3";"X15";"X56";"X60";"X58";"X37";"X5";"X59";"X41";"X28";"X49";"X2";"X38";"X22";"X48";"X33";"X29";"X53";"X54";"X14";"X4";"X42";"X46";"X20";"X1.1";"X39";"X23";"X47";"X51";"X52";"X63";"X8";"X44";"X9";"X62";"X7";"X36";"X31";"X17";"X27"
46;248;49;11;2;61;45;46;34;51;42;63;55;18;24;26;32;22;27;56;47;17;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;16;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;58;6;10;15;8;36
49;11;2;61;45;46;34;51;42;63;55;18;24;26;32;16;27;56;47;17;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;58;6;10;15;8;36;46;252
46;252;49;11;2;61;45;46;34;51;42;63;55;18;24;26;32;16;27;56;47;17;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;58;6;10;15;8;36
63;11;2;61;45;46;34;51;42;49;55;18;24;26;32;16;27;56;47;17;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;58;6;10;15;8;36;46;260
46;260;63;11;2;61;45;46;34;51;42;49;55;18;24;26;32;16;27;56;47;17;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;58;6;10;15;8;36
63;11;2;61;45;46;34;51;42;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;17;6;10;15;8;36;46;254
46;254;63;11;2;61;45;46;34;51;42;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;21;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;17;6;10;15;8;36
63;11;2;61;45;46;34;51;21;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;42;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;17;6;10;15;8;36;46;254
46;254;63;11;2;61;45;46;34;51;21;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;52;3;35;53;9;1;50;41;20;22;25;59;30;31;42;48;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;17;6;10;15;8;36
63;11;2;61;45;46;34;51;21;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;42;52;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;17;6;10;15;8;36;46;254
46;254;63;11;2;61;45;46;34;51;21;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;42;52;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;17;6;10;15;8;36
63;11;2;61;45;17;34;51;21;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;42;52;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36;46;230
46;230;63;11;2;61;45;17;34;51;21;49;55;18;24;26;32;16;27;56;47;58;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;42;52;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36
63;11;2;61;45;17;34;51;21;49;55;18;24;26;32;16;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;52;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36;46;236
46;236;63;11;2;61;45;17;34;51;21;49;55;18;24;26;32;16;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;52;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36
52;11;2;61;45;17;34;51;21;49;55;18;24;26;32;16;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36;46;236
46;236;52;11;2;61;45;17;34;51;21;49;55;18;24;26;32;16;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;24;26;32;16;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36;46;252
46;252;52;11;2;61;17;45;34;51;21;49;55;18;24;26;32;16;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;6;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;24;26;32;6;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36;46;252
47;252;52;11;2;61;17;45;34;51;21;49;55;18;24;26;32;6;27;56;47;42;19;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;23;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;24;26;32;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36;47;252
47;252;52;11;2;61;17;45;34;51;21;49;55;18;24;26;32;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;38;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36;47;264
47;264;52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;12;30;31;58;63;57;32;19;54;40;64;5;43;59;62;29;4;33;39;28;46;16;10;15;8;36;47;270
47;264;52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36
52;11;2;61;17;45;34;40;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;32;19;54;51;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36;47;280
47;264;52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;9;1;50;41;20;22;25;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36;47;266
47;266;52;11;2;61;17;45;34;51;21;49;55;18;24;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;8;36
52;11;2;61;17;45;34;51;21;49;55;18;8;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;24;36;47;266
47;266;52;11;2;61;17;45;34;51;21;49;55;18;8;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;30;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;24;36
52;11;2;61;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;24;36;47;266
47;266;52;11;2;61;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;37;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;15;24;36
52;11;2;61;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;15;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36;47;264
47;264;52;11;2;61;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;15;13;7;44;14;60;48;3;35;53;25;1;50;41;20;22;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36
52;11;2;61;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;15;13;7;44;14;60;48;3;35;22;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36;47;244
47;244;52;11;2;61;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;15;13;7;44;14;60;48;3;35;22;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;15;13;7;44;14;60;48;61;35;22;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36;47;248
47;248;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;27;56;47;42;23;15;13;7;44;14;60;48;61;35;22;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;15;13;7;44;14;60;48;61;35;27;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36;47;252
47;252;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;15;13;7;44;14;60;48;61;35;27;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;46;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;46;13;7;44;14;60;48;61;35;27;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;15;16;10;37;24;36;47;250
47;250;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;46;13;7;44;14;60;48;61;35;27;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;39;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;46;13;7;44;14;39;48;61;35;27;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;60;28;15;16;10;37;24;36;47;266
47;266;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;46;13;7;44;14;39;48;61;35;27;25;1;50;41;20;53;9;59;21;31;58;63;57;32;19;54;40;64;5;43;12;62;29;4;33;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;46;13;7;44;14;39;48;61;35;27;58;1;50;41;20;53;9;59;21;31;25;63;57;32;19;54;40;64;5;43;12;62;29;4;33;60;28;15;16;10;37;24;36;47;262
47;262;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;42;23;46;13;7;44;14;39;48;61;35;27;58;1;50;41;20;53;9;59;21;31;25;63;57;32;19;54;40;64;5;43;12;62;29;4;33;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;25;23;46;13;7;44;14;39;48;61;35;27;58;1;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;62;29;4;33;60;28;15;16;10;37;24;36;47;260
47;260;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;25;23;46;13;7;44;14;39;48;61;35;27;58;1;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;62;29;4;33;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;25;23;46;13;7;44;14;39;48;61;35;27;58;62;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;1;29;4;33;60;28;15;16;10;37;24;36;47;262
47;262;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;56;47;25;23;46;13;7;44;14;39;48;61;35;27;58;62;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;1;29;4;33;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;62;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;33;60;28;15;16;10;37;24;36;47;262
47;262;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;62;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;33;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36;47;258
47;258;52;11;2;3;17;45;34;51;30;49;55;18;8;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;55;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36;47;282
47;282;52;11;2;3;17;45;34;51;30;49;8;18;55;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;55;12;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;26;56;29;4;62;60;28;15;16;10;37;24;36;47;290
48;282;52;11;2;3;17;45;34;51;30;49;8;18;55;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;32;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;55;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;27;58;33;50;41;20;53;9;59;21;31;42;63;57;55;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;55;58;33;50;41;20;53;9;59;21;31;42;63;57;27;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;55;58;33;50;41;20;53;9;59;21;31;42;63;57;27;19;54;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;4;58;33;50;41;20;53;9;59;21;31;42;63;57;27;19;54;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;14;39;48;61;35;4;58;33;50;41;20;53;9;59;21;31;42;63;57;27;19;54;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;54;39;48;61;35;4;58;33;50;41;20;53;9;59;21;31;42;63;57;27;19;14;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;1;47;25;23;46;13;7;44;54;39;48;61;35;4;58;33;50;41;20;53;9;59;21;31;42;63;57;27;19;14;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;4;58;33;50;41;20;53;9;59;1;31;42;63;57;27;19;14;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;4;58;33;50;41;20;53;9;59;1;31;42;63;57;27;19;14;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;4;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;4;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;55;62;60;28;15;16;10;37;24;36
52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36;48;282
48;282;52;11;2;3;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
3;11;2;52;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36;48;282
48;282;3;11;2;52;17;45;34;51;30;49;8;18;32;26;38;6;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;24;36
3;11;2;52;17;45;34;51;30;49;8;18;32;26;38;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;6;36;48;282
48;282;3;11;2;52;17;45;34;51;30;49;8;18;32;26;38;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;62;60;28;15;16;10;37;6;36
3;11;2;52;17;45;34;51;30;49;8;18;62;26;38;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;32;60;28;15;16;10;37;6;36;48;282
48;282;3;11;2;52;17;45;34;51;30;49;8;18;62;26;38;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;9;63;57;27;19;14;40;64;5;43;12;56;29;4;32;60;28;15;16;10;37;6;36
3;11;2;52;17;45;34;51;30;49;8;18;62;26;9;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;12;56;29;4;32;60;28;15;16;10;37;6;36;48;278
48;278;3;11;2;52;17;45;34;51;30;49;8;18;62;26;9;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;12;56;29;4;32;60;28;15;16;10;37;6;36
3;11;2;52;17;45;34;51;30;49;8;18;62;26;9;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;6;36;48;278
48;278;3;11;2;52;17;45;34;51;30;49;8;18;62;26;9;24;22;21;47;25;23;46;13;7;44;54;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;6;36
3;11;2;52;17;45;34;51;30;49;8;18;62;26;9;24;22;21;47;25;23;46;13;7;44;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36;48;278
48;278;3;11;2;52;17;45;34;51;30;49;8;18;62;26;9;24;22;21;47;25;23;46;13;7;44;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36
3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;24;22;21;47;25;23;46;13;7;44;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36;48;278
48;278;3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;24;22;21;47;25;23;46;13;7;44;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;38;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36
3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;24;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36;48;278
48;278;3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;24;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;19;14;40;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36
3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;19;14;24;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36;48;278
48;278;3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;19;14;24;64;5;43;10;56;29;4;32;60;28;15;16;12;37;54;36
3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;64;5;43;10;56;19;4;32;60;28;15;16;12;37;54;36;48;266
48;266;3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;64;5;43;10;56;19;4;32;60;28;15;16;12;37;54;36
3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;32;60;64;15;16;12;37;54;36;48;266
48;266;3;11;2;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;32;60;64;15;16;12;37;54;36
2;11;3;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;32;60;64;15;16;12;37;54;36;48;262
48;262;2;11;3;52;17;45;34;51;26;49;8;18;62;30;9;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;32;60;64;15;16;12;37;54;36
2;11;3;52;17;45;34;51;26;49;8;18;62;30;32;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;9;60;64;15;16;12;37;54;36;48;258
49;258;2;11;3;52;17;45;34;51;26;49;8;18;62;30;32;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;50;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;9;60;64;15;16;12;37;54;36
2;11;3;52;17;45;34;51;26;49;8;18;62;30;50;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;32;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;9;60;64;15;16;12;37;54;36;49;258
49;258;2;11;3;52;17;45;34;51;26;49;8;18;62;30;50;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;32;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;9;60;64;15;16;12;37;54;36
2;34;3;52;17;45;11;51;26;49;8;18;62;30;50;40;22;21;47;25;23;46;13;7;38;6;39;48;61;35;55;58;33;32;41;20;53;42;59;1;31;44;63;57;27;29;14;24;28;5;43;10;56;19;4;9;60;64;15;16;12;37;54;36;49;258
