"X1";"X27040";"X10";"X11";"X15";"X1.1";"X19";"X13";"X22";"X6";"X23";"X14";"X7";"X25";"X9";"X20";"X8";"X24";"X31";"X29";"X27";"X18";"X4";"X17";"X28";"X2";"X30";"X26";"X32";"X5";"X3";"X12";"X21";"X16"
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;4;22;21;1;18;6;8;20;17;3;16;32;136;20264
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;20;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;26;17;3;16;32;136;20602
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;27;9;5;14;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;136;20558
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;19;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;10;29;18;22;21;1;4;6;8;20;17;3;16;32;136;20648
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;3;18;22;21;1;4;6;8;20;17;29;16;32;136;20022
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
9;10;13;14;30;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;136;19352
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;8;23;28;2;11;15;12;19;29;18;22;21;1;4;6;25;20;17;3;16;32;136;19786
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
8;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;30;20;17;3;16;32;136;19938
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;18;19;29;12;22;21;1;4;6;8;20;17;3;16;32;136;20630
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
8;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;30;20;17;3;16;32;136;19938
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;22;26;31;24;7;25;23;28;2;11;15;12;19;29;18;27;21;1;4;6;8;20;17;3;16;32;136;19242
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;2;26;31;24;7;25;23;28;27;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;136;20694
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;26;27;5;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;136;19932
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;11;2;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;136;19942
136;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;15;24;7;25;23;28;2;11;31;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;136;20284
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;7;5;27;26;31;24;9;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;19302
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;23;13;14;9;5;27;26;31;24;7;25;10;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;20700
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;5;13;14;9;10;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;19242
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;22;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;14;21;1;4;6;8;20;17;3;16;32;137;19462
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;16;3;17;32;137;20656
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;6;4;8;20;17;3;16;32;137;20082
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;17;12;19;29;18;22;21;1;4;6;8;20;15;3;16;32;137;21828
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;19;5;27;26;31;24;7;25;23;28;2;11;15;12;9;29;18;22;21;1;4;6;8;20;17;3;16;32;137;20228
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;10;13;14;27;5;9;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;20786
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
30;20;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;10;17;3;16;32;137;21692
137;19042;30;10;13;14;9;5;27;26;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;18962
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;8;23;28;2;11;15;12;19;29;18;22;21;1;4;6;25;20;17;3;16;32;137;19706
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;12;14;9;5;27;30;31;24;7;25;23;28;2;11;15;13;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;20242
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;32;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;9;137;20336
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;32;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;28;137;19202
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;3;22;21;1;4;6;8;20;17;18;16;32;137;19660
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;31;14;9;5;27;30;13;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;20546
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;1;24;7;25;23;28;2;11;15;12;19;29;18;22;21;31;4;6;8;20;17;3;16;32;137;20660
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;23;25;7;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;137;20066
137;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;22;2;11;15;12;19;29;18;28;21;1;4;6;8;20;17;3;16;32;137;19462
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;17;21;1;4;6;8;20;22;3;16;32;138;19802
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;20;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;25;17;3;16;32;138;20202
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;1;25;23;28;2;11;15;12;19;29;18;22;21;7;4;6;8;20;17;3;16;32;138;19962
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;1;21;4;6;8;20;17;3;16;32;138;19476
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
8;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;26;20;17;3;16;32;138;20058
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;28;30;31;24;7;25;23;27;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;19582
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
31;10;13;14;9;5;27;30;26;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;19482
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;32;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;24;138;19202
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;28;9;5;27;30;31;24;7;25;23;14;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;20236
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;22;18;21;1;4;6;8;20;17;3;16;32;138;19202
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;15;25;23;28;2;11;7;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;19282
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;32;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;27;138;19842
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;18;31;24;7;25;23;28;2;11;15;12;19;29;30;22;21;1;4;6;8;20;17;3;16;32;138;19702
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;28;5;27;30;31;24;7;25;23;9;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;20184
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;23;25;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;19802
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;31;9;5;27;30;14;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;20374
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;11;9;5;27;30;31;24;7;25;23;28;2;14;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;19122
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;32;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;14;138;20508
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;6;21;1;4;22;8;20;17;3;16;32;138;20112
138;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;15;24;7;25;23;28;2;11;31;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;138;20204
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;23;5;27;30;31;24;7;25;9;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;139;20680
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;1;15;12;19;29;18;22;21;11;4;6;8;20;17;3;16;32;139;20562
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;17;11;15;12;19;29;18;22;21;1;4;6;8;20;2;3;16;32;139;20254
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;32;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;9;139;20336
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;12;30;31;24;7;25;23;28;2;11;15;27;19;29;18;22;21;1;4;6;8;20;17;3;16;32;139;20510
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;22;2;11;15;12;19;29;18;28;21;1;4;6;8;20;17;3;16;32;139;19462
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;2;30;31;24;7;25;23;28;27;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32;139;20614
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;16;12;19;29;18;22;21;1;4;6;8;20;17;3;15;32;139;19722
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;3;4;6;8;20;17;1;16;32;139;19162
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;12;7;25;23;28;2;11;15;24;19;29;18;22;21;1;4;6;8;20;17;3;16;32;139;19790
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;19;7;25;23;28;2;11;15;12;24;29;18;22;21;1;4;6;8;20;17;3;16;32;139;19042
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;12;15;19;29;18;22;21;1;4;6;8;20;17;3;16;32;139;19802
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;16;22;21;1;4;6;8;20;17;3;18;32;139;19956
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;1;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;13;4;6;8;20;17;3;16;32;139;19462
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;17;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;30;3;16;32;139;20402
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;32;18;22;21;1;4;6;8;20;17;3;16;29;139;19562
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;29;24;7;25;23;28;2;11;15;12;19;31;18;22;21;1;4;6;8;20;17;3;16;32;139;19562
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;21;18;22;29;1;4;6;8;20;17;3;16;32;139;19322
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;7;25;32;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;23;139;19402
139;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;12;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;10;19;29;18;22;21;1;4;6;8;20;17;3;16;32;139;20202
140;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;1;25;23;28;2;11;15;12;19;29;18;22;21;7;4;6;8;20;17;3;16;32;140;19962
140;18962;26;10;13;14;9;5;27;30;31;24;7;25;23;28;2;11;15;12;19;29;18;22;21;1;4;6;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32;140;18882
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;17;18;22;21;1;4;7;8;20;29;3;16;32;140;20142
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;16;4;7;8;20;17;3;1;32;140;19442
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;32;18;22;21;1;4;7;8;20;17;3;16;29;140;19482
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;8;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;6;20;17;3;16;32;140;19802
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;12;15;19;29;18;22;21;1;4;7;8;20;17;3;16;32;140;19722
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;30;27;5;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32;140;19832
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;4;6;25;23;28;2;11;15;12;19;29;18;22;21;1;24;7;8;20;17;3;16;32;140;19604
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;1;23;28;2;11;15;12;19;29;18;22;21;25;4;7;8;20;17;3;16;32;140;19494
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;3;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;27;16;32;140;20360
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;12;2;11;15;28;19;29;18;22;21;1;4;7;8;20;17;3;16;32;140;19572
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;32;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;6;140;19894
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;16;3;32;140;19042
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;18;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;10;22;21;1;4;7;8;20;17;3;16;32;140;20362
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;17;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;30;3;16;32;140;20322
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;7;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;14;8;20;17;3;16;32;140;19422
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;15;2;11;28;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32;140;19862
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;1;22;21;18;4;7;8;20;17;3;16;32;140;19448
140;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;1;21;22;4;7;8;20;17;3;16;32;140;19464
141;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;1;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;9;4;7;8;20;17;3;16;32;141;19762
141;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;30;5;27;9;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32;141;19652
141;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;12;15;19;29;18;22;21;1;4;7;8;20;17;3;16;32;141;19722
141;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;13;14;9;5;29;30;31;24;6;25;23;28;2;11;15;12;19;27;18;22;21;1;4;7;8;20;17;3;16;32;141;19702
141;18882;26;10;13;14;9;5;27;30;31;24;6;25;23;28;2;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32
26;10;2;14;9;5;27;30;31;24;6;25;23;28;13;11;15;12;19;29;18;22;21;1;4;7;8;20;17;3;16;32;141;19082
