"X1";"X278";"X48";"X43";"X2";"X45";"X41";"X46";"X17";"X61";"X10";"X20";"X58";"X38";"X11";"X31";"X37";"X15";"X1.1";"X51";"X32";"X49";"X24";"X23";"X39";"X22";"X28";"X13";"X35";"X50";"X9";"X26";"X40";"X25";"X21";"X30";"X14";"X27";"X57";"X54";"X19";"X62";"X18";"X8";"X7";"X60";"X3";"X34";"X33";"X52";"X16";"X44";"X64";"X4";"X36";"X47";"X59";"X42";"X6";"X29";"X56";"X12";"X53";"X5";"X63";"X55"
47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;1;49;41;64;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;9;29;20;2;5;26;25;23;55;27;3;8;24;10;34;50;54;63;33;30;14;35;12;56;19;47;262
47;262;47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;1;49;41;64;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;9;29;20;2;5;26;25;23;55;27;3;8;24;10;34;50;54;63;33;30;14;35;12;56;19
47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;1;49;41;64;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;9;29;20;33;5;26;25;23;55;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19;47;262
47;262;47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;1;49;41;64;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;9;29;20;33;5;26;25;23;55;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;9;49;41;64;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;1;29;20;33;5;26;25;23;55;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19;47;258
47;258;47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;9;49;41;64;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;1;29;20;33;5;26;25;23;55;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;1;29;20;33;5;26;25;23;55;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19;47;254
47;254;47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;60;13;39;11;37;28;57;61;46;1;29;20;33;5;26;25;23;55;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;28;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19;47;254
47;254;47;15;22;51;18;6;43;48;32;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;28;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;51;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19;47;254
47;254;47;15;22;51;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;51;18;6;43;48;28;44;21;7;36;45;35;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;42;12;56;19;47;268
47;254;47;15;22;51;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;1;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;51;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19;47;258
47;254;47;15;22;51;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;58;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;56;19
47;15;22;51;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;56;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;58;19;47;254
47;254;47;15;22;51;18;6;43;48;28;44;21;7;36;45;42;31;38;62;9;49;64;41;4;56;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;58;19
47;15;22;51;36;6;43;48;28;44;21;7;18;45;42;31;38;62;9;49;64;41;4;56;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;58;19;47;254
47;254;47;15;22;51;36;6;43;48;28;44;21;7;18;45;42;31;38;62;9;49;64;41;4;56;59;17;52;40;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;12;58;19
47;15;22;51;36;6;43;48;28;44;21;7;18;45;42;31;38;62;9;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19;47;250
48;250;47;15;22;51;36;6;43;48;28;44;21;7;18;45;42;31;38;62;9;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;36;6;43;48;28;44;21;7;9;45;42;31;38;62;18;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19;48;262
48;262;47;15;22;51;36;6;43;48;28;44;21;7;9;45;42;31;38;62;18;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;57;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;36;6;43;48;28;44;21;7;9;45;42;31;38;57;18;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;62;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19;48;254
48;254;47;15;22;51;36;6;43;48;28;44;21;7;9;45;42;31;38;57;18;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;62;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;36;18;43;48;28;44;21;7;9;45;42;31;38;57;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;62;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19;48;254
48;254;47;15;22;51;36;18;43;48;28;44;21;7;9;45;42;31;38;57;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;62;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;10;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;36;18;43;48;28;44;21;7;9;45;42;31;38;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;62;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19;48;254
48;254;47;15;22;51;36;18;43;48;28;44;21;7;9;45;42;31;38;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;62;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;36;18;43;48;28;44;21;7;9;45;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19;48;254
48;254;47;15;22;51;36;18;43;48;28;44;21;7;9;45;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;25;23;60;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;36;18;43;48;25;44;21;7;9;45;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;28;23;60;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19;48;258
48;258;47;15;22;51;36;18;43;48;25;44;21;7;9;45;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;28;23;60;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;60;18;43;48;25;44;21;7;9;45;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;28;23;36;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19;48;258
48;258;47;15;22;51;60;18;43;48;25;44;21;7;9;45;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;28;23;36;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;60;18;43;48;25;44;45;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;28;23;36;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19;48;270
48;270;47;15;22;51;60;18;43;48;25;44;45;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;32;38;61;46;1;29;20;33;5;26;28;23;36;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;26;28;23;36;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19;48;270
48;270;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;26;28;23;36;27;3;8;24;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;34;50;54;63;2;30;14;35;40;58;19;48;270
48;270;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;46;45;38;61;37;1;29;20;33;5;24;28;23;36;27;3;8;26;57;34;50;54;63;2;30;14;35;40;58;19;48;274
48;270;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;59;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;34;50;54;63;2;30;14;35;40;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;34;50;54;63;2;30;14;35;59;58;19;48;270
48;270;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;62;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;34;50;54;63;2;30;14;35;59;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;62;50;54;63;2;30;14;35;59;58;19;48;270
48;270;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;46;1;29;20;33;5;24;28;23;36;27;3;8;26;57;62;50;54;63;2;30;14;35;59;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;54;63;2;30;14;35;59;58;19;48;264
48;264;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;54;63;2;30;14;35;59;58;19
47;15;22;32;60;18;43;48;25;44;51;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;54;63;2;30;14;35;59;58;19;48;280
48;264;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;54;63;2;30;14;35;59;58;19
47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19;48;264
48;264;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19
47;15;22;38;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;51;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19;48;288
48;264;47;15;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;24;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;15;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19;48;264
48;264;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;53;16;55;13;39;11;37;45;38;61;57;1;29;20;33;5;15;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;5;16;55;13;39;11;37;45;38;61;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19;48;268
48;268;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;4;56;40;17;52;12;5;16;55;13;39;11;37;45;38;61;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;30;63;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;30;56;40;17;52;12;5;16;55;13;39;11;37;45;38;61;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;4;63;2;54;14;35;59;58;19;48;268
49;268;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;30;56;40;17;52;12;5;16;55;13;39;11;37;45;38;61;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;4;63;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;30;56;40;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;4;63;2;54;14;35;59;58;19;49;272
49;272;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;10;6;49;64;41;30;56;40;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;4;63;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;4;63;2;54;14;35;59;58;19;49;272
49;272;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;46;62;50;4;63;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;46;2;54;14;35;59;58;19;49;272
49;272;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;46;2;54;14;35;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;54;14;46;59;58;19;49;272
49;272;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;54;14;46;59;58;19
47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;19;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;54;14;46;59;58;37;49;276
49;272;47;24;22;51;60;18;43;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;54;14;46;59;58;19
47;24;22;51;60;18;54;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19;49;272
49;272;47;24;22;51;60;18;54;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;17;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19
47;24;22;51;60;18;17;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19;49;272
49;272;47;24;22;51;60;18;17;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;12;57;1;29;20;33;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19
47;24;22;51;60;18;17;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19;49;272
49;272;47;24;22;51;60;18;17;48;25;44;32;7;9;21;42;31;34;40;6;49;64;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19
47;24;22;64;60;18;17;48;25;44;32;7;9;21;42;31;34;40;6;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19;49;276
49;276;47;24;22;64;60;18;17;48;25;44;32;7;9;21;42;31;34;40;6;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19
47;24;22;64;60;18;17;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19;49;288
49;288;47;24;22;64;60;18;17;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;23;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19
47;24;22;64;23;18;17;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;60;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19;49;288
49;288;47;24;22;64;23;18;17;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;60;36;27;3;8;26;63;62;50;4;35;2;43;14;46;59;58;19
47;24;22;64;23;18;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;60;36;27;3;8;26;63;62;50;4;17;2;43;14;46;59;58;19;49;288
49;288;47;24;22;64;23;18;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;28;60;36;27;3;8;26;63;62;50;4;17;2;43;14;46;59;58;19
47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;18;60;36;27;3;8;26;63;62;50;4;17;2;43;14;46;59;58;19;49;288
49;288;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;18;60;36;27;3;8;26;63;62;50;4;17;2;43;14;46;59;58;19
47;24;37;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;22;45;38;33;57;1;29;20;12;53;15;18;60;36;27;3;8;26;63;62;50;4;17;2;43;14;46;59;58;19;49;296
49;288;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;12;53;15;18;60;36;27;3;8;26;63;62;50;4;17;2;43;14;46;59;58;19
47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;8;53;15;18;60;36;27;3;12;26;63;62;50;4;17;2;43;14;46;59;58;19;49;288
49;288;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;52;61;5;16;55;13;39;11;37;45;38;33;57;1;29;20;8;53;15;18;60;36;27;3;12;26;63;62;50;4;17;2;43;14;46;59;58;19
47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;1;29;20;8;53;15;18;60;36;27;3;12;26;63;62;50;4;17;2;43;14;46;59;58;19;49;296
49;296;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;1;29;20;8;53;15;18;60;36;27;3;12;26;63;62;50;4;17;2;43;14;46;59;58;19
47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;15;18;60;36;27;3;12;26;63;62;50;4;17;2;43;14;46;59;1;19;49;296
49;296;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;15;18;60;36;27;3;12;26;63;62;50;4;17;2;43;14;46;59;1;19
47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;50;4;17;2;43;14;46;59;1;19;49;296
49;296;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;50;4;17;2;43;14;46;59;1;19
47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;4;50;17;2;43;14;46;59;1;19;49;296
49;296;47;24;22;64;23;28;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;4;50;17;2;43;14;46;59;1;19
47;24;22;64;23;2;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;4;50;17;28;43;14;46;59;1;19;49;292
50;292;47;24;22;64;23;2;35;48;25;44;32;7;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;61;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;4;50;17;28;43;14;46;59;1;19
47;24;22;64;23;2;35;48;25;44;32;61;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;7;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;4;50;17;28;43;14;46;59;1;19;50;288
50;288;47;24;22;64;23;2;35;48;25;44;32;61;6;21;42;31;34;40;9;49;51;41;30;56;10;54;38;7;5;16;55;13;39;11;37;45;52;33;57;58;29;20;8;53;63;18;60;36;27;3;12;26;15;62;4;50;17;28;43;14;46;59;1;19
