"X1";"X304";"X47";"X9";"X51";"X42";"X54";"X35";"X28";"X5";"X43";"X16";"X60";"X24";"X55";"X63";"X12";"X62";"X46";"X37";"X13";"X1.1";"X20";"X38";"X7";"X44";"X34";"X53";"X4";"X11";"X61";"X52";"X32";"X41";"X50";"X58";"X8";"X30";"X33";"X48";"X45";"X64";"X49";"X57";"X18";"X29";"X10";"X17";"X27";"X6";"X2";"X40";"X15";"X56";"X39";"X21";"X3";"X36";"X59";"X23";"X19";"X25";"X22";"X31";"X26";"X14"
8;39;47;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;1;33;50;41;25;22;9;62;5;27;40;44;30;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;52;28;64;26;7;15;55;61;218
61;218;8;39;47;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;1;33;50;41;25;22;9;62;5;27;40;44;30;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;52;28;64;26;7;15;55
8;39;47;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;40;44;1;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;52;28;64;26;7;15;55;61;230
61;230;8;39;47;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;40;44;1;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;52;28;64;26;7;15;55
8;39;47;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;40;44;1;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;64;28;52;26;7;15;55;61;230
61;230;8;39;47;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;40;44;1;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;64;28;52;26;7;15;55
8;39;40;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;47;44;1;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;64;28;52;26;7;15;55;61;230
61;230;8;39;40;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;47;44;1;45;48;34;20;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;64;28;52;26;7;15;55
8;39;20;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;64;28;52;26;7;15;55;61;226
61;226;8;39;20;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;38;51;23;29;46;58;11;43;17;19;61;16;64;28;52;26;7;15;55
8;39;20;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;38;51;43;29;46;58;11;23;17;19;61;16;64;28;52;26;7;15;55;61;226
61;226;8;39;20;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;50;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;38;51;43;29;46;58;11;23;17;19;61;16;64;28;52;26;7;15;55
8;39;20;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;29;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;38;51;43;50;46;58;11;23;17;19;61;16;64;28;52;26;7;15;55;61;226
61;226;8;39;20;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;29;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;38;51;43;50;46;58;11;23;17;19;61;16;64;28;52;26;7;15;55
8;39;38;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;29;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;46;58;11;23;17;19;61;16;64;28;52;26;7;15;55;61;238
62;238;8;39;38;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;29;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;46;58;11;23;17;19;61;16;64;28;52;26;7;15;55
8;39;38;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;46;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;29;58;11;23;17;19;61;16;64;28;52;26;7;15;55;62;238
62;238;8;39;38;42;3;18;31;13;4;2;35;53;21;14;37;56;12;36;30;33;46;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;29;58;11;23;17;19;61;16;64;28;52;26;7;15;55
8;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;12;36;30;33;46;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;29;58;11;23;17;19;61;16;64;28;52;26;7;15;55;62;234
62;234;8;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;12;36;30;33;46;41;25;22;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;29;58;11;23;17;19;61;16;64;28;52;26;7;15;55
8;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;29;58;11;23;17;19;61;16;64;28;52;26;7;15;55;62;226
62;226;8;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;50;29;58;11;23;17;19;61;16;64;28;52;26;7;15;55
8;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55;62;226
62;226;8;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;1;45;48;34;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;1;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55;62;226
62;226;34;39;38;42;3;18;31;14;4;2;35;53;21;13;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;1;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55;62;218
62;218;34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;56;22;36;55;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;30;62;238
62;218;34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;56;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;58;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;218
62;218;34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;48;45;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;222
62;218;34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;5;27;47;44;13;45;48;8;40;57;10;24;32;54;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;48;8;40;57;10;24;32;5;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;214
62;214;34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;48;8;40;57;10;24;32;5;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;48;8;51;57;10;24;32;5;63;60;49;6;59;20;40;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;220
62;214;34;39;38;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;48;8;40;57;10;24;32;5;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;48;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;38;8;40;57;10;24;32;5;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;210
62;210;34;39;48;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;38;8;40;57;10;24;32;5;63;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;48;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;210
62;210;34;39;48;42;3;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;9;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55;62;210
62;210;34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;49;6;59;20;51;43;29;50;56;11;23;17;19;61;16;64;28;52;26;7;15;55
34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;49;6;23;20;51;43;29;50;56;11;59;17;19;61;16;64;28;52;26;7;15;55;62;210
62;210;34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;49;6;23;20;51;43;29;50;56;11;59;17;19;61;16;64;28;52;26;7;15;55
34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;16;6;23;20;51;43;29;50;56;11;59;17;19;61;49;64;28;52;26;7;15;55;62;210
62;210;34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;16;6;23;20;51;43;29;50;56;11;59;17;19;61;49;64;28;52;26;7;15;55
34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;16;6;23;20;51;43;29;50;56;52;59;17;19;61;49;64;28;11;26;7;15;55;62;210
62;210;34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;16;6;23;20;51;43;29;50;56;52;59;17;19;61;49;64;28;11;26;7;15;55
34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;16;6;23;26;51;43;29;50;56;52;59;17;19;61;49;64;28;11;20;7;15;55;62;202
62;202;34;39;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;63;5;32;60;16;6;23;26;51;43;29;50;56;52;59;17;19;61;49;64;28;11;20;7;15;55
34;63;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;6;23;26;51;43;29;50;56;52;59;17;19;61;49;64;28;11;20;7;15;55;62;202
62;202;34;63;48;42;9;18;31;14;4;2;35;53;21;1;37;58;22;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;6;23;26;51;43;29;50;56;52;59;17;19;61;49;64;28;11;20;7;15;55
34;63;48;42;9;18;31;14;4;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;50;56;52;59;17;19;61;49;64;28;11;20;7;15;55;62;202
63;202;34;63;48;42;9;18;31;14;4;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;50;56;52;59;17;19;61;49;64;28;11;20;7;15;55
34;50;48;42;9;18;31;14;4;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;52;59;17;19;61;49;64;28;11;20;7;15;55;63;202
63;202;34;50;48;42;9;18;31;14;4;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;52;59;17;19;61;49;64;28;11;20;7;15;55
34;50;48;42;9;7;31;14;4;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;52;59;17;19;61;49;64;28;11;20;18;15;55;63;218
63;218;34;50;48;42;9;7;31;14;4;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;52;59;17;19;61;49;64;28;11;20;18;15;55
34;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;4;59;17;19;61;49;64;28;11;20;18;15;55;63;218
63;218;34;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;4;59;17;19;61;49;64;28;11;20;18;15;55
34;50;48;42;9;7;31;14;52;2;51;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;35;43;29;63;56;4;59;17;19;61;49;64;28;11;20;18;15;55;63;226
63;218;34;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;56;4;59;17;19;61;49;64;28;11;20;18;15;55
34;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;218
63;218;34;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;10;24;39;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
10;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;34;24;39;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;222
63;222;10;50;48;42;9;7;31;14;52;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;34;24;39;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
10;50;48;42;9;7;31;14;39;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;216
63;216;10;50;48;42;9;7;31;14;39;2;35;53;21;1;37;58;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
10;50;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;208
63;208;10;50;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;62;54;27;47;44;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;50;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;62;54;10;47;44;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;204
63;204;27;50;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;62;54;10;47;44;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;62;54;10;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;212
63;212;27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;62;54;10;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;208
63;208;27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;44;48;42;9;7;31;35;39;2;58;53;21;1;37;14;6;36;30;33;46;41;25;12;3;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;232
63;208;27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;30;33;46;41;25;12;3;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;216
63;216;27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;2;48;42;9;7;31;14;39;44;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;244
63;216;27;44;48;42;9;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;216
63;216;27;9;48;42;44;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;34;24;52;5;32;60;16;22;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;216
63;216;27;9;48;42;44;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;9;48;42;44;51;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;7;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;228
63;216;27;9;48;42;44;7;31;14;39;2;58;53;21;1;37;35;6;36;3;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;58;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55;63;216
63;216;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;58;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;19;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55;63;208
63;208;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;50;13;45;38;8;40;57;22;24;52;5;32;60;16;34;23;26;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;45;38;8;40;57;22;24;52;5;32;60;50;34;23;26;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55;63;204
64;204;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;45;38;8;40;57;22;24;52;5;32;60;50;34;23;26;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55;64;204
64;204;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;56;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;4;59;14;58;61;49;64;28;11;20;18;15;55;64;216
64;204;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;4;59;56;58;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;59;4;56;58;61;49;64;28;11;20;18;15;55;64;204
64;204;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;59;4;56;58;61;49;64;28;11;20;18;15;55
27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;59;4;56;58;61;49;64;28;55;20;18;15;11;64;204
64;204;27;9;48;42;44;7;31;14;39;2;3;53;21;1;37;35;6;36;19;33;46;41;25;12;30;10;54;62;47;16;13;26;38;8;40;57;22;24;52;5;32;60;50;34;23;45;51;43;29;63;17;59;4;56;58;61;49;64;28;55;20;18;15;11
