"X1";"X26024";"X11";"X6";"X32";"X26";"X25";"X20";"X2";"X13";"X4";"X21";"X27";"X31";"X9";"X5";"X29";"X3";"X7";"X14";"X15";"X24";"X18";"X8";"X1.1";"X23";"X10";"X30";"X28";"X12";"X19";"X17";"X22";"X16"
21;19;26;18;27;25;12;11;7;4;22;2;15;32;28;24;23;20;1;16;9;10;5;17;30;31;29;14;13;6;3;8;107;22286
107;21866;21;19;26;18;27;25;12;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;8
21;19;26;18;27;25;12;11;7;4;22;8;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;2;107;21986
108;21866;21;19;26;18;27;25;12;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;8
21;19;26;18;27;25;12;11;30;4;22;2;15;32;28;24;23;7;1;16;9;10;5;17;20;31;29;14;13;6;3;8;108;23198
108;21866;21;19;26;18;27;25;12;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;8
21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;12;108;21806
108;21806;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;12
21;19;26;18;27;25;8;11;7;24;22;2;15;32;28;4;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;12;108;23428
108;21806;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;12
21;19;26;18;27;25;8;11;7;2;22;4;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;12;108;22206
108;21806;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;16;9;10;5;17;20;31;29;14;13;6;3;12
21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;13;6;16;12;108;21526
108;21526;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;13;6;16;12
21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;14;29;13;6;16;12;108;22106
108;21526;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;13;6;16;12
21;19;26;18;27;25;8;11;7;14;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;4;13;6;16;12;108;21826
108;21526;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;13;6;16;12
21;19;26;18;27;25;8;11;7;2;22;4;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;13;6;16;12;108;21926
108;21526;21;19;26;18;27;25;8;11;7;4;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;13;6;16;12
21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12;108;21606
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;26;18;27;25;8;11;7;13;4;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;22;6;16;12;108;22608
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;26;18;27;25;1;11;7;13;22;2;15;32;28;24;23;30;8;3;9;10;5;17;20;31;29;14;4;6;16;12;108;21886
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;26;18;27;4;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;25;6;16;12;108;22362
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;27;18;26;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12;108;21766
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;9;30;1;3;23;10;5;17;20;31;29;14;4;6;16;12;108;22896
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;26;18;27;25;24;11;7;13;22;2;15;32;28;8;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12;108;22848
108;21606;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;6;16;12
21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;16;6;12;108;21446
108;21446;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;20;31;29;14;4;16;6;12
21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;29;31;20;14;4;16;6;12;108;21446
108;21446;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;29;31;20;14;4;16;6;12
17;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;21;29;31;20;14;4;16;6;12;108;21886
108;21446;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;29;31;20;14;4;16;6;12
21;19;8;18;27;25;26;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;29;31;20;14;4;16;6;12;108;22258
108;21446;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;5;17;29;31;20;14;4;16;6;12
21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12;108;21306
109;21306;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
21;19;26;18;27;5;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;25;12;109;21948
109;21306;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
21;19;9;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;26;10;6;17;29;31;20;14;4;16;5;12;109;22582
109;21306;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
7;19;26;18;27;25;8;11;21;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12;109;22140
109;21306;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
21;19;26;18;27;30;8;11;7;13;22;2;15;32;28;24;23;25;1;3;9;10;6;17;29;31;20;14;4;16;5;12;109;21666
109;21306;21;19;26;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12;109;21306
109;21306;26;19;21;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
26;19;3;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;21;9;10;6;17;29;31;20;14;4;16;5;12;109;22664
109;21306;26;19;21;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;8;11;16;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;7;5;12;109;21806
109;21306;26;19;21;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;16;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;8;5;12;109;21986
109;21306;26;19;21;18;27;25;8;11;7;13;22;2;15;32;28;24;23;30;1;3;9;10;6;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;8;3;7;13;22;2;15;32;28;24;23;30;1;11;9;10;6;17;29;31;20;14;4;16;5;12;109;21266
109;21266;26;19;21;18;27;25;8;3;7;13;22;2;15;32;28;24;23;30;1;11;9;10;6;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;8;3;7;13;22;2;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12;109;21346
109;21346;26;19;21;18;27;25;8;3;7;13;22;2;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12;109;21206
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;30;18;27;25;2;3;7;13;22;8;15;32;28;24;23;21;1;6;9;10;11;17;29;31;20;14;4;16;5;12;109;21686
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;1;27;25;2;3;7;13;22;8;15;32;28;24;23;30;18;6;9;10;11;17;29;31;20;14;4;16;5;12;109;22448
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;2;3;30;13;22;8;15;32;28;24;23;7;1;6;9;10;11;17;29;31;20;14;4;16;5;12;109;22298
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;2;3;7;24;22;8;15;32;28;13;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12;109;23188
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;18;4;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;27;16;5;12;109;22378
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;2;3;7;13;11;8;15;32;28;24;23;30;1;6;9;10;22;17;29;31;20;14;4;16;5;12;109;21764
109;21206;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;20;14;4;16;5;12
26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12;109;21230
109;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;14;5;31;4;16;20;12;109;22990
109;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;17;30;1;6;9;10;11;23;29;31;5;14;4;16;20;12;109;22190
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;7;13;22;8;10;32;28;24;23;30;1;6;9;15;11;17;29;31;5;14;4;16;20;12;110;21390
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;16;30;1;6;9;10;11;17;29;31;5;14;4;23;20;12;110;23234
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;7;13;22;8;17;32;28;24;23;30;1;6;9;10;11;15;29;31;5;14;4;16;20;12;110;22410
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;20;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;19;12;110;21730
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;2;18;27;25;21;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12;110;22362
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;1;2;3;7;13;22;8;15;32;28;24;23;30;25;6;9;10;11;17;29;31;5;14;4;16;20;12;110;22504
110;21230;26;19;21;18;27;25;2;3;7;13;22;8;15;32;28;24;23;30;1;6;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12;110;21250
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;10;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;21;11;17;29;31;5;14;4;16;20;12;110;21750
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;30;28;24;23;32;1;7;9;10;11;17;29;31;5;14;4;16;20;12;110;21410
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;1;3;6;13;22;8;15;32;28;24;23;30;2;7;9;10;11;17;29;31;5;14;4;16;20;12;110;21750
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
28;19;21;18;27;25;2;3;6;13;22;8;15;32;26;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12;110;21330
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;29;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;21;31;5;14;4;16;20;12;110;21970
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;30;13;22;8;15;32;28;24;23;6;1;7;9;10;11;17;29;31;5;14;4;16;20;12;110;22254
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;32;5;24;23;30;1;7;9;10;11;17;29;31;28;14;4;16;20;12;110;21504
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;29;17;31;5;14;4;16;20;12;110;21930
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;31;29;5;14;4;16;20;12;110;21890
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;31;7;9;10;11;17;29;1;5;14;4;16;20;12;110;23946
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;17;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;19;29;31;5;14;4;16;20;12;110;21810
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;4;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;22;16;20;12;110;22292
110;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;29;22;8;15;32;28;24;23;30;1;7;9;10;11;17;13;31;5;14;4;16;20;12;110;22032
111;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;8;18;27;25;2;3;6;13;22;21;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12;111;21892
111;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;22;3;6;13;2;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12;111;22224
111;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;9;23;30;1;7;24;10;11;17;29;31;5;14;4;16;20;12;111;22080
111;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;4;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;21;16;20;12;111;22126
111;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;23;2;3;6;13;22;8;15;32;28;24;25;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12;111;21550
111;21250;26;19;21;18;27;25;2;3;6;13;22;8;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;12
26;19;21;18;27;25;2;3;6;13;22;12;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;8;111;21250
111;21250;26;19;21;18;27;25;2;3;6;13;22;12;15;32;28;24;23;30;1;7;9;10;11;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;13;22;12;15;32;28;24;23;30;1;7;9;11;10;17;29;31;5;14;4;16;20;8;111;21330
111;21330;26;19;21;18;27;25;2;3;6;13;22;12;15;32;28;24;23;30;1;7;9;11;10;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;111;21050
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;13;22;10;15;32;1;24;23;30;28;7;9;11;12;17;29;31;5;14;4;16;20;8;111;21800
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
17;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;26;29;31;5;14;4;16;20;8;111;21810
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;23;13;22;10;15;32;28;24;6;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;111;22272
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;14;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;19;4;16;20;8;111;22764
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
32;19;21;18;27;25;2;3;6;13;22;10;15;26;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;111;22290
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;4;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;13;16;20;8;111;21170
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;10;21;18;27;25;2;3;6;13;22;19;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;111;21696
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;13;18;27;25;2;3;6;21;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;111;22766
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;31;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;13;5;14;4;16;20;8;111;23348
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;32;6;13;22;10;15;3;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;111;22290
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;16;5;14;4;31;20;8;111;23238
111;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;4;17;29;31;5;14;12;16;20;8;111;21450
112;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;25;2;3;6;13;22;29;15;32;28;24;23;30;1;7;9;11;12;17;10;31;5;14;4;16;20;8;112;21914
112;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;21;18;27;13;2;3;6;25;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;112;22766
112;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
26;19;22;18;27;25;2;3;6;13;21;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8;112;21150
112;21050;26;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;11;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21036
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;32;22;10;15;13;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21682
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;31;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;21;5;14;4;16;20;8;112;21916
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;6;21;18;27;25;2;3;19;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21808
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;9;2;3;6;13;22;10;15;32;28;24;23;30;1;7;25;26;12;17;29;31;5;14;4;16;20;8;112;22232
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;13;22;28;15;32;10;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21514
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;13;15;10;22;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21984
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;14;9;26;12;17;29;31;5;7;4;16;20;8;112;21956
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;28;27;25;2;3;6;13;22;10;15;32;18;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21236
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;20;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;2;8;112;21998
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;14;5;31;4;16;20;8;112;22640
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;3;25;2;27;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;22058
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;32;18;27;25;2;3;6;13;22;10;15;21;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8;112;21816
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;29;23;30;1;7;9;26;12;17;24;31;5;14;4;16;20;8;112;21756
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
11;26;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;19;12;17;29;31;5;14;4;16;20;8;112;21436
112;21036;11;19;21;18;27;25;2;3;6;13;22;10;15;32;28;24;23;30;1;7;9;26;12;17;29;31;5;14;4;16;20;8
