"X1";"X256";"X30";"X35";"X6";"X51";"X48";"X39";"X57";"X27";"X49";"X24";"X13";"X64";"X20";"X12";"X19";"X41";"X14";"X55";"X7";"X33";"X63";"X29";"X17";"X5";"X28";"X25";"X42";"X43";"X23";"X59";"X36";"X9";"X8";"X44";"X61";"X56";"X11";"X53";"X16";"X54";"X45";"X62";"X32";"X4";"X52";"X37";"X22";"X38";"X46";"X2";"X1.1";"X58";"X60";"X26";"X40";"X10";"X50";"X34";"X47";"X15";"X3";"X21";"X31";"X18"
56;230;15;10;34;41;19;4;52;58;46;20;48;27;24;59;35;37;36;47;28;11;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;22;32;1;33;29;12;56;14;44;62;26;18;51;31;43;54;64;25;49;2;9;57;30;55;45;63;17;38;6
15;10;34;41;19;4;52;58;46;20;48;27;24;59;35;37;36;47;28;11;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;26;18;51;31;43;54;64;25;49;2;9;57;22;55;45;63;17;38;6;56;230
56;230;15;10;34;41;19;4;52;58;46;20;48;27;24;59;35;37;36;47;28;11;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;26;18;51;31;43;54;64;25;49;2;9;57;22;55;45;63;17;38;6
37;10;34;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;11;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;26;18;51;31;43;54;64;25;49;2;9;57;22;55;45;63;17;38;6;56;230
57;230;37;10;34;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;11;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;26;18;51;31;43;54;64;25;49;2;9;57;22;55;45;63;17;38;6
37;10;34;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;18;51;31;43;54;64;25;49;2;9;57;22;55;45;63;17;38;6;57;228
57;228;37;10;34;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;18;51;31;43;54;64;25;49;2;9;57;22;55;45;63;17;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;18;51;31;43;54;64;25;49;2;9;34;22;55;45;63;17;38;6;57;226
57;226;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;18;51;31;43;54;64;25;49;2;9;34;22;55;45;63;17;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;22;18;45;63;17;38;6;57;226
57;226;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;3;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;22;18;45;63;17;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;17;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;22;18;45;63;3;38;6;57;226
57;226;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;17;50;5;23;53;13;8;42;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;22;18;45;63;3;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;17;50;5;23;53;13;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;42;18;45;63;3;38;6;57;218
57;218;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;15;36;47;28;26;61;40;39;7;17;50;5;23;53;13;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;17;36;47;28;26;61;40;39;7;15;50;5;23;53;13;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;42;18;45;63;3;38;6;57;218
57;218;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;17;36;47;28;26;61;40;39;7;15;50;5;23;53;13;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;42;18;45;63;3;38;6;57;222
57;222;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;54;64;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;222
57;222;37;10;57;41;19;4;52;58;46;20;48;27;24;59;35;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;24;59;4;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;226
57;226;37;10;57;41;19;35;52;58;46;20;48;27;24;59;4;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;33;48;27;24;59;4;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;20;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;250
57;226;37;10;57;41;19;35;52;58;46;20;48;27;24;59;4;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;24;59;4;17;36;47;28;23;61;40;39;7;15;50;13;26;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;234
57;226;37;10;57;41;19;35;52;58;46;20;48;27;24;59;4;17;36;47;28;26;61;40;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;24;40;4;17;36;47;28;26;61;59;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;222
57;222;37;10;57;41;19;35;52;58;46;20;48;27;24;40;4;17;36;47;28;26;61;59;39;7;15;50;13;23;53;5;8;22;60;21;16;30;32;1;33;29;12;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;24;40;4;17;36;47;28;26;61;59;39;7;15;50;13;23;53;5;8;22;60;21;12;30;32;1;33;29;16;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;220
57;220;37;10;57;41;19;35;52;58;46;20;48;27;24;40;4;17;36;47;28;26;61;59;39;7;15;50;13;23;53;5;8;22;60;21;12;30;32;1;33;29;16;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;24;40;4;17;36;47;28;26;61;5;39;7;15;50;13;23;53;59;8;22;60;21;12;30;32;1;33;29;16;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;214
57;214;37;10;57;41;19;35;52;58;46;20;48;27;24;40;4;17;36;47;28;26;61;5;39;7;15;50;13;23;53;59;8;22;60;21;12;30;32;1;33;29;16;56;14;44;62;11;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;26;61;5;39;7;15;50;13;23;53;59;8;22;60;21;12;30;32;1;33;29;16;56;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6;57;210
57;210;37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;26;61;5;39;7;15;50;13;23;53;59;8;22;60;21;12;30;32;1;33;29;16;56;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;18;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;26;61;5;39;7;15;50;13;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;56;45;63;3;38;6;57;210
57;210;37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;26;61;5;39;7;15;50;13;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;56;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;26;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;56;45;63;3;38;6;57;208
57;208;37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;26;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;56;45;63;3;38;6
37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;26;45;63;3;38;6;57;212
57;212;37;10;57;41;19;35;52;58;46;20;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;64;54;25;49;2;9;34;42;26;45;63;3;38;6
37;10;57;41;19;35;52;58;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;2;9;34;42;26;45;63;3;38;6;57;208
57;208;37;10;57;41;19;35;52;58;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;1;33;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;2;9;34;42;26;45;63;3;38;6
37;10;57;41;19;35;52;58;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;33;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;42;26;45;63;3;38;6;57;208
58;208;37;10;57;41;19;35;52;58;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;33;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;42;26;45;63;3;38;6
37;10;57;41;19;35;52;58;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;42;26;45;63;33;38;6;58;208
58;208;37;10;57;41;19;35;52;58;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;42;26;45;63;33;38;6
37;10;57;58;19;35;52;41;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;42;26;45;63;33;38;6;58;212
58;212;37;10;57;58;19;35;52;41;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;42;26;45;63;33;38;6
37;10;57;58;19;35;52;41;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;38;42;58;212
58;212;37;10;57;58;19;35;52;41;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;38;42
37;10;57;58;19;35;52;41;46;64;1;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;48;9;34;6;26;45;63;33;38;42;58;240
58;212;37;10;57;58;19;35;52;41;46;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;38;42
37;10;57;58;19;35;52;41;38;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;46;42;58;212
58;212;37;10;57;58;19;35;52;41;38;64;48;27;11;40;4;17;36;47;28;56;61;13;39;7;15;50;5;23;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;46;42
37;10;57;58;19;35;52;41;38;64;48;27;23;40;4;17;36;47;28;56;61;13;39;7;15;50;5;11;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;46;42;58;216
58;216;37;10;57;58;19;35;52;41;38;64;48;27;23;40;4;17;36;47;28;56;61;13;39;7;15;50;5;11;53;59;8;22;60;21;12;30;32;2;3;29;16;18;14;44;62;24;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;46;42
37;10;57;58;19;35;52;41;38;64;48;27;23;40;4;17;36;47;28;56;61;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;46;42;58;202
58;202;37;10;57;58;19;35;52;41;38;64;48;27;23;40;4;17;36;47;28;56;61;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;20;54;25;49;1;9;34;6;26;45;63;33;46;42
37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;61;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;20;38;25;49;1;9;34;6;26;45;63;33;46;42;58;202
58;202;37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;61;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;20;38;25;49;1;9;34;6;26;45;63;33;46;42
37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;38;25;49;1;9;34;6;26;45;63;33;46;42;58;202
58;202;37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;38;25;49;1;9;34;6;26;45;63;33;46;42
37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;38;25;49;1;9;34;33;26;45;63;6;46;42;58;202
58;202;37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;50;5;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;38;25;49;1;9;34;33;26;45;63;6;46;42
37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;50;38;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;9;34;33;26;45;63;6;46;42;58;210
58;210;37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;50;38;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;9;34;33;26;45;63;6;46;42
37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;9;38;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;6;46;42;58;210
58;210;37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;9;38;11;53;59;8;22;60;21;24;30;32;2;3;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;6;46;42
37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;9;38;11;53;59;8;22;60;21;24;30;32;2;6;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42;58;192
58;192;37;10;57;58;19;35;52;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;9;38;11;53;59;8;22;60;21;24;30;32;2;6;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42
37;10;57;58;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;9;38;11;53;52;8;22;60;21;24;30;32;2;6;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42;58;200
58;200;37;10;57;58;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;56;20;13;39;7;15;9;38;11;53;52;8;22;60;21;24;30;32;2;6;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42
37;10;57;58;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;30;32;2;6;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42;58;204
58;204;37;10;57;58;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;30;32;2;6;29;16;18;14;44;62;12;55;51;31;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42
37;10;57;58;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42;58;204
58;204;37;10;57;58;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;49;1;50;34;33;26;45;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;49;58;50;34;33;26;45;63;3;46;42;58;208
58;208;37;10;57;1;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;49;58;50;34;33;26;45;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;26;45;63;3;46;42;58;208
58;208;37;10;57;1;19;35;59;41;54;64;48;27;23;40;4;17;36;47;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;26;45;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;23;47;4;17;36;40;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;26;45;63;3;46;42;58;220
58;220;37;10;57;1;19;35;59;41;54;64;48;27;23;47;4;17;36;40;28;13;20;56;39;7;15;9;38;11;53;52;8;22;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;26;45;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;23;47;4;17;36;40;28;13;20;56;39;7;15;22;38;11;53;52;8;9;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;26;45;63;3;46;42;58;212
59;212;37;10;57;1;19;35;59;41;54;64;48;27;23;47;4;17;36;40;28;13;20;56;39;7;15;22;38;11;53;52;8;9;60;21;24;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;26;45;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;23;47;4;17;36;40;28;13;20;56;39;7;15;22;38;11;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;24;45;63;3;46;42;59;210
59;210;37;10;57;1;19;35;59;41;54;64;48;27;23;47;4;17;36;40;28;13;20;56;39;7;15;22;38;11;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;24;45;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;11;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;210
59;210;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;11;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;62;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;214
59;214;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;2;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;48;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;234
59;214;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;49;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;64;34;33;24;23;63;3;46;42;59;230
59;214;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;28;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;2;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;28;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;226
59;226;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;53;52;8;9;60;21;26;31;32;28;6;29;16;18;14;44;11;12;55;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;60;21;26;31;32;28;6;29;16;18;14;44;11;12;53;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;226
59;226;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;60;21;26;31;32;28;6;29;16;18;14;44;11;12;53;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;60;21;26;31;28;32;6;29;16;18;14;44;11;12;53;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;218
59;218;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;60;21;26;31;28;32;6;29;16;18;14;44;11;12;53;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;60;21;26;31;28;44;6;29;16;18;14;32;11;12;53;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42;59;242
59;242;37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;60;21;26;31;28;44;6;29;16;18;14;32;11;12;53;51;30;43;61;5;25;50;58;49;34;33;24;23;63;3;46;42
37;10;57;1;19;35;59;41;54;64;48;27;45;47;4;17;36;40;2;13;20;56;39;7;15;22;38;62;55;52;8;9;5;21;26;31;28;44;6;29;16;18;14;32;11;12;53;51;30;43;61;60;25;50;58;49;34;33;24;23;63;3;46;42;59;246
