"X1";"X25944";"X20";"X6";"X27";"X19";"X3";"X13";"X18";"X28";"X4";"X31";"X30";"X24";"X26";"X29";"X2";"X5";"X23";"X32";"X8";"X1.1";"X15";"X17";"X9";"X14";"X21";"X11";"X16";"X22";"X10";"X12";"X25";"X7"
109;20648;3;31;19;23;22;20;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;30;26;1;9;16;28;32;5
3;31;19;23;4;20;10;7;2;13;6;11;14;29;21;27;18;17;22;15;8;25;12;24;30;26;1;9;16;28;32;5;109;21974
109;20648;3;31;19;23;22;20;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;30;26;1;9;16;28;32;5
3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;109;20508
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;26;20;24;1;9;16;28;32;5;109;20908
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;16;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;19;28;32;5;109;22120
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;19;10;22;30;23;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;109;21808
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;11;19;23;22;30;10;7;2;13;6;31;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;109;20806
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;19;23;22;30;10;7;2;13;6;11;14;29;20;27;18;17;4;15;8;25;12;24;21;26;1;9;16;28;32;5;109;20868
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;19;23;22;30;10;7;2;13;6;5;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;11;109;20828
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;19;23;22;30;10;2;7;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;109;20748
109;20508;3;31;19;23;22;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;109;20588
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;10;7;26;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;2;1;9;16;28;32;5;110;22074
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;2;7;10;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;110;20748
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;10;7;2;13;6;11;20;29;21;27;18;17;4;15;8;25;12;24;14;26;1;9;16;28;32;5;110;22468
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;10;7;2;13;14;11;6;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;110;20868
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;10;7;2;13;6;11;26;29;21;27;18;17;4;15;8;25;12;24;20;14;1;9;16;28;32;5;110;22652
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;4;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;31;15;8;25;12;24;20;26;1;9;16;28;32;5;110;21414
110;20588;3;31;22;23;19;30;10;7;2;13;6;11;14;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;14;7;2;13;6;11;10;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;110;20608
110;20608;3;31;22;23;19;30;14;7;2;13;6;11;10;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;14;7;2;13;6;11;29;10;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;110;22352
110;20608;3;31;22;23;19;30;14;7;2;13;6;11;10;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5;110;20588
110;20588;3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;27;18;17;4;15;8;25;26;24;20;12;1;9;16;28;32;5;110;22730
110;20588;3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;27;18;17;4;15;8;25;12;24;20;26;1;9;16;28;32;5
3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;32;5;110;20468
110;20468;3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;32;5
3;31;22;23;19;30;14;7;11;13;6;2;10;29;32;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;21;5;110;20808
110;20468;3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;32;5
3;7;22;23;19;30;14;31;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;32;5;110;20746
110;20468;3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;32;5
3;31;22;23;19;30;14;7;11;13;6;2;9;29;21;26;18;17;4;15;8;25;12;24;20;27;1;10;16;28;32;5;110;20988
110;20468;3;31;22;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;27;1;9;16;28;32;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;22;1;9;16;28;32;5;110;20468
110;20468;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;4;15;8;25;12;24;20;22;1;9;16;28;32;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5;110;20440
110;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;27;23;19;8;14;7;11;13;6;2;10;29;21;26;18;17;32;15;30;25;12;24;20;22;1;9;16;28;4;5;110;21304
110;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;27;13;19;30;14;7;11;23;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5;110;22308
110;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;20;15;8;25;12;24;32;22;1;9;16;28;4;5;110;20800
110;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;29;27;23;19;30;14;7;11;13;6;2;10;31;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5;110;21120
111;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;16;1;9;22;28;4;5;111;23622
111;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;27;23;19;30;14;7;11;13;6;8;10;29;21;26;18;17;32;15;2;25;12;24;20;22;1;9;16;28;4;5;111;20780
111;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;5;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;27;111;21258
111;20440;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;24;20;22;1;9;16;28;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;20320
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;17;18;26;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;21420
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;16;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;13;24;4;5;111;21520
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;10;27;23;19;30;14;7;11;13;6;2;31;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;21366
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;25;15;8;32;12;28;20;22;1;9;16;24;4;5;111;20920
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;15;26;18;17;32;21;8;25;12;28;20;22;1;9;16;24;4;5;111;22138
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;13;11;7;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;21080
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;8;17;32;15;18;25;12;28;20;22;1;9;16;24;4;5;111;21762
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;18;13;6;2;10;29;21;26;11;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;21186
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;17;26;18;21;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;20560
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;5;22;1;9;16;24;4;20;111;20528
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;22;15;8;25;12;28;20;32;1;9;16;24;4;5;111;21680
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;10;23;19;30;14;7;11;13;6;2;27;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;111;21690
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;1;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;14;9;16;24;4;5;111;21360
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
28;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;3;20;22;1;9;16;24;4;5;111;20588
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;24;15;8;25;12;28;20;22;1;9;16;32;4;5;111;20560
111;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;24;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;2;4;5;111;20596
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;16;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;27;24;4;5;112;22148
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;13;7;11;14;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;112;21120
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;5;28;20;22;1;9;16;24;4;12;112;20640
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
5;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;3;112;20480
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;13;11;7;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;112;21080
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
21;31;27;23;19;30;14;7;11;13;6;2;10;29;3;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;112;21046
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;24;25;12;28;20;22;1;9;16;8;4;5;112;20918
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;9;1;22;16;24;4;5;112;22948
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
3;31;27;23;19;30;14;7;11;13;6;29;10;2;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;112;20716
112;20320;3;31;27;23;19;30;14;7;11;13;6;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
6;31;27;23;19;30;14;7;11;13;3;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;112;20480
112;20480;6;31;27;23;19;30;14;7;11;13;3;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
6;31;27;23;19;30;14;7;21;13;3;2;10;29;11;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5;112;21596
112;20480;6;31;27;23;19;30;14;7;11;13;3;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
6;31;27;23;19;30;14;7;11;13;3;2;10;29;21;26;18;24;32;15;8;25;12;28;20;22;1;9;16;17;4;5;112;21000
112;20480;6;31;27;23;19;30;14;7;11;13;3;2;10;29;21;26;18;17;32;15;8;25;12;28;20;22;1;9;16;24;4;5
6;31;27;23;19;30;14;7;11;13;3;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;112;20520
112;20520;6;31;27;23;19;30;14;7;11;13;3;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;1;14;7;11;13;3;2;10;30;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;112;21294
112;20520;6;31;27;23;19;30;14;7;11;13;3;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;32;14;7;11;13;3;2;10;1;21;26;18;17;30;15;8;25;12;28;20;22;29;9;16;24;4;5;112;21160
112;20520;6;31;27;23;19;30;14;7;11;13;3;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;112;20440
112;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;26;18;32;17;15;8;25;12;28;20;22;29;9;16;24;4;5;112;21520
112;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;13;19;30;3;7;11;23;14;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;112;22028
112;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;26;18;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;112;20440
112;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;24;17;32;15;8;25;12;28;20;22;29;9;16;26;4;5;112;21160
113;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;29;26;17;32;15;8;25;12;28;20;22;18;9;16;24;4;5;113;20880
113;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;14;2;21;1;10;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;22262
113;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;16;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;30;24;4;5;113;22468
113;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;3;7;11;13;26;2;10;1;21;18;14;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;20888
113;20440;6;31;27;23;19;30;3;7;11;13;14;2;10;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;20740
113;20740;6;31;27;23;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;7;19;30;10;23;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;21338
113;20740;6;31;27;23;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;27;23;19;30;10;7;11;13;14;2;3;32;21;18;26;17;1;15;8;25;12;28;20;22;29;9;16;24;4;5;113;21504
113;20740;6;31;27;23;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;20740
113;20740;6;31;23;27;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;11;19;30;10;7;27;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;21660
113;20740;6;31;23;27;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;3;30;10;7;11;13;14;2;19;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;22074
113;20740;6;31;23;27;19;30;10;7;11;13;14;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;113;20340
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;12;26;17;32;15;8;25;18;28;20;22;29;9;16;24;4;5;113;21538
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;9;18;26;17;32;15;8;25;12;28;20;22;29;21;16;24;4;5;113;21522
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;4;22;29;9;16;24;20;5;113;20708
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;20;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;27;22;29;9;16;24;4;5;113;21320
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;4;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;7;5;113;21180
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;24;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;11;4;5;113;21298
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;22;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;31;29;9;16;24;4;5;113;20960
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;9;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;30;16;24;4;5;113;21294
113;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;15;32;8;25;12;28;20;22;29;9;16;24;4;5;113;20924
114;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;24;20;22;29;9;16;28;4;5;114;20460
114;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;2;10;14;11;13;7;30;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;114;21194
114;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;20;26;17;32;15;8;25;12;28;18;22;29;9;16;24;4;5;114;21060
114;20340;6;31;23;27;19;30;10;14;11;13;7;2;3;1;21;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;114;20340
114;20340;6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;21;10;14;26;13;7;2;3;1;30;18;11;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;114;21286
114;20340;6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;30;27;19;21;10;14;11;13;7;2;3;1;23;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5;114;20620
114;20340;6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;21;10;14;11;13;7;2;32;1;30;18;26;17;3;15;8;25;12;28;20;22;29;9;16;24;4;5;114;22168
114;20340;6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;18;26;17;32;15;8;25;12;28;20;22;29;9;16;24;4;5
6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;22;26;17;32;15;8;25;12;28;20;18;29;9;16;24;4;5;114;20140
114;20140;6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;22;26;17;32;15;8;25;12;28;20;18;29;9;16;24;4;5
6;17;23;27;19;21;10;14;11;13;7;2;3;1;30;22;26;31;32;15;8;25;12;28;20;18;29;9;16;24;4;5;114;21100
114;20140;6;31;23;27;19;21;10;14;11;13;7;2;3;1;30;22;26;17;32;15;8;25;12;28;20;18;29;9;16;24;4;5
8;31;23;27;19;21;10;14;11;13;7;2;3;1;30;22;26;17;32;15;6;25;12;28;20;18;29;9;16;24;4;5;114;20780
