"X1";"X27586";"X11";"X7";"X10";"X22";"X31";"X9";"X1.1";"X19";"X2";"X5";"X4";"X23";"X18";"X32";"X14";"X30";"X24";"X17";"X27";"X29";"X15";"X13";"X8";"X26";"X16";"X25";"X28";"X12";"X3";"X21";"X20";"X6"
21;26;1;17;22;5;24;32;20;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;15;11;31;108;22382
108;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;31;13;27;20;11;12;108;22356
108;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;24;14;15;16;9;25;32;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31;108;23104
108;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;24;32;15;16;9;25;14;3;6;10;7;4;19;30;28;18;29;23;8;2;12;13;27;20;11;31;108;22108
108;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
10;26;1;17;22;5;24;32;15;16;9;25;14;3;18;21;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31;108;22208
108;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
26;21;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31;108;21892
108;21892;26;21;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
13;21;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;26;27;20;11;31;108;22544
109;21892;26;21;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31;109;22012
109;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;24;32;15;25;9;16;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31;109;22542
109;22012;21;26;1;17;22;5;24;32;15;16;9;25;14;3;18;10;7;4;19;30;28;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31;109;21812
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;8;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;17;2;12;13;27;20;11;31;109;22334
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;28;15;32;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31;109;22166
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;28;32;15;16;9;25;27;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;14;20;11;31;109;23066
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;20;12;13;27;2;11;31;109;22860
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;28;32;15;16;9;13;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;25;27;20;11;31;109;22092
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;9;32;15;16;28;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31;109;23378
109;21812;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;4;19;30;24;6;29;23;8;2;12;13;27;20;11;31
21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;21752
109;21752;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
21;26;1;17;22;23;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;5;4;2;12;13;27;20;11;31;109;22422
109;21752;21;26;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;21672
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;3;1;17;22;5;28;32;15;16;9;25;14;21;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;22782
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;31;13;27;20;11;12;109;22016
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;15;32;28;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;22252
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;11;29;23;4;2;12;13;27;20;6;31;109;21992
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;12;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;17;13;27;20;11;31;109;22574
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;28;22;5;17;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;23432
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;18;15;16;9;25;14;3;32;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;22772
109;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;15;32;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;109;22026
110;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;15;16;14;25;9;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31;110;22232
110;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;12;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;15;13;27;20;11;31;110;21912
110;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;27;19;30;24;6;29;23;4;2;12;13;8;20;11;31;110;23448
110;21672;26;21;1;17;22;5;28;32;15;16;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;31
26;21;1;17;22;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16;110;21658
110;21658;26;21;1;17;22;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16
26;21;1;17;22;5;28;32;15;31;23;25;14;3;18;10;7;8;19;30;24;6;29;9;4;2;12;13;27;20;11;16;110;22174
110;21658;26;21;1;17;22;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16
22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16;110;21798
110;21798;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16
25;21;1;17;26;5;28;32;15;31;9;22;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16;110;22118
110;21798;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;24;6;29;23;4;2;12;13;27;20;11;16
22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16;110;21838
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;28;26;5;17;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16;110;23518
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;28;32;15;31;9;25;14;24;18;10;7;8;19;30;27;6;29;23;4;2;12;13;3;20;11;16;110;23052
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;12;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;28;13;24;20;11;16;110;22436
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;28;32;15;31;12;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;9;13;24;20;11;16;110;22798
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;17;1;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16;110;22114
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;28;32;15;31;9;25;30;3;18;10;7;8;19;14;27;6;29;23;4;2;12;13;24;20;11;16;110;23034
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;12;6;29;23;4;2;27;13;24;20;11;16;110;22668
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;8;7;19;30;27;6;29;23;4;2;12;13;24;20;11;16;110;22338
110;21838;22;21;1;17;26;5;28;32;15;31;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;13;24;20;11;16
22;21;1;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;31;24;20;11;16;110;22148
110;22148;22;21;1;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;31;24;20;11;16
22;21;1;17;26;5;28;32;15;13;9;25;14;3;18;10;30;8;19;7;27;6;29;23;4;2;12;31;24;20;11;16;110;22632
110;22148;22;21;1;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;6;29;23;4;2;12;31;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16;110;22068
110;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
22;21;30;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;6;27;1;29;23;4;2;12;31;24;20;11;16;110;23266
111;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;16;19;30;27;1;29;23;4;2;12;31;24;20;11;8;111;22588
111;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
22;24;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;21;20;11;16;111;22508
111;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
31;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;22;24;20;11;16;111;22748
111;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;20;7;8;19;30;27;1;29;23;4;2;12;31;24;10;11;16;111;23348
111;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;1;3;18;10;7;8;19;30;27;14;29;23;4;2;12;31;24;20;11;16;111;23068
111;22068;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;1;29;23;4;2;12;31;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16;111;22074
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;19;10;7;8;18;30;27;31;29;23;4;2;12;1;24;20;11;16;111;22414
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;15;6;17;26;5;28;32;21;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16;111;22818
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;16;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;5;111;23334
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;24;7;8;19;30;27;31;29;23;4;2;12;1;10;20;11;16;111;23288
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;31;18;10;7;8;19;30;27;3;29;23;4;2;12;1;24;20;11;16;111;22824
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;16;4;2;12;1;24;20;11;23;111;22698
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;31;8;19;30;27;7;29;23;4;2;12;1;24;20;11;16;111;22516
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;32;31;13;9;25;14;3;18;10;7;8;19;30;27;15;29;23;4;2;12;1;24;20;11;16;111;22166
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;2;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;5;12;1;24;20;11;16;111;22634
111;22074;22;21;6;17;26;5;28;32;15;13;9;25;14;3;18;10;7;8;19;30;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;23;4;2;12;1;24;20;11;16;111;22074
111;22074;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;23;4;2;12;1;24;20;11;16
22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;24;4;2;12;1;23;20;11;16;111;22014
111;22014;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;24;4;2;12;1;23;20;11;16
22;8;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;21;19;32;27;31;29;24;4;2;12;1;23;20;11;16;111;23838
111;22014;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;24;4;2;12;1;23;20;11;16
22;13;6;17;26;5;28;30;15;21;9;25;14;3;18;10;7;8;19;32;27;31;29;24;4;2;12;1;23;20;11;16;111;22610
111;22014;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;24;4;2;12;1;23;20;11;16
22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;24;23;2;12;1;4;20;11;16;111;23300
112;22014;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;19;32;27;31;29;24;4;2;12;1;23;20;11;16
22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16;112;21974
112;21974;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;24;7;8;10;32;27;31;29;19;4;2;12;1;23;20;11;16;112;23158
112;21974;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
22;21;6;17;2;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;26;12;1;23;20;11;16;112;23756
112;21974;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
22;21;6;17;26;5;28;30;15;9;13;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16;112;22314
112;21974;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;23;12;1;2;20;11;16;112;23300
112;21974;22;21;6;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
6;21;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16;112;21928
112;21928;6;21;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
6;21;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;19;31;29;27;4;2;12;1;23;20;11;16;112;22448
112;21928;6;21;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
6;24;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;21;32;27;31;29;19;4;2;12;1;23;20;11;16;112;22348
112;21928;6;21;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
6;21;22;17;26;5;28;30;15;13;9;12;14;3;18;10;7;8;24;32;27;31;29;19;4;2;25;1;23;20;11;16;112;22940
112;21928;6;21;22;17;26;5;28;30;15;13;9;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
9;21;22;17;26;5;28;30;15;13;6;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16;112;22008
112;22008;9;21;22;17;26;5;28;30;15;13;6;25;14;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;11;16
9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16;112;21568
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;25;11;32;18;10;7;8;24;3;27;31;29;19;4;2;12;1;23;20;14;16;112;22488
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;23;32;27;31;29;19;4;2;12;1;24;20;14;16;112;21748
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;8;17;26;5;28;30;15;13;6;25;11;3;18;10;7;22;24;32;27;31;29;19;4;2;12;1;23;20;14;16;112;23276
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;11;25;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16;112;22932
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;27;25;11;3;18;10;7;8;24;32;6;31;29;19;4;2;12;1;23;20;14;16;112;22418
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;25;20;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;11;14;16;112;22804
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;1;7;8;24;32;27;31;29;19;4;2;12;10;23;20;14;16;112;22088
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;2;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;15;12;1;23;20;14;16;112;23488
112;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
20;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;9;14;16;112;22240
113;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;12;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;17;1;23;20;14;16;113;22294
113;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;23;31;29;19;4;2;12;1;27;20;14;16;113;21688
113;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;30;22;17;26;5;28;21;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16;113;21908
113;21568;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;24;32;27;31;29;19;4;2;12;1;23;20;14;16
9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;19;4;2;12;1;23;24;14;16;113;21688
113;21688;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;19;4;2;12;1;23;24;14;16
9;21;22;17;26;5;28;30;15;13;6;25;11;32;18;10;7;8;20;3;27;31;29;19;4;2;12;1;23;24;14;16;113;22608
113;21688;9;21;22;17;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;19;4;2;12;1;23;24;14;16
9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16;113;21688
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
5;21;22;19;26;9;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16;113;21868
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
9;21;22;19;26;5;28;30;15;13;29;25;11;3;18;10;7;8;20;32;27;31;6;17;4;2;12;1;23;24;14;16;113;22482
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
9;21;22;19;26;5;28;30;15;27;6;25;11;3;18;10;7;8;20;32;13;31;29;17;4;2;12;1;23;24;14;16;113;22680
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
9;21;22;4;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;19;2;12;1;23;24;14;16;113;22654
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
9;21;22;10;26;5;28;30;15;13;6;25;11;3;18;19;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16;113;22678
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
9;21;25;19;26;5;28;30;15;13;6;22;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16;113;22008
113;21688;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;29;17;4;2;12;1;23;24;14;16
9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;14;17;4;2;12;1;23;24;29;16;113;22002
113;22002;9;21;22;19;26;5;28;30;15;13;6;25;11;3;18;10;7;8;20;32;27;31;14;17;4;2;12;1;23;24;29;16
