"X1";"X26418";"X14";"X2";"X25";"X18";"X27";"X31";"X3";"X12";"X4";"X30";"X9";"X23";"X11";"X21";"X20";"X13";"X29";"X26";"X6";"X16";"X8";"X32";"X22";"X5";"X28";"X24";"X17";"X7";"X10";"X1.1";"X19";"X15"
21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;4;10;14;20;27;19;1;28;23;12;7;16;32;24;8;9;17;134;21296
134;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;2;24;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;11;8;4;17;134;21652
134;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;1;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;2;28;23;12;7;16;32;24;8;4;17;134;19936
134;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;23;18;29;13;15;9;10;14;20;27;19;1;28;22;12;7;16;32;24;8;4;17;134;20336
134;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;28;1;23;12;7;16;32;24;8;4;17;134;20596
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;10;15;9;13;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17;135;20616
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;22;11;3;5;30;26;25;31;2;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17;135;20250
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;13;23;9;10;14;20;27;19;1;28;15;12;7;16;32;24;8;4;17;135;20466
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
32;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;21;24;8;4;17;135;21496
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;30;11;3;5;2;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17;135;21440
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;32;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;6;24;8;4;17;135;22094
135;19856;21;6;2;11;3;5;30;26;25;31;22;18;29;13;15;9;10;14;20;27;19;1;28;23;12;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17;135;19776
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;26;5;30;3;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17;135;20302
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;20;31;22;18;29;13;12;9;10;14;25;27;19;1;28;23;15;7;16;32;24;8;4;17;135;21076
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;13;11;3;5;30;26;25;31;22;18;29;2;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17;135;20776
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;25;30;26;5;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17;135;21016
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;1;12;9;10;14;20;27;19;13;28;23;15;7;16;32;24;8;4;17;135;20356
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;17;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;5;135;20542
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;28;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;6;23;15;7;16;32;24;8;4;17;135;20940
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;4;8;17;135;19856
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;16;23;15;7;28;32;24;8;4;17;135;20530
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;17;20;27;19;1;28;23;15;7;16;32;24;8;4;14;135;21290
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;4;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;6;17;135;20916
135;19776;21;6;2;11;3;5;30;26;25;31;22;18;29;13;12;9;10;14;20;27;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17;135;19776
135;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;23;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;27;15;7;16;32;24;8;4;17;135;20076
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;20;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;6;30;19;1;28;23;15;7;16;32;24;8;4;17;136;21330
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;7;14;20;30;19;1;28;23;15;10;16;32;24;8;4;17;136;20136
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;31;7;18;29;13;12;9;10;14;20;30;19;1;28;23;15;22;16;32;24;8;4;17;136;21356
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;24;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;25;8;4;17;136;21096
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;17;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;25;136;20256
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;4;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;6;17;136;20876
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
1;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;21;28;23;15;7;16;32;24;8;4;17;136;20094
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
20;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;21;30;19;1;28;23;15;7;16;32;24;8;4;17;136;20896
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;19;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;2;1;28;23;15;7;16;32;24;8;4;17;136;21068
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;31;7;18;29;13;12;9;10;14;20;30;19;1;28;23;15;22;16;32;24;8;4;17;136;21356
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;1;22;18;29;13;12;9;10;14;20;30;19;31;28;23;15;7;16;32;24;8;4;17;136;21128
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;9;3;5;27;26;25;31;22;18;29;13;12;11;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17;136;20296
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;31;22;14;29;13;12;9;10;18;20;30;19;1;28;23;15;7;16;32;24;8;4;17;136;21402
136;19776;21;6;2;11;3;5;27;26;25;31;22;18;29;13;12;9;10;14;20;30;19;1;28;23;15;7;16;32;24;8;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;136;19756
136;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;1;29;13;8;9;10;14;20;30;19;18;28;23;15;7;16;32;24;12;4;17;136;20030
136;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;23;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;11;15;7;16;32;24;12;4;17;136;20110
136;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;29;31;22;18;25;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;136;19776
136;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;29;2;11;3;5;27;26;25;31;22;18;6;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;136;21610
136;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;19;20;30;14;1;28;23;15;7;16;32;24;12;4;17;136;21684
136;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;20;25;31;22;18;29;13;8;9;10;14;26;30;19;1;28;23;15;7;16;32;24;12;4;17;136;20796
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;7;18;29;13;8;9;10;14;20;30;19;1;28;23;15;22;16;32;24;12;4;17;137;21336
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;26;11;3;5;27;2;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;20422
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;8;13;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;20576
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;19;14;20;30;10;1;28;23;15;7;16;32;24;12;4;17;137;21158
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;16;13;8;9;10;14;20;30;19;1;28;23;15;7;29;32;24;12;4;17;137;20972
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;28;10;14;20;30;19;1;9;23;15;7;16;32;24;12;4;17;137;21214
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;7;28;23;15;1;16;32;24;12;4;17;137;20216
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;29;26;25;31;22;18;27;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;20456
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;23;31;22;18;29;13;8;9;10;14;20;30;19;1;28;25;15;7;16;32;24;12;4;17;137;20536
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;19;29;13;8;9;10;14;20;30;18;1;28;23;15;7;16;32;24;12;4;17;137;20136
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;16;13;8;9;10;14;20;30;19;1;28;23;15;7;29;32;24;12;4;17;137;20972
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;25;26;27;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;20316
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;22;2;11;3;5;27;26;25;31;6;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;19986
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;32;10;14;20;30;19;1;28;23;15;7;16;9;24;12;4;17;137;21960
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;20;10;14;9;30;19;1;28;23;15;7;16;32;24;12;4;17;137;21616
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;14;10;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;20496
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;17;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;22;137;20156
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;14;10;20;30;19;1;28;23;15;7;16;32;24;12;4;17;137;20496
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;17;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;11;137;20610
137;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;28;19;1;30;23;15;7;16;32;24;12;4;17;137;19896
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;8;25;31;22;18;29;13;26;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;138;21038
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;10;9;8;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;138;20776
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;32;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;3;24;12;4;17;138;21554
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;1;30;19;20;28;23;15;7;16;32;24;12;4;17;138;20486
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;20;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;2;30;19;1;28;23;15;7;16;32;24;12;4;17;138;21154
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;17;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;5;138;20522
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;30;27;26;25;31;22;18;29;13;8;9;10;14;20;5;19;1;28;23;15;7;16;32;24;12;4;17;138;21102
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;29;27;26;25;31;22;18;5;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17;138;21654
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;4;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;22;17;138;20720
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;14;29;13;8;9;10;18;20;30;19;1;28;23;15;7;16;32;24;12;4;17;138;21382
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;1;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;6;28;23;15;7;16;32;24;12;4;17;138;20116
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;4;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;8;17;138;19936
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;24;19;1;28;23;15;7;16;32;30;12;4;17;138;20636
138;19756;21;6;2;11;3;5;27;26;25;31;22;18;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;17
21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18;138;19796
138;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;16;7;32;24;12;4;18;138;20796
138;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;26;27;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18;138;19816
138;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;22;17;29;16;8;9;10;14;20;30;19;1;28;23;15;7;13;32;24;12;4;18;138;20036
138;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;32;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;5;24;12;4;18;138;21998
138;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;24;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;11;12;4;18;138;21272
138;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;7;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;27;16;32;24;12;4;18;138;22006
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;24;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;25;12;4;18;139;21156
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;22;17;29;12;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;13;4;18;139;20356
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;15;28;23;1;7;16;32;24;12;4;18;139;20256
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;32;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;26;24;12;4;18;139;20836
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;16;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;5;32;24;12;4;18;139;21096
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;32;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;27;24;12;4;18;139;21036
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;13;22;17;29;31;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18;139;20662
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;30;22;17;29;13;8;9;10;14;20;31;19;1;28;23;15;7;16;32;24;12;4;18;139;20016
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;22;12;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;17;4;18;139;20592
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;18;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;22;139;20076
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;7;15;23;16;32;24;12;4;18;139;21176
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;15;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;26;7;16;32;24;12;4;18;139;20500
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;25;20;22;17;29;13;8;9;10;14;31;30;19;1;28;23;15;7;16;32;24;12;4;18;139;20116
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;5;27;26;31;25;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18;139;20476
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
21;6;2;11;3;1;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;5;28;23;15;7;16;32;24;12;4;18;139;19836
139;19796;21;6;2;11;3;5;27;26;25;31;22;17;29;13;8;9;10;14;20;30;19;1;28;23;15;7;16;32;24;12;4;18
