"X1";"X260";"X54";"X31";"X27";"X63";"X61";"X14";"X26";"X5";"X30";"X19";"X33";"X10";"X34";"X13";"X41";"X64";"X11";"X49";"X12";"X37";"X1.1";"X18";"X62";"X8";"X23";"X16";"X40";"X32";"X58";"X51";"X4";"X50";"X48";"X36";"X24";"X28";"X42";"X46";"X3";"X21";"X25";"X45";"X17";"X53";"X22";"X29";"X56";"X57";"X55";"X15";"X52";"X47";"X2";"X39";"X35";"X7";"X38";"X43";"X59";"X60";"X20";"X9";"X44";"X6"
47;268;25;54;48;63;62;33;2;6;11;18;32;17;58;50;22;43;52;10;7;56;8;40;51;34;45;41;53;9;13;15;14;4;59;37;31;60;55;24;3;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;33;2;3;11;18;32;17;58;50;22;43;52;10;7;56;8;40;51;34;45;41;53;9;13;15;14;4;59;37;31;60;55;24;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57;47;266
47;266;25;54;48;63;62;33;2;3;11;18;32;17;58;50;22;43;52;10;7;56;8;40;51;34;45;41;53;9;13;15;14;4;59;37;31;60;55;24;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;7;56;8;40;11;34;45;41;53;9;13;15;14;4;59;37;31;60;55;24;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57;47;266
47;266;25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;7;56;8;40;11;34;45;41;53;9;13;15;14;4;59;37;31;60;55;24;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;7;56;8;40;11;34;45;24;53;9;13;15;14;4;59;37;31;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57;47;266
47;266;25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;7;56;8;40;11;34;45;24;53;9;13;15;14;4;59;37;31;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;7;56;8;40;11;34;45;24;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57;47;276
47;276;25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;7;56;8;40;11;34;45;24;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;24;56;8;40;11;34;45;7;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57;47;268
47;268;25;54;48;63;62;33;2;3;51;18;32;17;58;50;22;43;52;10;24;56;8;40;11;34;45;7;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;50;22;43;33;10;24;56;8;40;11;34;45;7;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57;47;268
47;268;25;54;48;63;62;52;2;3;51;18;32;17;58;50;22;43;33;10;24;56;8;40;11;34;45;7;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;26;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;50;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;7;5;64;29;27;12;47;23;57;47;268
47;268;25;54;48;63;62;52;2;3;51;18;32;17;58;50;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;4;59;37;53;60;55;41;6;30;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;7;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;30;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;4;59;37;53;60;55;41;6;50;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;7;5;64;29;27;12;47;23;57;47;280
47;280;25;54;48;63;62;52;2;3;51;18;32;17;58;30;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;4;59;37;53;60;55;41;6;50;28;46;21;1;19;42;49;38;36;39;61;44;16;20;35;7;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;30;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;4;59;37;53;60;55;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;35;7;5;64;29;27;12;47;23;57;47;280
47;280;25;54;48;63;62;52;2;3;51;18;32;17;58;30;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;4;59;37;53;60;55;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;35;7;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;30;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;35;7;5;64;29;27;12;47;23;57;47;268
47;268;25;54;48;63;62;52;2;3;51;18;32;17;58;30;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;35;7;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;35;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;30;7;5;64;29;27;12;47;23;57;47;268
47;268;25;54;48;63;62;52;2;3;51;18;32;17;58;35;22;43;33;10;24;56;8;40;11;34;45;26;31;9;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;30;7;5;64;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;35;22;43;33;10;24;56;8;40;11;34;45;26;31;64;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;30;7;5;9;29;27;12;47;23;57;47;264
47;264;25;54;48;63;62;52;2;3;51;18;32;17;58;35;22;43;33;10;24;56;8;40;11;34;45;26;31;64;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;36;44;16;20;30;7;5;9;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;35;22;43;33;10;24;56;8;40;11;34;45;26;31;64;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;36;29;27;12;47;23;57;47;264
47;264;25;54;48;63;62;52;2;3;51;18;32;17;58;35;22;43;33;10;24;56;8;40;11;34;45;26;31;64;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;36;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;26;22;43;33;10;24;56;8;40;11;34;45;35;31;64;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;36;29;27;12;47;23;57;47;260
48;260;25;54;48;63;62;52;2;3;51;18;32;17;58;26;22;43;33;10;24;56;8;40;11;34;45;35;31;64;13;15;14;55;59;37;53;60;4;41;6;50;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;36;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;26;22;43;33;10;24;56;8;40;11;34;45;35;31;64;13;15;14;55;59;37;53;60;4;41;6;36;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;50;29;27;12;47;23;57;48;260
48;260;25;54;48;63;62;52;2;3;51;18;32;17;58;26;22;43;33;10;24;56;8;40;11;34;45;35;31;64;13;15;14;55;59;37;53;60;4;41;6;36;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;50;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;43;33;10;24;56;8;40;11;34;45;35;31;64;13;15;14;26;59;37;53;60;4;41;6;36;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;50;29;27;12;47;23;57;48;270
48;270;25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;43;33;10;24;56;8;40;11;34;45;35;31;64;13;15;14;26;59;37;53;60;4;41;6;36;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;50;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;15;14;26;59;37;53;60;4;41;6;36;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;50;29;27;12;47;23;57;48;270
48;270;25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;15;14;26;59;37;53;60;4;41;6;36;28;46;21;1;19;42;49;38;61;39;9;44;16;20;30;7;5;50;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;15;14;26;59;37;53;60;4;41;6;36;20;46;21;1;19;42;49;38;61;39;9;44;16;28;30;7;5;50;29;27;12;47;23;57;48;270
48;270;25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;15;14;26;59;37;53;60;4;41;6;36;20;46;21;1;19;42;49;38;61;39;9;44;16;28;30;7;5;50;29;27;12;47;23;57
25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;59;37;53;60;4;41;6;36;20;46;21;1;19;42;15;38;61;39;9;44;16;28;30;7;5;50;29;27;12;47;23;57;48;278
48;278;25;54;48;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;59;37;53;60;4;41;6;36;20;46;21;1;19;42;15;38;61;39;9;44;16;28;30;7;5;50;29;27;12;47;23;57
25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;48;37;53;60;4;41;6;36;20;46;21;1;19;42;15;38;61;39;9;44;16;28;30;7;5;50;29;27;12;47;23;57;48;274
48;274;25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;48;37;53;60;4;41;6;36;20;46;21;1;19;42;15;38;61;39;9;44;16;28;30;7;5;50;29;27;12;47;23;57
25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;48;37;53;60;4;41;6;36;20;46;21;1;19;42;15;38;61;39;7;44;16;28;30;9;5;50;29;27;12;47;23;57;48;274
48;274;25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;48;37;53;60;4;41;6;36;20;46;21;1;19;42;15;38;61;39;7;44;16;28;30;9;5;50;29;27;12;47;23;57
25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;48;37;53;60;4;41;6;36;20;46;30;1;19;42;15;38;61;39;7;44;16;28;21;9;5;50;29;27;12;47;23;57;48;274
48;274;25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;26;48;37;53;60;4;41;6;36;20;46;30;1;19;42;15;38;61;39;7;44;16;28;21;9;5;50;29;27;12;47;23;57
25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;36;20;46;30;1;19;42;15;26;61;39;7;44;16;28;21;9;5;50;29;27;12;47;23;57;48;274
48;274;25;54;59;63;62;52;2;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;36;20;46;30;1;19;42;15;26;61;39;7;44;16;28;21;9;5;50;29;27;12;47;23;57
25;54;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;36;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;12;47;23;57;48;250
48;250;25;54;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;36;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;12;47;23;57
25;12;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;36;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57;48;250
48;250;25;12;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;36;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57
25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;12;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57;48;250
48;250;25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;10;24;56;8;40;11;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;12;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57
25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;12;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57;48;250
48;250;25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;34;45;35;31;43;13;49;14;38;48;37;53;60;4;41;6;12;20;46;30;1;19;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57
25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;34;45;35;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;1;53;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57;48;252
48;252;25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;34;45;35;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;1;53;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57
25;36;59;63;62;14;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;34;45;35;31;43;13;49;52;38;48;37;19;60;4;41;6;12;20;46;30;1;53;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57;48;260
48;252;25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;34;45;35;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;1;53;2;15;26;61;39;7;44;16;28;21;9;5;50;29;27;54;47;23;57
25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;50;45;35;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;1;53;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57;48;252
48;252;25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;50;45;35;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;1;53;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57
25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;50;45;1;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;53;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57;48;256
48;256;25;36;59;63;62;52;42;3;51;18;32;17;58;55;22;64;33;11;24;56;8;40;10;50;45;1;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;53;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57
51;36;59;63;62;52;42;3;25;18;32;17;58;55;22;64;33;11;24;56;8;40;10;50;45;1;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;53;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57;48;256
48;256;51;36;59;63;62;52;42;3;25;18;32;17;58;55;22;64;33;11;24;56;8;40;10;50;45;1;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;53;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57
51;36;59;63;62;52;42;3;25;18;32;17;58;55;53;64;33;11;24;56;8;40;10;50;45;1;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57;48;260
48;260;51;36;59;63;62;52;42;3;25;18;32;17;58;55;53;64;33;11;24;56;8;40;10;50;45;1;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57
51;36;59;63;62;52;42;3;25;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57;48;260
49;260;51;36;59;63;62;52;42;3;25;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;46;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57
51;36;59;63;62;52;42;3;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;25;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57;49;260
49;260;51;36;59;63;62;52;42;3;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;49;14;38;48;37;19;60;4;41;6;12;20;25;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;57
51;36;59;63;62;52;42;3;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;48;37;19;60;4;41;6;12;20;25;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;49;49;256
49;256;51;36;59;63;62;52;42;3;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;48;37;19;60;4;41;6;12;20;25;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;27;54;47;23;49
51;36;59;63;62;52;42;3;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;48;27;19;60;4;41;6;12;20;25;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49;49;256
49;256;51;36;59;63;62;52;42;3;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;48;27;19;60;4;41;6;12;20;25;30;35;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49
51;36;59;63;62;52;42;35;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;48;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49;49;256
49;256;51;36;59;63;62;52;42;35;46;18;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;48;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49
51;36;59;63;62;52;42;35;46;48;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49;49;254
49;254;51;36;59;63;62;52;42;35;46;48;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49
51;36;59;63;62;52;42;35;46;48;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;9;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;18;5;34;29;37;54;47;23;49;49;256
49;254;51;36;59;63;62;52;42;35;46;48;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;37;54;47;23;49
51;36;59;63;62;52;42;35;46;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49;49;250
49;250;51;36;59;63;62;52;42;35;46;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;6;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49
51;36;59;63;62;52;42;35;6;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49;49;250
49;250;51;36;59;63;62;52;42;35;6;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49
51;36;59;63;62;52;42;35;18;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;6;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49;49;254
49;250;51;36;59;63;62;52;42;35;6;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49
51;36;59;63;62;52;42;35;6;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;5;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;18;34;29;48;54;47;23;49;49;252
49;250;51;36;59;63;62;52;42;35;6;37;32;17;58;55;53;64;33;11;24;56;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49
51;36;59;63;62;52;56;35;6;37;32;17;58;55;53;64;33;11;24;42;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49;49;258
49;258;51;36;59;63;62;52;56;35;6;37;32;17;58;55;53;64;33;11;24;42;8;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;29;48;54;47;23;49
51;36;59;63;62;52;56;35;6;37;32;17;58;55;53;64;33;11;24;42;29;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;47;23;49;49;258
49;258;51;36;59;63;62;52;56;35;6;37;32;17;58;55;53;64;33;11;24;42;29;40;1;50;45;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;30;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;47;23;49
51;36;59;63;62;52;56;35;6;37;32;17;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;47;23;49;49;258
49;258;51;36;59;63;62;52;56;35;6;37;32;17;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;47;23;49
51;36;59;63;62;52;56;35;6;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;17;23;49;49;258
49;258;51;36;59;63;62;52;56;35;6;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;17;23;49
51;36;59;23;62;52;56;35;6;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;17;63;49;49;262
49;262;51;36;59;23;62;52;56;35;6;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;48;54;17;63;49
51;36;59;23;62;52;56;35;48;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;6;54;17;63;49;49;262
49;262;51;36;59;23;62;52;56;35;48;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;2;15;26;61;39;7;44;16;28;21;9;5;34;8;6;54;17;63;49
51;36;59;23;62;2;56;35;48;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;52;15;26;61;39;7;44;16;28;21;9;5;34;8;6;54;17;63;49;49;262
49;262;51;36;59;23;62;2;56;35;48;37;32;47;58;55;53;64;33;11;24;42;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;52;15;26;61;39;7;44;16;28;21;9;5;34;8;6;54;17;63;49
51;36;59;23;62;2;56;42;48;37;32;47;58;55;53;64;33;11;24;35;29;40;1;50;30;10;31;43;13;57;14;38;18;27;19;60;4;41;46;12;20;25;45;3;22;52;15;26;61;39;7;44;16;28;21;9;5;34;8;6;54;17;63;49;49;272
