"X1";"X26142";"X2";"X20";"X26";"X28";"X4";"X31";"X7";"X15";"X19";"X24";"X8";"X13";"X11";"X5";"X17";"X16";"X22";"X10";"X21";"X12";"X3";"X27";"X18";"X29";"X25";"X30";"X32";"X14";"X1.1";"X6";"X9";"X23"
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29
23;21;17;28;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;22;20;7;4;3;9;5;11;6;12;13;1;29;110;20664
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29
23;21;17;22;18;19;24;30;3;8;27;31;15;14;2;25;26;10;16;28;20;7;4;32;9;5;11;6;12;13;1;29;110;20578
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29
23;21;17;22;18;19;24;30;32;8;27;31;15;25;2;14;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29;110;21500
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;1;28;20;7;4;3;9;5;11;6;12;13;16;29;110;20004
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29
23;21;17;22;18;19;24;30;32;8;27;31;15;1;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;14;29;110;20204
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;1;29
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;110;19844
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;16;18;19;24;30;32;8;27;31;15;14;2;25;26;10;22;28;20;7;4;3;9;5;11;6;12;13;29;1;110;22146
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;8;18;19;24;30;32;22;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;110;21192
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;7;20;28;4;3;9;5;11;6;12;13;29;1;110;20130
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;1;6;12;13;29;11;110;20004
110;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;5;25;26;10;16;28;20;7;4;3;9;2;11;6;12;13;29;1;110;20164
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;1;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;14;111;20204
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;12;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;19;13;29;1;111;20992
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;31;30;32;8;27;24;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;111;19944
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;4;10;16;28;20;7;26;3;9;5;11;6;12;13;29;1;111;21970
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;9;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;32;5;11;6;12;13;29;1;111;21226
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;29;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;18;1;111;20604
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;20;24;30;32;8;27;31;15;14;2;25;26;10;16;28;19;7;4;3;9;5;11;6;12;13;29;1;111;20404
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;11;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;30;6;12;13;29;1;111;20600
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;9;20;7;4;3;28;5;11;6;12;13;29;1;111;21468
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;6;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;19;12;13;29;1;111;20594
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;11;25;26;10;16;28;20;7;4;3;9;5;2;6;12;13;29;1;111;20344
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;29;3;9;5;11;6;12;13;4;1;111;20226
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;7;25;26;10;16;28;20;2;4;3;9;5;11;6;12;13;29;1;111;20244
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;11;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;24;6;12;13;29;1;111;21018
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;17;21;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;111;19924
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;1;28;20;7;4;3;9;5;11;6;12;13;29;16;111;20004
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;5;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;17;11;6;12;13;29;1;111;20754
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;29;16;28;20;7;4;3;9;5;11;6;12;13;10;1;111;20630
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;1;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;31;111;20664
111;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;27;22;18;19;24;30;32;8;17;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;111;20364
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;32;30;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;112;20044
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;9;28;20;7;4;3;16;5;11;6;12;13;29;1;112;20324
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;4;25;26;10;16;28;20;7;2;3;9;5;11;6;12;13;29;1;112;20644
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;1;16;28;20;7;4;3;9;5;11;6;12;13;29;10;112;20464
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;5;26;10;16;28;20;7;4;3;9;25;11;6;12;13;29;1;112;20816
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;24;17;22;18;19;21;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;112;20804
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
7;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;23;4;3;9;5;11;6;12;13;29;1;112;20442
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;1;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;30;112;21056
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;12;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;22;13;29;1;112;21832
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;5;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;22;11;6;12;13;29;1;112;20794
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;25;24;30;32;8;27;31;15;14;2;19;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;112;20244
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;1;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;22;112;21094
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;7;15;14;2;25;26;10;16;28;20;31;4;3;9;5;11;6;12;13;29;1;112;20158
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;10;19;24;30;32;8;27;31;15;14;2;25;26;18;16;28;20;7;4;3;9;5;11;6;12;13;29;1;112;21624
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
21;23;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1;112;20004
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;28;19;24;30;32;8;27;31;15;14;2;25;26;10;16;18;20;7;4;3;9;5;11;6;12;13;29;1;112;20564
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;13;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;14;29;1;112;20044
112;19844;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;4;3;9;5;11;6;12;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;12;3;9;5;11;6;4;13;29;1;112;19804
112;19804;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;12;3;9;5;11;6;4;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;20;14;2;25;26;10;16;28;15;7;12;3;9;5;11;6;4;13;29;1;112;20922
112;19804;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;12;3;9;5;11;6;4;13;29;1
23;21;17;22;18;27;24;30;32;8;19;31;15;14;2;25;26;10;16;28;20;7;12;3;9;5;11;6;4;13;29;1;112;20044
113;19804;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;10;16;28;20;7;12;3;9;5;11;6;4;13;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;5;11;6;4;10;29;1;113;20084
113;20084;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;5;11;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;20;16;28;13;7;12;3;9;5;11;6;4;10;29;1;113;22620
113;20084;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;5;11;6;4;10;29;1
23;21;17;22;18;19;24;30;32;29;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;5;11;6;4;10;8;1;113;20722
113;20084;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;5;11;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;113;20324
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;16;19;24;30;32;8;27;31;15;14;2;25;26;13;18;28;20;7;12;3;9;11;5;6;4;10;29;1;113;21910
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
18;21;17;22;23;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;113;20564
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;10;28;20;7;12;3;9;11;5;6;4;16;29;1;113;20444
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;1;12;3;9;11;5;6;4;10;29;7;113;20864
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;1;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;27;113;21992
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;27;19;24;30;32;8;18;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;113;20584
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;11;9;3;5;6;4;10;29;1;113;20884
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;5;12;3;9;11;7;6;4;10;29;1;113;20804
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;5;2;25;26;13;16;28;20;7;12;3;9;11;14;6;4;10;29;1;113;20604
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;11;16;28;20;7;12;3;9;13;5;6;4;10;29;1;113;20944
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;12;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;21;3;9;11;5;6;4;10;29;1;113;21392
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;4;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;8;10;29;1;113;20484
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;16;25;26;13;2;28;20;7;12;3;9;11;5;6;4;10;29;1;113;21304
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;16;19;24;30;32;8;27;31;15;14;2;25;26;13;18;28;20;7;12;3;9;11;5;6;4;10;29;1;113;21910
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;12;14;2;25;26;13;16;28;20;7;15;3;9;11;5;6;4;10;29;1;113;20524
113;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;2;24;30;32;8;27;31;15;14;19;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;113;21076
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;9;15;14;2;25;26;13;16;28;20;7;12;3;31;11;5;6;4;10;29;1;114;21272
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;14;22;18;19;24;30;32;8;27;31;15;17;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;22006
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
25;21;17;22;18;19;24;30;32;8;27;31;15;14;2;23;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;20644
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;2;8;27;31;15;14;32;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;21776
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;9;25;26;13;16;28;20;7;12;3;2;11;5;6;4;10;29;1;114;20664
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;1;7;12;3;9;11;5;6;4;10;29;20;114;21134
114;20324;23;21;17;22;18;19;24;30;32;8;27;31;15;14;2;25;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;20684
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;29;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;18;1;114;21444
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;30;32;8;9;31;15;14;2;17;26;13;16;28;20;7;12;3;27;11;5;6;4;10;29;1;114;22240
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;31;15;17;2;14;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;22180
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
1;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;23;114;22788
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;9;15;14;2;17;26;13;16;28;20;7;12;3;31;11;5;6;4;10;29;1;114;21632
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;28;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;22;20;7;12;3;9;11;5;6;4;10;29;1;114;21224
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;32;18;19;24;30;22;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;21764
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;13;32;8;27;31;15;14;2;17;26;30;16;28;20;7;12;3;9;11;5;6;4;10;29;1;114;22422
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;3;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;21;9;11;5;6;4;10;29;1;114;21510
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;5;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;22;6;4;10;29;1;114;22098
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;20;32;8;27;31;15;14;2;17;26;13;16;28;30;7;12;3;9;11;5;6;4;10;29;1;114;21224
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;29;10;4;1;114;21902
114;20684;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;7;12;3;9;11;5;6;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;114;20544
115;20544;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;6;15;14;2;17;26;13;16;28;20;31;12;3;9;11;5;7;4;10;29;1;115;20998
115;20544;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;3;20;6;12;28;9;11;5;7;4;10;29;1;115;21360
115;20544;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;25;22;18;19;24;30;32;8;26;31;15;14;2;17;27;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;115;20784
115;20544;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;25;22;31;19;24;30;32;8;27;18;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;115;21264
115;20544;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;25;22;26;19;24;30;32;8;27;31;15;14;2;17;18;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;115;20824
115;20544;23;21;25;22;18;19;24;30;32;8;27;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;27;22;18;19;24;30;32;8;25;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;115;20664
115;20664;23;21;27;22;18;19;24;30;32;8;25;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;27;22;18;19;24;30;32;8;15;31;25;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;115;21736
115;20664;23;21;27;22;18;19;24;30;32;8;25;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;27;22;8;19;24;30;32;18;25;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1;115;22076
115;20664;23;21;27;22;18;19;24;30;32;8;25;31;15;14;2;17;26;13;16;28;20;6;12;3;9;11;5;7;4;10;29;1
23;21;27;22;18;19;24;30;32;8;25;31;15;14;2;10;26;13;16;28;20;6;12;3;9;11;5;7;4;17;29;1;115;21032
