"X1";"X290";"X17";"X56";"X22";"X16";"X49";"X48";"X57";"X6";"X43";"X19";"X63";"X64";"X54";"X41";"X9";"X11";"X52";"X12";"X55";"X53";"X60";"X46";"X62";"X36";"X47";"X21";"X4";"X14";"X51";"X27";"X32";"X29";"X44";"X38";"X13";"X33";"X18";"X34";"X20";"X31";"X2";"X1.1";"X5";"X39";"X7";"X24";"X8";"X25";"X10";"X40";"X59";"X50";"X23";"X45";"X35";"X15";"X28";"X30";"X58";"X37";"X26";"X61";"X42";"X3"
55;248;48;17;18;55;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;61;27;28;9;22;58;31;51;47;6;40;50;12;63;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10
48;17;18;55;53;19;3;37;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;32;5;62;20;59;30;52;61;27;28;9;22;58;31;51;47;6;40;50;12;63;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10;55;256
55;248;48;17;18;55;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;61;27;28;9;22;58;31;51;47;6;40;50;12;63;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10
48;17;18;61;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;51;47;6;40;50;12;63;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10;55;252
55;252;48;17;18;61;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;51;47;6;40;50;12;63;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10
48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;51;47;6;40;50;12;61;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10;55;248
55;248;48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;51;47;6;40;50;12;61;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10
48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;40;47;6;51;50;12;61;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10;55;256
56;256;48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;40;47;6;51;50;12;61;13;42;49;14;38;44;26;24;21;43;15;41;11;2;4;39;10
48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;40;47;6;51;50;21;61;13;42;49;14;38;44;26;24;12;43;15;41;11;2;4;39;10;56;252
56;252;48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;52;55;27;28;9;22;58;31;40;47;6;51;50;21;61;13;42;49;14;38;44;26;24;12;43;15;41;11;2;4;39;10
48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;42;49;14;38;44;26;24;12;43;15;41;11;2;4;39;10;56;256
56;256;48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;42;49;14;38;44;26;24;12;43;15;41;11;2;4;39;10
48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;38;44;26;42;12;43;15;41;11;2;4;39;10;56;256
56;256;48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;38;44;26;42;12;43;15;41;11;2;4;39;10
48;17;18;63;53;19;3;32;35;1;29;33;23;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;38;44;26;42;12;43;15;41;11;2;4;39;10;56;284
56;256;48;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;38;44;26;42;12;43;15;41;11;2;4;39;10
2;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;38;44;26;42;12;43;15;41;11;48;4;39;10;56;256
56;256;2;17;18;63;53;19;3;32;35;23;29;33;1;8;16;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;38;44;26;42;12;43;15;41;11;48;4;39;10
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;10;56;274
56;274;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;5;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;10
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;5;56;270
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;55;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;5
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;5;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;55;56;270
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;5;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;55
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;10;57;25;56;54;45;34;37;60;62;20;59;30;6;5;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;55;56;276
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;5;27;28;9;22;58;31;40;47;52;51;50;21;61;13;24;49;14;16;44;26;42;12;43;15;41;11;48;4;39;55
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;5;27;28;9;22;58;31;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;41;11;48;4;39;55;56;270
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;45;34;37;10;62;20;59;30;6;5;27;28;9;22;58;31;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;41;11;48;4;39;55
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;28;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;41;11;48;4;39;55;56;270
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;28;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;41;11;48;4;39;55
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;41;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;28;11;48;4;39;55;56;270
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;41;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;28;11;48;4;39;55
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;21;25;56;54;31;34;37;10;62;20;59;30;6;5;27;41;9;22;58;45;40;44;52;51;50;57;61;13;24;49;14;16;47;26;42;12;43;15;28;11;48;4;39;55;56;290
56;270;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;7;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;41;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;42;12;43;15;28;11;48;4;39;55
2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;41;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;12;43;15;28;11;48;4;39;55;56;298
56;298;2;17;18;63;53;19;3;32;35;23;29;33;1;8;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;41;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;12;43;15;28;11;48;4;39;55
2;17;18;63;53;19;41;32;35;23;29;33;1;8;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;12;43;15;28;11;48;4;39;55;56;298
56;298;2;17;18;63;53;19;41;32;35;23;29;33;1;8;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;12;43;15;28;11;48;4;39;55
2;17;18;63;53;19;41;32;35;23;29;33;1;12;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;8;43;15;28;11;48;4;39;55;56;302
56;302;2;17;18;63;53;19;41;32;35;23;29;33;1;12;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;8;43;15;28;11;48;4;39;55
2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;8;43;15;53;11;48;4;39;55;56;302
56;302;2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;61;13;24;49;14;16;47;26;7;8;43;15;53;11;48;4;39;55
2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;15;53;11;48;4;39;55;56;302
56;302;2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;64;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;15;53;11;48;4;39;55
2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;4;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;15;53;11;48;64;39;55;56;298
56;298;2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;4;60;57;25;56;54;31;34;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;15;53;11;48;64;39;55
2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;4;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;34;53;11;48;64;39;55;56;298
57;298;2;17;18;63;28;19;41;32;35;23;29;33;1;12;38;46;42;36;4;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;34;53;11;48;64;39;55
2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;34;53;11;48;64;39;55;57;298
57;298;2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;22;58;45;40;44;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;34;53;11;48;64;39;55
2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;44;58;45;40;22;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;34;53;11;48;64;39;55;57;298
57;298;2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;44;58;45;40;22;52;51;50;21;8;13;24;49;14;16;47;26;7;61;43;34;53;11;48;64;39;55
2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;44;58;45;40;22;52;51;50;21;8;13;24;49;14;61;47;26;7;16;43;34;53;11;48;64;39;55;57;298
57;298;2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;44;58;45;40;22;52;51;50;21;8;13;24;49;14;61;47;26;7;16;43;34;53;11;48;64;39;55
2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;44;58;45;40;22;52;51;50;21;8;13;24;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55;57;298
57;298;2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;9;44;58;45;40;22;52;51;50;21;8;13;24;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55
2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;40;22;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55;57;286
57;286;2;17;18;63;28;19;41;4;35;23;29;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;40;22;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55
2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;40;22;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55;57;290
57;290;2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;32;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;40;22;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55
2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;40;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55;57;290
57;290;2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;57;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;40;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55
2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;57;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55;57;290
57;290;2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;57;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;43;34;53;11;48;64;39;55
2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55;57;290
57;290;2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;15;37;10;62;20;59;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55
2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;59;37;10;62;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55;57;290
57;290;2;17;18;29;28;19;41;4;35;23;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;59;37;10;62;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55
2;17;18;29;28;19;41;4;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55;57;298
57;298;2;17;18;29;28;19;41;4;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55
2;17;18;29;28;19;4;41;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55;57;306
57;306;2;17;18;29;28;19;4;41;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;54;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;55
2;17;18;29;28;19;4;41;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;55;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;54;57;306
57;306;2;17;18;29;28;19;4;41;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;55;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;49;14;61;26;47;7;16;57;34;53;11;48;64;39;54
2;17;18;29;28;19;4;41;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;49;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;16;57;34;53;11;48;64;39;54;57;306
57;306;2;17;18;29;28;19;4;41;35;62;63;33;1;12;38;46;42;36;22;60;40;25;56;49;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;16;57;34;53;11;48;64;39;54
2;17;18;29;28;19;4;41;35;62;63;36;1;12;38;46;42;33;22;60;40;25;56;49;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;16;57;34;53;11;48;64;39;54;57;306
57;306;2;17;18;29;28;19;4;41;35;62;63;36;1;12;38;46;42;33;22;60;40;25;56;49;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;16;57;34;53;11;48;64;39;54
2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;38;33;22;60;40;25;56;49;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;16;57;34;53;11;48;64;39;54;57;302
57;302;2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;38;33;22;60;40;25;56;49;31;59;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;16;57;34;53;11;48;64;39;54
2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;38;33;22;60;40;25;56;49;31;16;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;59;57;34;53;11;48;64;39;54;57;302
57;302;2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;38;33;22;60;40;25;56;49;31;16;37;10;23;20;15;30;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;7;59;57;34;53;11;48;64;39;54
2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;38;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;34;53;11;48;64;39;54;57;306
57;306;2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;38;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;34;53;11;48;64;39;54
2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;57;306
57;306;2;17;18;29;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;24;44;58;45;43;32;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;24;44;58;45;43;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;57;302
58;302;2;17;18;32;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;24;44;58;45;43;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;43;44;58;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;298
58;298;2;17;18;32;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;6;5;27;3;43;44;58;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;58;5;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;282
58;282;2;17;18;32;28;19;4;41;35;62;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;10;23;20;15;7;58;5;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;28;19;4;41;35;10;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;62;23;20;15;7;58;5;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;286
58;286;2;17;18;32;28;19;4;41;35;10;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;62;23;20;15;7;58;5;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;28;19;4;41;35;10;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;5;23;20;15;7;58;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;278
58;278;2;17;18;32;28;19;4;41;35;10;63;36;1;12;42;46;34;33;22;60;40;25;56;49;31;16;37;5;23;20;15;7;58;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;28;19;4;41;35;10;63;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;5;23;20;15;7;58;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;286
58;286;2;17;18;32;28;19;4;41;35;10;63;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;5;23;20;15;7;58;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;63;19;4;41;35;10;28;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;5;23;20;15;7;58;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;278
58;278;2;17;18;32;63;19;4;41;35;10;28;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;5;23;20;15;7;58;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;63;19;4;41;35;10;28;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;58;23;20;15;7;5;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54;58;288
58;288;2;17;18;32;63;19;4;41;35;10;28;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;58;23;20;15;7;5;62;27;3;43;44;6;45;24;29;52;51;50;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;64;39;54
2;17;18;32;63;19;4;41;35;10;28;36;1;12;42;46;40;33;22;60;34;25;56;49;31;16;37;58;23;20;15;7;5;62;27;3;43;44;6;45;24;29;52;51;64;21;8;13;9;55;14;61;26;47;30;59;57;38;53;11;48;50;39;54;58;288
