"X1";"X5834049";"X2";"X12";"X14";"X4";"X23";"X19";"X11";"X21";"X18";"X17";"X10";"X20";"X15";"X9";"X7";"X26";"X3";"X25";"X1.1";"X24";"X8";"X22";"X13";"X16";"X5";"X6"
181;5439257;15;17;16;7;26;12;13;6;2;18;5;1;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22;181;5439490
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;11;9;21;8;14;3;19;20;25;5;24;4;10;23;22;181;5607674
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;4;21;8;14;3;19;20;25;11;24;9;10;23;22;181;5521312
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;25;19;20;3;11;24;4;10;23;22;181;5524885
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;20;19;3;25;11;24;4;10;23;22;181;5454921
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;23;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;26;22;181;5447812
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;25;3;19;20;14;11;24;4;10;23;22;181;5713247
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;23;1;5;9;21;8;14;3;19;20;25;11;24;4;10;18;22;181;5449275
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;4;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;16;10;23;22;181;5456833
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
24;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;15;4;10;23;22;181;5448229
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;11;19;20;25;3;24;4;10;23;22;181;5506490
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;5;12;13;6;2;18;1;26;9;21;8;14;3;19;20;25;11;24;4;10;23;22;181;5609286
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;24;8;14;3;19;20;25;11;21;4;10;23;22;181;5482756
181;5439490;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;11;24;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22;181;5436035
181;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;3;14;19;20;25;24;11;4;10;23;22;181;5448086
181;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;20;19;25;24;11;4;10;23;22;181;5441175
181;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;13;16;7;26;12;17;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22;181;5468741
181;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;23;19;20;25;24;11;4;10;3;22;181;5455979
181;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;10;8;14;3;19;20;25;24;11;4;21;23;22;181;5487088
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;4;24;11;25;10;23;22;182;5444388
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;10;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;7;23;22;182;5445062
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;24;1;5;9;21;8;14;3;19;20;25;18;11;4;10;23;22;182;5609781
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;4;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;7;10;23;22;182;5441922
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;19;12;13;6;2;18;1;5;9;21;8;14;3;26;20;25;24;11;4;10;23;22;182;5491577
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;11;21;8;14;3;19;20;25;24;9;4;10;23;22;182;5511735
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;5;6;2;18;1;13;9;21;8;14;3;19;20;25;24;11;4;10;23;22;182;5727919
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
26;17;16;7;15;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22;182;5440691
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;23;22
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5436035
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;24;14;3;19;20;25;8;11;4;10;22;23;182;5457516
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;1;16;7;26;12;13;6;2;18;17;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5465821
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;25;19;20;3;24;11;4;10;22;23;182;5521430
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;24;19;20;25;3;11;4;10;22;23;182;5516955
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;5;18;1;2;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5665506
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;6;7;26;12;13;16;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5446079
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;6;26;12;13;7;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5448443
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
1;17;16;7;26;12;13;6;2;18;15;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5453075
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;13;12;26;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5464891
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;10;11;4;24;22;23;182;5437228
182;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;9;5;1;21;8;14;3;19;20;25;24;11;4;10;22;23;182;5440517
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
14;17;16;7;26;12;13;6;2;18;1;5;9;21;8;15;3;19;20;25;24;11;4;10;22;23;183;5639395
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;24;9;21;8;14;3;19;20;25;5;11;4;10;22;23;183;5615885
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
21;17;16;7;26;12;13;6;2;18;1;5;9;15;8;14;3;19;20;25;24;11;4;10;22;23;183;5453826
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;3;14;8;19;20;25;24;11;4;10;22;23;183;5464814
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;3;14;8;19;20;25;24;11;4;10;22;23;183;5464814
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;20;26;12;13;6;2;18;1;5;9;21;8;14;3;19;7;25;24;11;4;10;22;23;183;5465890
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
22;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;15;23;183;5489444
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;24;21;8;14;3;19;20;25;9;11;4;10;22;23;183;5544096
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;11;20;25;24;19;4;10;22;23;183;5519642
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;3;26;12;13;6;2;18;1;5;9;21;8;14;7;19;20;25;24;11;4;10;22;23;183;5524951
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;14;2;18;1;5;9;21;8;6;3;19;20;25;24;11;4;10;22;23;183;5444964
183;5436035;15;17;16;7;26;12;13;6;2;18;1;5;9;21;8;14;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23;183;5436283
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
1;17;16;7;26;12;13;6;2;14;15;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23;183;5453323
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;9;12;13;6;2;14;1;5;26;21;8;18;3;19;20;25;24;11;4;10;22;23;183;5510596
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;3;26;12;13;6;2;14;1;5;9;21;8;18;7;19;20;25;24;11;4;10;22;23;183;5513850
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;14;1;11;9;21;8;18;3;19;20;25;24;5;4;10;22;23;183;5638267
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;4;2;14;1;5;9;21;8;18;3;19;20;25;24;11;6;10;22;23;183;5462768
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
7;17;16;15;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23;183;5442307
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
7;17;16;15;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23;183;5442307
183;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;8;1;5;9;21;14;18;3;19;20;25;24;11;4;10;22;23;183;5657790
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
5;17;16;7;26;12;13;6;2;14;1;15;9;21;8;18;3;19;20;25;24;11;4;10;22;23;184;5541993
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;10;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;6;22;23;184;5449232
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;3;12;13;6;2;14;1;5;9;21;8;18;26;19;20;25;24;11;4;10;22;23;184;5526260
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;23;20;25;24;11;4;10;22;19;184;5484810
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;23;10;22;4;184;5471726
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;19;6;2;14;1;5;9;21;8;18;3;13;20;25;24;11;4;10;22;23;184;5478959
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;17;16;7;26;12;13;6;2;14;23;5;9;21;8;18;3;19;20;25;24;11;4;10;22;1;184;5557415
184;5436283;15;17;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;24;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23;184;5435922
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;23;18;3;19;20;25;17;11;4;10;22;8;184;5511873
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;22;3;19;20;25;17;11;4;10;18;23;184;5445550
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;18;13;6;2;14;1;5;9;21;8;12;3;19;20;25;17;11;4;10;22;23;184;5438715
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;14;16;7;26;12;13;6;2;24;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23;184;5640597
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
26;24;16;7;15;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23;184;5440575
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;1;13;6;2;14;12;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23;184;5512398
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;8;12;13;6;2;14;1;5;9;21;26;18;3;19;20;25;17;11;4;10;22;23;184;5441677
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;18;13;6;2;14;1;5;9;21;8;12;3;19;20;25;17;11;4;10;22;23;184;5438715
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;3;2;14;1;5;9;21;8;18;6;19;20;25;17;11;4;10;22;23;184;5448248
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;23;20;25;17;11;4;10;22;19;184;5484449
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;4;18;3;19;20;25;17;11;8;10;22;23;184;5438924
184;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;18;8;3;19;20;25;17;11;4;10;22;23;184;5569894
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;4;11;17;10;22;23;185;5469233
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;18;5;9;21;8;1;3;19;20;25;17;11;4;10;22;23;185;5516074
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;19;3;20;25;17;11;4;10;22;23;185;5445298
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;23;21;8;18;3;19;20;25;17;11;4;10;22;9;185;5576338
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;20;3;19;18;25;17;11;4;10;22;23;185;5475603
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;4;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;12;10;22;23;185;5501804
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;1;21;9;5;8;18;3;19;20;25;17;11;4;10;22;23;185;5521120
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;3;14;1;5;9;21;8;18;2;19;20;25;17;11;4;10;22;23;185;5448489
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;9;12;13;6;2;14;1;5;26;21;8;18;3;19;20;25;17;11;4;10;22;23;185;5510235
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;10;14;1;5;9;21;8;18;3;19;20;25;17;11;4;2;22;23;185;5446041
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;25;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;7;17;11;4;10;22;23;185;5446903
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;2;26;12;13;6;7;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23;185;5445779
185;5435922;15;24;16;7;26;12;13;6;2;14;1;5;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23;185;5435819
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;23;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;26;185;5444148
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;21;12;13;6;2;14;5;1;9;26;8;18;3;19;20;25;17;11;4;10;22;23;185;5462667
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;1;14;5;2;9;21;8;18;3;19;20;25;17;11;4;10;22;23;185;5503795
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;10;17;11;4;25;22;23;185;5437129
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;9;2;14;5;1;6;21;8;18;3;19;20;25;17;11;4;10;22;23;185;5529571
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
23;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;15;185;5504215
185;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;4;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;16;10;22;23;185;5453376
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
1;24;16;7;26;12;13;6;2;14;5;15;9;21;8;18;3;19;20;25;17;11;4;10;22;23;186;5453065
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;17;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;26;11;4;10;22;23;186;5438203
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;8;7;26;12;13;6;2;14;5;1;9;21;16;18;3;19;20;25;17;11;4;10;22;23;186;5437359
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;18;14;5;1;9;21;8;2;3;19;20;25;17;11;4;10;22;23;186;5446561
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;3;14;5;1;9;21;8;18;2;19;20;25;17;11;4;10;22;23;186;5448386
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;20;1;9;21;8;18;3;19;5;25;17;11;4;10;22;23;186;5584306
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;19;5;1;9;21;8;18;3;14;20;25;17;11;4;10;22;23;186;5454038
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;20;9;21;8;18;3;19;1;25;17;11;4;10;22;23;186;5468824
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;25;20;19;17;11;4;10;22;23;186;5538438
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;17;6;2;14;5;1;9;21;8;18;3;19;20;25;13;11;4;10;22;23;186;5474617
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;20;9;21;8;18;3;19;1;25;17;11;4;10;22;23;186;5468824
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;2;16;7;26;12;13;6;24;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23;186;5440234
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;23;19;20;25;17;11;4;10;22;3;186;5455789
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;8;21;9;18;3;19;20;25;17;11;4;10;22;23;186;5476461
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;2;26;12;13;6;7;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23;186;5445676
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;11;17;25;4;10;22;23;186;5443917
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;25;9;21;8;18;3;19;20;1;17;11;4;10;22;23;186;5481029
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;25;14;5;1;9;21;8;18;3;19;20;2;17;11;4;10;22;23;186;5462857
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;23;4;10;22;11;186;5451715
186;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
15;24;16;7;26;12;13;6;2;14;5;1;9;20;8;18;3;19;21;25;17;11;4;10;22;23;186;5474213
187;5435819;15;24;16;7;26;12;13;6;2;14;5;1;9;21;8;18;3;19;20;25;17;11;4;10;22;23
