"X1";"X288";"X31";"X12";"X61";"X4";"X54";"X16";"X39";"X36";"X7";"X10";"X21";"X48";"X15";"X63";"X60";"X37";"X47";"X26";"X27";"X50";"X18";"X32";"X44";"X62";"X5";"X6";"X9";"X34";"X43";"X25";"X56";"X13";"X51";"X19";"X24";"X57";"X49";"X52";"X46";"X41";"X20";"X17";"X40";"X58";"X23";"X53";"X33";"X1.1";"X35";"X64";"X42";"X45";"X55";"X22";"X2";"X38";"X28";"X11";"X8";"X3";"X59";"X29";"X14";"X30"
57;220;59;16;63;37;45;17;22;12;36;41;20;25;58;43;8;30;11;34;27;57;14;21;52;50;28;19;33;3;18;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;15;48;56
59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;57;14;21;52;50;28;19;33;3;18;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;15;48;56;57;228
57;228;59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;57;14;21;52;50;28;19;33;3;18;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;15;48;56
59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;57;14;21;52;50;28;19;33;3;15;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56;57;228
57;228;59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;57;14;21;52;50;28;19;33;3;15;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56
59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;28;19;33;3;15;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56;57;232
57;232;59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;28;19;33;3;15;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56
59;16;63;37;45;17;43;57;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;12;28;19;33;3;15;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56;57;240
57;232;59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;28;19;33;3;15;23;39;4;64;61;62;29;1;7;47;31;54;6;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56
59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;28;19;33;3;15;23;39;4;64;61;62;29;1;7;6;31;54;47;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56;57;232
57;232;59;16;63;37;45;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;28;19;33;3;15;23;39;4;64;61;62;29;1;7;6;31;54;47;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56
59;16;63;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;31;54;47;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56;57;232
57;232;59;16;63;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;31;54;47;49;60;2;9;55;5;24;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56
59;16;63;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56;57;232
57;232;59;16;63;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;10;40;53;26;44;46;51;32;13;38;35;18;48;56
59;16;63;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;53;26;44;46;10;32;13;38;35;18;48;56;57;232
57;232;59;16;63;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;21;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;53;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;63;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;53;26;44;46;10;32;13;38;35;18;48;56;57;236
57;236;59;16;21;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;63;52;57;45;19;33;3;15;23;39;4;64;61;62;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;53;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;53;26;44;46;10;32;13;38;35;18;48;56;57;240
57;240;59;16;21;37;28;17;43;12;36;41;20;25;58;22;8;30;11;34;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;53;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;28;17;43;12;36;41;20;25;58;22;8;30;11;53;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;240
57;240;59;16;21;37;28;17;43;12;36;41;20;25;58;22;8;30;11;53;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;28;17;43;12;36;41;20;25;53;22;8;30;11;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;240
57;240;59;16;21;37;28;17;43;12;36;41;20;25;53;22;8;30;11;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;1;7;6;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;28;17;43;12;36;41;20;25;53;22;8;30;11;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;6;7;1;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;240
57;240;59;16;21;37;28;17;43;12;36;41;20;25;53;22;8;30;11;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;6;7;1;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;28;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;6;7;1;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;240
57;240;59;16;21;37;28;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;6;7;1;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;6;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;220
57;220;59;16;21;37;6;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;60;2;9;55;5;31;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;6;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;216
57;216;59;16;21;37;6;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;16;21;37;6;17;43;38;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;12;35;18;48;56;57;248
57;216;59;16;21;37;6;17;43;12;36;41;11;25;53;22;8;30;20;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;17;43;12;36;41;11;25;53;22;8;30;16;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;216
57;216;59;20;21;37;6;17;43;12;36;41;11;25;53;22;8;30;16;58;27;50;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;17;43;12;36;41;11;25;50;22;8;30;16;58;27;53;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56;57;212
58;212;59;20;21;37;6;17;43;12;36;41;11;25;50;22;8;30;16;58;27;53;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;51;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;17;43;12;36;41;11;25;50;51;8;30;16;58;27;53;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;22;40;34;26;44;46;10;32;13;38;35;18;48;56;58;208
58;208;59;20;21;37;6;17;43;12;36;41;11;25;50;51;8;30;16;58;27;53;14;63;52;57;62;19;33;3;15;23;39;4;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;42;22;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;17;43;12;36;41;11;25;50;51;8;30;16;58;27;53;14;63;52;57;62;19;33;3;15;23;39;42;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;35;18;48;56;58;214
58;214;59;20;21;37;6;17;43;12;36;41;11;25;50;51;8;30;16;58;27;53;14;63;52;57;62;19;33;3;15;23;39;42;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;14;43;12;36;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;35;18;48;56;58;210
58;210;59;20;21;37;6;14;43;12;36;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;45;29;28;7;1;24;54;47;49;31;2;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;14;43;12;36;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;29;28;7;1;24;54;45;49;31;2;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;35;18;48;56;58;208
58;208;59;20;21;37;6;14;43;12;36;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;29;28;7;1;24;54;45;49;31;2;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;35;18;48;56
59;20;21;37;6;14;43;12;36;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;29;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;2;18;48;56;58;208
58;208;59;20;21;37;6;14;43;12;36;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;29;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;2;18;48;56
59;20;21;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;2;18;48;56;58;208
58;208;59;20;21;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;2;18;48;56
59;20;21;37;6;14;43;62;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;12;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;2;18;48;56;58;236
58;208;59;20;21;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;26;44;46;10;32;13;38;2;18;48;56
59;20;26;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;21;44;46;10;32;13;38;2;18;48;56;58;214
58;214;59;20;26;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;57;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;21;44;46;10;32;13;38;2;18;48;56
59;20;57;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;21;44;46;10;32;13;38;2;18;48;56;58;214
58;214;59;20;57;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;4;22;40;34;21;44;46;10;32;13;38;2;18;48;56
59;20;57;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56;58;214
58;214;59;20;57;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;53;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56
59;53;57;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56;58;230
58;230;59;53;57;37;6;14;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;31;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56
59;53;57;37;6;31;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56;58;230
58;230;59;53;57;37;6;31;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;15;23;39;42;64;61;47;36;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56
59;53;57;37;6;31;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;15;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56;58;232
58;232;59;53;57;37;6;31;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;15;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;18;48;56
59;53;57;37;6;31;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;15;48;56;58;232
58;232;59;53;57;37;6;31;43;12;29;41;11;25;50;51;8;30;16;58;27;20;17;63;52;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;15;48;56
59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;58;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;15;48;56;58;232
58;232;59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;58;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;32;13;38;2;15;48;56
59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;2;15;48;56;58;232
58;232;59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;2;15;48;56
59;53;57;37;6;21;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;31;44;46;10;58;13;38;2;15;48;56;58;252
58;232;59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;24;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;2;15;48;56
59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;2;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;48;56;58;232
58;232;59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;42;64;61;36;47;28;7;1;2;54;45;49;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;48;56
59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;54;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;48;56;58;230
58;230;59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;63;41;26;62;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;54;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;48;56
59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;62;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;54;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;48;56;58;234
59;234;59;53;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;62;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;54;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;48;56
59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;62;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;54;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;53;56;59;234
59;234;59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;62;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;54;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;53;56
59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;53;56;59;232
59;232;59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;20;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;58;13;38;24;15;53;56
59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;24;15;53;56;59;230
59;230;59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;24;15;53;56
59;48;57;37;6;31;43;12;29;52;11;25;50;54;8;30;16;32;27;58;17;51;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;24;15;53;56;59;240
59;230;59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;24;15;53;56
59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;56;15;53;24;59;230
59;230;59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;26;63;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;56;15;53;24
59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;63;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;56;15;53;24;59;230
59;230;59;48;57;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;63;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;4;21;44;46;10;20;13;38;56;15;53;24
59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;63;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;24;59;228
59;228;59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;17;54;41;63;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;24
59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;24;54;41;63;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;17;59;228
59;228;59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;24;54;41;63;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;2;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;17
59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;24;54;41;2;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;17;59;228
59;228;59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;30;16;32;27;58;24;54;41;2;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;17
59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;54;16;32;27;58;24;30;41;2;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;17;59;232
59;232;59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;54;16;32;27;58;24;30;41;2;26;19;33;3;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;55;5;60;34;22;40;57;21;44;46;10;20;13;38;56;15;53;17
59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;54;16;32;27;58;24;30;41;2;26;19;33;34;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;55;5;60;3;22;40;57;21;44;46;10;20;13;38;56;15;53;17;59;236
59;236;59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;54;16;32;27;58;24;30;41;2;26;19;33;34;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;55;5;60;3;22;40;57;21;44;46;10;20;13;38;56;15;53;17
59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;54;16;32;27;58;24;30;41;2;26;19;33;34;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;17;5;60;3;22;40;57;21;44;46;10;20;13;38;56;15;53;55;59;236
59;236;59;48;4;37;6;31;43;12;29;52;11;25;50;51;8;54;16;32;27;58;24;30;41;2;26;19;33;34;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;17;5;60;3;22;40;57;21;44;46;10;20;13;38;56;15;53;55
59;48;54;37;6;31;43;12;29;52;11;25;50;51;8;4;16;32;27;58;24;30;41;2;26;19;33;34;18;23;39;49;64;61;36;47;28;7;1;63;62;45;42;14;35;9;17;5;60;3;22;40;57;21;44;46;10;20;13;38;56;15;53;55;59;236
