"X1";"X294";"X50";"X62";"X49";"X55";"X20";"X32";"X53";"X41";"X1.1";"X48";"X54";"X57";"X40";"X27";"X63";"X51";"X2";"X34";"X23";"X43";"X33";"X19";"X26";"X29";"X61";"X22";"X44";"X58";"X64";"X14";"X30";"X16";"X18";"X31";"X56";"X21";"X37";"X10";"X6";"X17";"X15";"X28";"X60";"X11";"X8";"X46";"X5";"X24";"X13";"X42";"X47";"X45";"X35";"X39";"X25";"X59";"X12";"X7";"X52";"X9";"X4";"X3";"X36";"X38"
54;300;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;27;50;16;17;14;20;23;34;33;39;63;46;36;38;57;30;21;22;58;37;54;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35
42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;27;50;16;17;14;33;23;34;20;39;63;46;36;38;57;30;21;22;58;37;54;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35;54;296
54;296;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;27;50;16;17;14;33;23;34;20;39;63;46;36;38;57;30;21;22;58;37;54;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35
42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;54;50;16;17;14;33;23;34;20;39;63;46;36;38;57;30;21;22;58;37;27;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35;54;284
54;284;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;54;50;16;17;14;33;23;34;20;39;63;46;36;38;57;30;21;22;58;37;27;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35
42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;23;34;20;39;63;46;36;38;57;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35;54;284
54;284;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;64;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;23;34;20;39;63;46;36;38;57;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35
42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;64;34;20;39;63;46;36;38;57;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35;54;274
54;274;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;64;34;20;39;63;46;36;38;57;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35
42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35;54;274
54;274;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;8;60;2;6;35
42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;274
54;274;42;13;31;24;19;52;40;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;15;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;40;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;274
54;274;42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;4;47;53;55;61;59;62;48;40;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;4;53;55;61;59;62;48;40;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;266
54;266;42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;4;53;55;61;59;62;48;40;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;55;61;59;62;48;40;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;260
54;260;42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;55;61;59;62;48;40;54;50;16;17;27;33;64;34;20;57;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;55;61;59;62;48;40;54;50;16;17;27;57;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;260
54;260;42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;55;61;59;62;48;40;54;50;16;17;27;57;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;16;61;59;62;48;40;54;50;55;17;27;57;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;260
54;260;42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;16;61;59;62;48;40;54;50;55;17;27;57;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;16;61;59;57;48;40;54;50;55;17;27;62;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;260
54;260;42;13;31;24;19;52;15;28;51;1;25;43;56;49;3;41;23;47;53;4;16;61;59;57;48;40;54;50;55;17;27;62;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;54;268
54;268;42;13;31;24;19;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;29;50;55;17;27;62;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;54;44;5;45;26;9;11;12;2;60;8;6;35;54;288
55;268;42;13;31;24;19;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;63;46;36;38;39;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;19;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35;55;268
55;268;42;13;31;24;19;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;6;35
42;13;31;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;19;35;55;268
55;268;42;13;31;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;22;58;37;14;10;7;18;32;29;44;5;45;26;9;11;12;2;60;8;19;35
42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;22;58;37;14;10;7;18;32;29;31;5;45;26;9;11;12;2;60;8;19;35;55;272
55;272;42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;22;58;37;14;10;7;18;32;29;31;5;45;26;9;11;12;2;60;8;19;35
42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;35;58;37;14;10;7;18;32;29;31;5;45;26;9;11;12;2;60;8;19;22;55;256
55;256;42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;35;58;37;14;10;7;18;32;29;31;5;45;26;9;11;12;2;60;8;19;22
42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;5;58;37;14;10;7;18;32;29;31;35;45;26;9;11;12;2;60;8;19;22;55;264
55;264;42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;16;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;5;58;37;14;10;7;18;32;29;31;35;45;26;9;11;12;2;60;8;19;22
42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;5;58;37;14;10;7;18;32;29;31;35;45;16;9;11;12;2;60;8;19;22;55;264
55;264;42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;21;5;58;37;14;10;7;18;32;29;31;35;45;16;9;11;12;2;60;8;19;22
42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;10;21;18;32;29;31;35;45;16;9;11;12;2;60;8;19;22;55;264
55;264;42;13;44;24;6;52;15;28;51;1;25;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;10;21;18;32;29;31;35;45;16;9;11;12;2;60;8;19;22
42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;10;21;18;32;29;31;35;45;16;9;11;12;2;60;25;19;22;55;260
55;260;42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;10;21;18;32;29;31;35;45;16;9;11;12;2;60;25;19;22
42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;10;21;18;32;29;31;35;60;16;9;11;12;2;45;25;19;22;55;260
55;260;42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;10;21;18;32;29;31;35;60;16;9;11;12;2;45;25;19;22
42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;19;21;18;32;29;31;35;60;16;9;11;12;2;45;25;10;22;55;260
55;260;42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;19;21;18;32;29;31;35;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22;55;260
55;260;42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;16;58;37;14;19;21;35;32;29;31;18;60;5;9;11;12;2;45;25;10;22;55;272
55;260;42;13;44;24;6;52;15;28;51;1;8;43;56;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;30;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;56;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22;55;260
55;260;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;53;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;20;33;39;46;36;38;63;56;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;53;33;39;46;36;38;63;56;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22;55;256
55;256;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;17;27;62;64;34;53;33;39;46;36;38;63;56;7;5;58;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;63;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22;55;248
55;248;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;63;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;16;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;63;56;7;5;17;37;14;19;21;35;32;29;31;18;60;20;9;11;12;2;45;25;10;22;55;256
55;248;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;63;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;49;8;43;30;59;3;41;23;47;20;4;26;61;1;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;63;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22;55;256
55;248;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;63;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;11;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22;55;248
55;248;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;48;40;54;50;55;58;27;62;64;34;53;33;39;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22
42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;27;40;54;50;55;58;48;62;64;34;53;33;39;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22;55;248
55;248;42;13;44;24;6;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;27;40;54;50;55;58;48;62;64;34;53;33;39;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22
42;13;44;24;58;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;27;40;54;50;55;6;48;62;64;34;53;33;39;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22;55;256
56;256;42;13;44;24;58;52;15;28;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;27;40;54;50;55;6;48;62;64;34;53;33;39;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22
42;13;44;24;58;52;15;39;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;27;40;54;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22;56;256
56;256;42;13;44;24;58;52;15;39;51;1;8;43;30;59;3;41;23;47;20;4;26;61;49;57;27;40;54;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;25;10;22
42;13;44;24;58;52;15;39;51;1;8;43;30;59;25;41;23;47;20;4;26;61;49;57;27;40;54;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;3;10;22;56;274
56;274;42;13;44;24;58;52;15;39;51;1;8;43;30;59;25;41;23;47;20;4;26;61;49;57;27;40;54;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;14;19;21;35;32;29;31;18;60;16;9;63;12;2;45;3;10;22
42;13;44;24;58;52;15;39;51;1;8;43;30;59;25;41;23;47;20;4;26;61;49;57;27;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;54;19;21;35;32;29;31;18;60;16;9;63;12;2;45;3;10;22;56;278
56;278;42;13;44;24;58;52;15;39;51;1;8;43;30;59;25;41;23;47;20;4;26;61;49;57;27;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;54;19;21;35;32;29;31;18;60;16;9;63;12;2;45;3;10;22
42;30;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;27;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;54;19;21;35;32;29;31;18;60;16;9;63;12;2;45;3;10;22;56;278
56;278;42;30;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;27;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;54;19;21;35;32;29;31;18;60;16;9;63;12;2;45;3;10;22
42;30;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22;56;278
56;278;42;30;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;56;7;5;17;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22
42;30;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;5;7;56;17;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22;56;274
56;274;42;30;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;5;7;56;17;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22
42;7;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;5;30;56;17;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22;56;274
56;274;42;7;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;20;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;5;30;56;17;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22
42;7;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22;56;278
56;278;42;7;44;24;58;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;62;64;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22
42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;62;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22;56;278
56;278;42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;62;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22
42;7;52;24;64;44;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;62;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22;56;290
56;278;42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;62;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;2;45;3;10;22
42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;62;45;3;10;22;56;278
56;278;42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;47;17;4;26;61;49;57;32;40;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;62;45;3;10;22
42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;40;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;62;45;3;10;22;56;278
56;278;42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;40;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;54;19;21;35;27;29;31;18;60;16;9;63;12;62;45;3;10;22
42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;40;19;21;35;27;29;31;18;60;16;9;63;12;62;45;3;10;22;56;278
56;278;42;7;44;24;64;52;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;40;19;21;35;27;29;31;18;60;16;9;63;12;62;45;3;10;22
42;7;44;24;64;60;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22;56;286
56;286;42;7;44;24;64;60;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;38;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22
38;7;44;24;64;60;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22;56;286
56;286;38;7;44;24;64;60;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;49;57;32;47;14;50;55;6;48;2;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22
38;7;44;24;64;60;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;2;57;32;47;14;50;55;6;48;49;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22;56;284
56;284;38;7;44;24;64;60;15;39;51;1;8;43;13;59;25;41;23;54;17;4;26;61;2;57;32;47;14;50;55;6;48;49;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22
38;7;44;24;64;60;15;39;51;1;8;43;13;59;49;41;23;54;17;4;26;61;2;57;32;47;14;50;55;6;48;25;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22;56;280
56;280;38;7;44;24;64;60;15;39;51;1;8;43;13;59;49;41;23;54;17;4;26;61;2;57;32;47;14;50;55;6;48;25;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;62;45;3;10;22
38;7;44;24;64;60;15;39;51;1;8;43;13;59;49;41;23;54;17;4;26;61;2;57;32;47;14;50;55;6;48;25;58;34;53;33;28;46;36;42;11;5;30;56;20;37;40;19;21;35;27;29;31;18;52;16;9;63;12;22;45;3;10;62;56;280
