"X1";"X274";"X38";"X21";"X48";"X30";"X22";"X8";"X35";"X46";"X63";"X14";"X57";"X58";"X18";"X62";"X59";"X24";"X52";"X49";"X32";"X5";"X31";"X50";"X34";"X9";"X11";"X55";"X16";"X1.1";"X53";"X26";"X3";"X23";"X33";"X37";"X6";"X44";"X41";"X64";"X40";"X20";"X45";"X61";"X7";"X4";"X12";"X15";"X19";"X13";"X43";"X17";"X54";"X28";"X10";"X2";"X56";"X36";"X47";"X27";"X51";"X60";"X25";"X42";"X29";"X39"
58;12;64;47;55;4;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;35;32;41;61;42;50;46;19;15;53;48;52;56;38;17;37;23;49;29;33;10;22;16;24;51;1;44;2;59;280
59;280;58;12;64;47;55;4;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;35;32;41;61;42;50;46;19;15;53;48;52;56;38;17;37;23;49;29;33;10;22;16;24;51;1;44;2
58;12;64;47;55;4;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;35;32;41;61;42;50;46;19;15;53;24;52;56;38;17;37;23;49;29;33;10;22;16;48;51;1;44;2;59;280
59;280;58;12;64;47;55;4;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;35;32;41;61;42;50;46;19;15;53;24;52;56;38;17;37;23;49;29;33;10;22;16;48;51;1;44;2
58;12;64;47;55;4;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;35;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;59;280
60;280;58;12;64;47;55;4;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;35;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;64;47;55;35;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;60;280
60;280;58;12;64;47;55;35;3;30;62;59;28;7;26;36;34;45;31;54;8;20;25;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;64;47;25;35;3;30;62;59;28;7;26;36;34;45;31;54;8;20;55;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;60;280
60;280;58;12;64;47;25;35;3;30;62;59;28;7;26;36;34;45;31;54;8;20;55;40;11;18;60;21;6;27;43;63;9;14;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;64;47;25;35;3;30;14;59;28;7;26;36;34;45;31;54;8;20;55;40;11;18;60;21;6;27;43;63;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;60;280
60;280;58;12;64;47;25;35;3;30;14;59;28;7;26;36;34;45;31;54;8;20;55;40;11;18;60;21;6;27;43;63;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;31;54;8;20;55;40;11;18;60;21;6;27;43;63;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;60;284
60;284;58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;31;54;8;20;55;40;11;18;60;21;6;27;43;63;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;54;8;20;55;40;11;18;60;21;6;27;43;31;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;60;284
60;284;58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;54;8;20;55;40;11;18;60;21;6;27;43;31;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;54;8;20;55;40;11;18;60;21;6;19;43;31;9;62;57;39;5;13;4;32;41;61;42;50;46;27;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2;60;288
60;284;58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;54;8;20;55;40;11;18;60;21;6;27;43;31;9;62;57;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;23;49;29;33;10;56;16;48;51;1;44;2
58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;54;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;49;29;33;10;56;16;48;51;1;44;2;60;280
60;280;58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;54;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;49;29;33;10;56;16;48;51;1;44;2
58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;29;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;49;54;33;10;56;16;48;51;1;44;2;60;280
60;280;58;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;29;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;49;54;33;10;56;16;48;51;1;44;2
29;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;49;54;33;10;56;16;48;51;1;44;2;60;280
60;280;29;12;34;47;25;35;3;30;14;59;28;7;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;49;54;33;10;56;16;48;51;1;44;2
29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;16;48;51;1;44;2;60;280
60;280;29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;16;48;51;1;44;2
29;12;34;47;25;35;3;30;14;59;42;49;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;28;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;16;48;51;1;44;2;60;292
60;280;29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;16;48;51;1;44;2
29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;48;16;51;1;44;2;60;280
60;280;29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;40;11;18;60;21;6;27;43;31;9;62;23;39;5;13;4;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;48;16;51;1;44;2
29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;48;16;51;1;44;2;60;276
60;276;29;12;34;47;25;35;3;30;14;59;28;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;54;33;10;56;48;16;51;1;44;2
29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;28;33;10;56;48;16;51;1;44;2;60;272
60;272;29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;53;24;52;22;38;17;37;57;7;28;33;10;56;48;16;51;1;44;2
29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;7;24;52;22;38;17;37;57;53;28;33;10;56;48;16;51;1;44;2;60;272
60;272;29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;7;24;52;22;38;17;37;57;53;28;33;10;56;48;16;51;1;44;2
29;12;34;47;25;35;3;30;14;61;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;59;42;50;46;19;15;7;24;52;22;38;17;37;57;53;28;33;10;56;48;16;51;1;44;2;60;280
60;272;29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;15;7;24;52;22;38;17;37;57;53;28;33;10;56;48;16;51;1;44;2
29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;53;7;24;52;22;38;17;37;57;15;28;33;10;56;48;16;51;1;44;2;60;272
60;272;29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;45;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;32;41;61;42;50;46;19;53;7;24;52;22;38;17;37;57;15;28;33;10;56;48;16;51;1;44;2
29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;22;38;17;37;57;15;28;33;10;56;48;16;51;1;44;2;60;272
60;272;29;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;22;38;17;37;57;15;28;33;10;56;48;16;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;22;38;17;37;57;15;28;33;10;56;48;29;51;1;44;2;60;272
60;272;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;22;38;17;37;57;15;28;33;10;56;48;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;33;38;17;37;57;15;28;22;10;56;48;29;51;1;44;2;60;272
61;272;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;58;8;20;55;4;11;18;60;21;6;27;43;31;9;62;23;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;33;38;17;37;57;15;28;22;10;56;48;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;21;6;27;43;31;9;62;58;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;33;38;17;37;57;15;28;22;10;56;48;29;51;1;44;2;61;278
61;278;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;21;6;27;43;31;9;62;58;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;33;38;17;37;57;15;28;22;10;56;48;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;33;38;17;37;57;15;28;21;10;56;48;29;51;1;44;2;61;278
61;278;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;40;45;41;61;42;50;46;19;53;7;24;52;33;38;17;37;57;15;28;21;10;56;48;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;52;45;41;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;48;29;51;1;44;2;61;278
61;278;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;52;45;41;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;48;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;52;45;48;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;51;1;44;2;61;272
61;272;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;52;45;48;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;61;45;48;52;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;51;1;44;2;61;284
61;272;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;31;9;62;58;39;5;13;52;45;48;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;51;1;44;2
16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;51;9;62;58;39;5;13;52;45;48;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2;61;268
61;268;16;12;34;47;25;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;51;9;62;58;39;5;13;52;45;48;61;42;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2
16;12;34;47;42;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;51;9;62;58;39;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2;61;268
61;268;16;12;34;47;42;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;18;60;22;6;27;43;51;9;62;58;39;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2
16;12;34;47;42;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;39;60;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2;61;268
61;268;16;12;34;47;42;35;3;30;14;59;54;49;26;36;64;32;63;23;8;20;55;4;11;39;60;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2
16;12;34;47;42;35;3;30;14;59;54;49;60;36;64;32;63;23;8;20;55;4;11;39;26;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2;61;268
61;268;16;12;34;47;42;35;3;30;14;59;54;49;60;36;64;32;63;23;8;20;55;4;11;39;26;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;44;2
16;12;34;47;42;35;3;30;14;59;54;49;60;36;64;32;44;23;8;20;55;4;11;39;26;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;63;2;61;268
61;268;16;12;34;47;42;35;3;30;14;59;54;49;60;36;64;32;44;23;8;20;55;4;11;39;26;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;63;2
16;12;34;47;42;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;26;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;63;2;61;260
61;260;16;12;34;47;42;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;26;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;63;2
16;12;34;47;26;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;63;2;61;260
61;260;16;12;34;47;26;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;15;28;21;10;56;41;29;31;1;63;2
16;12;34;47;15;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2;61;260
61;260;16;12;34;47;15;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;7;24;40;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2
16;12;34;47;15;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;40;24;7;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2;61;248
61;248;16;12;34;47;15;35;3;30;14;59;54;49;60;36;64;32;55;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;40;24;7;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2
16;12;34;47;15;35;3;30;14;59;54;49;60;36;64;32;40;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;55;24;7;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2;61;248
61;248;16;12;34;47;15;35;3;30;14;59;54;49;60;36;64;32;40;23;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;55;24;7;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2
16;12;34;47;15;35;3;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;55;24;7;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2;61;248
61;248;16;12;34;47;15;35;3;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;55;24;7;33;38;17;37;57;26;28;21;10;56;41;29;31;1;63;2
16;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;55;24;7;33;38;17;37;57;26;28;21;10;56;3;29;31;1;63;2;61;248
61;248;16;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;53;55;24;7;33;38;17;37;57;26;28;21;10;56;3;29;31;1;63;2
16;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;38;17;37;57;26;28;21;10;56;3;29;53;1;63;2;61;248
61;248;16;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;38;17;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;38;16;37;57;26;28;21;10;56;3;29;53;1;63;2;61;248
61;248;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;38;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;21;45;48;61;25;50;46;19;31;55;24;7;33;38;16;37;57;26;28;52;10;56;3;29;53;1;63;2;61;268
62;248;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;38;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;38;45;48;61;25;50;46;19;31;55;24;7;33;52;16;37;57;26;28;21;10;56;3;29;53;1;63;2;62;260
62;248;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;62;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;38;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2;62;252
62;252;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;19;31;55;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;55;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2;62;252
62;252;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;55;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;37;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;55;31;19;24;7;33;62;16;47;57;26;28;21;10;56;3;29;53;1;63;2;62;256
62;252;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;55;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;45;52;48;61;25;50;46;55;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2;62;276
62;252;17;12;34;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;55;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;55;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2;62;256
62;256;17;12;55;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;16;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;55;37;57;26;28;21;10;56;3;29;53;1;63;2;62;264
62;256;17;12;55;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;55;47;15;35;41;30;23;59;25;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;54;50;46;34;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2;62;276
62;256;17;12;55;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;22;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;16;37;57;26;28;21;10;56;3;29;53;1;63;2
17;12;55;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;28;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;16;37;57;26;22;21;10;56;3;29;53;1;63;2;62;256
62;256;17;12;55;47;15;35;41;30;23;59;54;49;60;36;64;32;40;14;8;20;44;4;11;39;42;28;6;27;43;51;9;38;58;18;5;13;52;45;48;61;25;50;46;34;31;19;24;7;33;62;16;37;57;26;22;21;10;56;3;29;53;1;63;2
