"X1";"X298";"X44";"X3";"X53";"X46";"X13";"X24";"X62";"X20";"X37";"X49";"X40";"X16";"X63";"X45";"X10";"X34";"X39";"X48";"X30";"X57";"X58";"X28";"X6";"X43";"X59";"X15";"X9";"X7";"X51";"X25";"X5";"X42";"X21";"X32";"X50";"X55";"X19";"X33";"X8";"X11";"X36";"X61";"X54";"X17";"X23";"X52";"X22";"X47";"X14";"X2";"X4";"X29";"X18";"X60";"X31";"X41";"X27";"X1.1";"X38";"X64";"X26";"X35";"X12";"X56"
48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;29;13;61;46;33;6;27;31;23;57;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;26;34;8;36;56;10;2;59;11;19;21;5;45;53;32;38;44;40;42;50;54;310
54;310;48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;29;13;61;46;33;6;27;31;23;57;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;26;34;8;36;56;10;2;59;11;19;21;5;45;53;32;38;44;40;42;50
48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;27;13;61;46;33;6;29;31;23;57;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;26;34;8;36;56;10;2;59;11;19;21;5;45;53;32;38;44;40;42;50;54;310
54;310;48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;27;13;61;46;33;6;29;31;23;57;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;26;34;8;36;56;10;2;59;11;19;21;5;45;53;32;38;44;40;42;50
48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;27;13;61;46;33;6;29;31;23;57;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;2;59;11;19;21;5;45;53;32;38;44;40;42;50;54;310
54;310;48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;27;13;61;46;33;6;29;31;23;57;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;2;59;11;19;21;5;45;53;32;38;44;40;42;50
48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;27;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;53;32;38;44;40;42;50;54;310
54;310;48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;27;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;12;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;53;32;38;44;40;42;50
48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;27;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;53;32;38;44;40;42;50;54;310
54;310;48;58;54;22;9;24;62;30;7;15;1;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;27;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;53;32;38;44;40;42;50
48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;27;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;53;32;1;44;40;42;50;54;294
54;294;48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;27;14;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;53;32;1;44;40;42;50
48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;27;53;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;14;32;1;44;40;42;50;54;290
54;290;48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;35;39;27;53;37;64;25;17;20;60;18;41;63;8;34;26;36;56;10;57;59;11;19;21;5;45;14;32;1;44;40;42;50
48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;8;39;27;53;37;64;25;17;20;60;18;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;14;32;1;44;40;42;50;54;292
54;292;48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;23;2;4;16;47;51;43;28;8;39;27;53;37;64;25;17;20;60;18;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;14;32;1;44;40;42;50
48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;14;2;4;16;47;51;43;28;8;39;27;53;37;64;25;17;20;60;18;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;23;32;1;44;40;42;50;54;292
54;292;48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;31;14;2;4;16;47;51;43;28;8;39;27;53;37;64;25;17;20;60;18;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;23;32;1;44;40;42;50
48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;43;14;2;4;16;47;51;31;28;8;39;27;53;37;64;25;17;20;60;18;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;23;32;1;44;40;42;50;54;292
54;292;48;58;54;22;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;43;14;2;4;16;47;51;31;28;8;39;27;53;37;64;25;17;20;60;18;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;23;32;1;44;40;42;50
48;58;54;18;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;43;14;2;4;16;47;51;31;28;8;39;27;53;37;64;25;17;20;60;22;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;23;32;1;44;40;42;50;54;292
54;292;48;58;54;18;9;24;62;30;7;15;38;52;3;55;49;12;13;61;46;33;6;29;43;14;2;4;16;47;51;31;28;8;39;27;53;37;64;25;17;20;60;22;41;63;35;34;26;36;56;10;57;59;11;19;21;5;45;23;32;1;44;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;43;14;2;4;16;47;51;31;28;8;39;27;53;37;64;25;17;20;60;22;41;63;35;34;26;36;56;10;57;59;11;52;21;5;45;23;32;1;44;40;42;50;54;292
54;292;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;43;14;2;4;16;47;51;31;28;8;39;27;53;37;64;25;17;20;60;22;41;63;35;34;26;36;56;10;57;59;11;52;21;5;45;23;32;1;44;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;43;14;2;4;44;47;51;31;28;8;39;27;53;37;64;25;17;20;60;22;41;63;35;34;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;288
54;288;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;43;14;2;4;44;47;51;31;28;8;39;27;53;37;64;25;17;20;60;22;41;63;35;34;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;22;14;2;4;44;47;51;31;28;8;39;27;53;37;64;25;17;20;60;43;41;63;35;34;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;288
54;288;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;22;14;2;4;44;47;51;31;28;8;39;27;53;37;64;25;17;20;60;43;41;63;35;34;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;22;14;2;34;44;47;51;31;28;8;39;27;53;37;64;25;17;20;60;43;41;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;292
54;292;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;22;14;2;34;44;47;51;31;28;8;39;27;53;37;64;25;17;20;60;43;41;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;22;14;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;41;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;296
54;296;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;13;61;46;33;6;29;22;14;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;41;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;41;61;46;33;6;29;22;14;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;304
54;304;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;41;61;46;33;6;29;22;14;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;41;61;46;33;6;14;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;308
54;308;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;12;41;61;46;33;6;14;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;14;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50;54;316
55;316;48;58;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;14;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;40;42;50
48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;14;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;58;42;50;55;316
55;316;48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;14;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;36;56;10;57;59;11;52;21;5;45;23;32;1;16;58;42;50
48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;56;10;57;59;11;52;21;5;45;23;32;1;16;58;42;50;55;312
55;312;48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;8;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;56;10;57;59;11;52;21;5;45;23;32;1;16;58;42;50
48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;56;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;39;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;56;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;56;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;62;30;7;15;38;19;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;56;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;7;15;38;62;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;56;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;19;30;7;15;38;62;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;56;27;53;37;64;25;17;20;47;43;13;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;7;15;13;62;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;56;27;53;37;64;25;17;20;47;43;38;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;306
55;306;48;40;54;18;9;24;19;30;7;15;13;62;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;56;27;53;37;64;25;17;20;47;43;38;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;7;27;53;37;64;25;17;20;47;43;38;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;308
55;308;48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;41;61;12;33;6;36;22;29;2;34;44;60;51;31;28;16;7;27;53;37;64;25;17;20;47;43;38;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;12;61;41;33;6;36;22;29;2;34;44;60;51;31;28;16;7;27;53;37;64;25;17;20;47;43;38;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;308
55;308;48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;12;61;41;33;6;36;22;29;2;34;44;60;51;31;28;16;7;27;53;37;64;25;17;20;47;43;38;63;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;12;61;41;33;63;36;22;29;2;34;44;60;51;31;28;16;7;27;53;37;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;312
55;312;48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;12;61;41;33;63;36;22;29;2;34;44;60;51;31;28;16;7;27;53;37;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;12;61;41;33;63;37;22;29;2;34;44;60;51;31;28;16;7;27;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;19;30;56;15;13;62;3;55;49;46;12;61;41;33;63;37;22;29;2;34;44;60;51;31;28;16;7;27;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;63;15;13;62;3;55;49;46;12;61;41;33;56;37;22;29;2;34;44;60;51;31;28;16;7;27;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;19;30;63;15;13;62;3;55;49;46;12;61;41;33;56;37;22;29;2;34;44;60;51;31;28;16;7;27;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;63;15;13;62;3;55;49;46;12;61;41;33;56;37;22;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;19;30;63;15;13;62;3;55;49;46;12;61;41;33;56;37;22;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;22;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;22;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;59;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;59;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;22;11;52;21;5;45;23;32;1;8;58;42;50;55;310
55;310;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;59;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;17;20;47;43;38;6;35;4;26;14;39;10;57;22;11;52;21;5;45;23;32;1;8;58;42;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;59;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;42;20;47;43;38;6;35;4;26;14;39;10;57;22;11;52;21;5;45;23;32;1;8;58;17;50;55;286
55;286;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;59;29;2;34;44;60;51;27;28;16;7;31;53;36;64;25;42;20;47;43;38;6;35;4;26;14;39;10;57;22;11;52;21;5;45;23;32;1;8;58;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;59;29;2;34;44;60;51;27;28;16;7;31;53;36;21;25;42;20;47;43;38;6;35;4;26;14;39;10;57;22;11;52;64;5;45;23;32;1;8;58;17;50;55;278
55;278;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;37;59;29;2;34;44;60;51;27;28;16;7;31;53;36;21;25;42;20;47;43;38;6;35;4;26;14;39;10;57;22;11;52;64;5;45;23;32;1;8;58;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;7;31;53;36;21;25;42;20;47;43;37;6;35;4;26;14;39;10;57;22;11;52;64;5;45;23;32;1;8;58;17;50;55;280
55;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;7;31;53;36;21;25;42;20;47;43;37;6;35;4;26;14;39;10;57;22;11;52;64;5;45;23;32;1;8;58;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;35;4;26;14;39;10;57;22;11;52;7;5;45;23;32;1;8;58;17;50;55;280
55;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;35;4;26;14;39;10;57;22;11;52;7;5;45;23;32;1;8;58;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;52;7;5;45;23;32;1;8;35;17;50;55;280
55;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;52;7;5;45;23;32;1;8;35;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;52;7;23;45;5;32;1;8;35;17;50;55;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;52;7;23;45;5;32;1;8;35;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;17;50;56;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;51;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;17;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50;56;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;34;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;26;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;34;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50;56;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;12;3;41;33;56;38;59;29;2;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;34;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;2;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;12;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50;56;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;2;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;43;37;6;58;4;12;14;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;2;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;4;12;43;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50;56;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;2;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;4;12;43;39;10;57;22;11;23;7;52;45;5;32;1;8;35;51;50
48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;4;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;51;50;56;280
56;280;48;40;54;18;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;4;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;51;50
48;40;54;4;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;18;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;51;50;56;268
56;268;48;40;54;4;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;18;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;51;50
48;40;54;4;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;8;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;18;12;43;39;10;57;22;11;23;7;52;45;2;32;1;44;35;51;50;56;288
56;268;48;40;54;4;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;58;18;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;51;50
48;40;54;4;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;18;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;58;50;56;268
56;268;48;40;54;4;9;24;19;30;63;15;13;62;61;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;18;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;58;50
48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;58;50;56;264
56;264;48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;10;57;22;11;23;7;52;45;2;32;1;8;35;58;50
48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;58;57;22;11;23;7;52;45;2;32;1;8;35;10;50;56;264
56;264;48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;58;57;22;11;23;7;52;45;2;32;1;8;35;10;50
48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;58;57;22;11;23;7;45;52;2;32;1;8;35;10;50;56;264
56;264;48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;38;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;58;57;22;11;23;7;45;52;2;32;1;8;35;10;50
48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;50;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;58;57;22;11;23;7;45;52;2;32;1;8;35;10;38;56;264
56;264;48;40;54;4;9;24;19;30;63;15;13;62;18;55;49;46;34;3;41;33;56;50;59;29;5;26;44;60;17;27;28;16;64;31;53;36;21;25;42;20;47;14;37;6;51;61;12;43;39;58;57;22;11;23;7;45;52;2;32;1;8;35;10;38
