"X1";"X28028";"X13";"X30";"X14";"X3";"X20";"X29";"X7";"X17";"X27";"X23";"X28";"X26";"X11";"X5";"X9";"X21";"X4";"X22";"X1.1";"X16";"X15";"X32";"X12";"X24";"X19";"X6";"X18";"X8";"X25";"X31";"X10";"X2"
23;17;25;18;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4;124;20944
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;8;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;5;32;28;29;14;15;16;12;4;124;21484
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;20;2;27;1;6;26;30;21;22;31;13;10;11;7;3;8;32;28;29;14;15;16;12;4;124;21520
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;30;5;9;7;2;27;1;6;26;24;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4;124;21104
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;3;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;17;8;32;28;29;14;15;16;12;4;124;21744
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;8;6;26;30;21;22;31;13;10;11;20;3;1;32;28;29;14;15;16;12;4;124;20864
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;13;31;22;10;11;20;3;8;32;28;29;14;15;16;12;4;124;22996
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;31;19;24;5;9;7;2;27;1;6;26;30;21;22;25;13;10;11;20;3;8;32;28;29;14;15;16;12;4;124;20984
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;10;5;9;7;2;27;1;6;26;30;21;22;31;13;24;11;20;3;8;32;28;29;14;15;16;12;4;124;22114
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;32;1;6;26;30;21;22;31;13;10;11;20;3;8;27;28;29;14;15;16;12;4;124;21864
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;1;6;26;3;21;22;31;13;10;11;20;30;8;32;28;29;14;15;16;12;4;124;21664
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;1;6;26;3;21;22;31;13;10;11;20;30;8;32;28;29;14;15;16;12;4;124;21664
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;15;10;11;20;3;8;32;28;29;14;13;16;12;4;124;21224
124;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;1;14;26;30;21;22;31;13;10;11;20;3;8;32;28;29;6;15;16;12;4;124;21424
125;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;28;31;13;10;11;20;3;8;32;22;29;14;15;16;12;4;125;21704
125;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;12;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;9;4;125;21424
125;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;29;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;7;14;15;16;12;4;125;21626
125;20744;23;17;18;25;19;24;5;9;7;2;27;1;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;4
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;125;20744
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;31;6;26;30;21;22;4;13;10;11;20;3;8;32;28;29;14;15;16;12;1;125;21970
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;10;31;13;22;11;20;3;8;32;28;29;14;15;16;12;1;125;21876
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;8;2;27;4;6;26;30;21;22;31;13;10;11;20;3;7;32;28;29;14;15;16;12;1;125;20924
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;29;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;19;14;15;16;12;1;125;21364
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;30;18;25;19;24;5;9;7;2;27;4;6;26;17;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;125;21024
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;12;22;31;13;10;11;20;3;8;32;28;29;14;15;16;21;1;125;22144
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;16;13;10;11;20;3;8;32;28;29;14;15;31;12;1;125;21614
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;31;19;24;5;9;7;2;27;4;6;26;30;21;22;25;13;10;11;20;3;8;32;28;29;14;15;16;12;1;125;20904
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;29;26;30;21;22;31;13;10;11;20;3;8;32;28;6;14;15;16;12;1;125;22192
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;12;14;15;16;29;1;125;20928
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;14;28;29;32;15;16;12;1;125;21844
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;16;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;4;12;1;125;21384
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;12;15;16;14;1;125;21024
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;7;25;19;24;5;9;18;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;125;21476
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;28;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;19;29;14;15;16;12;1;125;21444
125;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;10;13;11;20;3;8;32;28;29;14;15;16;12;1;125;21264
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;10;30;21;22;31;13;26;11;20;3;8;32;28;29;14;15;16;12;1;126;21020
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;14;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;9;15;16;12;1;126;21224
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;10;31;13;22;11;20;3;8;32;28;29;14;15;16;12;1;126;21876
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;4;9;7;2;27;5;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;126;21584
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;3;11;20;10;8;32;28;29;14;15;16;12;1;126;21044
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;14;32;28;29;8;15;16;12;1;126;20864
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;10;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;18;11;20;3;8;32;28;29;14;15;16;12;1;126;22054
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;16;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;24;12;1;126;22194
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;12;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;4;1;126;20824
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
2;17;18;25;19;24;5;9;7;23;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;126;21886
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;13;26;30;21;22;31;6;10;11;20;3;8;32;28;29;14;15;16;12;1;126;21784
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;14;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;27;15;16;12;1;126;22252
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;12;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;4;1;126;20824
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;28;11;20;3;8;32;10;29;14;15;16;12;1;126;22560
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;27;9;7;2;5;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;126;21730
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;5;9;21;2;27;4;6;26;30;7;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1;126;21746
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
13;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;23;10;11;20;3;8;32;28;29;14;15;16;12;1;126;22656
126;20744;23;17;18;25;19;24;5;9;7;2;27;4;6;26;30;21;22;31;13;10;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;8;32;28;29;14;15;16;12;1;126;20744
126;20744;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;10;9;7;2;27;4;28;26;30;21;22;31;13;5;11;20;3;8;32;6;29;14;15;16;12;1;126;22892
126;20744;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;8;32;28;29;14;15;16;12;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;126;20704
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;14;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;7;15;16;8;1;127;21084
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
24;17;18;25;19;23;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;127;20804
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;13;24;10;9;7;2;27;4;6;26;30;21;22;31;19;5;11;20;3;12;32;28;29;14;15;16;8;1;127;22026
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;11;10;9;7;2;27;4;6;26;30;21;22;31;13;5;24;20;3;12;32;28;29;14;15;16;8;1;127;22220
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;28;11;20;3;12;32;5;29;14;15;16;8;1;127;22920
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;21;2;27;4;6;26;30;7;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;127;21706
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;3;30;21;22;31;13;5;11;20;26;12;32;28;29;14;15;16;8;1;127;21326
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;14;31;13;5;11;20;3;12;32;28;29;22;15;16;8;1;127;22580
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;16;3;12;32;28;29;14;15;20;8;1;127;21526
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;6;25;19;24;10;9;7;2;27;4;18;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;127;21942
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;12;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;19;32;28;29;14;15;16;8;1;127;21562
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;3;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;17;12;32;28;29;14;15;16;8;1;127;21744
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;11;21;22;31;13;5;30;20;3;12;32;28;29;14;15;16;8;1;127;21716
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;16;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;4;8;1;127;21344
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;3;30;21;22;31;13;5;11;20;26;12;32;28;29;14;15;16;8;1;127;21326
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;28;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;2;29;14;15;16;8;1;127;22870
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;32;5;11;20;3;12;13;28;29;14;15;16;8;1;127;21340
127;20704;23;17;18;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;127;20704
127;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
24;18;17;25;19;23;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;127;20804
127;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;31;25;19;24;10;9;7;2;27;4;6;26;30;21;22;17;13;5;11;20;3;12;32;28;29;14;15;16;8;1;127;21144
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;26;25;19;24;10;9;7;2;27;4;6;17;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;20724
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;14;31;13;5;11;20;3;12;32;28;29;22;15;16;8;1;128;22580
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;3;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;25;12;32;28;29;14;15;16;8;1;128;22116
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;32;26;30;21;22;31;13;5;11;20;3;12;6;28;29;14;15;16;8;1;128;22552
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;30;17;25;19;24;10;9;7;2;27;4;6;26;18;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;21024
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;6;31;30;21;22;26;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;20784
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;1;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;6;128;21664
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;20;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;24;3;12;32;28;29;14;15;16;8;1;128;20784
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;12;13;5;11;20;3;31;32;28;29;14;15;16;8;1;128;21234
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;30;26;6;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;21790
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;12;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;25;32;28;29;14;15;16;8;1;128;21694
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
3;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;23;12;32;28;29;14;15;16;8;1;128;21694
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;16;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;24;8;1;128;22194
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;31;27;4;6;26;30;21;22;2;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;22100
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;11;5;13;20;3;12;32;28;29;14;15;16;8;1;128;21204
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;20;6;26;30;21;22;31;13;5;11;4;3;12;32;28;29;14;15;16;8;1;128;21026
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;29;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;9;14;15;16;8;1;128;21264
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;28;20;3;12;32;11;29;14;15;16;8;1;128;22438
128;20704;23;18;17;25;19;24;10;9;7;2;27;4;6;26;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;20544
128;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;21;19;24;10;9;7;2;26;4;6;27;30;25;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;128;20724
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;26;4;6;27;16;21;22;31;13;5;11;20;3;12;32;28;29;14;15;30;8;1;129;21502
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
19;18;17;25;23;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;129;20564
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
26;18;17;25;19;24;10;9;7;2;23;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1;129;20624
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;20;13;5;11;31;3;12;32;28;29;14;15;16;8;1;129;21184
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;16;15;14;8;1;129;21104
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;28;31;13;5;11;20;3;12;32;22;29;14;15;16;8;1;129;21504
129;20544;23;18;17;25;19;24;10;9;7;2;26;4;6;27;30;21;22;31;13;5;11;20;3;12;32;28;29;14;15;16;8;1
