"X1";"X27316";"X11";"X12";"X13";"X29";"X18";"X21";"X16";"X17";"X5";"X1.1";"X7";"X8";"X15";"X30";"X22";"X2";"X6";"X9";"X26";"X27";"X28";"X3";"X20";"X4";"X14";"X31";"X19";"X25";"X10";"X32";"X23";"X24"
10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;12;26;13;25;20;29;16;4;130;20878
130;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
21;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;10;32;19;18;11;24;28;25;26;13;12;20;29;16;4;130;20836
130;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;13;11;24;28;25;26;18;12;20;29;16;4;130;20976
130;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;9;27;3;23;2;1;30;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4;130;21170
130;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;20;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;9;29;16;4;130;22626
130;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;24;15;5;17;31;14;6;21;32;19;18;11;7;28;25;26;13;12;20;29;16;4;130;21344
130;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;7;15;14;17;31;5;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4;130;20234
131;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;9;30;27;3;23;2;1;22;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4;131;20934
131;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;19;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;30;18;11;24;28;25;26;13;12;20;29;16;4;131;20874
131;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;20;21;32;19;18;11;24;28;25;26;13;12;6;29;16;4;131;23044
131;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;13;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;7;12;20;29;16;4;131;20754
131;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;25;32;19;18;11;24;28;21;26;13;12;20;29;16;4;131;20134
131;20114;10;22;30;27;3;23;2;1;9;8;7;15;5;17;31;14;6;21;32;19;18;11;24;28;25;26;13;12;20;29;16;4
10;22;30;27;3;23;2;1;9;8;7;15;5;13;31;14;6;21;32;19;18;11;24;28;25;26;17;12;20;29;16;4;131;20022
131;20022;10;22;30;27;3;23;2;1;9;8;7;15;5;13;31;14;6;21;32;19;18;11;24;28;25;26;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;14;6;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4;131;20002
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;14;6;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;7;26;27;3;23;2;1;9;8;22;15;5;13;31;14;6;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4;131;20368
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;14;6;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4;131;20002
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;24;5;13;31;6;14;21;32;19;18;11;15;28;25;30;17;12;20;29;16;4;131;20992
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;17;18;11;24;28;25;30;19;12;20;29;16;4;131;20242
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;19;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;27;18;11;24;28;25;30;17;12;20;29;16;4;131;20682
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;18;19;32;11;24;28;25;30;17;12;20;29;16;4;131;20782
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;19;23;2;1;9;8;7;15;5;13;31;6;14;21;32;3;18;11;24;28;25;30;17;12;20;29;16;4;131;20048
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;29;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;3;16;4;131;20880
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;16;20;29;12;4;131;20122
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;6;8;7;15;5;13;31;9;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4;131;20322
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;21;32;19;18;11;24;28;25;30;17;12;20;29;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;131;20002
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;29;32;19;18;11;24;28;25;30;17;12;21;20;16;4;131;20682
131;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
10;22;26;27;3;23;2;1;9;8;7;15;5;13;21;6;14;29;32;19;18;11;24;28;25;30;17;12;20;31;16;4;131;20202
132;20002;10;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;14;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;19962
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
19;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;14;18;11;24;28;25;30;17;12;20;21;16;4;132;20970
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;25;28;30;17;12;20;21;16;4;132;20402
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;25;15;5;13;31;6;10;29;32;19;18;11;24;28;7;30;17;12;20;21;16;4;132;21322
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;21;29;32;19;18;11;24;28;25;30;17;12;20;10;16;4;132;20674
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;11;29;32;19;18;10;24;28;25;30;17;12;20;21;16;4;132;20222
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;28;11;24;18;25;30;17;12;20;21;16;4;132;20322
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;18;6;10;29;32;19;31;11;24;28;25;30;17;12;20;21;16;4;132;20802
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;30;32;19;18;11;24;28;25;29;17;12;20;21;16;4;132;20382
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;6;7;15;5;13;31;8;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;21122
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;4;21;16;20;132;20744
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;31;3;23;2;1;9;8;7;15;5;13;27;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;20162
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;5;3;23;2;1;9;8;7;15;27;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;21372
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;6;7;15;5;13;31;8;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;21122
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;9;26;27;3;23;2;1;22;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;20782
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;20;19;18;11;24;28;25;30;17;12;32;21;16;4;132;20382
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
4;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;14;132;20522
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;25;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;3;30;17;12;20;21;16;4;132;20724
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;19;32;18;11;24;28;25;30;17;12;20;21;16;4;132;20882
132;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;13;7;15;5;8;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;132;21022
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
2;22;26;27;3;23;14;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;133;20822
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;12;11;24;28;25;30;17;18;20;21;16;4;133;20764
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;21;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;22;16;4;133;20542
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;6;3;23;2;1;9;8;7;15;5;13;31;27;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;133;20920
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
25;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;14;30;17;12;20;21;16;4;133;20446
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
25;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;14;30;17;12;20;21;16;4;133;20446
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;31;27;3;23;2;1;9;8;7;15;5;13;26;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;133;20082
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;25;24;28;11;30;17;12;20;21;16;4;133;20828
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;28;19;18;11;24;32;25;30;17;12;20;21;16;4;133;20122
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;16;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;7;4;133;21002
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;19;1;9;8;7;15;5;13;31;6;10;29;32;2;18;11;24;28;25;30;17;12;20;21;16;4;133;20976
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;17;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;9;12;20;21;16;4;133;20716
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;9;23;2;1;3;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;133;20122
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;20;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;22;21;16;4;133;21122
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;19;29;32;10;18;11;24;28;25;30;17;12;20;21;16;4;133;20878
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;20;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;7;21;16;4;133;22416
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;13;15;5;7;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;133;21002
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;16;21;4;133;20066
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;16;20;21;12;4;133;20082
133;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;8;2;1;9;23;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;133;20930
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;1;3;23;2;27;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;21308
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;16;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;9;4;134;20562
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;16;12;20;21;17;4;134;20146
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;19;23;2;1;9;8;7;15;5;13;31;6;10;29;32;3;18;11;24;28;25;30;17;12;20;21;16;4;134;20008
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;20;10;29;32;19;18;11;24;28;25;30;17;12;6;21;16;4;134;22892
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;31;27;3;23;2;1;9;8;7;15;5;13;26;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;20082
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;6;3;23;2;1;9;8;7;15;5;13;31;27;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;20920
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;4;11;24;28;25;30;17;12;20;21;16;18;134;20128
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;8;2;1;9;23;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;20930
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;15;1;9;8;7;2;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;20762
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;17;29;32;19;18;11;24;28;25;30;10;12;20;21;16;4;134;21274
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;18;1;9;8;7;15;5;13;31;6;10;29;32;19;2;11;24;28;25;30;17;12;20;21;16;4;134;21066
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;12;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;15;20;21;16;4;134;20042
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;15;3;23;2;1;9;8;7;27;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;20356
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;18;10;29;32;19;6;11;24;28;25;30;17;12;20;21;16;4;134;20916
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;20;32;19;18;11;24;28;25;30;17;12;29;21;16;4;134;21882
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;16;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;5;4;134;20482
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
15;22;26;27;3;23;2;1;9;8;7;14;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;134;20082
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;21;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;26;16;4;134;20482
134;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;4;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;8;134;20022
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;23;3;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;135;20266
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;18;1;9;8;7;15;5;13;31;6;10;29;32;19;2;11;24;28;25;30;17;12;20;21;16;4;135;21066
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;11;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;26;24;28;25;30;17;12;20;21;16;4;135;20290
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;11;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;27;24;28;25;30;17;12;20;21;16;4;135;20238
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;24;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;2;28;25;30;17;12;20;21;16;4;135;21430
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;15;2;1;9;8;7;23;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;135;20360
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;16;18;11;24;28;25;30;17;12;20;21;19;4;135;20870
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;20;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;5;21;16;4;135;23060
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;6;13;31;5;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;135;20162
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;4;30;17;12;20;21;16;25;135;20730
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;28;24;11;25;30;17;12;20;21;16;4;135;20888
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;10;23;2;1;9;8;7;15;5;13;31;6;3;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4;135;20422
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;19;10;29;32;6;18;11;24;28;25;30;17;12;20;21;16;4;135;20798
135;19962;14;22;26;27;3;23;2;1;9;8;7;15;5;13;31;6;10;29;32;19;18;11;24;28;25;30;17;12;20;21;16;4
