"X1";"X304";"X47";"X9";"X32";"X28";"X10";"X64";"X17";"X11";"X23";"X26";"X4";"X33";"X59";"X29";"X49";"X12";"X34";"X48";"X44";"X45";"X3";"X2";"X22";"X61";"X16";"X37";"X15";"X8";"X14";"X53";"X50";"X6";"X60";"X39";"X24";"X30";"X58";"X13";"X54";"X63";"X20";"X19";"X18";"X55";"X42";"X38";"X43";"X46";"X25";"X27";"X21";"X62";"X57";"X36";"X40";"X5";"X41";"X51";"X7";"X52";"X35";"X56";"X31";"X1.1"
57;254;9;15;24;48;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;60;10;3;2;63;62;35;7;23;44;59;56;37;47;51;30;33;16;43;25;36;12;29;46;38;6
9;15;24;48;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;60;10;3;2;63;62;16;7;23;44;59;56;37;47;51;30;33;35;43;25;36;12;29;46;38;6;57;254
57;254;9;15;24;48;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;60;10;3;2;63;62;16;7;23;44;59;56;37;47;51;30;33;35;43;25;36;12;29;46;38;6
9;15;24;48;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;60;10;3;2;63;62;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;29;46;38;6;57;254
57;254;9;15;24;48;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;60;10;3;2;63;62;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;29;46;38;6
9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;48;10;3;2;63;62;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;29;46;38;6;57;250
57;250;9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;49;13;31;8;11;55;64;50;48;10;3;2;63;62;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;29;46;38;6
9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;13;31;8;11;55;64;50;48;10;3;2;63;62;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;49;46;38;6;57;250
57;250;9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;13;31;8;11;55;64;50;48;10;3;2;63;62;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;49;46;38;6
9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;55;64;50;48;10;3;2;63;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;49;46;38;6;57;260
57;260;9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;55;64;50;48;10;3;2;63;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;36;12;49;46;38;6
9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;63;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;260
57;260;9;15;24;60;22;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;63;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;63;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;260
57;260;9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;53;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;63;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;256
57;256;9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;24;60;15;48;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;17;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;272
57;256;9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;21;34;40;45;5;41;61;14;1;29;62;31;8;11;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;41;61;14;21;29;62;31;8;11;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;248
57;248;9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;41;61;14;21;29;62;31;8;11;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;11;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;252
57;252;9;22;24;60;15;17;54;19;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;11;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;24;60;15;17;54;11;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;276
57;276;9;22;24;60;15;17;54;11;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;60;24;15;17;54;11;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6;57;282
57;282;9;22;60;24;15;17;54;11;28;20;52;42;4;18;57;39;26;58;32;63;27;1;34;40;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;37;33;35;43;25;55;12;49;46;38;6
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;26;58;32;63;27;1;34;40;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;4;33;35;43;25;55;12;49;46;38;6;57;282
57;282;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;26;58;32;63;27;1;34;40;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;4;33;35;43;25;55;12;49;46;38;6
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;26;58;32;63;27;1;34;12;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;4;33;35;43;25;55;40;49;46;38;6;57;282
58;282;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;26;58;32;63;27;1;34;12;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;7;23;44;59;56;30;47;51;4;33;35;43;25;55;40;49;46;38;6
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;26;58;32;63;27;1;34;12;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;6;58;266
58;266;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;26;58;32;63;27;1;34;12;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;6
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;32;63;27;1;26;12;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;6;58;286
58;286;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;32;63;27;1;26;12;45;5;19;61;14;21;29;62;31;8;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;6
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;32;63;27;1;26;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;8;58;286
58;286;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;32;63;27;1;26;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;8
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;32;63;26;1;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;8;58;286
58;286;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;32;63;26;1;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;43;25;55;40;49;46;38;8
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;1;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;32;25;55;40;49;46;38;8;58;282
58;282;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;1;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;44;7;56;30;47;51;4;33;35;32;25;55;40;49;46;38;8
9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;1;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;25;7;56;30;47;51;4;33;35;32;44;55;40;49;46;38;8;58;282
58;282;9;22;60;24;15;17;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;1;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;25;7;56;30;47;51;4;33;35;32;44;55;40;49;46;38;8
9;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;25;7;56;30;47;51;4;33;35;32;44;55;40;49;46;38;8;58;284
58;284;9;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;23;25;7;56;30;47;51;4;33;35;32;44;55;40;49;46;38;8
9;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;46;25;7;56;30;47;51;4;33;35;32;44;55;40;49;23;38;8;58;284
58;284;9;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;46;25;7;56;30;47;51;4;33;35;32;44;55;40;49;23;38;8
4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;46;25;7;56;30;47;51;9;33;35;32;44;55;40;49;23;38;8;58;284
58;284;4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;48;10;3;2;53;13;16;59;46;25;7;56;30;47;51;9;33;35;32;44;55;40;49;23;38;8
4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;23;10;3;2;53;13;16;59;46;25;7;56;30;47;51;9;33;35;32;44;55;40;49;48;38;8;58;260
58;260;4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;23;10;3;2;53;13;16;59;46;25;7;56;30;47;51;9;33;35;32;44;55;40;49;48;38;8
4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;23;10;3;2;33;13;16;59;46;25;7;56;30;47;51;9;53;35;32;44;55;40;49;48;38;8;58;260
58;260;4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;23;10;3;2;33;13;16;59;46;25;7;56;30;47;51;9;53;35;32;44;55;40;49;48;38;8
4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;23;10;3;2;33;13;16;59;46;25;7;56;44;47;51;9;53;35;32;30;55;40;49;48;38;8;58;260
58;260;4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;41;36;64;50;23;10;3;2;33;13;16;59;46;25;7;56;44;47;51;9;53;35;32;30;55;40;49;48;38;8
4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;23;10;3;2;33;13;16;59;46;41;7;56;44;47;51;9;53;35;32;30;55;40;49;48;38;8;58;256
58;256;4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;23;10;3;2;33;13;16;59;46;41;7;56;44;47;51;9;53;35;32;30;55;40;49;48;38;8
4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8;58;268
58;268;4;22;60;24;15;1;54;11;28;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8;58;256
58;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;38;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;25;8;58;262
58;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;41;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;19;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8;58;268
58;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;27;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;32;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;32;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8;58;256
58;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;26;17;32;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;32;17;26;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8;58;256
58;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;32;17;26;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8
4;22;60;24;15;28;62;11;1;20;52;42;37;18;57;39;34;58;43;63;32;17;26;12;45;5;19;61;14;21;29;54;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8;58;258
59;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;32;17;26;12;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;12;17;26;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8;59;256
59;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;12;17;26;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;49;48;38;8
4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;12;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8;59;256
59;256;4;22;60;24;15;28;54;11;1;20;52;42;37;18;57;39;34;58;43;63;12;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8
37;22;60;24;15;28;54;11;1;20;52;42;4;18;57;39;34;58;43;63;12;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8;59;256
59;256;37;22;60;24;15;28;54;11;1;20;52;42;4;18;57;39;34;58;43;63;12;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8
37;22;54;24;15;28;60;11;1;20;52;42;4;18;57;39;34;58;43;63;12;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8;59;250
59;250;37;22;54;24;15;28;60;11;1;20;52;42;4;18;57;39;34;58;43;63;12;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;56;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8
37;22;54;24;15;28;60;11;1;20;52;42;4;18;57;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;12;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8;59;250
59;250;37;22;54;24;15;28;60;11;1;20;52;42;4;18;57;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;12;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;53;35;27;30;55;40;26;48;38;8
37;22;54;24;15;28;53;11;1;20;52;42;4;18;57;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;12;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;60;35;27;30;55;40;26;48;38;8;59;250
59;250;37;22;54;24;15;28;53;11;1;20;52;42;4;18;57;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;12;10;3;2;33;13;16;59;46;41;7;23;44;47;51;9;60;35;27;30;55;40;26;48;38;8
37;22;54;24;15;28;53;11;1;20;52;42;4;18;57;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;12;10;3;48;33;13;16;59;46;41;7;23;44;47;51;9;60;35;27;30;55;40;26;2;38;8;59;250
59;250;37;22;54;24;15;28;53;11;1;20;52;42;4;18;57;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;12;10;3;48;33;13;16;59;46;41;7;23;44;47;51;9;60;35;27;30;55;40;26;2;38;8
37;22;54;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;57;10;3;48;33;13;16;59;46;41;7;23;44;47;51;9;60;35;27;30;55;40;26;2;38;8;59;242
59;242;37;22;54;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;25;36;64;50;57;10;3;48;33;13;16;59;46;41;7;23;44;47;51;9;60;35;27;30;55;40;26;2;38;8
37;22;54;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;3;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;26;2;38;8;59;244
59;244;37;22;54;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;3;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;26;2;38;8
37;22;54;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;38;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;26;2;3;8;59;244
59;244;37;22;54;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;38;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;26;2;3;8
37;22;26;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;38;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;54;2;3;8;59;246
59;246;37;22;26;24;15;28;53;11;1;20;52;42;4;18;12;39;34;58;43;63;56;17;49;32;45;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;38;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;54;2;3;8
37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;39;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;38;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;54;2;3;8;59;246
59;246;37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;39;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;50;57;10;38;48;33;13;16;59;46;41;7;23;44;47;25;9;60;35;27;30;55;40;54;2;3;8
37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;39;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;41;57;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;27;30;55;40;54;2;3;8;59;246
59;246;37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;39;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;41;57;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;27;30;55;40;54;2;3;8
37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;41;57;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;27;39;55;40;54;2;3;8;59;246
59;246;37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;41;57;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;27;39;55;40;54;2;3;8
37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;41;27;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;57;39;55;40;54;2;3;8;59;234
59;234;37;22;26;24;15;28;53;11;1;20;52;42;45;18;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;36;64;41;27;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;57;39;55;40;54;2;3;8
37;22;26;24;15;28;53;11;1;20;52;42;45;36;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;18;64;41;27;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;57;39;55;40;54;2;3;8;59;226
59;226;37;22;26;24;15;28;53;11;1;20;52;42;45;36;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;18;64;41;27;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;57;39;55;40;54;2;3;8
11;22;26;24;15;28;53;37;1;20;52;42;45;36;12;30;34;58;43;63;56;17;49;32;4;5;19;61;14;21;29;62;31;6;51;18;64;41;27;10;38;48;33;13;16;59;46;50;7;23;44;47;25;9;60;35;57;39;55;40;54;2;3;8;59;250
