"X1";"X26580";"X11";"X14";"X32";"X28";"X30";"X3";"X25";"X15";"X27";"X19";"X1.1";"X20";"X26";"X4";"X24";"X12";"X23";"X18";"X13";"X8";"X17";"X6";"X29";"X5";"X2";"X7";"X22";"X21";"X16";"X9";"X31";"X10"
10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32;119;20812
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;30;13;29;15;26;25;20;19;22;21;28;18;31;32;119;21392
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;2;5;23;16;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32;119;21372
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;30;26;25;20;19;22;21;15;18;31;32;119;22368
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;25;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;12;20;19;22;21;30;18;31;32;119;21730
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;29;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;12;15;26;25;20;19;22;21;30;18;31;32;119;22016
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;26;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;12;25;20;19;22;21;30;18;31;32;119;21452
119;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;4;11;14;16;5;23;2;12;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32;119;21172
120;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;16;5;23;2;4;1;30;27;9;6;24;28;13;29;15;26;25;20;19;22;21;17;18;31;32;120;21692
120;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;4;7;8;12;11;14;16;5;23;2;3;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32;120;20952
120;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;16;5;23;2;29;1;17;27;9;6;24;28;13;4;15;26;25;20;19;22;21;30;18;31;32;120;21998
120;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;16;5;13;2;4;1;17;27;9;6;24;28;23;29;15;26;25;20;19;22;21;30;18;31;32;120;21246
120;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;17;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;18;31;32
10;3;7;8;12;11;14;16;5;23;2;4;1;18;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32;120;20812
120;20812;10;3;7;8;12;11;14;16;5;23;2;4;1;18;27;9;6;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32;120;20692
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;17;26;25;20;19;22;21;30;15;31;32;120;21866
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;25;9;8;24;28;13;29;15;26;27;20;19;22;21;30;17;31;32;120;20892
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;2;14;16;5;23;11;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32;120;21072
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;31;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;14;32;120;22114
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;20;25;19;22;21;30;17;31;32;120;21292
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;30;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;4;17;31;32;120;23018
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;20;1;18;27;9;8;24;28;13;29;15;26;25;4;19;22;21;30;17;31;32;120;21980
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;31;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;27;32;120;21032
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;27;1;18;4;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32;120;20966
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;25;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;11;20;19;22;21;30;17;31;32;120;21886
120;20692;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;8;24;28;13;29;15;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;31;32;120;20752
120;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;21;27;9;15;24;28;13;29;8;26;25;20;19;22;18;30;17;31;32;120;20872
120;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;19;25;20;26;22;21;30;17;31;32;120;21132
120;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;13;24;28;15;29;8;26;25;20;19;22;21;30;17;31;32;120;21032
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;31;26;25;20;19;22;21;30;17;8;32;121;21542
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;31;32
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31;121;20752
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;24;5;23;2;4;1;18;27;9;15;16;28;13;29;8;26;25;20;19;22;21;30;17;32;31;121;22898
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
5;3;7;6;12;11;14;16;10;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31;121;21152
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;30;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;3;17;32;31;121;22704
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;25;24;28;13;29;8;26;15;20;19;22;21;30;17;32;31;121;21944
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;29;28;13;24;8;26;25;20;19;22;21;30;17;32;31;121;21592
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;29;24;28;13;15;8;26;25;20;19;22;21;30;17;32;31;121;22170
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;17;9;15;24;28;13;29;8;26;25;20;19;22;21;30;27;32;31;121;21232
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;29;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;12;8;26;25;20;19;22;21;30;17;32;31;121;21956
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;19;28;13;29;8;26;25;20;24;22;21;30;17;32;31;121;20992
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;18;6;12;11;14;16;5;23;2;4;1;7;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31;121;21986
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
19;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;10;22;21;30;17;32;31;121;22788
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;17;22;21;30;19;32;31;121;21672
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;22;15;24;28;13;29;8;26;25;20;19;9;21;30;17;32;31;121;21848
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;30;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;16;17;32;31;121;22430
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;16;11;14;12;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31;121;21092
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;17;30;32;31;121;21432
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;32;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;3;31;121;21678
121;20752;10;3;7;6;12;11;14;16;5;23;2;4;1;18;27;9;15;24;28;13;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;11;13;16;5;23;2;4;1;18;27;9;15;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;121;20692
122;20692;10;3;7;6;12;11;13;16;5;23;2;4;1;18;27;9;15;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;7;6;12;27;13;16;5;23;2;4;1;18;11;9;15;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;122;21152
122;20692;10;3;7;6;12;11;13;16;5;23;2;4;1;18;27;9;15;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;122;20492
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
15;3;10;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;122;20572
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;17;22;21;30;19;32;31;122;21412
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;32;22;21;30;17;19;31;122;21572
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;21;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;4;30;17;32;31;122;21424
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;4;29;18;27;9;7;24;28;14;1;8;26;25;20;19;22;21;30;17;32;31;122;21874
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
31;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;10;122;22048
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;14;1;18;27;9;7;24;28;4;29;8;26;25;20;19;22;21;30;17;32;31;122;21212
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;24;7;28;14;29;8;26;25;20;19;22;21;30;17;32;31;122;22822
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;30;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;5;17;32;31;122;22272
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;32;28;14;29;8;26;25;20;19;22;21;30;17;24;31;122;21172
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;3;22;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;15;21;30;17;32;31;122;21118
122;20492;10;3;15;6;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;122;20492
122;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;13;12;11;3;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;122;21092
122;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;20;8;26;25;29;19;22;21;30;17;32;31;122;21612
122;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
8;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;10;26;25;20;19;22;21;30;17;32;31;122;20792
122;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;14;28;24;29;8;26;25;20;19;22;21;30;17;32;31;122;22694
122;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;17;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;1;32;31;122;21320
122;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;25;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;13;20;19;22;21;30;17;32;31;122;21394
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
8;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;10;26;25;20;19;22;21;30;17;32;31;123;20792
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
8;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;10;26;25;20;19;22;21;30;17;32;31;123;20792
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;8;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;12;26;25;20;19;22;21;30;17;32;31;123;20652
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;32;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;18;31;123;20972
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
13;6;15;3;12;11;10;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31;123;20772
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;32;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;18;31;123;20972
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;18;22;9;7;24;28;14;29;8;26;25;20;19;27;21;30;17;32;31;123;20572
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;8;29;14;26;25;20;19;22;21;30;17;32;31;123;21132
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;14;24;28;7;29;8;26;25;20;19;22;21;30;17;32;31;123;21252
123;20492;10;6;15;3;12;11;13;16;5;23;2;4;1;18;27;9;7;24;28;14;29;8;26;25;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;23;20;19;22;21;30;17;32;31;123;20112
123;20112;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;23;20;19;22;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31;123;20032
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;6;15;3;12;11;13;2;5;25;16;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31;123;20552
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;6;15;3;12;11;13;16;4;25;2;5;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31;123;20672
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;19;9;7;24;28;14;29;8;26;22;20;27;23;21;30;17;32;31;123;20232
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;6;15;3;12;4;13;16;5;25;2;11;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31;123;20492
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;27;15;3;12;11;13;16;5;25;2;4;1;18;6;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31;123;20596
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;31;26;22;20;19;23;21;30;17;32;8;123;20702
123;20032;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;19;23;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31;123;19912
123;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;32;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;5;31;123;21406
123;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;5;29;2;4;1;18;27;9;7;24;28;14;25;8;26;22;20;23;19;21;30;17;32;31;123;19992
124;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;26;7;24;28;14;29;8;9;22;20;23;19;21;30;17;32;31;124;20866
124;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;31;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;9;124;21144
124;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;17;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;1;32;31;124;20740
124;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;30;7;24;28;14;29;8;26;22;20;23;19;21;9;17;32;31;124;21970
124;19912;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;20;23;19;21;30;17;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31;124;19992
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;6;15;3;19;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;12;21;30;20;32;31;124;21122
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;6;15;3;12;11;13;16;22;25;2;4;1;18;27;9;7;24;28;14;29;8;26;5;17;23;19;21;30;20;32;31;124;21046
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;6;15;25;12;11;13;16;5;3;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31;124;20940
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;2;15;3;12;11;13;16;5;25;6;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31;124;20292
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;26;8;22;17;23;19;21;30;20;32;31;124;20716
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;21;26;22;17;23;19;8;30;20;32;31;124;21234
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
10;29;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;6;8;26;22;17;23;19;21;30;20;32;31;124;21396
124;19992;10;6;15;3;12;11;13;16;5;25;2;4;1;18;27;9;7;24;28;14;29;8;26;22;17;23;19;21;30;20;32;31
