"X1";"X302";"X51";"X57";"X49";"X33";"X34";"X25";"X28";"X46";"X60";"X64";"X17";"X55";"X8";"X59";"X44";"X21";"X38";"X10";"X24";"X2";"X39";"X3";"X13";"X11";"X48";"X12";"X31";"X62";"X18";"X63";"X61";"X14";"X15";"X35";"X22";"X9";"X45";"X27";"X6";"X7";"X53";"X5";"X37";"X16";"X56";"X36";"X54";"X52";"X32";"X4";"X30";"X50";"X23";"X19";"X29";"X40";"X1.1";"X47";"X43";"X20";"X26";"X58";"X41";"X42"
56;250;31;33;32;58;48;51;24;19;35;26;37;50;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;53;12;45;62;29;40;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;39;17;38;9;3;59;15;60;5;46;49;55
31;33;32;58;48;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;62;29;40;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;39;17;38;9;3;59;15;60;5;46;49;55;56;250
56;250;31;33;32;58;48;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;62;29;40;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;39;17;38;9;3;59;15;60;5;46;49;55
31;33;32;58;48;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;62;29;39;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;40;17;38;9;3;59;15;60;5;46;49;55;56;250
56;250;31;33;32;58;48;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;62;29;39;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;40;17;38;9;3;59;15;60;5;46;49;55
31;33;32;58;62;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;40;17;38;9;3;59;15;60;5;46;49;55;56;250
56;250;31;33;32;58;62;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;36;2;16;47;52;27;6;30;8;61;54;42;22;14;40;17;38;9;3;59;15;60;5;46;49;55
31;33;32;58;62;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;36;2;16;47;52;27;6;30;8;61;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55;56;250
56;250;31;33;32;58;62;51;24;19;35;26;37;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;36;2;16;47;52;27;6;30;8;61;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55
31;33;32;58;62;51;24;19;35;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;36;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55;56;246
56;246;31;33;32;58;62;51;24;19;35;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;36;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55
31;33;32;58;62;51;24;19;36;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55;56;240
56;240;31;33;32;58;62;51;24;19;36;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55
31;33;32;58;62;51;24;19;36;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;38;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;45;9;3;59;15;60;5;46;49;55;56;244
56;240;31;33;32;58;62;51;24;19;36;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;64;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55
31;33;32;58;62;51;24;19;64;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55;56;248
56;248;31;33;32;58;62;51;24;19;64;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;38;9;3;59;15;60;5;46;49;55
31;33;38;58;62;51;24;19;64;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;32;9;3;59;15;60;5;46;49;55;56;244
56;244;31;33;38;58;62;51;24;19;64;26;61;53;11;20;21;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;32;9;3;59;15;60;5;46;49;55
31;33;38;58;62;51;24;19;21;26;61;53;11;20;64;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;32;9;3;59;15;60;5;46;49;55;56;260
56;260;31;33;38;58;62;51;24;19;21;26;61;53;11;20;64;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;32;9;3;59;15;60;5;46;49;55
31;33;27;58;62;51;24;19;21;26;61;53;11;20;64;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;38;6;30;8;37;54;42;17;14;40;22;32;9;3;59;15;60;5;46;49;55;56;284
56;260;31;33;38;58;62;51;24;19;21;26;61;53;11;20;64;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;17;14;40;22;32;9;3;59;15;60;5;46;49;55
31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;11;14;40;22;32;9;3;59;15;60;5;46;49;55;56;260
56;260;31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;34;56;25;4;43;23;63;13;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;11;14;40;22;32;9;3;59;15;60;5;46;49;55
31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;34;56;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;11;14;40;22;32;13;3;59;15;60;5;46;49;55;56;256
56;256;31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;34;56;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;11;14;40;22;32;13;3;59;15;60;5;46;49;55
31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;56;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;11;14;40;22;32;13;3;59;34;60;5;46;49;55;56;256
56;256;31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;56;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;54;42;11;14;40;22;32;13;3;59;34;60;5;46;49;55
31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;32;13;3;59;34;60;5;46;49;55;56;258
56;258;31;33;38;58;62;51;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;32;13;3;59;34;60;5;46;49;55
31;33;38;58;62;32;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55;56;246
56;246;31;33;38;58;62;32;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;63;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55
31;63;38;58;62;32;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;33;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55;56;234
56;234;31;63;38;58;62;32;24;19;21;26;61;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;33;9;28;36;50;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;33;9;28;36;61;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55;56;230
56;230;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;54;25;4;43;23;33;9;28;36;61;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55;56;226
57;226;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;45;48;29;39;10;41;35;2;16;47;52;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;55
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;45;48;29;39;10;41;35;2;16;47;55;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;52;57;226
57;226;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;45;48;29;39;10;41;35;2;16;47;55;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;52
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;41;48;29;39;10;45;35;2;16;47;55;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;52;57;228
57;228;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;41;48;29;39;10;45;35;2;16;47;55;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;52
31;35;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;41;48;29;39;10;45;63;2;16;47;55;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;52;57;246
57;228;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;41;48;29;39;10;45;35;2;16;47;55;27;6;30;8;37;56;42;11;14;40;22;51;13;3;59;34;60;5;46;49;52
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;41;48;29;39;10;45;35;2;16;47;13;27;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52;57;228
57;228;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;36;61;12;41;48;29;39;10;45;35;2;16;47;13;27;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;48;61;12;41;36;29;39;10;45;35;2;16;47;13;27;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52;57;228
57;228;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;28;48;61;12;41;36;29;39;10;45;35;2;16;47;13;27;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;36;48;61;12;41;28;29;39;10;45;35;2;16;47;13;27;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52;57;228
57;228;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;23;33;9;36;48;61;12;41;28;29;39;10;45;35;2;16;47;13;27;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;28;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52;57;232
57;232;31;63;38;58;62;32;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;28;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;32;62;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;28;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52;57;244
57;244;31;63;38;58;32;62;24;19;21;26;50;53;17;20;64;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;28;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;32;62;24;19;21;26;50;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52;57;224
57;224;31;63;38;58;32;62;24;19;21;26;50;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;11;14;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;32;62;24;19;21;26;50;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52;57;224
57;224;31;63;38;58;32;62;24;19;21;26;50;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;45;35;2;16;47;13;23;6;30;8;37;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;32;45;24;19;21;26;50;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;62;35;2;16;47;13;23;6;30;8;37;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52;57;236
57;236;31;63;38;58;32;45;24;19;21;26;50;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;62;35;2;16;47;13;23;6;30;8;37;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52
31;63;38;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;62;35;2;16;47;13;23;6;30;8;50;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52;57;244
57;244;31;63;38;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;4;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;62;35;2;16;47;13;23;6;30;8;50;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52
31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;62;35;2;16;47;13;23;6;30;8;50;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52;57;252
57;252;31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;27;33;9;36;48;61;12;41;64;29;39;10;62;35;2;16;47;13;23;6;30;8;50;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52
31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;47;13;23;6;30;8;50;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52;57;252
57;252;31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;47;13;23;6;30;8;50;56;42;14;11;40;22;51;55;3;59;34;60;5;46;49;52
31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;47;42;23;6;30;8;50;56;13;14;11;40;22;51;55;3;59;34;60;5;46;49;52;57;252
57;252;31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;47;42;23;6;30;8;50;56;13;14;11;40;22;51;55;3;59;34;60;5;46;49;52
31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;47;42;23;6;30;8;50;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;57;252
57;252;31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;47;42;23;6;30;8;50;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;8;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;57;252
57;252;31;63;4;58;32;45;24;19;21;26;37;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;8;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;32;45;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;8;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;57;232
57;232;31;63;37;58;32;45;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;43;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;8;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;45;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;8;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;57;220
57;220;31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;45;16;33;9;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;8;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;45;16;33;8;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;9;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;57;216
58;216;31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;45;16;33;8;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;23;6;30;9;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;45;16;33;8;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;58;208
58;208;31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;18;1;57;15;38;25;54;45;16;33;8;36;48;61;12;41;64;29;39;10;62;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;16;33;8;18;48;61;12;41;64;29;39;10;62;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;58;208
58;208;31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;16;33;8;18;48;61;12;41;64;29;39;10;62;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;62;33;8;18;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51;58;208
58;208;31;63;37;58;32;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;62;33;8;18;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;59;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;62;33;8;18;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;208
58;208;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;62;33;8;18;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;44;35;36;1;57;15;38;25;54;45;62;33;8;18;48;61;12;41;64;29;39;10;16;7;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;220
58;208;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;44;7;36;1;57;15;38;25;54;45;62;33;8;18;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;44;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;210
58;210;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;44;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;12;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;212
58;212;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;33;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;26;8;57;48;61;44;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;252
58;212;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;64;56;39;10;16;35;2;27;50;42;9;6;30;23;47;29;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;216
58;212;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;64;29;39;10;16;35;2;27;50;42;9;6;30;23;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;212
58;212;31;63;37;58;59;43;24;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;62;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;62;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;24;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;212
58;212;31;63;37;58;59;43;62;19;21;26;4;53;17;20;28;12;7;36;1;18;15;38;25;54;45;24;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;62;19;25;26;4;53;17;20;28;12;7;36;1;18;15;38;21;54;45;24;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51;58;212
58;212;31;63;37;58;59;43;62;19;25;26;4;53;17;20;28;12;7;36;1;18;15;38;21;54;45;24;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;49;51
31;63;37;58;59;43;62;19;25;26;49;53;17;20;28;12;7;36;1;18;15;38;21;54;45;24;33;8;57;48;61;44;41;23;29;39;10;16;35;2;27;50;42;9;6;30;64;47;56;13;14;11;40;22;52;55;3;32;34;60;5;46;4;51;58;228
