"X1";"X304";"X43";"X11";"X37";"X32";"X53";"X20";"X35";"X41";"X15";"X40";"X50";"X26";"X13";"X14";"X34";"X1.1";"X19";"X42";"X7";"X6";"X29";"X57";"X16";"X2";"X18";"X38";"X12";"X46";"X8";"X36";"X58";"X45";"X64";"X56";"X55";"X17";"X22";"X5";"X61";"X3";"X10";"X59";"X51";"X31";"X33";"X47";"X9";"X48";"X39";"X62";"X24";"X44";"X63";"X4";"X25";"X23";"X21";"X54";"X27";"X60";"X28";"X52";"X49";"X30"
49;260;13;33;51;56;46;3;43;48;22;23;4;8;38;42;18;9;26;37;52;47;25;57;27;45;63;36;24;32;16;64;41;55;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;40;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;56;46;3;43;48;22;23;4;8;38;42;18;9;26;37;52;47;25;57;27;45;63;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;40;34;2;5;10;14;58;11;54;12;15;30;21;31;49;266
49;266;13;55;51;56;46;3;43;48;22;23;4;8;38;42;18;9;26;37;52;47;25;57;27;45;63;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;40;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;46;3;43;48;22;23;4;8;38;42;18;9;26;37;56;47;25;57;27;45;63;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;40;34;2;5;10;14;58;11;54;12;15;30;21;31;49;278
50;278;13;55;51;52;46;3;43;48;22;23;4;8;38;42;18;9;26;37;56;47;25;57;27;45;63;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;40;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;46;3;40;48;22;23;4;8;38;42;18;9;26;37;56;47;25;57;27;45;63;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31;50;278
50;278;13;55;51;52;46;3;40;48;22;23;4;8;38;42;18;9;26;37;56;47;25;57;27;45;63;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;46;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;57;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31;50;278
50;278;13;55;51;52;46;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;57;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;59;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;46;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;59;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;57;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31;50;280
50;280;13;55;51;52;46;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;59;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;57;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;46;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;57;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31;50;276
50;276;13;55;51;52;59;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;46;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;60;44;49;29;7;57;1;19;53;39;20;43;34;2;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;46;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;2;44;49;29;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31;50;276
50;276;13;55;51;52;59;3;40;48;22;23;4;8;63;42;18;9;26;37;56;47;25;46;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;2;44;49;29;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;29;23;4;8;63;42;18;9;26;37;56;47;25;46;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31;50;276
50;276;13;55;51;52;59;3;40;48;29;23;4;8;63;42;18;9;26;37;56;47;25;46;27;45;38;36;24;32;16;64;41;33;35;17;50;61;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;29;23;4;8;63;42;18;9;26;37;56;47;25;46;27;61;38;36;24;32;16;64;41;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31;50;276
50;276;13;55;51;52;59;3;40;48;29;23;4;8;63;42;18;9;26;37;56;47;25;46;27;61;38;36;24;32;16;64;41;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;29;23;4;8;63;42;41;9;26;37;56;47;25;46;27;61;38;36;24;32;16;64;18;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31;50;284
50;284;13;55;51;52;59;3;40;48;29;23;4;8;63;42;41;9;26;37;56;47;25;46;27;61;38;36;24;32;16;64;18;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;29;23;4;8;63;42;41;9;26;37;56;47;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31;50;284
50;284;13;55;51;52;59;3;40;48;29;23;4;8;63;42;41;9;26;37;56;47;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;31
13;55;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;47;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;63;50;284
50;284;13;55;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;47;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;53;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;63
13;55;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;47;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;63;50;278
50;278;13;55;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;47;39;20;43;34;60;5;10;14;58;11;54;12;15;30;21;63
13;21;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;47;39;20;43;34;60;5;10;14;58;11;54;12;15;30;55;63;50;278
50;278;13;21;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;7;57;1;19;47;39;20;43;34;60;5;10;14;58;11;54;12;15;30;55;63
13;21;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;10;14;58;11;54;12;15;30;55;63;50;282
50;282;13;21;51;52;59;3;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;10;14;58;11;54;12;15;30;55;63
13;21;51;3;59;52;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;10;14;58;11;54;12;15;30;55;63;50;286
50;286;13;21;51;3;59;52;40;48;29;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;10;14;58;11;54;12;15;30;55;63
13;21;51;3;59;52;40;48;12;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;10;14;58;11;54;29;15;30;55;63;50;286
50;286;13;21;51;3;59;52;40;48;12;23;4;8;31;42;41;9;26;37;56;53;25;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;10;14;58;11;54;29;15;30;55;63
13;21;51;3;59;52;40;48;12;23;4;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;25;14;58;11;54;29;15;30;55;63;50;286
50;286;13;21;51;3;59;52;40;48;12;23;4;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;16;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;39;20;43;34;60;7;25;14;58;11;54;29;15;30;55;63
13;21;51;3;59;52;40;48;12;23;4;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;14;58;11;54;29;15;30;55;63;50;286
50;286;13;21;51;3;59;52;40;48;12;23;4;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;14;58;11;54;29;15;30;55;63
13;21;51;3;59;52;40;48;12;23;14;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63;50;290
50;290;13;21;51;3;59;52;40;48;12;23;14;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
13;21;7;3;59;52;40;48;12;23;14;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;51;25;4;58;11;54;29;15;30;55;63;50;292
50;290;13;21;51;3;59;52;40;48;12;23;14;8;31;42;41;9;26;37;56;53;10;46;18;61;38;36;24;32;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
13;21;51;3;59;52;40;48;12;23;14;8;31;42;41;9;26;37;56;32;10;46;18;61;38;36;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63;50;282
51;282;13;21;51;3;59;52;40;48;12;23;14;8;31;42;41;9;26;37;56;32;10;46;18;61;38;36;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
13;21;51;3;59;36;40;48;12;23;14;8;31;42;41;9;26;37;56;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63;51;278
51;278;13;21;51;3;59;36;40;48;12;23;14;8;31;42;41;9;26;37;56;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
13;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63;51;284
51;284;13;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;57;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
57;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;13;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63;51;284
51;284;57;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;45;28;6;62;2;44;49;22;5;13;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
57;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;6;28;45;62;2;44;49;22;5;13;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63;51;284
51;284;57;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;6;28;45;62;2;44;49;22;5;13;1;19;47;16;20;43;34;60;7;25;4;58;11;54;29;15;30;55;63
57;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;47;16;20;43;34;60;7;25;4;58;11;54;29;19;30;55;63;51;284
51;284;57;21;51;3;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;33;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;47;16;20;43;34;60;7;25;4;58;11;54;29;19;30;55;63
57;21;51;33;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;3;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;47;16;20;43;34;60;7;25;4;58;11;54;29;19;30;55;63;51;296
51;296;57;21;51;33;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;3;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;47;16;20;43;34;60;7;25;4;58;11;54;29;19;30;55;63
57;21;51;33;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;3;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;60;7;25;4;58;11;54;29;19;30;47;63;51;296
51;296;57;21;51;33;59;36;40;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;27;3;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;60;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;27;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;40;3;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;60;7;25;4;58;11;54;29;19;30;47;63;51;296
51;296;57;21;51;33;59;36;27;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;40;3;35;17;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;60;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;27;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;17;3;35;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;60;7;25;4;58;11;54;29;19;30;47;63;51;296
51;296;57;21;51;33;59;36;27;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;64;17;3;35;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;60;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;27;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;60;17;3;35;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;64;7;25;4;58;11;54;29;19;30;47;63;51;296
51;296;57;21;51;33;59;36;27;48;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;60;17;3;35;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;43;34;64;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;27;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;60;17;3;35;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;48;34;64;7;25;4;58;11;54;29;19;30;47;63;51;296
51;296;57;21;51;33;59;36;27;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;18;61;38;52;24;53;39;60;17;3;35;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;48;34;64;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;27;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;18;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;48;34;64;7;25;4;58;11;54;29;19;30;47;63;51;292
51;292;57;21;51;33;59;36;27;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;18;40;50;6;28;45;62;2;44;49;22;5;13;1;15;55;16;20;48;34;64;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;27;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;18;40;50;6;28;45;62;2;44;64;22;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;54;29;19;30;47;63;51;292
51;292;57;21;51;33;59;36;27;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;18;40;50;6;28;45;62;2;44;64;22;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;54;29;19;30;47;63
57;21;51;33;59;36;54;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;18;40;50;6;28;45;62;2;44;64;22;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;27;29;19;30;47;63;51;292
51;292;57;21;51;33;59;36;54;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;18;40;50;6;28;45;62;2;44;64;22;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;27;29;19;30;47;63
57;21;51;33;59;36;54;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;22;40;50;6;28;45;62;2;44;64;18;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;27;29;19;30;47;63;51;294
51;294;57;21;51;33;59;36;54;43;12;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;22;40;50;6;28;45;62;2;44;64;18;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;27;29;19;30;47;63
57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;22;40;50;6;28;45;62;2;44;64;18;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;27;29;19;12;47;63;51;294
51;294;57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;22;40;50;6;28;45;62;2;44;64;18;5;13;1;15;55;16;20;48;34;49;7;25;4;58;11;27;29;19;12;47;63
57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;22;40;50;6;28;45;62;2;44;64;58;5;13;1;15;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;51;294
51;294;57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;60;17;3;22;40;50;6;28;45;62;2;44;64;58;5;13;1;15;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;15;17;3;22;40;50;6;28;45;62;2;44;64;58;5;13;1;60;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;51;298
51;298;57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;15;17;3;22;40;50;6;28;45;62;2;44;64;58;5;13;1;60;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;15;17;3;22;40;60;6;28;45;62;2;44;64;58;5;13;1;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;51;302
51;302;57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;52;24;53;39;15;17;3;22;40;60;6;28;45;62;2;44;64;58;5;13;1;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;1;24;53;39;15;17;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;51;302
52;302;57;21;51;33;59;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;1;24;53;39;15;17;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;33;17;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;1;24;53;39;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;52;302
52;302;57;21;51;33;17;36;54;43;30;23;14;8;31;42;56;9;26;37;41;32;10;46;35;61;38;1;24;53;39;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;33;17;36;54;43;30;23;14;8;31;42;56;9;41;37;26;32;10;46;35;61;38;1;24;53;39;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;52;302
52;302;57;21;51;33;17;36;54;43;30;23;14;8;31;42;56;9;41;37;26;32;10;46;35;61;38;1;24;53;39;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;33;23;36;54;43;30;17;14;8;31;42;56;9;41;37;26;32;10;46;35;61;38;1;24;53;39;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;52;294
52;294;57;21;51;33;23;36;54;43;30;17;14;8;31;42;56;9;41;37;26;32;10;46;35;61;38;1;24;53;39;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;39;23;36;54;43;30;17;14;8;31;42;56;9;41;37;26;32;10;46;35;61;38;1;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;52;294
52;294;57;21;51;39;23;36;54;43;30;17;14;8;31;42;56;9;41;37;26;32;10;46;35;61;38;1;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;39;23;36;54;43;30;17;14;1;31;42;56;9;41;37;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63;52;294
52;294;57;21;51;39;23;36;54;43;30;17;14;1;31;42;56;9;41;37;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;12;47;63
57;21;51;39;23;36;54;43;12;17;14;1;31;42;56;9;41;37;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;63;52;294
52;294;57;21;51;39;23;36;54;43;12;17;14;1;31;42;56;9;41;37;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;63
63;21;51;39;23;36;54;43;12;17;14;1;31;42;56;9;41;37;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57;52;294
52;294;63;21;51;39;23;36;54;43;12;17;14;1;31;42;56;9;41;37;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57
63;21;51;39;23;36;54;37;12;17;14;1;31;42;56;9;41;43;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57;52;298
52;298;63;21;51;39;23;36;54;37;12;17;14;1;31;42;56;9;41;43;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;2;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57
63;21;51;39;23;2;54;37;12;17;14;1;31;42;56;9;41;43;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;36;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57;52;290
52;290;63;21;51;39;23;2;54;37;12;17;14;1;31;42;56;9;41;43;26;32;10;46;35;61;38;8;24;53;33;15;59;3;22;40;60;6;28;45;62;36;44;64;58;5;13;52;50;55;16;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57
63;21;51;39;23;2;54;37;12;17;14;1;31;42;56;9;41;43;26;32;10;46;35;61;38;8;24;53;33;15;59;16;22;40;60;6;28;45;62;36;44;64;58;5;13;52;50;55;3;20;48;34;49;7;25;4;18;11;27;29;19;30;47;57;52;292
