"X1";"X27466";"X5";"X3";"X20";"X13";"X19";"X9";"X16";"X32";"X7";"X8";"X25";"X4";"X29";"X17";"X23";"X2";"X6";"X1.1";"X15";"X31";"X27";"X26";"X21";"X18";"X30";"X11";"X14";"X10";"X28";"X12";"X24";"X22"
11;10;6;5;13;9;3;26;8;28;2;1;4;18;15;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20;128;20858
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;21;22;14;17;25;31;27;23;29;32;20;129;20782
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
11;10;6;5;13;9;3;15;8;20;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;28;129;20032
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
21;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;11;17;25;31;27;23;29;32;20;129;21600
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
11;10;6;5;13;27;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;9;23;29;32;20;129;21106
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;27;24;7;19;14;22;21;17;25;31;30;23;29;32;20;129;20232
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
11;10;6;5;13;9;3;15;8;28;2;27;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;1;23;29;32;20;129;20884
129;19952;11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;19912
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
24;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;11;7;19;13;22;21;17;25;31;27;23;29;32;20;129;21600
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;29;16;30;24;7;19;13;22;21;17;25;31;27;23;12;32;20;129;21848
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;1;2;28;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;20818
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;18;15;8;28;2;1;4;3;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;21626
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;2;28;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;21206
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;13;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;10;22;21;17;25;31;27;23;29;32;20;129;19992
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;16;12;26;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;20790
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;25;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;9;31;27;23;29;32;20;129;20694
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;3;9;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;21032
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;28;8;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;20912
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;12;6;5;14;9;3;15;8;28;2;1;4;18;26;10;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;20112
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;4;1;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;129;20712
129;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;22;2;1;4;18;26;12;16;30;24;7;19;13;28;21;17;25;31;27;23;29;32;20;129;20312
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;23;27;29;32;20;130;20292
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;13;2;1;4;18;26;12;16;30;24;7;19;28;22;21;17;25;31;27;23;29;32;20;130;20940
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;19;12;16;30;24;7;26;13;22;21;17;25;31;27;23;29;32;20;130;20832
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;32;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;14;20;130;21478
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;20;31;27;23;29;32;25;130;21592
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;19;24;7;30;13;22;21;17;25;31;27;23;29;32;20;130;20512
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;8;6;5;14;9;3;15;10;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;130;20952
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;31;30;24;7;19;13;22;21;17;25;16;27;23;29;32;20;130;21168
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;20;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;14;130;21618
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;1;28;2;8;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;130;20432
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
2;10;6;5;14;9;3;15;8;28;11;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;130;20272
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;13;1;4;18;26;12;16;30;24;7;19;2;22;21;17;25;31;27;23;29;32;20;130;20112
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;2;15;8;28;3;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;130;20332
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;13;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;14;22;21;17;25;31;27;23;29;32;20;130;19952
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;19;3;15;8;28;2;1;4;18;26;12;16;30;24;7;9;13;22;21;17;25;31;27;23;29;32;20;130;21412
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
15;10;6;5;14;9;3;11;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;130;20152
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;29;24;7;19;13;22;21;17;25;31;27;23;30;32;20;130;20092
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;29;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;28;32;20;130;20272
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;12;8;28;2;1;4;18;26;15;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;130;19992
130;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;23;12;16;30;24;7;19;13;22;21;17;25;31;27;26;29;32;20;130;20712
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;7;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;6;19;13;22;21;17;25;31;27;23;29;32;20;131;20332
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;23;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;1;29;32;20;131;21278
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;19;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;5;13;22;21;17;25;31;27;23;29;32;20;131;20892
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;32;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;9;20;131;21454
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;31;22;21;17;25;13;27;23;29;32;20;131;20626
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;12;9;3;15;8;28;2;1;4;18;26;14;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;131;20092
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;27;22;21;17;25;31;13;23;29;32;20;131;20674
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;7;4;18;26;12;16;30;24;1;19;13;22;21;17;25;31;27;23;29;32;20;131;20232
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;32;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;8;20;131;21106
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;32;30;24;7;19;13;22;21;17;25;31;27;23;29;16;20;131;21384
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;13;19;22;21;17;25;31;27;23;29;32;20;131;20880
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;7;8;28;2;1;4;18;26;12;16;30;24;15;19;13;22;21;17;25;31;27;23;29;32;20;131;20352
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;4;2;1;28;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;131;20882
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;19;28;2;1;4;18;26;12;16;30;24;7;8;13;22;21;17;25;31;27;23;29;32;20;131;20532
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;26;14;9;3;15;8;28;2;1;4;18;5;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;131;20436
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;26;15;8;28;2;1;4;18;3;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;131;21448
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;4;1;2;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;131;20392
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;31;25;27;23;29;32;20;131;20592
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;21;4;18;26;12;16;30;24;7;19;13;22;1;17;25;31;27;23;29;32;20;131;20752
131;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;31;22;21;17;25;13;27;23;29;32;20;131;20626
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;7;12;16;30;24;26;19;13;22;21;17;25;31;27;23;29;32;20;132;20874
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;28;3;15;8;9;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;132;21180
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;31;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;10;27;23;29;32;20;132;21502
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
8;10;6;5;14;9;3;15;11;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;132;20552
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;13;4;18;26;12;16;30;24;7;19;1;22;21;17;25;31;27;23;29;32;20;132;20052
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;21;16;30;24;7;19;13;22;12;17;25;31;27;23;29;32;20;132;21624
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;28;5;14;9;3;15;8;6;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20;132;21100
132;19912;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;12;16;30;24;7;19;13;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;20032
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;20;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;3;132;21534
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;4;3;15;8;28;2;1;9;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;21452
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;24;30;7;19;12;22;21;17;25;31;27;23;29;32;20;132;20552
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;7;4;18;26;13;16;30;24;1;19;12;22;21;17;25;31;27;23;29;32;20;132;20272
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;18;4;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;21256
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;29;23;32;20;132;21072
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;15;5;14;9;3;6;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;20372
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;19;24;7;30;12;22;21;17;25;31;27;23;29;32;20;132;20792
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;15;6;5;14;9;3;10;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;20552
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;32;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;8;20;132;21186
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;13;28;2;1;4;18;26;8;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;21012
132;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;30;8;28;2;1;4;18;26;13;16;15;24;7;19;12;22;21;17;25;31;27;23;29;32;20;132;21638
133;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
17;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;11;25;31;27;23;29;32;20;133;22116
133;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;6;5;14;9;3;15;21;28;2;1;4;18;26;13;16;30;24;7;19;12;22;8;17;25;31;27;23;29;32;20;133;21526
133;20032;11;10;6;5;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;133;19872
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;23;19;12;22;21;17;25;31;27;7;29;32;20;133;21482
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
16;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;11;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;133;19952
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
26;10;5;6;14;9;3;15;8;28;2;1;4;18;11;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;133;20622
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;20;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;18;133;19952
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;24;13;16;30;26;7;19;12;22;21;17;25;31;27;23;29;32;20;133;20612
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;19;13;16;30;24;7;26;12;22;21;17;25;31;27;23;29;32;20;133;20792
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;29;12;22;21;17;25;31;27;23;19;32;20;133;20892
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;1;2;28;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;133;20818
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;21;1;4;18;26;13;16;30;24;7;19;12;22;2;17;25;31;27;23;29;32;20;133;21200
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
27;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;11;23;29;32;20;133;21160
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;23;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;3;29;32;20;133;21420
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;19;7;12;22;21;17;25;31;27;23;29;32;20;133;20518
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
26;10;5;6;14;9;3;15;8;28;2;1;4;18;11;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;133;20622
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;29;13;16;30;24;7;19;12;22;21;17;25;31;27;23;26;32;20;133;20232
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;22;16;30;24;7;19;12;13;21;17;25;31;27;23;29;32;20;133;21106
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
2;10;5;6;14;9;3;15;8;28;11;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20;133;20232
133;19872;11;10;5;6;14;9;3;15;8;28;2;1;4;18;26;13;16;30;24;7;19;12;22;21;17;25;31;27;23;29;32;20
