"X1";"X262";"X40";"X18";"X5";"X17";"X16";"X24";"X55";"X19";"X53";"X23";"X38";"X37";"X47";"X63";"X45";"X35";"X22";"X61";"X4";"X8";"X30";"X41";"X10";"X20";"X7";"X31";"X50";"X60";"X42";"X39";"X46";"X27";"X43";"X32";"X9";"X14";"X1.1";"X44";"X57";"X64";"X13";"X56";"X6";"X49";"X62";"X29";"X2";"X48";"X25";"X52";"X3";"X59";"X58";"X33";"X12";"X26";"X28";"X54";"X51";"X21";"X15";"X34";"X36";"X11"
51;252;23;17;57;3;10;12;46;48;13;59;24;32;50;1;2;51;36;64;14;34;6;21;20;16;33;27;55;53;47;38;11;52;56;39;44;30;8;9;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;37;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;59;24;32;50;1;2;51;36;64;14;34;6;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;9;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;51;252
51;252;23;17;57;3;10;12;46;48;13;59;24;32;50;1;2;51;36;64;14;34;6;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;9;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;14;34;6;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;51;228
51;228;23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;14;34;6;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;20;46;48;13;9;24;32;50;1;2;51;36;64;14;34;6;21;12;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;51;236
52;228;23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;14;34;6;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;6;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;52;220
52;220;23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;6;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;24;32;50;1;34;51;36;64;6;2;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;52;228
52;220;23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;6;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;59;64;6;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;36;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;52;252
52;220;23;17;57;3;10;12;46;48;13;9;24;32;50;1;2;51;36;64;6;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;24;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;52;220
52;220;23;17;57;3;10;12;46;48;13;9;24;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;54;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62;52;228
52;228;23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;4;45;35;7;15;41;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;43;25;31;62;52;228
52;228;23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;1;36;64;51;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;43;25;31;62;52;248
52;228;23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;43;25;31;62
23;17;9;3;10;12;46;48;13;57;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;43;25;31;62;52;252
52;228;23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;43;25;31;62
23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;228
52;228;23;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;37;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;228
52;228;37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;38;11;52;56;39;44;30;8;59;60;61;22;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;38;11;52;56;22;44;30;8;59;60;61;39;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;228
52;228;37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;38;11;52;56;22;44;30;8;59;60;61;39;24;42;5;18;40;29;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;38;11;52;56;22;44;30;8;59;60;61;29;24;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;228
52;228;37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;38;11;52;56;22;44;30;8;59;60;61;29;24;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;24;11;52;56;22;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;232
52;232;37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;24;11;52;56;22;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;36;3;10;12;46;48;13;9;54;32;50;6;2;51;57;64;1;34;14;21;20;16;33;23;55;53;47;24;11;52;56;22;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;256
52;232;37;17;57;3;10;12;46;48;13;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;47;24;11;52;56;22;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;47;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;13;24;11;52;56;22;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;232
52;232;37;17;57;3;10;12;46;48;47;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;13;24;11;52;56;22;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;47;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62;52;232
52;232;37;17;57;3;10;12;46;48;47;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;53;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;31;62
37;17;57;3;10;12;46;48;47;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;53;62;52;232
52;232;37;17;57;3;10;12;46;48;47;9;54;32;50;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;53;62
37;17;57;3;10;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;53;62;52;232
52;232;37;17;57;3;10;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;53;62
37;17;57;3;10;12;46;48;47;25;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;9;43;53;62;52;252
52;232;37;17;57;3;10;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;15;4;28;26;27;58;49;19;25;43;53;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;10;4;28;26;27;58;49;19;25;43;53;62;52;232
53;232;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;22;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;10;4;28;26;27;58;49;19;25;43;53;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;58;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;10;4;28;26;27;22;49;19;25;43;53;62;53;232
53;232;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;23;55;31;58;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;10;4;28;26;27;22;49;19;25;43;53;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;10;55;31;58;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;53;62;53;232
53;232;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;10;55;31;58;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;18;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;53;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;10;55;31;58;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62;53;232
53;232;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;10;55;31;58;24;11;52;56;13;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;10;55;31;58;13;11;52;56;24;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62;53;228
53;228;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;33;10;55;31;58;13;11;52;56;24;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;58;10;55;31;33;13;11;52;56;24;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62;53;228
53;228;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;21;20;16;58;10;55;31;33;13;11;52;56;24;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62
37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;31;33;13;11;52;56;24;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62;53;230
53;230;37;17;57;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;31;33;13;11;52;56;24;44;30;8;59;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62
37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;31;33;13;11;52;56;24;44;30;8;57;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62;53;232
53;232;37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;31;33;13;11;52;56;24;44;30;8;57;60;61;29;38;42;5;53;40;39;63;41;45;35;7;23;4;28;26;27;22;49;19;25;43;18;62
37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;31;33;13;11;52;56;24;44;30;8;57;60;61;29;38;28;5;53;40;39;63;41;45;35;7;23;4;42;26;27;22;49;19;25;43;18;62;53;232
53;232;37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;31;33;13;11;52;56;24;44;30;8;57;60;61;29;38;28;5;53;40;39;63;41;45;35;7;23;4;42;26;27;22;49;19;25;43;18;62
37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;42;26;27;22;49;19;25;43;18;62;53;232
53;232;37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;20;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;42;26;27;22;49;19;25;43;18;62
37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;42;26;27;22;20;19;25;43;18;62;53;234
53;234;37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;42;26;27;22;20;19;25;43;18;62
37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;25;26;27;22;20;19;42;43;18;62;53;234
53;234;37;17;59;3;15;12;46;48;47;9;50;32;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;25;26;27;22;20;19;42;43;18;62
37;17;59;3;15;12;46;48;18;9;50;32;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;234
53;234;37;17;59;3;15;12;46;48;18;9;50;32;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;63;41;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
37;17;59;3;15;12;46;48;18;9;50;63;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;32;41;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;234
53;234;37;17;59;3;15;12;46;48;18;9;50;63;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;32;41;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
37;17;59;3;15;12;41;48;18;9;50;63;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;234
53;234;37;17;59;3;15;12;41;48;18;9;50;63;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;52;56;24;44;30;8;57;60;61;29;31;28;5;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
37;17;59;3;15;12;41;48;18;9;50;63;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;5;56;24;44;30;8;57;60;61;29;31;28;52;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;236
53;236;37;17;59;3;15;12;41;48;18;9;50;63;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;5;56;24;44;30;8;57;60;61;29;31;28;52;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
63;17;59;3;15;12;41;48;18;9;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;5;56;24;44;30;8;57;60;61;29;31;28;52;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;236
53;236;63;17;59;3;15;12;41;48;18;9;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;11;5;56;24;44;30;8;57;60;61;29;31;28;52;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
63;17;59;3;15;12;41;48;18;9;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;57;60;61;29;31;28;52;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;234
53;234;63;17;59;3;15;12;41;48;18;9;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;57;60;61;29;31;28;52;53;40;39;32;46;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
63;17;59;3;15;12;41;48;18;9;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;32;57;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62;53;234
53;234;63;17;59;3;15;12;41;48;18;9;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;32;57;45;35;7;23;4;25;26;27;22;20;19;42;43;47;62
63;17;59;3;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;32;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;53;198
53;198;63;17;59;3;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;32;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;17;59;32;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;53;206
54;206;63;17;59;32;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;17;59;32;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;8;10;55;38;33;13;56;5;11;24;44;30;58;46;60;61;29;31;28;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;54;226
54;206;63;17;59;32;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;5;11;24;44;30;8;46;60;61;29;31;28;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;17;59;32;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;54;212
54;212;63;17;59;32;15;12;41;48;18;4;50;37;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;17;59;32;15;12;41;48;18;4;37;50;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;54;216
54;216;63;17;59;32;15;12;41;48;18;4;37;50;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;33;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;17;59;32;15;12;41;33;18;4;37;50;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;54;212
54;212;63;17;59;32;15;12;41;33;18;4;37;50;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
6;17;59;32;15;12;41;33;18;4;37;50;54;63;2;51;36;64;1;34;14;49;21;16;58;10;55;38;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;54;256
54;212;63;17;59;32;15;12;41;33;18;4;37;50;54;6;2;51;36;64;1;34;14;49;21;16;58;10;55;38;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;17;59;32;15;12;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;58;10;55;2;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62;54;212
54;212;63;17;59;32;15;12;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;58;10;55;2;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;26;27;22;20;19;42;43;47;62
63;26;59;32;15;12;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;58;10;55;2;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;17;27;22;20;19;42;43;47;62;54;212
54;212;63;26;59;32;15;12;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;58;10;55;2;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;17;27;22;20;19;42;43;47;62
63;26;58;32;15;12;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;59;10;55;2;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;17;27;22;20;19;42;43;47;62;54;212
54;212;63;26;58;32;15;12;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;59;10;55;2;48;13;56;28;11;24;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;17;27;22;20;19;42;43;47;62
63;26;58;32;15;24;41;33;18;4;37;50;54;6;38;51;36;64;1;34;14;49;21;16;59;10;55;2;48;13;56;28;11;12;44;30;8;46;60;61;29;31;5;52;53;40;39;3;57;45;35;7;23;9;25;17;27;22;20;19;42;43;47;62;54;208
