"X1";"X280";"X13";"X33";"X49";"X64";"X46";"X21";"X43";"X14";"X22";"X52";"X58";"X30";"X36";"X15";"X39";"X10";"X35";"X50";"X12";"X47";"X51";"X7";"X9";"X44";"X24";"X27";"X3";"X41";"X25";"X6";"X8";"X11";"X31";"X60";"X28";"X48";"X29";"X32";"X5";"X45";"X42";"X62";"X1.1";"X16";"X40";"X37";"X59";"X63";"X26";"X56";"X57";"X34";"X19";"X23";"X2";"X54";"X18";"X4";"X55";"X17";"X61";"X38";"X20";"X53"
53;300;18;58;21;39;19;49;14;36;33;44;7;13;28;45;64;34;1;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;50;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62
18;58;21;39;19;33;14;36;49;44;7;13;28;45;64;34;1;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;50;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62;53;292
53;292;18;58;21;39;19;33;14;36;49;44;7;13;28;45;64;34;1;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;50;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62
18;58;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;50;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62;53;292
53;292;18;58;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;50;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62
18;50;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62;53;292
53;292;18;50;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;17;40;56;52;42;2;27;54;32;31;20;24;8;38;48;41;9;16;37;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62
18;50;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;41;9;16;37;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62;53;280
53;280;18;50;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;41;9;16;37;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;10;62
18;50;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;41;9;16;10;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;53;280
53;280;18;50;21;39;19;33;14;1;49;44;7;13;28;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;41;9;16;10;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;21;39;19;33;14;1;49;44;7;13;41;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;53;284
54;284;18;50;21;39;19;33;14;1;49;44;7;13;41;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;26;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;21;39;19;26;14;1;49;44;7;13;41;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;292
54;292;18;50;21;39;19;26;14;1;49;44;7;13;41;45;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;21;39;19;26;14;45;49;44;7;13;41;1;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;300
54;300;18;50;21;39;19;26;14;45;49;44;7;13;41;1;64;34;36;6;3;48;40;56;52;42;2;27;54;32;31;20;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;21;39;19;26;14;45;49;44;7;13;41;1;64;34;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;300
54;300;18;50;21;39;19;26;14;45;49;44;7;13;41;1;64;34;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;34;39;19;26;14;45;49;44;7;13;41;1;64;21;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;300
54;300;18;50;34;39;19;26;14;45;49;44;7;13;41;1;64;21;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;34;39;19;26;14;45;1;44;7;13;41;49;64;21;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;296
54;296;18;50;34;39;19;26;14;45;1;44;7;13;41;49;64;21;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;9;16;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;34;39;19;26;14;45;1;44;7;13;41;49;64;21;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;292
54;292;18;50;34;39;19;26;14;45;1;44;7;13;41;49;64;21;36;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;34;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62;54;284
54;284;18;50;34;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;40;56;52;42;2;27;54;32;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;55;4;29;37;62
18;50;34;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;40;56;52;42;2;27;54;55;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;32;4;29;37;62;54;288
54;288;18;50;34;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;40;56;52;42;2;27;54;55;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;32;4;29;37;62
18;50;55;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;40;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;32;4;29;37;62;54;288
54;288;18;50;55;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;40;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;57;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;32;4;29;37;62
18;50;55;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;57;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;40;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;32;4;29;37;62;54;288
54;288;18;50;55;36;19;26;14;45;1;44;7;13;41;49;64;21;39;20;3;48;57;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;40;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;51;12;46;22;32;4;29;37;62
18;50;55;36;19;26;14;45;1;44;51;13;41;49;64;21;39;20;3;48;57;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;40;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;7;12;46;22;32;4;29;37;62;54;280
54;280;18;50;55;36;19;26;14;45;1;44;51;13;41;49;64;21;39;20;3;48;57;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;40;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;7;12;46;22;32;4;29;37;62
18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;40;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;7;12;46;22;32;1;29;37;62;54;280
54;280;18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;52;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;40;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;7;12;46;22;32;1;29;37;62
18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;52;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;7;12;46;22;32;1;29;37;62;54;280
54;280;18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;31;6;24;8;38;17;28;16;9;10;35;52;5;53;59;25;60;63;58;23;33;61;11;47;43;30;15;7;12;46;22;32;1;29;37;62
18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;31;6;24;8;38;17;33;16;9;10;35;52;5;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;37;62;54;274
54;274;18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;31;6;24;8;38;17;33;16;9;10;35;52;5;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;37;62
18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;31;6;24;8;38;17;33;16;9;10;35;37;5;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62;54;274
54;274;18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;31;6;24;8;38;17;33;16;9;10;35;37;5;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62
18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;10;35;37;31;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62;54;274
54;274;18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;56;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;10;35;37;31;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62
18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62;54;276
54;276;18;50;55;36;19;26;14;45;4;44;51;13;41;49;64;21;39;20;3;48;57;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;58;23;28;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62
18;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;57;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;58;23;14;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62;54;276
54;276;18;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;57;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;58;23;14;61;11;47;43;30;15;7;12;46;22;32;1;29;52;62
18;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;15;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;58;23;14;61;11;47;43;30;57;7;12;46;22;32;1;29;52;62;54;276
54;276;18;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;15;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;58;23;14;61;11;47;43;30;57;7;12;46;22;32;1;29;52;62
58;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;15;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;57;7;12;46;22;32;1;29;52;62;54;276
55;276;58;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;15;10;40;42;2;27;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;57;7;12;46;22;32;1;29;52;62
58;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;7;12;46;22;32;1;29;52;62;55;276
55;276;58;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;3;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;7;12;46;22;32;1;29;52;62
58;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62;55;280
55;280;58;50;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62
50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62;55;280
55;280;50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62
50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;32;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;10;1;29;52;62;55;282
55;280;50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;34;5;6;24;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62
50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62;55;276
55;276;50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62
50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;33;16;9;56;35;37;31;53;59;25;63;60;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62;55;280
55;276;50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;33;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;29;52;62
50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;33;52;62;55;280
55;280;50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;33;52;62
50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;8;2;57;54;24;5;6;34;42;38;17;29;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;33;52;62;55;288
55;280;50;58;55;36;19;26;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;9;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;33;52;62
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;33;52;62;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;18;23;14;61;11;47;43;30;27;3;12;46;22;32;1;33;52;62
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;18;23;14;61;11;62;43;30;27;3;12;46;22;32;1;33;52;47;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;18;23;14;61;11;62;43;30;27;3;12;46;22;32;1;33;52;47
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;18;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;52;47;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;40;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;18;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;52;47
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;52;47;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;2;57;54;24;5;6;34;8;38;17;29;16;26;56;35;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;52;47
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;2;57;54;24;5;6;34;8;38;17;29;35;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;52;47;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;2;57;54;24;5;6;34;8;38;17;29;35;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;52;47
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;52;57;54;24;5;6;34;8;38;17;29;35;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;2;47;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;52;57;54;24;5;6;34;8;38;17;29;35;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;2;47
50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;52;57;35;24;5;6;34;8;38;17;29;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;2;47;55;280
55;280;50;58;55;36;19;9;28;45;4;44;51;13;41;49;64;21;39;20;7;48;15;10;18;42;52;57;35;24;5;6;34;8;38;17;29;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;2;47
50;58;55;36;19;9;28;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;57;35;24;5;6;34;8;38;17;29;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;2;47;55;276
55;276;50;58;55;36;19;9;28;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;57;35;24;5;6;34;8;38;17;29;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;27;3;12;46;22;32;1;30;2;47
50;58;55;36;19;9;28;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;57;35;27;5;6;34;8;38;17;29;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47;55;288
55;288;50;58;55;36;19;9;28;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;57;35;27;5;6;34;8;38;17;29;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47
50;58;55;36;19;9;28;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;29;35;27;5;6;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47;55;288
55;288;50;58;55;36;19;9;28;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;29;35;27;5;6;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47
50;58;55;36;19;9;6;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47;55;280
55;280;50;58;55;36;19;9;6;45;4;41;51;13;44;49;64;21;39;20;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47
50;20;55;36;19;9;6;45;4;41;51;13;44;49;64;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47;55;280
56;280;50;20;55;36;19;9;6;45;4;41;51;13;44;49;64;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;14;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47
50;20;55;36;19;9;6;45;4;41;51;13;14;49;64;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47;56;280
56;280;50;20;55;36;19;9;6;45;4;41;51;13;14;49;64;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;30;2;47
50;20;55;36;19;9;6;45;4;41;51;13;14;30;64;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47;56;280
56;280;50;20;55;36;19;9;6;45;4;41;51;13;14;30;64;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;59;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47
50;20;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47;56;272
56;272;50;20;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;58;7;48;15;10;18;42;52;29;35;27;5;28;34;8;38;17;57;54;26;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47
50;20;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;58;7;48;15;10;18;42;52;29;35;27;57;28;34;8;38;17;5;54;26;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47;56;268
56;268;50;20;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;58;7;48;15;10;18;42;52;29;35;27;57;28;34;8;38;17;5;54;26;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47
50;34;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;58;7;48;15;10;18;42;52;29;35;27;57;28;20;8;38;17;5;54;26;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47;56;268
56;268;50;34;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;58;7;48;15;10;18;42;52;29;35;27;57;28;20;8;38;17;5;54;26;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47
50;34;55;36;19;9;6;45;4;41;51;13;14;30;59;21;39;26;7;48;15;10;18;42;52;29;35;27;57;28;20;8;38;17;5;54;58;56;16;37;31;53;64;25;60;63;40;23;44;61;11;62;43;33;24;3;12;46;22;32;1;49;2;47;56;264
