"X1";"X282";"X29";"X64";"X8";"X57";"X38";"X33";"X46";"X47";"X20";"X32";"X39";"X36";"X41";"X15";"X58";"X59";"X50";"X24";"X43";"X60";"X10";"X11";"X6";"X14";"X30";"X34";"X3";"X4";"X44";"X26";"X27";"X19";"X45";"X49";"X1.1";"X25";"X53";"X13";"X16";"X12";"X61";"X56";"X51";"X21";"X28";"X62";"X48";"X37";"X54";"X5";"X18";"X42";"X23";"X55";"X52";"X31";"X22";"X7";"X17";"X40";"X9";"X2";"X63";"X35"
52;24;58;62;31;42;9;55;50;16;28;57;46;37;21;17;40;60;30;53;22;7;63;56;51;43;36;13;14;23;61;29;8;49;54;18;39;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;33;27;45;60;276
60;268;52;24;58;62;31;42;9;55;50;16;28;57;46;37;21;17;40;60;30;53;22;7;63;56;51;43;36;13;14;39;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;33;27;45
52;24;58;62;31;42;9;55;50;16;28;57;46;37;21;17;40;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;39;27;45;60;264
60;264;52;24;58;62;31;42;9;55;50;16;28;57;46;37;21;17;40;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;39;27;45
52;24;58;62;31;42;9;55;50;16;28;57;46;37;21;17;40;60;43;53;22;7;63;56;51;30;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;39;27;45;60;276
60;264;52;24;58;62;31;42;9;55;50;16;28;57;46;37;21;17;40;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;39;27;45
52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;39;27;45;60;264
60;264;52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;39;27;45
52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;4;32;10;20;34;47;19;11;26;6;41;35;3;1;5;48;12;25;44;39;27;45;60;264
60;264;52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;4;32;10;20;34;47;19;11;26;6;41;35;3;1;5;48;12;25;44;39;27;45
52;24;58;62;31;42;9;40;50;16;28;57;46;37;10;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;4;32;21;20;34;47;19;11;26;6;41;35;3;1;5;48;12;25;44;39;27;45;60;272
60;264;52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;29;8;49;54;18;23;38;2;59;15;64;4;32;10;20;34;47;19;11;26;6;41;35;3;1;5;48;12;25;44;39;27;45
52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;59;15;64;4;32;10;20;34;47;19;11;26;6;41;35;3;1;5;48;12;25;44;29;27;45;60;268
60;268;52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;59;15;64;4;32;10;20;34;47;19;11;26;6;41;35;3;1;5;48;12;25;44;29;27;45
52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;29;27;45;60;268
60;268;52;24;58;62;31;42;9;40;50;16;28;57;46;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;59;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;29;27;45
52;24;58;62;31;42;9;40;50;16;28;57;59;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;29;27;45;60;268
60;268;52;24;58;62;31;42;9;40;50;16;28;57;59;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;25;44;29;27;45
52;24;58;62;25;42;9;40;50;16;28;57;59;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;31;44;29;27;45;60;268
60;268;52;24;58;62;25;42;9;40;50;16;28;57;59;37;21;17;55;60;30;53;22;7;63;56;51;43;36;13;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;26;6;41;35;4;1;5;48;12;31;44;29;27;45
52;24;58;62;25;42;9;40;50;16;28;57;59;37;21;17;55;60;30;53;22;7;63;56;51;43;26;13;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;29;27;45;60;268
60;268;52;24;58;62;25;42;9;40;50;16;28;57;59;37;21;17;55;60;30;53;22;7;63;56;51;43;26;13;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;29;27;45
52;24;58;62;25;42;9;40;50;16;28;57;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;29;27;45;60;272
60;272;52;24;58;62;25;42;9;40;50;16;28;57;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;29;27;45
52;24;58;62;25;42;9;40;50;16;29;57;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;28;27;45;60;268
60;268;52;24;58;62;25;42;9;40;50;16;29;57;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;54;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;28;27;45
52;24;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;28;27;45;60;274
60;274;52;24;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;12;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;24;31;44;28;27;45;60;274
60;274;52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;56;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;41;35;4;1;5;48;24;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;56;35;4;1;5;48;24;31;44;28;27;45;60;274
60;274;52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;6;56;35;4;1;5;48;24;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45;60;274
60;274;52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;3;32;10;20;34;47;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;20;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45;60;274
60;274;52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;20;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45
52;12;58;26;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;62;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;20;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45;60;286
61;274;52;12;58;62;25;42;9;40;50;16;29;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;20;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45;61;274
61;274;52;12;58;62;25;42;9;40;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;20;54;59;41;13;17;55;60;30;53;22;7;63;37;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45;61;286
61;274;52;12;58;62;25;42;9;40;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;38;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;4;1;5;48;6;31;44;28;27;45
52;12;58;62;25;42;9;40;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;38;1;5;48;6;31;44;28;27;45;61;274
61;274;52;12;58;62;25;42;9;40;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;38;1;5;48;6;31;44;28;27;45
52;12;40;62;25;42;9;58;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;38;1;5;48;6;31;44;28;27;45;61;278
61;278;52;12;40;62;25;42;9;58;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;49;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;35;38;1;5;48;6;31;44;28;27;45
52;12;40;62;25;42;9;58;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;28;27;45;61;278
61;278;52;12;40;62;25;42;9;58;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;28;27;45
52;12;40;62;25;42;9;58;50;16;20;54;59;37;13;17;55;60;1;53;22;7;63;41;51;43;26;21;14;33;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;30;5;48;6;31;44;28;27;45;61;294
61;278;52;12;40;62;25;42;9;58;50;16;20;54;59;37;13;17;55;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;28;27;45
52;12;40;62;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;28;27;45;61;278
61;278;52;12;40;62;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;33;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;28;27;45
52;12;40;62;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;33;27;45;61;282
61;282;52;12;40;62;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;3;19;11;36;24;56;49;38;1;5;48;6;31;44;33;27;45
52;12;40;3;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;11;36;24;56;49;38;1;5;48;6;31;44;33;27;45;61;286
61;286;52;12;40;3;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;8;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;11;36;24;56;49;38;1;5;48;6;31;44;33;27;45
52;12;40;3;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;11;8;24;56;49;38;1;5;48;6;31;44;33;27;45;61;282
61;282;52;12;40;3;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;11;8;24;56;49;38;1;5;48;6;31;44;33;27;45
52;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45;61;282
61;282;52;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;53;22;7;63;41;51;43;26;21;14;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45
52;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;14;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45;61;276
61;276;52;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;14;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;62;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45
52;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;14;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45;61;276
61;276;52;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;47;32;10;29;34;14;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45
47;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;52;32;10;29;34;14;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45;61;276
61;276;47;12;40;11;25;42;9;55;50;16;20;54;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;52;32;10;29;34;14;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;42;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;52;32;10;29;34;14;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45;61;260
61;260;47;12;40;11;25;54;9;55;50;16;20;42;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;52;32;10;29;34;14;19;3;8;24;56;49;38;1;5;48;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;49;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;52;32;10;29;34;14;19;3;8;24;56;42;38;1;5;48;6;31;44;33;27;45;61;260
61;260;47;12;40;11;25;54;9;55;50;16;20;49;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;52;32;10;29;34;14;19;3;8;24;56;42;38;1;5;48;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;49;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;10;29;34;14;19;3;8;24;56;42;38;1;5;52;6;31;44;33;27;45;61;260
61;260;47;12;40;11;25;54;9;55;50;16;20;49;59;37;13;17;58;60;30;21;22;7;63;41;51;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;10;29;34;14;19;3;8;24;56;42;38;1;5;52;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;49;59;37;13;17;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;10;29;34;14;19;3;8;24;56;42;38;1;51;52;6;31;44;33;27;45;61;260
61;260;47;12;40;11;25;54;9;55;50;16;20;49;59;37;13;17;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;10;29;34;14;19;3;8;24;56;42;38;1;51;52;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;49;17;37;13;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;10;29;34;14;19;3;8;24;56;42;38;1;51;52;6;31;44;33;27;45;61;260
61;260;47;12;40;11;25;54;9;55;50;16;20;49;17;37;13;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;10;29;34;14;19;3;8;24;56;42;38;1;51;52;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;49;17;37;13;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;34;14;19;3;10;24;56;42;38;1;51;52;6;31;44;33;27;45;61;260
62;260;47;12;40;11;25;54;9;55;50;16;20;49;17;37;13;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;34;14;19;3;10;24;56;42;38;1;51;52;6;31;44;33;27;45
47;12;40;11;25;54;9;55;50;16;20;49;17;37;13;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;33;14;19;3;10;24;56;42;38;1;51;52;6;31;44;34;27;45;62;260
62;260;47;12;40;11;25;54;9;55;50;16;20;49;17;37;13;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;33;14;19;3;10;24;56;42;38;1;51;52;6;31;44;34;27;45
47;12;40;11;25;54;9;55;13;16;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;33;14;19;3;10;24;56;42;38;1;51;52;6;31;44;34;27;45;62;262
62;262;47;12;40;11;25;54;9;55;13;16;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;33;14;19;3;10;24;56;42;38;1;51;52;6;31;44;34;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;34;27;45;62;266
62;266;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;2;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;34;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;34;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;2;27;45;62;272
62;272;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;43;26;53;62;28;61;39;36;35;57;18;23;4;34;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;35;26;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;2;27;45;62;272
62;272;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;58;60;30;21;22;7;63;41;5;35;26;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;2;27;45;62;268
62;268;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;8;29;16;14;19;3;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;8;29;16;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45;62;268
62;268;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;8;29;16;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45;62;268
62;268;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;1;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;20;51;52;6;31;44;2;27;45;62;272
62;268;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;35;58;53;62;28;61;39;36;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;36;58;53;62;28;61;39;35;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45;62;266
62;266;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;36;58;53;62;28;61;39;35;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;27;45
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;36;58;53;62;28;61;39;35;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;45;27;62;266
62;266;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;36;58;53;62;28;61;39;35;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;2;45;27
47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;2;58;53;62;28;61;39;35;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;36;45;27;62;266
62;266;47;12;40;11;25;54;9;55;13;33;20;49;17;37;50;59;26;60;30;21;22;7;63;41;5;2;58;53;62;28;61;39;35;43;57;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;36;45;27
47;12;40;11;25;54;9;55;13;33;20;49;57;37;50;59;26;60;30;21;22;7;63;41;5;2;58;53;62;28;61;39;35;43;17;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;36;45;27;62;266
62;266;47;12;40;11;25;54;9;55;13;33;20;49;57;37;50;59;26;60;30;21;22;7;63;41;5;2;58;53;62;28;61;39;35;43;17;18;23;4;34;46;15;64;48;32;16;29;8;3;19;14;10;24;56;42;38;1;51;52;6;31;44;36;45;27
