"X1";"X27744";"X30";"X8";"X29";"X18";"X10";"X17";"X16";"X1.1";"X12";"X20";"X28";"X13";"X3";"X7";"X32";"X31";"X2";"X4";"X5";"X11";"X14";"X23";"X21";"X22";"X9";"X25";"X6";"X26";"X24";"X27";"X19";"X15"
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
15;3;16;8;12;10;2;1;5;18;26;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;14;17;20;143;20664
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;4;31;30;6;19;7;23;28;32;27;29;21;22;26;17;20;143;19832
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;21;28;32;27;29;23;22;26;17;20;143;19752
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
15;3;17;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;16;20;143;20934
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
5;3;16;8;12;10;2;1;15;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;143;20112
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
15;3;16;8;12;10;2;1;5;18;14;13;21;25;24;11;7;31;30;6;19;4;23;28;32;27;29;9;22;26;17;20;143;20656
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;32;23;28;4;27;29;21;22;26;17;20;143;20590
143;19472;15;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;7;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;143;19312
143;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;23;4;28;32;27;29;21;22;26;17;20;143;19756
143;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;23;19;4;6;28;32;27;29;21;22;26;17;20;143;20062
143;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;13;14;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;143;19592
143;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;23;14;13;9;25;24;11;15;31;30;6;19;4;18;28;32;27;29;21;22;26;17;20;143;19592
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;8;16;3;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;144;19392
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;28;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;10;32;27;29;21;22;26;17;20;144;20026
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
5;3;16;8;12;10;2;1;7;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;144;20032
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;26;4;23;28;32;27;29;21;22;19;17;20;144;19372
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;26;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;16;17;20;144;19978
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;22;21;29;26;17;20;144;20092
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;32;31;30;6;19;4;23;28;15;27;29;21;22;26;17;20;144;21472
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;23;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;3;28;32;27;29;21;22;26;17;20;144;19992
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;22;27;29;21;32;26;17;20;144;19872
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;20;19;4;23;28;32;27;29;21;22;26;17;6;144;20660
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;30;31;6;19;4;23;28;32;27;29;21;22;26;17;20;144;19412
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;20;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;3;144;20538
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;27;24;11;15;31;30;6;19;4;23;28;32;25;29;21;22;26;17;20;144;20472
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;23;4;28;32;27;29;21;22;26;17;20;144;19756
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;15;8;12;10;2;1;5;18;14;13;9;25;24;11;16;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;144;19532
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;31;9;25;24;11;15;13;30;6;19;4;23;28;32;27;29;21;22;26;17;20;144;20486
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;17;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;16;20;144;20854
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;22;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;18;26;17;20;144;19472
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;21;30;6;19;4;23;28;32;27;29;31;22;26;17;20;144;20032
144;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;5;1;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;144;19332
145;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;20;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;10;145;20414
145;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;10;2;1;5;18;11;13;9;25;24;14;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;145;19472
145;19312;7;3;16;8;12;10;2;1;5;18;14;13;9;25;24;11;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20;145;19172
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;11;2;1;5;22;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;18;26;17;20;145;19332
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;21;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;3;22;26;17;20;145;20770
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;20;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;3;145;20398
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;30;11;2;1;5;18;14;13;9;25;24;10;15;31;12;6;19;4;23;28;32;27;29;21;22;26;17;20;145;20530
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
32;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;7;27;29;21;22;26;17;20;145;21416
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;11;2;1;28;18;14;13;9;25;24;10;15;31;30;6;19;4;23;5;32;27;29;21;22;26;17;20;145;20606
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;4;19;23;28;32;27;29;21;22;26;17;20;145;19580
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;17;20
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;145;19172
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;20;27;29;21;22;26;32;17;145;19412
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;29;10;15;31;30;6;19;4;23;28;32;27;24;21;22;26;20;17;145;20152
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;32;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;5;27;29;21;22;26;20;17;145;21314
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;32;28;23;27;29;21;22;26;20;17;145;19672
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;28;25;24;10;15;31;30;6;19;4;23;9;32;27;29;21;22;26;20;17;145;21096
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;15;9;25;24;10;13;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;145;19532
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;31;14;13;9;25;24;10;15;18;30;6;19;4;23;28;32;27;29;21;22;26;20;17;145;20212
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;23;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;8;28;32;27;29;21;22;26;20;17;145;19828
145;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;14;18;5;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;145;19472
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;26;15;31;30;6;19;4;23;28;32;27;29;21;22;10;20;17;146;20828
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;21;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;3;22;26;20;17;146;20770
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;32;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;8;27;29;21;22;26;20;17;146;20802
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;30;9;25;24;10;15;31;13;6;19;4;23;28;32;27;29;21;22;26;20;17;146;19984
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;31;12;11;2;1;5;18;14;13;9;25;24;10;15;8;30;6;19;4;23;28;32;27;29;21;22;26;20;17;146;21008
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;31;2;1;5;18;14;13;9;25;24;10;15;11;30;6;19;4;23;28;32;27;29;21;22;26;20;17;146;20568
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;20;22;26;21;17;146;19412
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;17;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;24;146;20052
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;21;15;31;30;6;19;4;23;28;32;27;29;10;22;26;20;17;146;21336
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;30;10;15;31;24;6;19;4;23;28;32;27;29;21;22;26;20;17;146;19732
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
10;3;16;8;12;11;2;1;5;18;14;13;9;25;24;7;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;146;19252
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;17;22;26;20;21;146;19212
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;6;14;13;9;25;24;10;15;31;30;18;19;4;23;28;32;27;29;21;22;26;20;17;146;20186
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;32;4;23;28;19;27;29;21;22;26;20;17;146;20012
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;30;11;2;1;5;18;14;13;9;25;24;10;15;31;12;6;19;4;23;28;32;27;29;21;22;26;20;17;146;20530
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;27;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;11;29;21;22;26;20;17;146;19954
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;13;12;11;2;1;5;18;14;8;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;146;20112
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
16;3;7;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;146;19512
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;20;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;14;17;146;20820
146;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;22;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;16;26;20;17;146;20580
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;10;18;14;13;9;25;24;5;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;19772
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;32;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;3;27;29;21;22;26;20;17;147;20866
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;10;15;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;19172
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;17;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;11;147;21394
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;18;1;5;2;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;20736
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;22;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;11;26;20;17;147;20820
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;31;9;25;24;15;10;13;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;20226
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;17;27;29;21;22;26;20;32;147;19652
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;17;22;26;20;21;147;19212
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;21;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;2;22;26;20;17;147;20626
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;23;4;19;28;32;27;29;21;22;26;20;17;147;19252
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;10;14;13;9;25;24;15;18;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;21450
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;4;18;14;13;9;25;24;15;10;31;30;6;19;5;23;28;32;27;29;21;22;26;20;17;147;19692
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;22;6;19;4;23;28;32;27;29;21;30;26;20;17;147;19612
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;1;12;11;2;8;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;20092
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;17;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;9;147;20256
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;20;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;24;17;147;19432
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;5;16;8;12;11;2;1;3;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;19732
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;32;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;3;27;29;21;22;26;20;17;147;20866
147;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
14;3;16;8;12;11;2;1;5;18;7;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;147;19532
148;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;1;5;18;14;13;9;25;23;15;10;31;30;6;19;4;24;28;32;27;29;21;22;26;20;17;148;19332
148;19172;7;3;16;8;12;11;2;1;5;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;148;19192
148;19192;7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;13;11;2;5;1;18;14;12;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;148;19912
148;19192;7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;5;2;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;148;19392
148;19192;7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
15;3;16;8;12;11;2;5;1;18;14;13;9;25;24;7;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17;148;19352
148;19192;7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;5;1;18;14;13;9;25;6;15;10;31;30;24;19;4;23;28;32;27;29;21;22;26;20;17;148;20074
148;19192;7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;32;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;5;27;29;21;22;26;20;17;148;21172
148;19192;7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;6;19;4;23;28;32;27;29;21;22;26;20;17
7;3;16;8;12;11;2;5;1;18;14;13;9;25;24;15;10;31;30;17;19;4;23;28;32;27;29;21;22;26;20;6;148;20460
